"Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type"
"201401QA10267,1,1,3,2,28,6,3,5,3,0,0,2,0,1"
"201401QA10268,1,1,3,1,33,6,3,9,9,0,0,2,0,1"
"201401QA10269,1,1,1,1,37,7,3,0,0,0,0,0,9,1"
"201401QA10269,1,2,2,1,39,7,3,0,0,1,0,0,9,1"
"201401QA10270,1,1,3,2,29,6,3,5,2,0,0,2,0,1"
"201401QA10271,2,1,1,1,53,8,2,0,0,0,0,0,1,1"
"201401QA10273,1,1,1,1,21,5,3,0,0,0,0,0,4,1"
"201401QA10274,1,1,3,1,32,6,3,9,9,0,0,2,0,1"
"201401QA10275,1,1,2,2,26,6,3,0,0,0,3,0,11,1"
"201401QA10275,1,2,2,2,54,8,3,0,0,0,4,0,11,1"
"201401QA10276,1,1,3,2,19,4,3,5,2,0,0,2,0,-1"
"201401QA10277,1,1,1,1,69,10,3,0,0,0,0,0,9,1"
"201401QA10278,1,1,1,1,49,8,3,0,0,0,0,0,5,1"
"201401QA10279,2,1,1,1,27,6,3,0,0,0,0,0,2,1"
"201401QA10280,2,1,1,2,53,8,3,0,0,0,0,0,9,-1"
"201401QA10281,1,1,1,2,50,8,3,0,0,0,0,0,9,1"
"201401QA10281,1,2,2,2,7,2,3,0,0,2,0,0,9,1"
"201401QA10282,1,1,1,2,23,5,3,0,0,0,0,0,9,1"
"201401QA10283,2,1,1,1,44,7,3,0,0,0,0,0,5,2"
"201401QA10284,1,1,1,1,43,7,3,0,0,0,0,0,9,1"
"201401QA10285,1,1,1,1,47,8,3,0,0,0,0,0,9,1"
"201401QA10285,1,2,2,1,23,5,3,0,0,1,0,0,9,1"
"201401QA10286,1,1,1,2,56,9,3,0,0,0,0,0,9,1"
"201401QA10286,1,2,2,2,24,5,3,0,0,1,0,0,9,1"
"201401QA10287,2,1,1,2,67,10,3,0,0,0,0,0,9,1"
"201401QA10288,1,1,1,1,18,4,3,0,0,0,0,0,3,1"
"201401QA10289,2,1,1,2,37,7,2,0,0,0,0,0,9,1"
"201401QA10290,1,1,3,1,44,7,3,4,2,0,0,2,0,-1"
"201401QA10291,1,1,3,2,37,7,2,6,9,0,0,2,0,1"
"201401QA10292,2,1,1,2,65,9,3,0,0,0,0,0,9,1"
"201401QA10293,1,1,2,1,19,4,3,0,0,2,0,0,9,1"
"201401QA10294,2,1,2,2,57,9,3,0,0,1,0,0,9,1"
"201401QA10295,1,1,3,1,44,7,3,9,9,0,0,2,0,1"
"201401QA10297,2,1,2,2,-1,-1,3,0,0,1,0,0,8,-1"
"201401QA10298,1,1,3,1,40,7,3,1,1,0,0,2,0,1"
"201401QA10299,2,1,1,2,52,8,3,0,0,0,0,0,9,1"
"201401QA10300,1,1,3,1,35,6,3,4,1,0,0,2,0,1"
"201401QA10301,2,1,1,1,64,9,3,0,0,0,0,0,1,1"
"201401QA10302,1,1,3,2,25,5,3,1,1,0,0,2,0,1"
"201401QA10304,2,1,1,1,36,7,3,0,0,0,0,0,1,1"
"201401QA10305,3,1,1,2,57,9,3,0,0,0,0,0,9,1"
"201401QA10305,4,2,1,2,47,8,3,0,0,0,0,0,9,1"
"201401QA10306,1,1,1,2,30,6,3,0,0,0,0,0,9,1"
"201401QA10306,2,2,1,2,21,5,3,0,0,0,0,0,9,-1"
"201401QA10307,2,1,1,1,55,8,3,0,0,0,0,0,1,1"
"201401QA10308,1,1,2,2,70,10,3,0,0,0,3,0,11,1"
"201401QA10309,1,1,1,1,16,4,2,0,0,0,0,0,1,1"
"201401QA10310,1,1,1,2,61,9,3,0,0,0,0,0,9,1"
"201401QA10311,1,1,2,1,64,9,3,0,0,1,0,0,9,1"
"201401QA10312,1,1,1,1,51,8,3,0,0,0,0,0,3,1"
"201401QA10313,2,1,1,2,47,8,3,0,0,0,0,0,3,1"
"201401QA10314,2,1,1,1,6,2,3,0,0,0,0,0,1,1"
"201401QA10315,2,1,1,1,35,6,3,0,0,0,0,0,9,1"
"201401QA10316,1,1,1,2,24,5,3,0,0,0,0,0,9,1"
"201401QA10317,2,1,1,2,39,7,3,0,0,0,0,0,1,1"
"201401QA10318,2,1,1,1,11,3,2,0,0,0,0,0,1,1"
"201401QA10319,1,1,2,2,80,11,3,0,0,1,0,0,9,-1"
"201401QA10320,2,1,1,1,-1,-1,3,0,0,0,0,0,4,1"
"201401QA10321,1,1,1,1,22,5,3,0,0,0,0,0,3,1"
"201401QA10323,1,1,3,1,62,9,3,5,3,0,0,2,0,1"
"201401QA10325,2,1,1,1,55,8,3,0,0,0,0,0,1,1"
"201401QA10326,1,1,3,1,23,5,2,9,9,0,0,2,0,1"
"201401QA10327,2,1,1,1,11,3,3,0,0,0,0,0,1,1"
"201401QA10328,1,1,1,1,41,7,3,0,0,0,0,0,19,1"
"201401QA10328,2,2,1,1,23,5,3,0,0,0,0,0,9,1"
"201401QA10330,2,1,1,2,28,6,3,0,0,0,0,0,3,-1"
"201401QA10333,1,1,1,2,23,5,3,0,0,0,0,0,9,1"
"201401QA10336,2,1,1,1,43,7,3,0,0,0,0,0,9,1"
"201401QA10337,1,1,1,1,30,6,3,0,0,0,0,0,3,1"
"201401QA10338,1,1,3,2,37,7,3,10,9,0,0,2,0,-1"
"201401QA10339,2,1,1,1,22,5,3,0,0,0,0,0,3,1"
"201401QA10340,1,1,3,2,10,2,3,1,4,0,0,2,0,1"
"201401QA10342,1,1,3,2,35,6,2,5,3,0,0,2,0,1"
"201401QA10343,1,1,3,1,2,1,3,5,1,0,0,2,0,1"
"201401QA10344,1,1,1,2,56,9,3,0,0,0,0,0,9,1"
"201401QA10344,2,2,1,1,29,6,3,0,0,0,0,0,3,1"
"201401QA10345,1,1,1,1,44,7,3,0,0,0,0,0,3,1"
"201401QA10346,1,1,1,2,49,8,3,0,0,0,0,0,9,1"
"201401QA10346,1,2,2,2,21,5,3,0,0,1,0,0,9,1"
"201401QA10348,2,1,1,1,45,7,3,0,0,0,0,0,1,1"
"201401QA10349,1,1,1,2,23,5,3,0,0,0,0,0,9,1"
"201401QA10351,1,1,2,1,33,6,3,0,0,0,4,0,11,1"
"201401QA10352,1,1,1,1,18,4,3,0,0,0,0,0,1,1"
"201401QA10353,1,1,1,2,-1,-1,3,0,0,0,0,0,9,-1"
"201401QA10353,2,2,1,1,39,7,3,0,0,0,0,0,9,-1"
"201401QA10354,1,1,1,1,34,6,2,0,0,0,0,0,1,1"
"201401QA10355,1,1,1,1,68,10,3,0,0,0,0,0,9,1"
"201401QA10356,2,1,1,2,34,6,3,0,0,0,0,0,19,1"
"201401QA10359,1,1,1,2,17,4,3,0,0,0,0,0,3,1"
"201401QA10360,1,1,1,1,-1,-1,3,0,0,0,0,0,9,-1"
"201401QA10360,2,2,1,1,43,7,3,0,0,0,0,0,3,1"
"201401QA10361,1,1,1,2,61,9,3,0,0,0,0,0,9,1"
"201401QA10361,2,2,1,1,21,5,3,0,0,0,0,0,9,1"
"201401QA10362,1,1,1,2,44,7,3,0,0,0,0,0,9,-1"
"201401QA10362,2,2,1,1,37,7,3,0,0,0,0,0,9,1"
"201401QA10362,2,3,2,1,32,6,3,0,0,1,0,0,9,-1"
"201401QA10363,2,1,1,1,27,6,3,0,0,0,0,0,5,1"
"201401QA10364,1,1,2,2,18,4,3,0,0,1,0,0,9,1"
"201401QA10365,1,1,1,1,61,9,3,0,0,0,0,0,9,1"
"201401QA10366,2,1,1,1,51,8,3,0,0,0,0,0,9,1"
"201401QA10366,2,2,2,2,2,1,3,0,0,1,0,0,9,1"
"201401QA10367,2,1,1,1,55,8,3,0,0,0,0,0,1,1"
"201401QA10368,1,1,1,2,39,7,2,0,0,0,0,0,9,1"
"201401QA10368,1,2,2,2,15,3,2,0,0,2,0,0,9,1"
"201401QA10370,2,1,1,1,8,2,3,0,0,0,0,0,1,1"
"201401QA10375,1,1,1,1,28,6,3,0,0,0,0,0,9,1"
"201401QA10376,1,1,1,1,44,7,3,0,0,0,0,0,1,1"
"201401QA10377,1,1,1,2,25,5,3,0,0,0,0,0,9,1"
"201401QA10378,1,1,1,2,77,11,3,0,0,0,0,0,9,-1"
"201401QA10378,2,2,2,1,32,6,3,0,0,0,0,0,19,1"
"201401QA10379,1,1,1,1,21,5,3,0,0,0,0,0,2,1"
"201401QA10380,1,1,3,1,12,3,3,5,1,0,0,2,0,1"
"201401QA10381,2,1,1,2,20,4,3,0,0,0,0,0,9,1"
"201401QA10386,1,1,2,2,85,11,3,0,0,0,1,0,11,1"
"201401QA10387,1,1,1,1,54,8,3,0,0,0,0,0,9,1"
"201401QA10388,2,1,2,2,37,7,3,0,0,1,0,0,9,1"
"201401QA10389,2,1,1,1,19,4,2,0,0,0,0,0,3,1"
"201401QA10390,1,1,1,2,-1,-1,3,0,0,0,0,0,9,1"
"201401QA10391,1,1,1,2,16,4,3,0,0,0,0,0,2,1"
"201401QA10392,1,1,1,2,28,6,3,0,0,0,0,0,9,1"
"201401QA10392,2,2,1,2,34,6,3,0,0,0,0,0,9,1"
"201401QA10393,1,1,1,2,29,6,3,0,0,0,0,0,9,1"
"201401QA10394,1,1,1,1,26,6,3,0,0,0,0,0,9,1"
"201401QA10394,2,2,1,2,31,6,3,0,0,0,0,0,9,1"
"201401QA10395,1,1,3,2,62,9,3,4,3,0,0,2,0,1"
"201401QA10396,2,1,2,2,73,10,3,0,0,1,0,0,9,1"
"201401QA10397,1,1,1,2,57,9,3,0,0,0,0,0,9,1"
"201401QA10399,2,1,1,1,27,6,3,0,0,0,0,0,9,1"
"201401QA10400,1,1,1,1,44,7,3,0,0,0,0,0,1,1"
"201401QA10401,2,1,1,1,45,7,3,0,0,0,0,0,1,1"
"201401QA10402,1,1,1,2,46,8,3,0,0,0,0,0,9,1"
"201401QA10405,1,1,1,2,89,11,3,0,0,0,0,0,9,1"
"201401QA10405,1,2,2,2,87,11,3,0,0,1,0,0,9,1"
"201401QA10406,2,1,1,1,23,5,3,0,0,0,0,0,3,1"
"201401QA10407,2,1,1,1,24,5,3,0,0,0,0,0,1,1"
"201401QA10408,1,1,1,1,43,7,3,0,0,0,0,0,5,1"
"201401QA10410,1,1,1,1,31,6,3,0,0,0,0,0,3,1"
"201401QA10411,1,1,1,2,52,8,3,0,0,0,0,0,9,1"
"201401QA10411,2,2,2,1,22,5,3,0,0,1,0,0,9,1"
"201401QA10412,1,1,3,1,77,11,3,1,1,0,0,2,0,1"
"201401QA10413,1,1,3,2,34,6,3,1,1,0,0,2,0,1"
"201401QA10414,1,1,2,2,85,11,3,0,0,0,3,0,11,1"
"201401QA10415,1,1,1,1,41,7,3,0,0,0,0,0,9,1"
"201401QA10416,1,1,1,2,36,7,3,0,0,0,0,0,9,1"
"201401QA10417,1,1,1,1,85,11,3,0,0,0,0,0,9,1"
"201401QA10419,1,1,2,2,12,3,3,0,0,2,0,0,9,-1"
"201401QA10420,2,1,1,1,55,8,3,0,0,0,0,0,5,1"
"201401QA10421,1,1,1,1,22,5,3,0,0,0,0,0,3,1"
"201401QA10422,1,1,3,2,10,2,3,5,9,0,0,2,0,1"
"201401QA10423,1,1,2,2,62,9,3,0,0,1,0,0,9,1"
"201401QA10425,1,1,3,2,14,3,3,5,9,0,0,2,0,-1"
"201401QA10426,1,1,2,2,52,8,3,0,0,0,4,0,11,1"
"201401QA10426,1,2,2,2,50,8,3,0,0,0,4,0,11,1"
"201401QA10426,1,3,2,2,35,6,3,0,0,0,3,0,11,1"
"201401QA10428,1,1,3,2,38,7,3,1,1,0,0,2,0,1"
"201401QA10430,1,1,1,1,57,9,3,0,0,0,0,0,9,-1"
"201401QA10430,1,2,2,1,16,4,3,0,0,1,0,0,9,1"
"201401QA10431,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1"
"201401QA10431,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1"
"201401QA10432,1,1,3,2,39,7,3,5,1,0,0,2,0,1"
"201401QA10434,1,1,1,1,22,5,3,0,0,0,0,0,9,1"
"201401QA10434,1,2,2,1,23,5,3,0,0,1,0,0,9,2"
"201401QA10434,1,3,2,2,19,4,3,0,0,2,0,0,9,2"
"201401QA10434,1,4,2,2,19,4,3,0,0,2,0,0,9,1"
"201401QA10435,1,1,1,1,36,7,3,0,0,0,0,0,9,1"
"201401QA10436,1,1,3,1,59,9,3,10,1,0,0,2,0,1"
"201401QA10438,1,1,1,2,77,11,3,0,0,0,0,0,1,1"
"201401QA10439,1,1,1,1,24,5,3,0,0,0,0,0,9,1"
"201401QA10439,2,2,1,1,43,7,2,0,0,0,0,0,4,1"
"201401QA10441,2,1,1,1,39,7,3,0,0,0,0,0,1,1"
"201401QA10442,2,1,1,1,21,5,3,0,0,0,0,0,3,1"
"201401QA10444,1,1,3,1,4,1,3,9,9,0,0,2,0,-1"
"201401QA10445,1,1,3,1,51,8,3,9,9,0,0,2,0,1"
"201401QA10446,2,1,1,1,42,7,3,0,0,0,0,0,9,1"
"201401QA10447,2,1,2,1,6,2,3,0,0,2,0,0,9,1"
"201401QA10447,2,2,2,2,5,1,3,0,0,2,0,0,9,1"
"201401QA10448,1,1,1,2,23,5,3,0,0,0,0,0,9,1"
"201401QA10448,1,2,3,2,30,6,3,1,1,0,0,2,0,1"
"201401QA10448,1,3,2,1,-1,-1,3,0,0,1,0,0,9,1"
"201401QA10449,1,1,3,1,16,4,3,5,9,0,0,2,0,1"
"201401QA10450,1,1,1,2,50,8,3,0,0,0,0,0,9,1"
"201401QA10451,1,1,2,2,23,5,3,0,0,1,0,0,9,1"
"201401QA10452,1,1,1,2,22,5,3,0,0,0,0,0,9,1"
"201401QA10453,1,1,1,2,41,7,3,0,0,0,0,0,9,1"
"201401QA10453,1,2,2,1,8,2,3,0,0,2,0,0,9,1"
"201401QA10454,1,1,2,1,67,10,3,0,0,0,2,0,11,1"
"201401QA10455,1,1,1,1,53,8,3,0,0,0,0,0,9,1"
"201401QA10455,1,2,2,2,44,7,3,0,0,1,0,0,9,1"
"201401QA10456,2,1,1,1,19,4,3,0,0,0,0,0,1,1"
"201401QA10458,1,1,3,1,18,4,3,1,3,0,0,2,0,1"
"201401QA10459,1,1,1,1,58,9,3,0,0,0,0,0,9,1"
"201401QA10459,2,2,1,2,81,11,3,0,0,0,0,0,9,1"
"201401QA10460,2,1,1,1,30,6,3,0,0,0,0,0,1,1"
"201401QA10462,2,1,1,1,13,3,3,0,0,0,0,0,1,1"
"201401QA10463,3,1,2,2,48,8,3,0,0,2,0,0,9,1"
"201401QA10463,3,2,2,1,48,8,3,0,0,1,0,0,9,1"
"201401QA10463,3,3,2,2,48,8,3,0,0,2,0,0,9,2"
"201401QA10464,1,1,1,2,40,7,3,0,0,0,0,0,9,1"
"201401QA10465,2,1,1,1,30,6,3,0,0,0,0,0,1,1"
"201401QA10466,1,1,1,2,47,8,3,0,0,0,0,0,9,1"
"201401QA10466,1,2,2,2,47,8,2,0,0,1,0,0,9,-1"
"201401QA10466,2,3,1,1,23,5,3,0,0,0,0,0,3,1"
"201401QA10467,1,1,1,1,29,6,3,0,0,0,0,0,5,1"
"201401QA10468,1,1,3,1,33,6,3,4,3,0,0,2,0,1"
"201401QA10469,1,1,1,1,49,8,3,0,0,0,0,0,9,1"
"201401QA10469,1,3,2,2,22,5,3,0,0,1,0,0,9,-1"
"201401QA10469,2,2,1,1,38,7,3,0,0,0,0,0,9,1"
"201401QA10470,1,1,1,1,21,5,3,0,0,0,0,0,2,1"
"201401QA10472,1,1,1,1,46,8,3,0,0,0,0,0,9,1"
"201401QA10474,2,1,1,2,41,7,3,0,0,0,0,0,9,1"
"201401QA10475,1,1,3,2,37,7,3,5,2,0,0,2,0,1"
"201401QA10476,1,1,3,1,43,7,3,4,1,0,0,2,0,1"
"201401QA10477,4,1,1,1,78,11,3,0,0,0,0,0,9,1"
"201401QA10479,2,1,2,2,40,7,3,0,0,1,0,0,9,1"
"201401QA10479,2,2,2,2,13,3,3,0,0,2,0,0,9,1"
"201401QA10481,2,1,1,1,60,9,3,0,0,0,0,0,2,1"
"201401QA10483,1,1,1,2,39,7,3,0,0,0,0,0,9,1"
"201401QA10483,2,2,1,1,19,4,3,0,0,0,0,0,3,1"
"201401QA10484,1,1,1,1,54,8,3,0,0,0,0,0,11,1"
"201401QA10484,1,2,3,2,57,9,2,4,1,0,0,2,0,1"
"201401QA10485,1,1,3,2,84,11,2,4,3,0,0,2,0,1"
"201401QA10486,1,1,3,1,35,6,3,9,9,0,0,2,0,1"
"201401QA10487,1,1,1,1,33,6,3,0,0,0,0,0,9,1"
"201401QA10488,1,1,1,2,20,4,3,0,0,0,0,0,9,1"
"201401QA10489,2,1,2,2,63,9,3,0,0,2,0,0,9,1"
"201401QA10490,1,1,1,2,23,5,3,0,0,0,0,0,9,1"
"201401QA10491,2,1,1,1,42,7,3,0,0,0,0,0,19,1"
"201401QA10492,1,1,3,1,11,3,3,1,3,0,0,2,0,1"
"201401QA10493,2,1,1,2,49,8,3,0,0,0,0,0,9,1"
"201401QA10494,1,1,1,1,62,9,3,0,0,0,0,0,9,1"
"201401QA10495,1,1,1,1,39,7,3,0,0,0,0,0,9,1"
"201401QA10497,1,1,3,2,15,3,3,9,7,0,0,2,0,1"
"201401QA10500,1,1,3,1,85,11,3,5,1,0,0,2,0,1"
"201401QA10501,1,1,3,1,2,1,2,5,1,0,0,2,0,1"
"201401QA10502,1,1,1,1,40,7,3,0,0,0,0,0,5,1"
"201401QA10504,1,1,1,1,38,7,3,0,0,0,0,0,9,1"
"201401QA10505,1,1,3,1,40,7,2,9,5,0,0,2,0,1"
"201401QA10507,1,1,1,2,50,8,3,0,0,0,0,0,9,1"
"201401QA10507,1,2,2,2,15,3,3,0,0,2,0,0,9,1"
"201401QA10507,1,3,2,2,15,3,3,0,0,2,0,0,9,1"
"201401QA10508,1,1,1,2,39,7,3,0,0,0,0,0,9,1"
"201401QA10510,1,1,3,2,65,9,3,4,1,0,0,2,0,2"
"201401QA10511,1,1,1,2,48,8,3,0,0,0,0,0,9,1"
"201401QA10511,2,2,1,1,33,6,3,0,0,0,0,0,9,1"
"201401QA10511,2,3,2,2,33,6,3,0,0,1,0,0,9,1"
"201401QA10512,1,1,1,1,67,10,3,0,0,0,0,0,9,1"
"201401QA10513,1,1,3,1,8,2,3,9,5,0,0,2,0,1"
"201401QA10514,1,1,1,1,18,4,3,0,0,0,0,0,3,1"
"201401QA10515,1,1,3,2,36,7,2,4,3,0,0,2,0,1"
"201401QA10517,1,1,2,2,63,9,3,0,0,0,4,0,11,1"
"201401QA10518,1,1,3,1,3,1,2,5,1,0,0,2,0,1"
"201401QA10519,1,1,2,2,18,4,3,0,0,1,0,0,9,1"
"201401QA10519,2,2,2,2,19,4,3,0,0,1,0,0,9,1"
"201401QA10520,1,1,1,1,30,6,3,0,0,0,0,0,9,1"
"201401QA10521,1,1,1,2,45,7,3,0,0,0,0,0,9,3"
"201401QA10522,1,1,1,1,45,7,3,0,0,0,0,0,9,1"
"201401QA10522,1,2,2,1,8,2,3,0,0,1,0,0,9,1"
"201401QA10524,1,1,1,1,30,6,3,0,0,0,0,0,9,1"
"201401QA10526,2,1,1,2,32,6,3,0,0,0,0,0,9,1"
"201401QA10527,1,1,3,1,92,11,2,5,3,0,0,2,0,1"
"201401QA10528,1,1,3,1,11,3,3,5,1,0,0,2,0,1"
"201401QA10529,1,1,1,1,20,4,3,0,0,0,0,0,9,1"
"201401QA10529,2,2,1,1,30,6,3,0,0,0,0,0,9,1"
"201401QA10530,2,1,1,1,21,5,3,0,0,0,0,0,3,1"
"201401QA10531,1,1,3,2,74,10,3,5,1,0,0,2,0,1"
"201401QA10532,1,1,1,1,49,8,3,0,0,0,0,0,9,1"
"201401QA10532,1,2,2,1,42,7,3,0,0,1,0,0,9,1"
"201401QA10532,1,3,2,1,45,7,3,0,0,2,0,0,9,1"
"201401QA10533,1,1,3,1,24,5,3,1,3,0,0,2,0,1"
"201401QA10534,1,1,3,1,-1,-1,2,5,1,0,0,2,0,-1"
"201401QA10535,2,1,1,1,42,7,3,0,0,0,0,0,1,1"
"201401QA10536,1,1,2,2,35,6,3,0,0,1,0,0,9,-1"
"201401QA10537,1,1,1,2,41,7,3,0,0,0,0,0,9,1"
"201401QA10538,2,1,1,2,41,7,3,0,0,0,0,0,3,1"
"201401QA10540,1,1,3,1,15,3,3,9,9,0,0,2,0,1"
"201401QA10541,1,1,3,2,36,7,3,1,1,0,0,2,0,1"
"201401QA10542,1,1,2,2,44,7,3,0,0,1,0,0,9,1"
"201401QA10542,1,2,2,1,7,2,3,0,0,2,0,0,9,1"
"201401QA10542,1,3,2,2,10,2,3,0,0,2,0,0,9,1"
"201401QA10545,1,1,1,1,47,8,3,0,0,0,0,0,8,1"
"201401QA10546,1,1,3,1,31,6,3,5,3,0,0,2,0,-1"
"201401QA10547,1,1,1,1,34,6,2,0,0,0,0,0,3,1"
"201401QA10548,1,1,3,1,30,6,3,5,4,0,0,2,0,1"
"201401QA10549,1,1,2,2,75,10,3,0,0,0,3,0,11,1"
"201401QA10550,1,1,1,2,30,6,3,0,0,0,0,0,9,1"
"201401QA10550,2,2,1,1,52,8,3,0,0,0,0,0,9,1"
"201401QA10551,1,1,1,1,34,6,3,0,0,0,0,0,9,1"
"201401QA10552,2,1,1,1,60,9,3,0,0,0,0,0,8,1"
"201401QA10554,1,1,3,1,13,3,3,5,1,0,0,2,0,1"
"201401QA10555,1,1,2,1,80,11,3,0,0,0,1,0,11,1"
"201401QA10556,1,1,3,2,15,3,3,1,3,0,0,2,0,1"
"201401QA10557,1,1,1,1,35,6,3,0,0,0,0,0,9,1"
"201401QA10558,2,1,1,1,9,2,3,0,0,0,0,0,1,1"
"201401QA10559,1,1,1,2,25,5,3,0,0,0,0,0,9,1"
"201401QA10560,1,1,1,1,39,7,3,0,0,0,0,0,19,1"
"201401QA10561,2,1,2,2,8,2,3,0,0,2,0,0,9,1"
"201401QA10562,1,1,3,1,73,10,3,4,1,0,0,2,0,1"
"201401QA10563,1,1,3,2,61,9,3,5,1,0,0,2,0,1"
"201401QA10564,1,1,3,1,13,3,3,1,1,0,0,2,0,1"
"201401QA10565,1,1,3,1,17,4,3,5,9,0,0,2,0,1"
"201401QA10566,1,1,1,2,35,6,3,0,0,0,0,0,9,1"
"201401QA10567,1,2,1,1,34,6,3,0,0,0,0,0,3,1"
"201401QA10567,2,1,1,1,72,10,3,0,0,0,0,0,9,1"
"201401QA10568,1,1,3,1,62,9,3,4,1,0,0,2,0,1"
"201401QA10569,1,1,2,2,49,8,3,0,0,2,0,0,8,1"
"201401QA10570,1,1,1,1,32,6,3,0,0,0,0,0,3,1"
"201401QA10572,1,2,2,2,1,1,3,0,0,1,0,0,9,1"
"201401QA10572,2,1,1,2,49,8,3,0,0,0,0,0,9,1"
"201401QA10573,1,1,3,1,13,3,3,5,9,0,0,2,0,1"
"201401QA10574,2,1,1,1,28,6,3,0,0,0,0,0,8,1"
"201401QA10575,1,1,3,1,55,8,3,5,1,0,0,2,0,1"
"201401QA10576,2,1,1,1,37,7,3,0,0,0,0,0,9,1"
"201401QA10577,2,1,1,1,42,7,2,0,0,0,0,0,9,1"
"201401QA10578,1,1,3,1,22,5,3,5,1,0,0,2,0,1"
"201401QA10579,2,1,1,1,81,11,3,0,0,0,0,0,9,1"
"201401QA10579,3,2,1,1,25,5,3,0,0,0,0,0,9,1"
"201401QA10580,1,1,1,1,57,9,3,0,0,0,0,0,9,1"
"201401QA10581,2,1,1,1,49,8,3,0,0,0,0,0,1,1"
"201401QA10582,1,1,1,1,52,8,3,0,0,0,0,0,9,1"
"201401QA10582,1,2,2,2,19,4,3,0,0,1,0,0,9,1"
"201401QA10583,2,1,1,2,43,7,3,0,0,0,0,0,9,1"
"201401QA10584,1,1,2,2,43,7,3,0,0,0,3,0,11,1"
"201401QA10585,1,1,2,1,92,11,2,0,0,0,3,0,11,1"
"201401QA10586,2,1,1,1,57,9,3,0,0,0,0,0,9,1"
"201401QA10587,1,1,1,1,70,10,3,0,0,0,0,0,9,1"
"201401QA10588,2,1,1,1,48,8,3,0,0,0,0,0,3,1"
"201401QA10589,1,1,3,1,35,6,3,9,9,0,0,2,0,1"
"201401QA10590,1,1,1,2,44,7,3,0,0,0,0,0,9,1"
"201401QA10590,2,2,1,2,-1,-1,3,0,0,0,0,0,9,-1"
"201401QA10591,1,1,1,2,23,5,3,0,0,0,0,0,9,1"
"201401QA10592,1,1,1,2,38,7,3,0,0,0,0,0,9,1"
"201401QA10593,1,1,3,1,24,5,3,6,9,0,0,2,0,1"
"201401QA10594,1,1,3,2,76,11,3,9,9,0,0,2,0,1"
"201401QA10595,1,1,1,2,32,6,3,0,0,0,0,0,9,1"
"201401QA10596,2,1,1,1,57,9,3,0,0,0,0,0,1,1"
"201401QA10597,2,1,2,2,43,7,3,0,0,1,0,0,9,1"
"201401QA10597,2,2,2,2,24,5,3,0,0,2,0,0,9,1"
"201401QA10598,1,1,2,2,27,6,3,0,0,1,0,0,9,1"
"201401QA10599,2,1,1,2,38,7,3,0,0,0,0,0,9,1"
"201401QA10601,1,1,3,2,22,5,3,5,3,0,0,2,0,1"
"201401QA10603,1,1,3,1,56,9,3,1,1,0,0,2,0,1"
"201401QA10604,2,1,2,2,46,8,3,0,0,1,0,0,9,1"
"201401QA10605,1,1,3,2,60,9,3,4,3,0,0,2,0,1"
"201401QA19001,1,1,1,2,51,8,3,0,0,0,0,0,9,1"
"201401QA19002,1,1,1,2,63,9,3,0,0,0,0,0,9,1"
"201401QA19003,1,1,1,1,32,6,3,0,0,0,0,0,9,1"
"201401QA19006,1,1,1,1,34,6,3,0,0,0,0,0,9,1"
"201401QA19007,2,1,1,1,61,9,3,0,0,0,0,0,1,1"
"201401QA19008,1,1,2,1,42,7,3,0,0,1,0,0,9,-1"
"201401QA19009,1,1,2,2,21,5,3,0,0,1,0,0,9,1"
"201401QA19010,1,1,1,2,88,11,3,0,0,0,0,0,9,1"
"201401QA19011,1,1,1,2,61,9,3,0,0,0,0,0,9,1"
"201401QA19012,1,1,1,1,28,6,3,0,0,0,0,0,9,1"
"201401QA19012,1,2,2,1,26,6,3,0,0,1,0,0,9,1"
"201401QA19012,1,3,2,1,30,6,3,0,0,2,0,0,9,1"
"201401QA19013,1,1,1,2,45,7,3,0,0,0,0,0,9,1"
"201401QA19013,2,2,1,2,50,8,3,0,0,0,0,0,9,1"
"201401QA19023,1,1,3,2,9,2,3,5,2,0,0,2,0,1"
"201401QA19026,1,1,1,1,-1,-1,3,0,0,0,0,0,1,1"
"201401QA19027,1,1,3,1,19,4,3,1,1,0,0,2,0,1"
"201401QA19028,2,1,1,1,21,5,3,0,0,0,0,0,9,1"
"201401QA19028,2,2,2,2,18,4,3,0,0,2,0,0,9,1"
"201401QA19028,2,3,2,1,19,4,3,0,0,1,0,0,9,1"
"201401QA19031,2,1,1,1,36,7,3,0,0,0,0,0,3,-1"
"201401QA19034,1,1,1,1,47,8,3,0,0,0,0,0,3,-1"
"201401QA19040,1,1,3,2,83,11,3,5,3,0,0,2,0,-1"
"201401QA19041,1,1,3,1,55,8,3,5,3,0,0,2,0,1"
"201401QA19045,1,1,1,1,32,6,3,0,0,0,0,0,9,1"
"201401QA19049,1,1,1,1,28,6,2,0,0,0,0,0,9,1"
"201401QA19050,2,1,1,1,26,6,3,0,0,0,0,0,3,1"
"201401QA19053,1,1,3,1,80,11,2,5,1,0,0,2,0,1"
"201401QA19058,1,1,3,2,85,11,2,1,1,0,0,2,0,1"
