"Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type"
"201301XH30419,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201301XH30420,2,1,1,2,8,3,0,0,0,0,0,9,1"
"201301XH30421,2,1,1,1,11,3,0,0,0,0,0,9,1"
"201301XH30423,1,1,3,1,3,3,4,2,0,0,2,0,1"
"201301XH30426,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30426,1,2,2,2,3,3,0,0,2,0,0,9,1"
"201301XH30426,1,3,2,2,5,3,0,0,1,0,0,9,1"
"201301XH30427,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30427,1,2,2,2,3,3,0,0,1,0,0,9,1"
"201301XH30429,1,1,1,1,6,3,0,0,0,0,0,8,1"
"201301XH30431,1,1,1,1,6,3,0,0,0,0,0,5,1"
"201301XH30432,1,1,1,2,5,3,0,0,0,0,0,9,-1"
"201301XH30433,1,1,1,1,4,3,0,0,0,0,0,9,1"
"201301XH30433,2,2,1,1,8,3,0,0,0,0,0,11,1"
"201301XH30435,1,1,3,1,3,3,4,2,0,0,2,0,1"
"201301XH30437,1,1,3,2,7,3,1,1,0,0,2,0,1"
"201301XH30438,1,1,1,1,9,3,0,0,0,0,0,9,3"
"201301XH30442,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301XH30442,1,2,2,2,7,3,0,0,1,0,0,9,1"
"201301XH30443,2,1,1,1,6,3,0,0,0,0,0,1,1"
"201301XH30444,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301XH30445,1,1,1,1,-1,3,0,0,0,0,0,9,-1"
"201301XH30446,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301XH30447,1,1,1,1,4,3,0,0,0,0,0,3,1"
"201301XH30448,2,1,1,1,8,3,0,0,0,0,0,9,1"
"201301XH30448,2,2,2,2,8,3,0,0,1,0,0,9,1"
"201301XH30449,1,1,1,1,5,3,0,0,0,0,0,9,1"
"201301XH30449,2,2,1,1,8,3,0,0,0,0,0,8,1"
"201301XH30449,2,3,2,1,6,3,0,0,2,0,0,8,1"
"201301XH30450,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201301XH30450,1,2,2,2,4,3,0,0,1,0,0,9,1"
"201301XH30451,1,1,3,1,5,3,1,1,0,0,2,0,1"
"201301XH30452,3,2,2,1,3,3,0,0,1,0,0,9,1"
"201301XH30452,4,1,1,1,10,3,0,0,0,0,0,9,1"
"201301XH30453,2,1,1,1,5,3,0,0,0,0,0,9,1"
"201301XH30454,1,1,3,1,6,3,9,6,0,0,2,0,1"
"201301XH30455,1,1,1,1,5,2,0,0,0,0,0,5,1"
"201301XH30456,2,1,1,1,3,3,0,0,0,0,0,1,1"
"201301XH30458,2,1,1,1,5,3,0,0,0,0,0,5,1"
"201301XH30460,1,1,3,1,3,3,5,1,0,0,2,0,-1"
"201301XH30461,1,1,1,1,6,2,0,0,0,0,0,5,-1"
"201301XH30462,2,1,1,2,5,3,0,0,0,0,0,9,1"
"201301XH30463,1,1,3,1,1,2,6,9,0,0,2,0,1"
"201301XH30464,3,1,1,1,8,3,0,0,0,0,0,8,1"
"201301XH30465,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30466,1,1,1,1,6,2,0,0,0,0,0,3,1"
"201301XH30467,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30468,1,1,3,2,6,3,9,5,0,0,2,0,2"
"201301XH30469,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30472,1,1,1,1,8,3,0,0,0,0,0,8,1"
"201301XH30472,1,2,2,2,8,3,0,0,1,0,0,8,1"
"201301XH30473,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30474,1,1,2,2,2,3,0,0,0,2,0,11,1"
"201301XH30475,2,1,1,1,8,3,0,0,0,0,0,9,1"
"201301XH30476,1,1,3,2,6,3,9,6,0,0,2,0,1"
"201301XH30477,1,1,1,2,4,3,0,0,0,0,0,9,1"
"201301XH30478,2,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30479,1,1,1,1,5,3,0,0,0,0,0,5,2"
"201301XH30480,1,1,1,1,5,3,0,0,0,0,0,19,-1"
"201301XH30481,1,1,3,2,1,3,5,3,0,0,2,0,1"
"201301XH30483,2,1,1,1,7,3,0,0,0,0,0,1,1"
"201301XH30484,1,1,3,2,3,3,2,1,0,0,2,0,1"
"201301XH30485,1,1,2,2,3,3,0,0,1,0,0,9,1"
"201301XH30486,1,1,1,2,4,3,0,0,0,0,0,9,2"
"201301XH30487,2,1,1,1,8,3,0,0,0,0,0,9,1"
"201301XH30487,3,2,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30488,1,1,1,1,10,3,0,0,0,0,0,8,1"
"201301XH30489,1,1,1,2,4,3,0,0,0,0,0,1,1"
"201301XH30490,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30492,2,1,1,2,-1,3,0,0,0,0,0,9,1"
"201301XH30493,1,1,1,2,5,3,0,0,0,0,0,2,1"
"201301XH30494,1,1,3,2,6,3,9,9,0,0,2,0,1"
"201301XH30495,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301XH30496,1,1,3,2,9,3,1,3,0,0,2,0,2"
"201301XH30497,2,1,1,1,4,3,0,0,0,0,0,9,1"
"201301XH30497,2,2,2,1,7,3,0,0,1,0,0,9,1"
"201301XH30498,2,1,2,1,3,2,0,0,0,0,0,3,-1"
"201301XH30499,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30500,1,1,3,2,1,3,5,3,0,0,2,0,1"
"201301XH30500,1,2,3,2,6,2,5,3,0,0,2,0,1"
"201301XH30501,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301XH30503,2,1,2,1,7,3,0,0,0,0,0,19,1"
"201301XH30505,1,1,1,1,6,3,0,0,0,0,0,1,1"
"201301XH30507,2,1,1,1,5,3,0,0,0,0,0,4,1"
"201301XH30508,2,1,1,1,5,3,0,0,0,0,0,3,1"
"201301XH30509,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201301XH30510,1,1,3,1,4,3,4,2,0,0,2,0,1"
"201301XH30511,1,1,3,2,3,3,1,1,0,0,2,0,1"
"201301XH30511,1,2,3,2,3,3,1,1,0,0,2,0,1"
"201301XH30512,1,1,1,1,5,3,0,0,0,0,0,9,1"
"201301XH30513,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301XH30514,1,1,3,2,6,3,6,9,0,0,2,0,1"
"201301XH30515,1,1,3,1,9,2,5,1,0,0,2,0,1"
"201301XH30517,1,1,3,1,11,3,4,1,0,0,2,0,1"
"201301XH30518,2,1,1,1,4,3,0,0,0,0,0,3,1"
"201301XH30519,1,1,1,1,8,3,0,0,0,0,0,9,-1"
"201301XH30519,1,3,2,2,3,3,0,0,1,0,0,9,1"
"201301XH30519,1,4,2,2,6,3,0,0,2,0,0,9,1"
"201301XH30519,2,2,1,1,5,3,0,0,0,0,0,9,1"
"201301XH30520,1,1,1,1,4,3,0,0,0,0,0,5,1"
"201301XH30522,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201301XH30523,1,1,1,1,8,3,0,0,0,0,0,1,1"
"201301XH30524,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30525,2,1,3,1,8,2,10,9,0,0,2,0,1"
"201301XH30526,2,1,1,1,6,3,0,0,0,0,0,4,1"
"201301XH30527,1,1,3,1,11,3,5,3,0,0,2,0,1"
"201301XH30528,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30529,1,1,1,1,5,3,0,0,0,0,0,2,1"
"201301XH30530,1,1,1,2,4,3,0,0,0,0,0,9,1"
"201301XH30530,2,2,1,1,11,3,0,0,0,0,0,9,1"
"201301XH30531,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301XH30534,1,1,1,1,4,3,0,0,0,0,0,9,1"
"201301XH30535,1,1,1,1,4,3,0,0,0,0,0,9,-1"
"201301XH30536,1,1,2,2,4,3,0,0,1,0,0,9,1"
"201301XH30536,2,2,2,2,4,3,0,0,1,0,0,9,3"
"201301XH30537,1,1,3,1,2,3,4,2,0,0,2,0,1"
"201301XH30538,1,1,1,1,7,3,0,0,0,0,0,3,1"
"201301XH30541,1,1,1,1,7,3,0,0,0,0,0,1,1"
"201301XH30542,1,1,3,1,2,3,1,3,0,0,2,0,1"
"201301XH30543,1,1,1,2,11,3,0,0,0,0,0,9,1"
"201301XH30545,2,1,1,2,8,3,0,0,0,0,0,5,-1"
"201301XH30546,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30548,1,1,1,1,10,3,0,0,0,0,0,9,1"
"201301XH30548,2,2,1,2,6,3,0,0,0,0,0,9,1"
"201301XH30548,2,3,2,2,-1,3,0,0,1,0,0,9,-1"
"201301XH30549,1,1,1,1,7,3,0,0,0,0,0,11,1"
"201301XH30549,2,2,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30550,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30550,2,2,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30552,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201301XH30553,1,1,1,1,4,3,0,0,0,0,0,3,1"
"201301XH30554,2,1,1,2,9,3,0,0,0,0,0,9,1"
"201301XH30555,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201301XH30555,2,2,1,2,6,3,0,0,0,0,0,9,1"
"201301XH30555,3,3,1,2,6,3,0,0,0,0,0,9,1"
"201301XH30556,1,1,1,2,-1,3,0,0,0,0,0,9,2"
"201301XH30556,1,2,2,2,-1,3,0,0,1,0,0,9,1"
"201301XH30557,1,1,3,1,7,3,1,1,0,0,2,0,1"
"201301XH30558,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30559,2,1,1,2,6,3,0,0,0,0,0,1,1"
"201301XH30560,2,1,1,2,6,3,0,0,0,0,0,9,-1"
"201301XH30561,1,1,1,1,10,3,0,0,0,0,0,9,1"
"201301XH30562,1,1,1,1,4,3,0,0,0,0,0,4,1"
"201301XH30563,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30564,2,1,1,2,8,3,0,0,0,0,0,9,1"
"201301XH30565,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30566,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30567,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30568,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30569,2,1,1,1,7,3,0,0,0,0,0,5,1"
"201301XH30570,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30571,1,1,1,2,4,3,0,0,0,0,0,9,1"
"201301XH30572,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30573,1,1,1,2,9,3,0,0,0,0,0,9,1"
"201301XH30574,1,1,1,2,6,3,0,0,0,0,0,9,-1"
"201301XH30575,1,1,3,1,4,3,10,9,0,0,2,0,1"
"201301XH30576,1,1,1,1,4,3,0,0,0,0,0,2,1"
"201301XH30577,2,1,1,1,6,3,0,0,0,0,0,3,1"
"201301XH30578,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30579,1,1,1,1,8,3,0,0,0,0,0,9,-1"
"201301XH30581,2,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30583,2,1,1,1,4,3,0,0,0,0,0,3,1"
"201301XH30584,1,1,3,1,6,3,10,9,0,0,2,0,1"
"201301XH30585,1,1,1,1,5,3,0,0,0,0,0,19,1"
"201301XH30586,2,1,1,2,5,3,0,0,0,0,0,1,1"
"201301XH30588,1,1,1,1,8,2,0,0,0,0,0,4,1"
"201301XH30590,1,1,1,1,8,3,0,0,0,0,0,3,1"
"201301XH30590,2,2,1,1,4,3,0,0,0,0,0,1,1"
"201301XH30593,2,1,1,1,11,3,0,0,0,0,0,9,1"
"201301XH30595,1,1,1,1,7,3,0,0,0,0,0,5,1"
"201301XH30596,1,1,1,1,11,3,0,0,0,0,0,9,1"
"201301XH30597,2,1,1,1,5,3,0,0,0,0,0,3,1"
"201301XH30598,1,1,1,1,6,3,0,0,0,0,0,2,1"
"201301XH30599,1,1,1,1,5,3,0,0,0,0,0,9,1"
"201301XH30599,2,2,2,2,9,3,0,0,1,0,0,9,1"
"201301XH30600,1,1,1,1,10,3,0,0,0,0,0,9,1"
"201301XH30602,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301XH30603,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301XH30603,2,2,1,1,9,3,0,0,0,0,0,9,1"
"201301XH30605,1,1,3,1,9,2,5,3,0,0,2,0,1"
"201301XH30606,1,1,1,1,7,3,0,0,0,0,0,8,1"
"201301XH30607,2,1,1,2,5,3,0,0,0,0,0,1,1"
"201301XH30608,1,1,3,2,6,2,1,1,0,0,2,0,1"
"201301XH30609,2,1,1,1,6,2,0,0,0,0,0,3,1"
"201301XH30611,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30612,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201301XH30612,2,2,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30613,1,1,1,1,5,3,0,0,0,0,0,9,1"
"201301XH30613,1,3,2,1,8,3,0,0,1,0,0,9,1"
"201301XH30613,2,2,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30614,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH30614,2,2,1,2,6,3,0,0,0,0,0,9,1"
"201301XH30615,1,1,3,2,4,3,5,3,0,0,2,0,1"
"201301XH30616,2,1,1,1,-1,3,0,0,0,0,0,9,1"
"201301XH30617,1,1,1,2,10,3,0,0,0,0,0,9,1"
"201301XH30617,3,2,1,2,8,3,0,0,0,0,0,9,1"
"201301XH30618,1,1,3,1,10,3,1,3,0,0,2,0,3"
"201301XH30619,2,1,1,1,8,3,0,0,0,0,0,4,1"
"201301XH30620,1,1,1,1,6,3,0,0,0,0,0,3,1"
"201301XH30621,1,1,3,1,2,3,5,2,0,0,2,0,1"
"201301XH30622,1,1,3,1,8,3,5,1,0,0,2,0,3"
"201301XH30623,1,1,2,2,7,3,0,0,0,1,0,11,1"
"201301XH30624,2,1,1,1,9,3,0,0,0,0,0,1,1"
"201301XH30625,1,1,2,2,7,3,0,0,2,0,0,9,1"
"201301XH30626,1,1,3,2,10,3,1,1,0,0,2,0,2"
"201301XH30627,1,1,2,2,11,3,0,0,0,3,0,11,1"
"201301XH30628,2,1,1,2,8,3,0,0,0,0,0,9,1"
"201301XH30628,2,2,2,2,3,3,0,0,1,0,0,9,1"
"201301XH30629,1,1,3,2,6,3,1,3,0,0,2,0,1"
"201301XH30631,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201301XH30631,2,2,1,2,6,3,0,0,0,0,0,9,1"
"201301XH30632,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201301XH30644,2,1,1,1,7,3,0,0,0,0,0,4,1"
"201301XH30646,1,1,1,2,9,3,0,0,0,0,0,9,1"
"201301XH30646,1,2,2,2,5,3,0,0,1,0,0,9,2"
"201301XH39001,1,1,3,2,6,3,9,9,0,0,2,0,1"
"201301XH39003,1,1,1,2,4,3,0,0,0,0,0,9,-1"
"201301XH39003,1,2,2,2,4,2,0,0,1,0,0,9,1"
"201301XH39006,2,1,1,1,6,3,0,0,0,0,0,9,1"
"201301XH39006,2,2,2,1,2,3,0,0,2,0,0,9,1"
"201301XH39013,1,1,2,2,4,3,0,0,2,0,0,9,1"
"201301XH39013,1,2,2,1,2,3,0,0,1,0,0,9,1"
"201301XH39013,1,3,2,1,7,3,0,0,2,0,0,9,1"
"201301XH39019,1,1,1,1,5,3,0,0,0,0,0,3,1"
"201301XH39025,1,1,1,1,9,3,0,0,0,0,0,90,1"
"201301XH39025,1,2,2,1,7,3,0,0,0,0,0,90,1"
"201301XH39025,1,3,2,1,6,3,0,0,0,0,0,90,1"
"201301XH39026,1,1,2,1,1,3,0,0,0,4,0,11,1"
"201301XH39027,2,1,1,1,7,3,0,0,0,0,0,1,1"
"201301XH39029,1,1,1,1,7,3,0,0,0,0,0,1,1"
"201301XH39029,2,2,1,1,3,3,0,0,0,0,0,1,1"
"201301XH39031,1,1,1,1,9,3,0,0,0,0,0,9,1"
"201301XH39031,2,2,1,1,7,3,0,0,0,0,0,9,1"
"201301XH39034,1,1,2,1,-1,3,0,0,1,0,0,9,-1"
"201301XH39036,1,1,3,1,9,3,10,9,0,0,2,0,-1"
"201301XH39055,1,1,3,1,4,3,5,1,0,0,2,0,-1"
"201301XH39056,1,1,1,2,7,3,0,0,0,0,0,10,2"
"201301XH39148,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201301YE80002,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80003,1,1,1,2,5,3,0,0,0,0,0,9,-1"
"201301YE80006,1,1,2,1,8,3,0,0,0,3,0,11,1"
"201301YE80007,1,1,1,1,9,3,0,0,0,0,0,9,1"
"201301YE80009,2,1,1,1,6,3,0,0,0,0,0,19,1"
"201301YE80012,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301YE80012,1,2,2,2,2,3,0,0,1,0,0,9,1"
"201301YE80014,2,1,1,2,6,3,0,0,0,0,0,9,1"
"201301YE80015,1,1,3,2,5,3,4,1,0,0,2,0,1"
"201301YE80016,1,1,3,2,7,3,5,3,0,0,2,0,1"
"201301YE80017,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80017,1,2,2,2,3,3,0,0,1,0,0,9,1"
"201301YE80018,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80018,2,2,2,2,6,3,0,0,2,0,0,9,1"
"201301YE80018,2,3,2,1,7,3,0,0,1,0,0,9,1"
"201301YE80019,1,1,2,1,9,3,0,0,0,3,0,11,1"
"201301YE80020,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301YE80021,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301YE80022,1,1,1,1,9,3,0,0,0,0,0,9,1"
"201301YE80023,1,1,3,2,7,3,4,2,0,0,2,0,1"
"201301YE80025,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80025,1,2,2,2,2,3,0,0,1,0,0,9,1"
"201301YE80026,1,1,3,1,3,3,9,5,0,0,2,0,1"
"201301YE80027,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301YE80027,1,3,2,2,5,3,0,0,1,0,0,9,-1"
"201301YE80027,2,2,1,2,9,3,0,0,0,0,0,9,1"
"201301YE80028,1,1,2,2,8,3,0,0,0,4,0,11,1"
"201301YE80029,1,1,2,1,2,3,0,0,0,3,0,11,1"
"201301YE80030,1,1,3,1,4,3,1,2,0,0,2,0,1"
"201301YE80031,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201301YE80033,1,1,3,1,3,3,5,3,0,0,2,0,1"
"201301YE80034,1,1,3,2,4,2,9,5,0,0,2,0,2"
"201301YE80035,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201301YE80035,2,2,2,2,3,3,0,0,1,0,0,9,1"
"201301YE80036,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201301YE80036,1,2,2,2,6,3,0,0,1,0,0,9,-1"
"201301YE80036,1,3,2,2,4,3,0,0,2,0,0,9,-1"
"201301YE80037,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201301YE80037,1,2,2,1,6,3,0,0,1,0,0,9,1"
"201301YE80038,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301YE80039,1,1,3,1,6,3,5,4,0,0,2,0,1"
"201301YE80040,2,1,1,2,11,3,0,0,0,0,0,9,1"
"201301YE80042,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301YE80042,1,2,2,2,6,3,0,0,1,0,0,9,-1"
"201301YE80043,3,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80043,3,2,2,1,4,3,0,0,1,0,0,9,1"
"201301YE80045,1,1,3,2,7,3,5,3,0,0,2,0,1"
"201301YE80046,1,1,1,1,7,3,0,0,0,0,0,8,1"
"201301YE80046,1,2,2,2,6,3,0,0,1,0,0,8,1"
"201301YE80046,1,3,2,1,1,3,0,0,2,0,0,8,1"
"201301YE80046,1,4,2,1,1,3,0,0,2,0,0,8,1"
"201301YE80047,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80048,1,1,3,1,6,3,5,9,0,0,2,0,1"
"201301YE80050,2,1,3,2,-1,3,10,9,0,0,2,0,1"
"201301YE80051,1,1,1,2,6,3,0,0,0,0,0,9,-1"
"201301YE80052,1,1,1,1,9,3,0,0,0,0,0,8,1"
"201301YE80052,1,2,2,1,6,3,0,0,1,0,0,8,3"
"201301YE80055,1,1,2,2,7,2,0,0,0,4,0,11,1"
"201301YE80056,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80057,2,1,1,1,7,3,0,0,0,0,0,1,1"
"201301YE80058,1,1,1,1,7,3,0,0,0,0,0,3,-1"
"201301YE80059,1,1,3,2,5,3,10,1,0,0,2,0,1"
"201301YE80060,1,1,3,2,7,3,1,3,0,0,2,0,1"
"201301YE80061,3,1,2,1,11,3,0,0,0,0,0,90,-1"
"201301YE80062,1,1,1,1,4,3,0,0,0,0,0,9,-1"
"201301YE80062,2,2,1,1,6,3,0,0,0,0,0,9,-1"
"201301YE80063,1,1,1,1,6,3,0,0,0,0,0,5,1"
"201301YE80063,2,2,1,1,7,3,0,0,0,0,0,9,1"
"201301YE80063,3,3,1,1,7,3,0,0,0,0,0,9,1"
"201301YE80064,2,1,1,2,8,3,0,0,0,0,0,9,1"
"201301YE80066,2,1,1,1,10,3,0,0,0,0,0,5,-1"
"201301YE80068,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80069,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201301YE80072,1,1,3,2,7,2,4,1,0,0,2,0,1"
"201301YE80073,2,1,1,1,6,3,0,0,0,0,0,19,1"
"201301YE80073,3,2,1,2,5,3,0,0,0,0,0,9,1"
"201301YE80074,2,1,1,1,5,3,0,0,0,0,0,3,1"
"201301YE80075,1,1,2,1,6,3,0,0,1,0,0,9,1"
"201301YE80076,2,1,1,2,4,3,0,0,0,0,0,9,1"
"201301YE80076,2,2,2,1,4,3,0,0,1,0,0,9,1"
"201301YE80077,1,1,3,2,3,3,4,2,0,0,2,0,1"
"201301YE80078,2,1,1,1,5,2,0,0,0,0,0,3,3"
"201301YE80080,2,1,1,1,9,3,0,0,0,0,0,1,1"
"201301YE80081,1,1,1,1,7,3,0,0,0,0,0,5,1"
"201301YE80082,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201301YE80082,1,2,2,2,2,3,0,0,1,0,0,9,1"
"201301YE80083,2,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80084,1,1,1,1,9,2,0,0,0,0,0,5,1"
"201301YE80086,1,1,1,1,6,2,0,0,0,0,0,5,1"
"201301YE80087,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301YE80088,1,1,1,1,8,3,0,0,0,0,0,5,1"
"201301YE80089,2,1,1,1,5,3,0,0,0,0,0,3,1"
"201301YE80090,2,1,1,1,6,3,0,0,0,0,0,2,-1"
"201301YE80091,1,1,1,1,8,3,0,0,0,0,0,4,1"
"201301YE80092,2,1,1,1,7,3,0,0,0,0,0,2,1"
"201301YE80093,1,1,3,1,6,3,10,3,0,0,2,0,1"
"201301YE80094,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80095,1,1,2,2,8,3,0,0,1,0,0,9,1"
"201301YE80096,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301YE80099,2,1,1,1,9,3,0,0,0,0,0,9,-1"
"201301YE80100,1,1,2,1,6,3,0,0,1,0,0,9,1"
"201301YE80101,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201301YE80101,2,2,2,2,4,3,0,0,2,0,0,9,1"
"201301YE80101,2,3,2,2,5,3,0,0,2,0,0,9,1"
"201301YE80102,1,1,1,1,6,3,0,0,0,0,0,11,1"
"201301YE80103,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80104,2,1,1,1,6,3,0,0,0,0,0,19,1"
"201301YE80104,3,2,1,2,6,3,0,0,0,0,0,9,-1"
"201301YE80105,2,1,1,1,5,3,0,0,0,0,0,3,-1"
"201301YE80106,1,1,2,1,9,3,0,0,2,0,0,9,1"
"201301YE80107,1,1,1,1,8,2,0,0,0,0,0,1,1"
"201301YE80108,1,1,2,2,5,3,0,0,0,3,0,11,1"
"201301YE80109,1,1,3,1,9,2,4,1,0,0,2,0,1"
"201301YE80110,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80111,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80111,2,2,1,2,6,3,0,0,0,0,0,9,1"
"201301YE80111,2,3,2,2,1,3,0,0,2,0,0,9,1"
"201301YE80112,1,1,3,2,-1,3,10,3,0,0,2,0,1"
"201301YE80113,1,1,1,1,6,2,0,0,0,0,0,4,1"
"201301YE80113,2,2,1,1,5,3,0,0,0,0,0,5,1"
"201301YE80114,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201301YE80117,1,2,2,1,6,3,0,0,1,0,0,9,1"
"201301YE80117,2,1,1,1,6,3,0,0,0,0,0,19,1"
"201301YE80118,2,1,1,1,6,3,0,0,0,0,0,5,-1"
"201301YE80119,1,2,2,1,3,3,0,0,1,0,0,9,-1"
"201301YE80119,2,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80120,1,1,1,1,6,3,0,0,0,0,0,9,-1"
"201301YE80121,1,1,1,1,5,3,0,0,0,0,0,2,1"
"201301YE80122,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80123,1,1,3,1,6,3,4,1,0,0,2,0,-1"
"201301YE80124,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201301YE80124,2,2,1,2,5,3,0,0,0,0,0,9,-1"
"201301YE80125,2,1,1,1,5,3,0,0,0,0,0,3,1"
"201301YE80126,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80126,1,2,2,1,7,3,0,0,1,0,0,9,1"
"201301YE80127,1,1,3,1,5,3,10,2,0,0,2,0,1"
"201301YE80128,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201301YE80129,1,1,2,2,9,2,0,0,0,1,0,11,1"
"201301YE80130,1,1,3,1,2,3,5,2,0,0,2,0,1"
"201301YE80130,1,2,3,2,2,3,5,2,0,0,2,0,1"
"201301YE80131,3,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80133,1,1,2,2,7,3,0,0,0,3,0,11,1"
"201301YE80134,1,1,1,1,5,3,0,0,0,0,0,19,1"
"201301YE80135,1,1,3,2,6,3,1,3,0,0,2,0,-1"
"201301YE80136,1,1,1,1,4,3,0,0,0,0,0,3,1"
"201301YE80137,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201301YE80137,2,2,2,2,3,3,0,0,1,0,0,9,1"
"201301YE80137,2,3,2,1,2,3,0,0,2,0,0,9,1"
"201301YE80138,1,1,3,2,5,3,5,1,0,0,2,0,1"
"201301YE80139,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201301YE80139,2,2,2,2,8,3,0,0,1,0,0,9,1"
"201301YE80140,1,1,1,1,5,3,0,0,0,0,0,9,1"
"201301YE80140,1,3,2,1,5,3,0,0,1,0,0,9,1"
"201301YE80140,1,4,2,1,5,3,0,0,2,0,0,9,1"
"201301YE80140,2,2,1,1,6,3,0,0,0,0,0,9,1"
"201301YE80140,2,5,2,2,6,3,0,0,1,0,0,9,-1"
