"Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type"
"201304TA13212,2,3,2,2,8,3,0,0,1,0,0,9,1"
"201304TA13213,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201304TA13214,3,1,1,1,10,3,0,0,0,0,0,9,1"
"201304TA13214,3,2,2,2,9,3,0,0,2,0,0,9,1"
"201304TA13215,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201304TA13215,2,2,1,1,6,3,0,0,0,0,0,9,1"
"201304TA13216,2,1,2,2,7,3,0,0,1,0,0,9,1"
"201304TA13216,2,2,2,1,2,3,0,0,2,0,0,9,1"
"201304TA13217,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201304TA13217,1,3,2,1,7,3,0,0,1,0,0,9,1"
"201304TA13217,1,4,2,2,3,3,0,0,2,0,0,9,1"
"201304TA13217,1,5,2,1,1,3,0,0,2,0,0,9,1"
"201304TA13217,2,2,1,1,7,3,0,0,0,0,0,9,1"
"201304TA13217,2,6,2,2,6,2,0,0,1,0,0,9,1"
"201304TA13218,1,1,1,1,5,3,0,0,0,0,0,9,-1"
"201304TA13219,1,1,2,2,7,3,0,0,1,0,0,9,1"
"201304TA13219,1,2,2,1,11,3,0,0,2,0,0,9,1"
"201304TA13220,1,1,1,1,10,3,0,0,0,0,0,9,1"
"201304TA13221,1,2,2,1,10,3,0,0,1,0,0,9,2"
"201304TA13221,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201304TA13222,2,1,1,1,8,2,0,0,0,0,0,9,-1"
"201304TA13223,1,1,3,1,8,3,7,9,0,0,0,0,2"
"201304TA13224,1,1,1,1,11,3,0,0,0,0,0,9,-1"
"201304TA13224,1,2,2,2,10,3,0,0,1,0,0,9,-1"
"201304TA13225,1,1,1,2,7,3,0,0,0,0,0,9,2"
"201304TA13225,1,9,2,2,3,3,0,0,2,0,0,9,2"
"201304TA13225,2,2,1,1,8,2,0,0,0,0,0,9,1"
"201304TA13225,2,5,2,2,8,3,0,0,1,0,0,9,1"
"201304TA13225,2,6,2,1,1,3,0,0,2,0,0,9,1"
"201304TA13225,2,7,2,1,2,3,0,0,2,0,0,9,1"
"201304TA13225,3,3,1,2,7,3,0,0,0,0,0,9,2"
"201304TA13225,4,4,1,1,8,3,0,0,0,0,0,9,1"
"201304TA13225,4,8,2,2,8,3,0,0,1,0,0,9,1"
"201304TA13226,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201304TA13227,1,2,2,1,4,3,0,0,2,0,0,9,3"
"201304TA13227,1,3,2,1,4,3,0,0,1,0,0,9,1"
"201304TA13227,2,1,1,1,5,3,0,0,0,0,0,9,1"
"201304TA13228,2,1,2,1,8,3,0,0,1,0,0,9,1"
"201304TA13229,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA01002,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA01014,2,1,1,1,8,3,0,0,0,0,0,8,1"
"201305AA01014,2,2,2,1,6,3,0,0,2,0,0,8,1"
"201305AA01016,1,1,1,1,2,3,0,0,0,0,0,1,-1"
"201305AA01030,2,1,1,1,7,3,0,0,0,0,0,1,-1"
"201305AA01051,1,1,3,1,6,3,10,9,0,0,0,0,1"
"201305AA01052,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA01053,1,1,1,1,3,3,0,0,0,0,0,1,1"
"201305AA01067,2,1,1,1,4,3,0,0,0,0,0,4,1"
"201305AA01078,1,1,3,1,2,3,5,2,0,0,0,0,1"
"201305AA01078,1,2,3,2,3,3,5,2,0,0,0,0,1"
"201305AA01092,1,1,3,2,5,3,10,1,0,0,0,0,-1"
"201305AA01108,1,1,2,2,1,3,0,0,1,0,0,9,1"
"201305AA01131,1,1,3,1,3,2,5,2,0,0,0,0,1"
"201305AA01149,1,1,2,2,10,3,0,0,2,0,0,8,1"
"201305AA01151,1,1,2,2,11,3,0,0,1,0,0,9,1"
"201305AA01151,2,2,1,1,7,3,0,0,0,0,0,19,1"
"201305AA01163,2,1,1,1,5,3,0,0,0,0,0,4,1"
"201305AA01185,2,1,1,1,4,3,0,0,0,0,0,3,1"
"201305AA01201,2,1,2,1,7,3,0,0,1,0,0,9,1"
"201305AA01204,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA01221,2,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA01224,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA01229,1,1,1,1,4,3,0,0,0,0,0,9,1"
"201305AA01237,1,1,3,1,2,2,5,2,0,0,0,0,1"
"201305AA01266,2,1,1,1,6,3,0,0,0,0,0,9,1"
"201305AA01287,1,1,2,1,5,3,0,0,2,0,0,9,1"
"201305AA01287,1,2,2,1,6,3,0,0,1,0,0,9,-1"
"201305AA01287,2,3,2,2,1,3,0,0,2,0,0,9,1"
"201305AA01287,2,4,2,2,1,3,0,0,2,0,0,9,1"
"201305AA01287,2,5,1,1,7,3,0,0,0,0,0,9,1"
"201305AA01291,1,1,3,2,6,3,5,4,0,0,0,0,1"
"201305AA01292,2,1,1,1,6,2,0,0,0,0,0,1,1"
"201305AA01297,1,1,3,1,8,3,5,3,0,0,0,0,1"
"201305AA01307,2,1,1,1,8,3,0,0,0,0,0,4,1"
"201305AA01319,1,1,2,2,6,3,0,0,1,0,0,9,1"
"201305AA01319,1,2,2,2,6,3,0,0,2,0,0,9,1"
"201305AA01327,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA01340,2,1,1,1,6,3,0,0,0,0,0,9,-1"
"201305AA01341,1,1,3,1,4,3,6,9,0,0,0,0,1"
"201305AA01341,1,2,3,1,4,3,6,9,0,0,0,0,1"
"201305AA01349,1,2,1,2,5,3,0,0,0,0,0,9,1"
"201305AA01349,3,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA01351,2,1,1,2,11,3,0,0,0,0,0,9,-1"
"201305AA01360,2,1,1,2,9,3,0,0,0,0,0,9,3"
"201305AA01362,2,1,1,1,8,3,0,0,0,0,0,1,1"
"201305AA01366,1,1,1,1,4,2,0,0,0,0,0,4,-1"
"201305AA01406,1,1,1,1,5,3,0,0,0,0,0,9,1"
"201305AA01410,2,1,1,2,5,3,0,0,0,0,0,9,-1"
"201305AA01412,1,1,3,1,8,3,6,9,0,0,0,0,1"
"201305AA01428,1,1,3,1,11,3,5,1,0,0,0,0,1"
"201305AA01429,2,1,1,1,7,2,0,0,0,0,0,9,1"
"201305AA01434,2,1,1,1,7,3,0,0,0,0,0,8,-1"
"201305AA01437,1,1,3,2,3,3,5,1,0,0,0,0,1"
"201305AA01441,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA01441,1,2,2,2,9,3,0,0,1,0,0,9,1"
"201305AA01452,2,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA01452,2,2,2,2,2,3,0,0,1,0,0,9,1"
"201305AA01452,2,3,2,2,9,3,0,0,2,0,0,9,1"
"201305AA01473,2,1,1,1,7,3,0,0,0,0,0,1,1"
"201305AA01474,2,1,1,2,7,3,0,0,0,0,0,3,1"
"201305AA01479,1,1,1,1,7,2,0,0,0,0,0,5,1"
"201305AA01481,1,1,3,1,1,3,5,3,0,0,0,0,1"
"201305AA01483,1,1,1,1,10,3,0,0,0,0,0,9,3"
"201305AA01483,1,2,2,2,10,3,0,0,1,0,0,9,3"
"201305AA01506,1,1,3,1,6,2,5,3,0,0,0,0,1"
"201305AA01507,1,1,3,1,10,3,5,1,0,0,0,0,1"
"201305AA01521,1,1,1,1,9,2,0,0,0,0,0,9,1"
"201305AA01522,2,1,1,1,8,3,0,0,0,0,0,19,1"
"201305AA01526,2,1,1,2,4,3,0,0,0,0,0,9,1"
"201305AA01552,1,1,1,1,3,3,0,0,0,0,0,1,1"
"201305AA01556,2,1,1,1,4,3,0,0,0,0,0,3,1"
"201305AA01560,2,1,1,1,9,3,0,0,0,0,0,1,1"
"201305AA01573,1,1,3,1,3,2,1,1,0,0,0,0,1"
"201305AA01580,2,1,1,1,5,3,0,0,0,0,0,9,2"
"201305AA01582,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA01582,2,2,1,2,9,2,0,0,0,0,0,9,1"
"201305AA01586,1,1,3,1,8,2,1,3,0,0,0,0,1"
"201305AA01595,2,1,1,1,7,3,0,0,0,0,0,2,1"
"201305AA01599,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA01606,1,1,3,2,8,3,5,3,0,0,0,0,1"
"201305AA01625,2,1,1,1,4,3,0,0,0,0,0,1,1"
"201305AA01627,1,2,2,2,4,3,0,0,1,0,0,9,-1"
"201305AA01627,1,3,2,2,7,3,0,0,2,0,0,9,1"
"201305AA01627,2,1,1,1,6,2,0,0,0,0,0,3,1"
"201305AA01631,2,1,1,1,6,2,0,0,0,0,0,1,1"
"201305AA01636,2,1,2,2,2,3,0,0,2,0,0,9,1"
"201305AA01642,1,1,1,2,11,1,0,0,0,0,0,9,1"
"201305AA01643,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA01643,2,2,1,1,7,3,0,0,0,0,0,9,1"
"201305AA01643,2,3,2,1,7,3,0,0,2,0,0,9,1"
"201305AA01670,2,1,1,2,4,3,0,0,0,0,0,9,1"
"201305AA01686,1,1,1,1,5,3,0,0,0,0,0,9,3"
"201305AA01713,1,1,1,1,6,2,0,0,0,0,0,9,1"
"201305AA01726,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA01741,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201305AA01761,1,1,3,1,3,2,1,3,0,0,0,0,1"
"201305AA01762,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA01764,1,1,2,1,1,2,0,0,2,0,0,9,1"
"201305AA01771,1,1,1,1,8,3,0,0,0,0,0,11,1"
"201305AA01771,2,2,1,1,9,3,0,0,0,0,0,9,1"
"201305AA01782,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA01793,1,1,2,2,1,3,0,0,0,4,0,11,1"
"201305AA01807,1,1,3,1,3,3,5,1,0,0,0,0,1"
"201305AA01810,1,1,1,1,11,3,0,0,0,0,0,9,1"
"201305AA01812,1,1,1,2,9,3,0,0,0,0,0,9,1"
"201305AA01820,2,1,1,1,8,3,0,0,0,0,0,9,1"
"201305AA01855,1,1,3,1,4,3,5,3,0,0,0,0,1"
"201305AA01858,1,1,3,2,3,3,5,2,0,0,0,0,1"
"201305AA01872,1,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA01875,1,1,3,1,5,3,1,1,0,0,0,0,1"
"201305AA01878,1,1,3,1,2,2,5,2,0,0,0,0,1"
"201305AA01885,2,1,1,1,6,3,0,0,0,0,0,9,1"
"201305AA01897,1,1,3,2,7,2,9,5,0,0,0,0,1"
"201305AA01914,1,1,1,1,9,3,0,0,0,0,0,11,1"
"201305AA01914,1,2,2,2,8,3,0,0,0,4,0,11,1"
"201305AA01932,1,1,1,1,6,3,0,0,0,0,0,1,1"
"201305AA01934,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA01934,2,2,1,1,8,3,0,0,0,0,0,9,1"
"201305AA01943,1,1,1,1,9,3,0,0,0,0,0,9,1"
"201305AA01943,2,2,1,1,8,3,0,0,0,0,0,9,1"
"201305AA01943,2,3,2,2,8,3,0,0,1,0,0,9,1"
"201305AA01975,2,1,1,1,8,3,0,0,0,0,0,9,1"
"201305AA01981,1,2,1,1,5,3,0,0,0,0,0,9,1"
"201305AA01981,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA01989,1,1,3,1,3,2,4,4,0,0,0,0,1"
"201305AA02001,1,1,2,2,4,3,0,0,1,0,0,9,1"
"201305AA02001,1,2,1,1,9,3,0,0,0,0,0,9,1"
"201305AA02002,2,1,1,1,9,3,0,0,0,0,0,8,1"
"201305AA02002,2,2,2,2,10,2,0,0,2,0,0,8,1"
"201305AA02002,2,3,2,2,7,3,0,0,2,0,0,8,1"
"201305AA02008,1,1,1,1,5,3,0,0,0,0,0,4,1"
"201305AA02018,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA02018,1,2,2,2,6,3,0,0,1,0,0,9,1"
"201305AA02021,2,1,1,2,11,3,0,0,0,0,0,9,1"
"201305AA02021,2,2,2,2,11,3,0,0,1,0,0,9,1"
"201305AA02021,2,3,2,2,11,3,0,0,2,0,0,9,1"
"201305AA02072,1,1,3,1,5,3,5,3,0,0,0,0,1"
"201305AA02102,2,1,1,1,6,3,0,0,0,0,0,1,1"
"201305AA02116,2,1,1,1,6,2,0,0,0,0,0,4,1"
"201305AA02137,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201305AA02137,1,2,2,1,6,3,0,0,1,0,0,9,1"
"201305AA02151,1,1,1,1,6,2,0,0,0,0,0,1,1"
"201305AA02158,1,1,1,2,4,2,0,0,0,0,0,9,1"
"201305AA02158,1,3,2,2,4,3,0,0,1,0,0,9,1"
"201305AA02158,2,2,1,1,4,2,0,0,0,0,0,9,1"
"201305AA02168,2,1,1,1,9,3,0,0,0,0,0,9,2"
"201305AA02177,1,1,2,1,11,3,0,0,1,0,0,9,1"
"201305AA02177,1,2,1,2,10,2,0,0,0,0,0,9,1"
"201305AA02194,1,1,3,1,2,3,6,9,0,0,0,0,1"
"201305AA02197,2,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA02207,2,1,1,1,6,2,0,0,0,0,0,1,1"
"201305AA02208,1,1,2,1,10,3,0,0,0,4,0,11,1"
"201305AA02208,1,2,2,2,11,3,0,0,0,4,0,11,1"
"201305AA02213,1,1,1,1,11,3,0,0,0,0,0,9,1"
"201305AA02213,1,2,3,2,8,3,10,9,0,0,0,0,1"
"201305AA02214,1,1,1,2,6,2,0,0,0,0,0,5,1"
"201305AA02228,1,1,1,1,4,3,0,0,0,0,0,2,1"
"201305AA02229,2,1,1,1,7,2,0,0,0,0,0,1,-1"
"201305AA02235,1,1,3,1,4,1,5,1,0,0,0,0,1"
"201305AA02240,1,1,2,1,5,3,0,0,2,0,0,9,1"
"201305AA02240,1,2,2,1,5,3,0,0,1,0,0,9,1"
"201305AA02253,2,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA02269,1,1,3,2,6,2,8,1,0,0,0,0,1"
"201305AA02273,1,1,3,1,7,3,6,9,0,0,0,0,1"
"201305AA02290,2,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA02303,2,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA02311,1,1,3,1,3,2,5,4,0,0,0,0,1"
"201305AA02320,2,1,1,1,9,2,0,0,0,0,0,3,-1"
"201305AA02320,2,2,2,2,9,2,0,0,0,0,0,3,1"
"201305AA02326,1,1,3,1,1,3,5,1,0,0,0,0,1"
"201305AA02333,1,1,1,1,5,2,0,0,0,0,0,5,1"
"201305AA02349,2,1,1,1,4,3,0,0,0,0,0,4,1"
"201305AA02352,2,1,1,1,5,3,0,0,0,0,0,1,1"
"201305AA02379,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA02390,1,1,1,2,2,3,0,0,0,0,0,1,1"
"201305AA02406,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA02414,2,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA02421,2,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA02421,2,2,2,1,6,3,0,0,1,0,0,9,1"
"201305AA02421,2,3,2,1,2,3,0,0,2,0,0,9,1"
"201305AA02422,1,1,3,1,6,3,9,9,0,0,0,0,1"
"201305AA02423,2,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA02427,2,1,1,2,2,2,0,0,0,0,0,1,1"
"201305AA02430,1,1,3,1,3,3,5,2,0,0,0,0,1"
"201305AA02441,1,1,3,1,2,3,4,3,0,0,0,0,-1"
"201305AA02442,2,1,1,1,6,3,0,0,0,0,0,9,1"
"201305AA02459,2,1,2,1,8,3,0,0,1,0,0,9,-1"
"201305AA02462,1,1,1,2,11,3,0,0,0,0,0,9,1"
"201305AA02479,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA02479,2,2,1,2,5,2,0,0,0,0,0,4,1"
"201305AA02514,1,1,1,2,2,3,0,0,0,0,0,1,1"
"201305AA02518,1,1,1,1,4,3,0,0,0,0,0,9,1"
"201305AA02542,1,1,2,2,10,3,0,0,1,0,0,90,1"
"201305AA02542,2,2,1,2,5,3,0,0,0,0,0,9,1"
"201305AA02542,2,3,2,1,5,3,0,0,1,0,0,9,1"
"201305AA02547,2,1,1,1,10,3,0,0,0,0,0,9,1"
"201305AA02562,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA02562,2,2,1,2,6,3,0,0,0,0,0,9,1"
"201305AA02570,2,1,1,1,9,3,0,0,0,0,0,1,1"
"201305AA02571,1,2,2,1,6,3,0,0,2,0,0,9,-1"
"201305AA02571,2,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA02591,1,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA02591,1,2,2,1,11,3,0,0,1,0,0,9,1"
"201305AA02591,2,3,1,1,4,3,0,0,0,0,0,9,1"
"201305AA02591,2,4,2,2,3,3,0,0,2,0,0,9,1"
"201305AA02591,2,5,2,2,3,3,0,0,2,0,0,9,1"
"201305AA02601,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA02601,1,3,2,2,1,3,0,0,2,0,0,9,1"
"201305AA02601,2,2,1,2,8,3,0,0,0,0,0,9,1"
"201305AA02610,1,3,1,2,5,3,0,0,0,0,0,9,1"
"201305AA02610,2,1,2,2,6,3,0,0,1,0,0,9,1"
"201305AA02610,2,2,1,1,6,3,0,0,0,0,0,9,1"
"201305AA02611,1,1,1,1,6,2,0,0,0,0,0,3,1"
"201305AA02613,1,1,3,1,3,2,5,2,0,0,0,0,1"
"201305AA02624,2,1,2,2,8,3,0,0,2,0,0,9,1"
"201305AA02635,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201305AA02686,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA02706,2,1,1,1,8,3,0,0,0,0,0,1,1"
"201305AA02710,2,1,2,2,6,3,0,0,1,0,0,9,-1"
"201305AA02713,2,1,1,1,7,3,0,0,0,0,0,5,1"
"201305AA02720,1,1,3,2,7,3,9,5,0,0,0,0,1"
"201305AA02755,1,1,3,1,3,2,4,2,0,0,0,0,1"
"201305AA02774,1,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA02774,2,2,1,2,6,3,0,0,0,0,0,9,1"
"201305AA02774,2,3,2,2,6,3,0,0,1,0,0,9,1"
"201305AA02778,1,1,1,1,5,3,0,0,0,0,0,3,1"
"201305AA02781,1,1,3,1,6,3,9,9,0,0,0,0,1"
"201305AA02795,2,1,1,1,6,2,0,0,0,0,0,1,1"
"201305AA02799,1,1,2,2,6,3,0,0,2,0,0,8,1"
"201305AA02799,1,2,2,1,5,3,0,0,2,0,0,8,1"
"201305AA02799,1,3,2,1,4,3,0,0,2,0,0,8,1"
"201305AA02799,1,4,2,1,5,3,0,0,2,0,0,8,1"
"201305AA02799,2,5,2,2,4,3,0,0,2,0,0,9,1"
"201305AA02799,2,6,2,1,4,3,0,0,2,0,0,9,1"
"201305AA02808,2,1,1,1,5,3,0,0,0,0,0,9,1"
"201305AA02808,2,2,2,1,2,3,0,0,1,0,0,9,1"
"201305AA02813,2,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA02827,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201305AA02836,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA02839,1,1,1,1,8,2,0,0,0,0,0,3,1"
"201305AA02862,1,1,1,1,6,2,0,0,0,0,0,1,1"
"201305AA02864,1,1,1,1,7,3,0,0,0,0,0,1,1"
"201305AA02865,1,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA02865,1,3,2,2,6,3,0,0,1,0,0,9,1"
"201305AA02865,2,2,1,2,5,3,0,0,0,0,0,9,1"
"201305AA02865,2,4,2,1,6,3,0,0,1,0,0,9,1"
"201305AA02866,1,1,1,1,11,2,0,0,0,0,0,9,1"
"201305AA02866,1,2,2,2,11,3,0,0,1,0,0,9,1"
"201305AA02866,2,3,1,2,8,3,0,0,0,0,0,9,1"
"201305AA02867,1,1,2,1,3,3,0,0,1,0,0,9,1"
"201305AA02870,1,1,1,2,4,3,0,0,0,0,0,9,1"
"201305AA02870,2,2,1,1,7,3,0,0,0,0,0,9,1"
"201305AA02870,2,3,2,2,7,3,0,0,1,0,0,9,1"
"201305AA02874,2,1,1,2,8,2,0,0,0,0,0,1,1"
"201305AA02875,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA02875,2,2,2,2,9,3,0,0,1,0,0,9,1"
"201305AA02876,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA02878,1,1,3,1,11,3,1,1,0,0,0,0,1"
"201305AA02881,1,1,1,2,9,3,0,0,0,0,0,9,1"
"201305AA02883,1,1,3,1,11,3,5,9,0,0,0,0,1"
"201305AA02883,1,2,3,2,11,3,5,9,0,0,0,0,1"
"201305AA02901,1,1,2,2,2,2,0,0,2,0,0,9,1"
"201305AA02901,1,2,2,2,6,3,0,0,1,0,0,9,1"
"201305AA02901,1,3,2,1,1,3,0,0,2,0,0,9,-1"
"201305AA02901,1,4,2,2,1,3,0,0,2,0,0,9,-1"
"201305AA02901,1,5,2,2,1,3,0,0,2,0,0,9,1"
"201305AA02904,2,1,1,1,7,3,0,0,0,0,0,1,1"
"201305AA02908,1,1,3,1,7,3,5,4,0,0,0,0,1"
"201305AA02913,2,1,1,1,7,2,0,0,0,0,0,1,1"
"201305AA02917,2,1,1,1,6,3,0,0,0,0,0,9,1"
"201305AA02917,2,2,2,1,3,3,0,0,1,0,0,9,1"
"201305AA02942,2,1,1,2,6,3,0,0,0,0,0,9,1"
"201305AA02945,2,1,1,2,7,3,0,0,0,0,0,9,1"
"201305AA02950,2,1,1,1,6,3,0,0,0,0,0,1,1"
"201305AA02956,1,1,3,1,8,3,5,3,0,0,0,0,1"
"201305AA02957,1,1,1,1,7,2,0,0,0,0,0,5,1"
"201305AA02960,2,1,2,2,9,3,0,0,1,0,0,9,1"
"201305AA02994,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA02994,2,2,1,2,6,3,0,0,0,0,0,9,1"
"201305AA03008,1,1,2,2,9,3,0,0,1,0,0,9,1"
"201305AA03010,2,1,1,1,7,3,0,0,0,0,0,9,1"
"201305AA03010,2,2,2,2,6,3,0,0,2,0,0,9,1"
"201305AA03010,2,3,2,1,-1,3,0,0,2,0,0,9,1"
"201305AA03010,2,4,2,1,4,3,0,0,1,0,0,9,1"
"201305AA03036,1,3,1,1,11,3,0,0,0,0,0,9,1"
"201305AA03036,2,1,2,1,10,3,0,0,1,0,0,9,1"
"201305AA03036,2,2,2,2,7,3,0,0,2,0,0,9,1"
"201305AA03042,1,1,3,2,11,2,4,1,0,0,0,0,1"
"201305AA03042,1,2,3,1,11,3,4,1,0,0,0,0,1"
"201305AA03059,2,1,2,2,4,3,0,0,1,0,0,9,-1"
"201305AA03066,1,1,1,1,8,3,0,0,0,0,0,9,1"
"201305AA03083,1,1,1,1,4,2,0,0,0,0,0,9,1"
"201305AA03099,2,1,1,2,9,3,0,0,0,0,0,9,1"
"201305AA03107,1,1,3,1,9,3,6,9,0,0,0,0,2"
"201305AA03118,1,1,1,1,6,3,0,0,0,0,0,9,1"
"201305AA03118,2,2,1,1,8,3,0,0,0,0,0,19,1"
"201305AA03132,1,1,2,2,3,3,0,0,1,0,0,9,1"
"201305AA03142,1,2,2,1,5,3,0,0,2,0,0,8,1"
"201305AA03142,1,3,2,1,5,3,0,0,2,0,0,8,1"
"201305AA03142,2,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA03146,2,1,1,1,7,3,0,0,0,0,0,1,1"
"201305AA03149,2,1,1,2,10,3,0,0,0,0,0,9,1"
"201305AA03152,1,1,1,1,9,2,0,0,0,0,0,1,1"
"201305AA03164,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA03172,1,1,1,2,9,3,0,0,0,0,0,9,1"
"201305AA03172,1,3,2,1,4,3,0,0,1,0,0,9,1"
"201305AA03172,2,2,1,1,9,3,0,0,0,0,0,9,3"
"201305AA03174,1,1,2,1,4,3,0,0,2,0,0,9,1"
"201305AA03183,1,1,3,2,4,3,5,1,0,0,0,0,1"
"201305AA03187,2,1,1,1,4,2,0,0,0,0,0,3,1"
"201305AA03206,1,1,1,1,4,3,0,0,0,0,0,1,1"
"201305AA03210,1,1,1,2,6,3,0,0,0,0,0,9,-1"
"201305AA03216,1,1,3,1,8,3,1,9,0,0,0,0,1"
"201305AA03217,1,1,3,2,7,3,5,9,0,0,0,0,1"
"201305AA03220,1,1,1,2,10,2,0,0,0,0,0,9,1"
"201305AA03232,2,1,1,2,5,3,0,0,0,0,0,9,1"
"201305AA03234,1,1,1,1,8,3,0,0,0,0,0,1,1"
"201305AA03249,1,1,1,2,10,2,0,0,0,0,0,9,1"
"201305AA03249,2,2,1,1,7,3,0,0,0,0,0,19,1"
"201305AA03250,1,1,3,1,8,3,5,9,0,0,0,0,1"
"201305AA03264,1,1,2,2,7,2,0,0,0,0,0,19,1"
"201305AA03268,1,1,1,2,8,2,0,0,0,0,0,9,1"
"201305AA03268,1,2,2,2,5,3,0,0,1,0,0,9,1"
"201305AA03278,1,1,1,1,9,2,0,0,0,0,0,1,1"
"201305AA03285,1,1,1,2,9,3,0,0,0,0,0,9,1"
"201305AA03301,2,1,1,2,7,2,0,0,0,0,0,9,1"
"201305AA03301,2,2,2,2,2,3,0,0,1,0,0,9,1"
"201305AA03313,1,1,3,1,4,3,10,2,0,0,0,0,1"
"201305AA03326,2,1,1,1,4,2,0,0,0,0,0,3,1"
"201305AA03327,1,1,1,1,6,3,0,0,0,0,0,1,1"
"201305AA03329,2,1,1,2,5,3,0,0,0,0,0,2,1"
"201305AA03339,2,1,1,2,5,3,0,0,0,0,0,1,1"
"201305AA03348,1,1,3,1,1,3,5,1,0,0,0,0,-1"
"201305AA03369,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA03370,2,1,1,1,6,3,0,0,0,0,0,9,1"
"201305AA03379,2,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA03380,1,1,1,2,8,3,0,0,0,0,0,9,1"
"201305AA03380,1,2,2,2,6,3,0,0,1,0,0,9,1"
"201305AA03382,1,1,1,1,6,3,0,0,0,0,0,1,-1"
"201305AA03383,1,1,1,1,9,3,0,0,0,0,0,9,1"
"201305AA03383,1,3,2,2,5,3,0,0,1,0,0,9,1"
"201305AA03383,2,2,1,2,9,3,0,0,0,0,0,9,1"
"201305AA03388,1,1,1,1,8,2,0,0,0,0,0,19,1"
"201305AA03388,2,2,1,1,7,3,0,0,0,0,0,9,1"
"201305AA03400,2,1,1,1,7,3,0,0,0,0,0,11,1"
"201305AA03406,2,1,1,2,4,3,0,0,0,0,0,9,1"
"201305AA03419,2,1,1,1,7,3,0,0,0,0,0,5,1"
"201305AA03427,2,1,2,2,3,3,0,0,2,0,0,9,1"
"201305AA03427,2,2,2,2,7,3,0,0,1,0,0,9,1"
"201305AA03460,2,1,1,2,6,2,0,0,0,0,0,1,1"
"201305AA03461,1,1,1,2,11,3,0,0,0,0,0,9,1"
"201305AA03464,2,1,2,1,6,3,0,0,2,0,0,8,1"
"201305AA03464,2,2,2,2,6,3,0,0,2,0,0,8,1"
"201305AA03477,1,2,2,2,8,3,0,0,1,0,0,9,1"
