AADFYear,CP,Road,RCat,S Ref Latitude,S Ref Longitude,bicycle_aadf,motorbike_aadf,car_aadf,bus_aadf,light_goods_vehicle_aadf,heavy_goods_vehicle_aadf
2013,27310,A573,PA,53.52433968,-2.604823548,146,158,13266,388,2376,326
2013,27312,A576,PA,53.48500906,-2.330894759,90,191,25105,675,4184,1790
2013,27313,A576,PA,53.53600505,-2.242877091,67,163,33074,220,3986,721
2013,27314,A577,PA,53.53958561,-2.7016134939999996,56,53,10699,223,2056,332
2013,27315,A577,PA,53.54015508,-2.596749753,176,176,15640,260,2282,480
2013,27316,A577,PA,53.51402465,-2.441809569,45,129,14045,169,2809,387
2013,27317,A578,PA,53.49555431,-2.523859533,140,126,12059,296,1918,196
2013,27320,A580,PA,53.47355569,-2.5287711219999998,79,192,22922,38,5178,2428
2013,27321,A580,PA,53.51362847,-2.379223166,21,176,29952,124,5822,2033
2013,27322,A581,PA,53.66148404,-2.7581161219999997,65,78,4306,57,582,161
2013,27324,A583,PA,53.79912573,-2.988338237,40,134,22402,204,2974,508
2013,27326,A585,TA,53.85270412,-2.965276928,67,209,18630,84,3381,1136
2013,27327,A586,PA,53.81988636,-3.052019006,67,48,4973,948,921,181
2013,27328,A587,PA,53.87326318,-3.043320103,115,128,14017,385,1910,446
2013,27330,A590,TA,54.19552342,-3.0897424860000005,53,197,13724,93,3019,862
2013,27331,A590,TA,54.2466466,-3.045049273,9,101,13466,102,2498,1320
2013,27332,A591,PA,54.60403795,-3.11610952,13,115,5096,73,803,104
2013,27333,A591,PA,54.38304731,-2.911473804,77,81,11985,192,1611,178
2013,27334,A592,PA,54.61025739,-2.835103845,4,31,2209,42,304,77
2013,27335,A593,PA,54.29981827,-3.1813157889999997,12,7,551,7,114,12
2013,27338,A595,PA,54.24909815,-3.3060269110000005,6,12,1131,9,226,109
2013,27340,A598,PA,51.60932487,-0.181794519,250,359,16684,647,1827,489
2013,27341,A598,PA,51.56172185,-0.197111234,147,333,8448,908,1357,208
2013,27344,A603,PA,52.19812191,0.124554322,1720,191,12211,309,1641,302
2013,27347,A1017,PA,52.03122583,0.529806115,4,52,2913,42,1011,317
2013,27348,A14,TA,52.25212552,0.034833164,3,299,61616,313,9854,12123
2013,27351,A45,TA,52.34768336,-0.562618333,6,128,15268,25,2594,2206
2013,27352,A606,PA,52.86361832,-1.041887361,7,89,13189,110,2433,531
2013,27353,A606,PA,52.67458187,-0.670355959,83,196,7217,31,1028,423
2013,27354,A607,PA,52.68874823,-1.096908448,1,119,22243,106,3722,1418
2013,27355,A606,PA,52.76468529,-0.882515425,46,94,8513,98,1300,572
2013,27356,A607,PA,52.94932728,-0.616698944,48,88,8747,39,1004,249
2013,27358,A608,PA,52.97655504,-1.40904348,82,171,10443,100,1531,320
2013,27359,A609,PA,52.96915919,-1.3314034959999999,84,91,10288,79,1446,202
2013,27360,A609,PA,52.95466805,-1.197660701,189,136,17252,238,2276,301
2013,27361,A610,PA,53.04447995,-1.375956545,49,157,13648,92,3079,807
2013,27363,A6002,PA,53.00946038,-1.191279798,175,262,23428,296,4205,682
2013,27364,A612,PA,53.0427333,-0.961254646,19,28,3945,80,730,174
2013,27365,A614,PA,53.80919891,-0.786588163,2,53,4820,16,1333,969
2013,27366,A614,PA,53.64945308,-0.987858577,4,69,2862,11,792,311
2013,27367,A614,PA,53.39100494,-1.062418042,6,27,4326,23,1347,830
2013,27369,A6514,PA,52.963611,-1.190795468,192,304,30695,246,4565,1124
2013,27370,A52,TA,52.90571483,-1.13909137,6,197,29913,45,4401,1961
2013,27371,A615,PA,53.13399561,-1.528808131,14,101,7913,32,1719,269
2013,27372,A616,PA,53.5413373,-1.728344979,2,22,2076,23,599,576
2013,27375,A616,PA,53.1757929,-0.9631310270000001,2,32,4449,35,628,174
2013,27376,A617,PA,53.22441519,-1.402328175,0,254,26504,91,4609,1981
2013,27377,A617,PA,53.10687056,-0.955826348,6,62,6851,22,1889,869
2013,27378,A619,PA,53.23861475,-1.6506429759999999,10,126,4531,82,1049,343
2013,27379,A619,PA,53.26001544,-1.3699316869999998,45,100,12024,152,2113,394
2013,27380,A620,PA,53.32220716,-0.9505780309999999,86,97,13250,134,2726,445
2013,27381,A621,PA,53.36074049,-1.479160108,454,119,13252,622,2117,289
2013,27383,A6187,PA,53.34145732,-1.701079231,58,120,5910,58,1289,218
2013,27384,A626,PA,53.40653506,-2.1428605259999998,103,69,13672,325,2740,268
2013,27385,A671,PA,53.54428194,-2.119330298,86,54,9243,381,1272,168
2013,27386,A627,PA,53.46071659,-2.088551219,174,90,10188,288,2332,268
2013,27387,A628,PA,53.54780571,-1.548706545,27,198,10547,61,1553,505
2013,27388,A628,PA,53.67453299,-1.31877661,13,102,7291,69,1185,111
2013,27389,A629,PA,53.92363748,-2.00148644,73,95,19109,155,2917,855
2013,27390,A629,PA,53.83193863,-1.925512357,47,103,7413,98,1204,475
2013,27391,A629,PA,53.58621878,-1.702981853,13,63,7124,53,1114,256
2013,27393,A6178,PA,53.39038474,-1.4451166180000001,77,61,5796,585,1621,979
2013,27395,A630,PA,53.51161044,-1.142999121,234,286,31339,783,3754,1123
2013,27396,A631,PA,53.41210043,-1.324479995,28,182,20974,249,2635,378
2013,27398,A631,PA,53.39916614,-0.497469528,1,356,2884,37,849,449
2013,27399,A632,PA,53.21096939,-1.4732209330000001,1,33,9366,45,1228,188
2013,27400,A632,PA,53.22335893,-1.282518275,21,51,3881,90,736,88
2013,27401,A633,PA,53.51416498,-1.365234456,58,54,7496,77,1630,553
2013,27402,A634,PA,53.40400648,-1.180209435,19,83,3137,20,872,298
2013,27403,A635,PA,53.47506776,-2.2123960019999998,317,181,20277,360,3632,916
2013,27404,A635,PA,53.48565405,-2.095656076,51,190,28902,42,4659,1247
2013,27406,A635,PA,53.54336649,-1.397846649,18,101,11862,171,1890,385
2013,27407,A636,PA,53.58601698,-1.630475501,35,53,6665,63,1495,189
2013,27409,A638,PA,53.69414082,-1.6289241840000002,34,104,17937,210,2558,413
2013,27413,A638,PA,53.32580202,-0.9504898390000001,253,151,13570,141,1732,491
2013,27414,A639,PA,53.75692627,-1.473666904,79,125,10777,347,2400,477
2013,27416,A640,PA,53.60636093,-2.001473303,9,6,803,0,158,20
2013,27418,A62,PA,53.64301215,-1.780634076,47,220,25476,291,3469,555
2013,27419,A642,PA,53.71305311,-1.4711841540000001,39,88,11379,135,2168,276
2013,27420,A643,PA,53.72867021,-1.69834204,13,43,5412,175,891,91
2013,27421,A643,PA,53.66316282,-1.8501427769999998,9,56,9686,49,1787,215
2013,27422,A644,PA,53.77074973,-1.8497605540000002,36,62,9539,53,1902,511
2013,27424,A645,PA,53.70212712,-1.2728884390000001,63,129,12021,159,2350,376
2013,27425,A646,PA,53.77062422,-2.229058788,24,60,7215,44,1199,299
2013,27426,A58,PA,53.72133657,-1.8676667919999999,43,83,14442,64,2344,577
2013,27427,A647,PA,53.78617993,-1.7738178390000001,20,11,6931,101,686,58
2013,27428,A647,PA,53.802831700000006,-1.63707605,20,282,39733,476,7122,1241
2013,27431,A650,PA,53.76598886,-1.7056599909999999,84,177,17386,155,3459,1266
2013,27432,A650,PA,53.73473778,-1.592185189,57,166,16294,73,3033,998
2013,27433,A650,PA,53.68467376,-1.501821929,36,54,5191,108,746,71
2013,27434,A651,PA,53.73898584,-1.69023314,44,61,7411,150,1364,129
2013,27436,A654,PA,53.73879875,-1.546664205,58,104,7111,143,1531,180
2013,27437,A655,PA,53.7128363,-1.387854575,106,142,12248,203,3846,875
2013,27438,A656,PA,53.71960831,-1.3427494580000001,48,159,10194,155,1413,307
2013,27439,A657,PA,53.81977805,-1.6536384569999998,80,83,7799,223,1515,170
2013,27440,A658,PA,53.81098083,-1.7276693669999998,7,79,11511,278,2674,637
2013,27442,A659,PA,53.89929871,-1.329737127,31,50,4169,43,746,54
2013,27443,A659,PA,53.90456148,-1.697077388,163,94,9479,67,2153,275
2013,27444,A640,PA,53.60064634,-2.101205208,79,102,13969,186,3290,662
2013,27445,A663,PA,53.51455924,-2.169765595,71,94,14487,324,2503,557
2013,27446,A664,PA,53.58645747,-2.1756432059999997,183,93,13645,288,2295,355
2013,27447,A664,PA,53.49654222,-2.221698525,138,93,14682,1142,1939,385
2013,27448,A665,PA,53.55464349,-2.3033622609999997,100,113,14330,90,2086,531
2013,27449,A665,PA,53.46954268,-2.215833186,130,68,14271,84,1067,866
2013,27450,A666,PA,53.78338253,-2.4752927000000002,42,26,10721,134,1233,181
2013,27451,A666,PA,53.67470247,-2.455600028,20,85,6194,113,1607,572
2013,27452,A666,PA,53.58134227,-2.423480363,2,224,36557,69,5566,1234
2013,27454,A666,PA,53.50438889,-2.310541408,122,113,17040,221,2681,762
2013,27456,A670,PA,53.56807088,-2.001471734,23,16,1274,5,197,93
2013,27457,A671,PA,53.85556967,-2.397512539,18,87,13509,233,2015,284
2013,27458,A671,PA,53.80618913,-2.381100879,27,74,10877,66,1700,748
2013,27459,A671,PA,53.78912456,-2.236748976,23,35,15827,330,2017,263
2013,27460,A671,PA,53.60447324,-2.146551293,68,66,10427,591,2615,545
2013,27461,A672,PA,53.58657796,-2.045642172,15,46,3447,33,732,267
2013,27462,A674,PA,53.72286626,-2.544776805,86,148,10999,143,1630,233
2013,27463,A675,PA,53.73847168,-2.607894974,54,88,5196,80,895,189
2013,27467,A680,PA,53.81066353,-2.387216075,46,33,9546,109,911,347
2013,27468,A680,PA,53.69761469,-2.319081525,109,49,9761,258,1573,156
2013,27469,A680,PA,53.62017476,-2.167770855,55,54,14149,219,2405,299
2013,27470,A681,PA,53.69152997,-2.22862876,47,50,10170,185,1556,402
2013,27472,A683,PA,54.21434868,-2.577295973,14,12,851,5,186,50
2013,27474,A685,PA,54.39397710000001,-2.601531761,6,20,1165,28,226,43
2013,27475,A686,PA,54.81084755,-2.441848885,23,57,2137,48,462,58
2013,27478,A689,PA,54.64942609,-1.5055988219999998,2,97,17786,96,3939,1864
2013,27479,A690,PA,54.71052106,-1.6911060130000002,28,38,7364,163,1285,229
2013,27481,A690,PA,54.88879585,-1.4169319790000001,59,99,16108,828,2070,253
2013,27482,A691,PA,54.84463178,-1.790212375,7,66,7554,60,1154,281
2013,27483,A692,PA,54.86261106,-1.794013939,26,51,15176,224,3245,549
2013,27484,A184,PA,54.96101344,-1.6111031080000002,25,98,17619,186,3133,679
2013,27486,A696,PA,55.14971286,-2.001539643,1,72,2050,68,349,256
2013,27487,A191,PA,54.98815096,-1.671789075,52,39,9204,305,1851,209
2013,27488,A697,PA,55.53402897,-2.00155716,6,61,2943,47,752,320
2013,27490,A1000,PA,51.63969332,-0.180146523,198,537,23219,853,2855,901
2013,27491,A1000,PA,51.58501569,-0.162556539,302,722,13558,839,2323,211
2013,27492,A1001,PA,51.74163694,-0.233701535,16,67,6618,68,1286,776
2013,27493,A1003,PA,51.61354723,-0.152738285,71,191,18769,659,2342,575
2013,27496,A1009,PA,51.61682259,-0.022600782000000003,11,68,7442,176,719,87
2013,27497,A1010,PA,51.61088244,-0.06546621400000001,281,176,9760,1460,1777,399
2013,27499,A1017,PA,51.93995933,0.5913060920000001,14,60,5353,41,1221,328
2013,27501,A183,PA,54.996235399999996,-1.427911951,68,52,11057,95,1303,111
2013,27502,A1018,PA,54.91334136,-1.3830397269999999,162,102,17734,1311,2156,279
2013,27505,A1023,PA,51.62471901,0.31293463,153,78,16579,143,2151,317
2013,27506,A1024,PA,52.64409891,1.2757190040000002,383,319,16531,89,3304,201
2013,27507,A1029,PA,53.59685059,-0.641120503,57,94,5806,77,1245,1138
2013,27508,A1031,PA,53.43948917,0.106187684,5,23,2170,37,434,59
2013,27510,A1033,TA,53.74769379999999,-0.294493354,132,388,28087,266,3148,4443
2013,27511,A1036,PA,53.94276863,-1.104176056,845,324,12650,612,1816,151
2013,27512,A1009,PA,51.6138766,-0.029228685,23,257,13492,213,2731,762
2013,27513,A1042,PA,54.60769482,-1.083447592,36,51,8922,51,1809,252
2013,27515,A1048,PA,54.70112253,-1.20548442,80,34,7266,176,1351,91
2013,27516,A1049,PA,54.70898079,-1.225507607,108,51,7000,191,888,147
2013,27518,A1058,PA,54.99500122,-1.563883469,265,363,51403,610,5624,724
2013,27520,A1065,PA,52.83606463,0.8369961490000001,3,70,5455,68,1502,488
2013,27521,A1065,PA,52.52168795,0.665975209,8,103,5441,77,1525,666
2013,27523,A1066,PA,52.39494792,0.9403658159999999,1,50,2639,54,776,575
2013,27524,A1067,PA,52.64115434,1.286882903,295,205,8955,135,1869,140
2013,27525,A1067,PA,52.78297377,0.9863909259999999,2,51,5153,67,1479,443
2013,27526,A1068,PA,55.12275935,-1.6095341019999998,19,26,6468,102,991,106
2013,27527,A1069,PA,51.63432604,0.021512489,21,46,3281,11,540,96
2013,27529,A1071,PA,52.05023754,1.055416285,7,67,8837,66,1533,586
2013,27530,A1072,PA,51.90118645,-0.214368167,146,190,22664,177,3389,460
2013,27531,A1073,PA,52.62882646,-0.183857137,11,34,2647,25,865,59
2013,27532,A1074,PA,52.63563937,1.266808221,211,163,6773,250,1126,134
2013,27534,A1077,PA,53.676809899999995,-0.487606816,10,41,5333,92,1455,246
2013,27536,A1079,PA,53.95001582,-0.9348831809999999,29,84,12674,131,2209,1040
2013,27539,A1081,PA,51.66350987,-0.20854535899999999,28,61,8825,75,1408,286
2013,27540,A1032,PA,54.56844337,-1.2557046570000001,67,44,13009,60,1849,274
2013,27541,A1085,PA,54.57520792,-1.151470275,42,26,6206,110,1324,77
2013,27544,A1088,PA,52.29393805,0.840429168,0,49,3319,28,1064,313
2013,27546,A1092,PA,52.08182966,0.625500304,9,41,3963,85,951,184
2013,27547,A1094,PA,52.18687437,1.4796268780000001,1,65,4991,47,1010,269
2013,27552,A1101,PA,52.29979633,0.6383792189999999,7,51,2785,47,626,274
2013,27558,A1117,PA,52.44941587,1.718916305,111,159,13453,80,2516,522
2013,27560,A1120,PA,52.19043275,1.024637799,8,103,6578,73,1222,313
2013,27561,A1122,PA,52.62921069,0.492526759,4,83,4396,30,1074,282
2013,27562,A1123,PA,52.35075444,0.200880652,12,79,6917,23,1785,378
2013,27565,A1134,PA,52.17912783,0.145589471,566,162,5294,36,591,108
2013,27566,A1303,PA,52.21029126,0.11285429400000001,2047,216,10514,290,1584,170
2013,27567,A1134,PA,52.21321407,0.15015951800000002,1995,198,14385,481,2974,553
2013,27570,A1144,PA,52.48205196,1.73935077,125,109,6519,167,937,72
2013,27571,A1146,PA,53.59657709,-0.9746168159999999,49,36,4059,33,463,49
2013,27572,A1151,PA,52.64649957,1.303253357,642,177,10580,223,1899,105
2013,27574,A1156,PA,52.05179459,1.166684426,411,239,10871,268,1876,292
2013,27578,A1185,PA,54.60528413,-1.227476676,10,44,3577,1,703,889
2013,27579,A1200,PA,51.5417219,-0.09796408699999999,1149,1115,13127,603,3527,557
2013,27580,A1201,PA,51.57583455,-0.122229059,272,152,6587,499,839,148
2013,27581,A1202,PA,51.51051785,-0.070441475,1410,76,1370,7,497,93
2013,27582,A1205,PA,51.53133286,-0.040437254,572,479,12355,484,2387,412
2013,27585,A1232,TA,51.92288913,0.935188508,8,116,18451,72,3935,1536
2013,27586,A1260,PA,52.56241255,-0.282204423,2,228,48319,122,4399,1109
2013,27590,A1303,PA,52.22199239,0.340922026,8,57,5058,60,957,129
2013,27591,A1303,PA,52.21538227,0.129769668,2405,147,8750,216,1903,143
2013,27593,A1305,PA,54.56964399,-1.3081176620000001,76,118,18279,132,2122,308
2013,27594,A1307,PA,52.17735759,0.144041614,1944,110,8310,604,1396,143
2013,27595,A2000,PA,51.45397035,0.175176842,73,185,12580,181,2313,818
2013,27599,A2021,PA,50.78652474,0.267198466,175,158,14754,389,1952,146
2013,27600,A2022,PA,51.34330859,-0.13490739699999998,76,208,11900,185,1993,662
2013,27601,A2022,PA,51.32815989,-0.213032823,53,158,12496,94,2130,262
2013,27602,A2023,PA,50.84836803,-0.182986705,15,59,5882,16,1117,209
2013,27603,A2032,PA,50.83036,-0.38973286100000004,105,124,14914,84,2254,358
2013,27605,A2044,PA,51.21697243,-0.17567242100000002,72,148,5537,43,1082,278
2013,27606,A2100,PA,50.95300194,0.483749397,1,86,6425,53,1525,381
2013,27607,A2206,PA,51.49113924,-0.056854629000000004,186,228,6462,0,1580,634
2013,27609,A2212,PA,51.41169705,0.014552549,35,131,8850,621,1044,174
2013,27610,A2214,PA,51.45392678,-0.107372965,832,283,9303,769,1374,195
2013,27612,A2217,PA,51.45968812,-0.130166938,763,339,9699,930,1936,579
2013,27613,A3002,PA,51.48603489,-0.307690389,137,351,6635,519,960,308
2013,27615,A3005,PA,51.48963619,-0.37151187799999996,71,110,16647,193,1484,369
2013,27618,A3,PA,50.79030574,-1.1075838040000001,146,32,1809,53,400,46
2013,27619,A3020,PA,50.63241223,-1.223692935,13,353,6120,154,1292,128
2013,27620,A380,PA,50.47404658,-3.5829448989999997,15,249,17362,60,3356,573
2013,27621,A3023,PA,50.79516184,-0.986461057,53,22,6233,68,765,172
2013,27624,A3,PA,51.45893694,-0.179572095,259,529,17066,1077,3095,692
2013,27626,A3047,PA,50.22653039,-5.279309914,7,91,9843,143,2225,333
2013,27627,A3049,PA,50.73318158,-1.843018894,203,137,11386,241,1912,381
2013,27629,A3051,PA,50.88718637,-1.26680877,75,132,7202,37,1200,145
2013,27631,A3052,PA,50.70190464,-3.34236156,4,84,8268,122,1507,277
2013,27633,A3055,PA,50.63476972,-1.174163006,23,99,6671,43,801,76
2013,27635,A3057,PA,50.93315549,-1.450087041,353,69,9226,113,1346,54
2013,27638,A3062,PA,51.35885613,-2.360433392,255,93,9978,140,1189,121
2013,27640,A3072,PA,50.79999572,-3.633244385,4,31,1971,25,630,175
2013,27641,A3072,PA,50.81178442,-4.27243482,6,6,3507,34,723,280
2013,27642,A3072,PA,50.82602312,-4.532550887,31,169,11494,126,1413,94
2013,27644,A3076,PA,50.35596999,-5.007852217,3,10,2212,49,339,57
2013,27646,A3078,PA,50.21592076,-4.944914915,2,24,2221,60,689,100
2013,27647,A3082,PA,50.34371046,-4.727910868,24,58,6491,5,1113,335
2013,27650,A3090,PA,51.04869505,-1.359416325,22,95,7616,55,847,191
2013,27651,A3095,PA,51.44034041,-0.751104835,43,51,7476,31,1051,108
2013,27652,A3095,PA,51.38349022,-0.773877585,131,197,23700,30,3088,601
2013,27653,A3098,PA,51.23389123,-2.287840715,17,14,3655,14,531,34
2013,27655,A3100,PA,51.18694015,-0.607719097,118,148,16613,103,1702,204
2013,27658,A3202,PA,51.4985235,-0.10696681300000001,473,1431,10064,1925,3037,905
2013,27660,A3204,PA,51.486956899999996,-0.114647814,417,653,12963,280,3672,759
2013,27661,A3205,PA,51.47389338,-0.158385364,1509,1689,12526,800,2947,909
2013,27663,A3212,PA,51.50395804,-0.126193947,2359,1580,13372,3471,3112,800
2013,27666,A3216,PA,51.48274426,-0.149387389,2912,1916,16826,1376,5664,1869
2013,27667,A3217,PA,51.49538478,-0.152621135,1855,1429,14488,287,1808,279
2013,27668,A3220,PA,51.49804008,-0.207837283,350,603,17666,549,3210,1172
2013,27669,A3220,PA,51.48236335,-0.18252797399999998,394,637,12742,524,3020,1157
2013,27671,A4000,PA,51.5239659,-0.257417142,181,227,8499,320,2032,1218
2013,27672,A4000,PA,51.5115734,-0.27071609399999996,53,230,11737,263,1878,872
2013,27673,A4003,PA,51.54169649,-0.19891224600000001,288,317,4962,443,1105,317
2013,27674,A4005,PA,51.54264581,-0.30487006899999997,130,341,14941,451,2730,678
2013,27675,A4006,PA,51.585020799999995,-0.269372471,33,176,12025,461,1494,371
2013,27677,A4017,PA,51.47286199,-2.50818826,191,145,9701,271,1790,207
2013,27678,A4018,PA,51.47234715,-2.61558862,449,262,15543,468,1378,283
2013,27679,A4019,PA,51.91508954,-2.101636458,184,205,21720,229,2416,721
2013,27680,A4020,PA,51.50955314,-0.329876006,224,196,17095,1470,1748,578
2013,27681,A4020,PA,51.52081836,-0.415948107,104,486,21603,816,2401,730
2013,27685,A4026,PA,52.60318455,-1.858401172,43,12,5013,85,549,138
2013,27687,A4036,PA,52.45524412,-2.11915441,23,98,17349,44,2284,637
2013,27688,A4039,PA,52.56698845,-2.119457684,71,132,13813,138,2654,451
2013,27690,A4040,PA,52.50687902,-1.832883165,95,168,24180,244,4485,1027
2013,27691,A4040,PA,52.43586449,-1.837417235,94,141,19411,209,2392,547
2013,27692,A4041,PA,52.54608073,-1.927700143,23,78,19250,199,3015,570
2013,27693,A4053,PA,52.41249426,-1.511860982,17,231,33055,358,3334,571
2013,27695,A4088,PA,51.56252488,-0.299081389,52,167,15883,356,1420,607
2013,27696,A404,PA,51.59750127,-0.36852301600000004,28,58,8736,30,755,238
2013,27697,A4091,PA,52.62437912,-1.697991841,135,37,12528,214,1571,289
2013,27699,A4094,PA,51.57657158,-0.709853948,68,69,7489,142,1207,125
2013,27700,A4095,PA,51.83875897,-1.33375645,6,94,7018,31,1610,356
2013,27702,A4098,PA,52.55418216,-2.051577787,45,97,7668,91,1790,283
2013,27703,A4103,PA,52.17147638,-2.293857856,47,83,8294,32,1620,454
2013,27704,A4103,PA,52.07589399,-2.7309573830000002,46,82,11591,56,2089,349
2013,27705,A4104,PA,52.08229514,-2.14734229,6,32,3191,11,810,240
2013,27708,A4114,PA,52.42167427,-1.560285446,8,205,25566,68,3317,534
2013,27709,A4117,PA,52.37537159,-2.594139681,5,37,4483,61,1112,229
2013,27711,A4123,TA,52.49300643,-2.020885385,2,72,28549,97,7269,3664
2013,27714,A4128,PA,51.69197637,-0.7384050329999999,22,27,6044,62,1265,154
2013,27716,A4130,PA,51.60681425,-1.310874515,94,156,8239,46,1292,328
2013,27717,A4135,PA,51.64693484,-2.218187666,5,66,4389,33,827,346
2013,27718,A4135,PA,51.69744865,-2.368761692,21,76,9986,184,1648,216
2013,27719,A4136,PA,51.85181338,-2.490234463,4,94,7151,58,1291,544
2013,27720,A4140,PA,51.56911338,-0.269976605,28,189,12309,122,1666,397
2013,27721,A44,PA,51.78916422,-1.281858165,342,500,25611,429,4285,1734
2013,27722,A4145,PA,51.64940625,-0.410675068,86,28,6963,135,1249,172
2013,27724,A4146,PA,51.81807023,-0.539169502,16,94,6442,12,1185,463
2013,27725,A4148,PA,52.56857653,-1.9866782769999998,53,44,12370,49,1775,410
2013,27727,A4155,PA,51.57367147,-0.7748720240000001,89,89,14676,140,1729,319
2013,27728,A4162,PA,51.49050686,-2.649537124,35,85,4286,50,719,111
2013,27731,A4176,PA,51.46782585,-2.62042246,233,141,11609,116,1131,74
2013,27733,A4201,PA,51.531236299999996,-0.14511470099999998,598,816,8559,571,2469,442
2013,27734,A4204,PA,51.50501985,-0.193874584,277,486,13828,1971,2904,501
2013,27736,A4540,PA,52.48086294,-1.877743775,62,196,39642,272,8055,3045
2013,27737,A4540,PA,52.48090214,-1.924861764,62,132,24173,289,2600,408
2013,27739,A52,PA,53.00584164,-2.180337569,130,115,14427,273,2429,115
2013,27740,A534,PA,53.08067393,-2.553798852,2,10,2308,56,352,79
2013,27741,A5020,PA,53.08219435,-2.4194582469999997,119,73,11183,55,1565,1112
2013,27745,A5036,PA,53.40270927,-2.9904057010000002,177,300,38479,690,4644,901
2013,27746,A5038,PA,53.45945862,-2.975911795,157,148,18125,190,2648,377
2013,27747,A5038,PA,53.42970199,-2.987270542,171,85,10337,67,1430,255
2013,27750,A5054,PA,53.42532571,-2.994693783,56,36,5662,45,1697,481
2013,27751,A5063,PA,53.481998,-2.277979831,34,63,15359,32,2889,1195
2013,27752,A5066,PA,53.47842507,-2.2681625690000002,146,78,7473,51,1206,180
2013,27753,A5074,PA,54.30261913,-2.848533212,8,13,947,0,200,35
2013,27754,A522,PA,52.90336515,-1.867640116,63,54,5497,127,1061,121
2013,27755,A5081,PA,53.46402453,-2.332840173,79,162,23221,252,5446,3643
2013,27756,A5082,PA,53.54094724,-2.408334157,97,68,7462,58,1484,296
2013,27757,A5086,PA,54.56676082,-3.430159176,10,57,4392,36,731,226
2013,27761,A5098,PA,53.45390481,-2.9953616889999997,130,17,4923,238,1038,177
2013,27762,A5102,PA,53.33549018,-2.181666959,107,59,11423,51,1590,244
2013,27765,A5109,PA,51.63003749,-0.19541540899999998,0,75,16923,315,1597,296
2013,27766,A5111,PA,52.92014089,-1.510636494,162,149,19371,19,1494,329
2013,27767,A5111,PA,52.89312162,-1.438107705,235,223,15215,130,2443,522
2013,27768,A5117,TA,53.24125932,-2.946963921,1,127,38035,205,5125,3885
2013,27773,A5127,PA,52.51140197,-1.854083867,99,117,24190,702,3098,288
2013,27775,A5130,PA,52.00562392,-0.6436496389999999,14,64,5414,27,692,78
2013,27777,A5132,PA,52.85274326,-1.57003722,80,55,6715,24,1124,190
2013,27779,A5143,PA,53.37319439,-2.15176693,103,90,19179,71,1979,255
2013,27781,A5149,PA,53.36482892,-2.181791913,134,28,9408,61,948,107
2013,27782,A5184,PA,53.46056449,-2.210064349,524,52,9331,147,824,118
2013,27783,A5200,PA,51.53989758,-0.12428548800000001,371,636,7870,373,2345,1223
2013,27784,A5201,PA,51.52258248,-0.101644716,4314,1039,9281,934,2897,576
2013,27785,A40,PA,51.51794264,-0.123458007,2332,842,7524,1501,2157,507
2013,27786,A5203,PA,51.55328508,-0.11796493,535,398,6782,667,1727,547
2013,27787,A5205,PA,51.53716046,-0.155832736,561,575,13872,478,3571,832
2013,27789,A5268,PA,53.19548993,-2.8905707689999995,36,161,24033,306,2565,400
2013,27790,A5270,PA,53.22578441,-1.851671399,10,21,2180,29,445,236
2013,27791,A6,PA,54.32575517,-2.747681995,188,82,10217,165,1982,385
2013,27793,A6004,PA,52.77506518,-1.226166645,165,82,8098,83,1424,326
2013,27795,A6007,PA,53.02718258,-1.372150606,56,158,10412,184,2103,376
2013,27796,A6010,PA,53.44345478,-2.227293231,90,43,11325,184,1669,182
2013,27797,A6010,PA,53.48754851,-2.199196179,219,116,22298,258,3660,882
2013,27799,A6021,PA,53.41902112,-1.324370356,74,71,11416,224,1016,119
2013,27801,A6027,PA,53.5727463,-2.548129832,96,240,27039,101,4414,1644
2013,27802,A6029,PA,53.73329972,-1.5921990990000001,51,70,5876,63,990,36
2013,27804,A6033,PA,53.67643867,-2.084735405,89,84,6234,48,1452,230
2013,27805,A6036,PA,53.76128339,-1.7739514859999999,43,75,14355,185,2479,526
2013,27806,A6037,PA,53.80204342,-1.7509576569999998,53,218,32360,294,4888,1384
2013,27807,A6038,PA,53.85594911,-1.740604216,121,195,16827,92,2088,446
2013,27808,A6050,PA,53.53265012,-2.0399414,10,21,1860,10,323,47
2013,27809,A6052,PA,53.55404794,-2.016565482,62,74,5676,82,757,111
2013,27810,A6053,PA,53.56980656,-2.303470861,43,50,5416,314,1240,207
2013,27812,A616,PA,53.08634948,-0.8185101109999999,60,62,6314,78,1409,964
2013,27815,A6075,PA,53.21885379999999,-0.9531054590000001,3,13,1999,11,305,220
2013,27816,A6076,PA,54.87856541,-1.6898232709999998,9,22,6536,105,1315,216
2013,27817,A189,PA,54.97905196,-1.6323340590000002,142,102,8590,344,1026,86
2013,27818,A189,PA,54.96103423,-1.6176621359999999,116,293,28060,797,4312,948
2013,27819,A6096,PA,52.95167816,-1.351483662,46,149,6485,76,1455,340
2013,27820,A6097,PA,53.02472457,-1.032358423,23,106,12874,68,2677,992
2013,27821,A6101,PA,53.40343527,-1.4998470959999999,120,128,14430,31,2786,490
2013,27822,A6102,PA,53.36945248,-1.4191625819999998,28,161,23899,83,4108,733
2013,27823,A6104,PA,53.52360664,-2.121383748,67,92,12159,344,2467,293
2013,27824,A6107,PA,53.67898081,-1.789530847,9,88,10598,59,1747,217
2013,27825,A6108,PA,54.39535367,-1.827469561,19,79,1310,79,273,66
