AADFYear,CP,Road,RCat,S Ref Latitude,S Ref Longitude,bicycle_aadf,motorbike_aadf,car_aadf,bus_aadf,light_goods_vehicle_aadf,heavy_goods_vehicle_aadf
2013,51,A3111,PA,49.91502292,-6.317072963999999,285,92,527,26,326,38
2013,52,A3112,PA,49.91234266,-6.305685679,105,76,614,9,191,10
2013,53,A3111,PA,49.91714081,-6.306113756,219,170,753,48,377,34
2013,54,A3110,PA,49.91781028,-6.298996455,73,52,335,6,216,32
2013,55,A3110,PA,49.91858504,-6.295093656000001,40,20,162,0,130,14
2013,60,A6097,PA,52.96782793,-0.960757848,24,156,15859,49,2670,1095
2013,61,A8,PA,55.85186829,-4.270159054,62,42,5316,119,844,170
2013,62,M80,TM,55.94314670000001,-4.014292268,0,184,40997,218,7179,5268
2013,63,M74,TM,55.83607715,-4.180267528,0,216,49442,231,7967,7212
2013,64,A3027,PA,51.01867423,-3.10528354,503,167,11843,394,1849,159
2013,501,M4,TM,51.57732031,-3.0321842689999996,0,449,84596,589,11891,8455
2013,502,M4,TM,51.52519,-3.720044465,0,114,49417,143,8343,4773
2013,503,M4,TM,51.67537878,-3.9812998760000005,0,316,49261,210,9441,3810
2013,505,A5,PA,53.22008143,-4.158239803,77,84,11114,199,1238,73
2013,506,A5,TA,53.12266191,-4.0016571160000005,20,31,1604,18,426,67
2013,508,A5,TA,52.96217509,-3.119702564,10,135,4514,107,882,379
2013,509,A40,TA,51.79684244,-2.726434945,1,43,17267,87,3754,3689
2013,510,A40,TA,51.84024887,-3.090006725,37,65,6921,61,1147,315
2013,512,A40,TA,51.951469,-3.60199923,5,72,2697,69,734,481
2013,514,A40,TA,51.86721874,-4.252634039,21,110,7595,44,1113,301
2013,515,A40,TA,51.81894357,-4.685548935,0,20,9073,47,2011,687
2013,516,A40,TA,51.93039276,-4.993778463,11,100,4936,40,741,272
2013,520,A48,PA,51.55133144,-3.715693758,17,45,4239,63,1023,124
2013,521,A48,PA,51.47709918,-3.513319138,5,49,9325,72,1685,217
2013,522,A48,PA,51.46710306,-3.26824372,59,75,16527,271,2328,446
2013,524,A55,TA,53.2666872,-3.941950429,0,115,18394,70,3446,1621
2013,525,A55,TA,53.289185700000004,-3.6216092860000004,0,156,36809,183,6253,2055
2013,526,A55,TA,53.27113394,-3.337743029,0,112,27500,130,5294,2152
2013,527,A55,TA,53.16409453,-3.027382177,0,146,21596,73,3384,1704
2013,528,A458,TA,52.65390547,-3.184053693,0,35,3153,38,887,199
2013,530,A465,TA,51.75633055,-3.4357059189999997,3,65,16487,150,3319,1155
2013,532,A465,TA,51.81159316,-3.016785777,6,174,20137,73,3467,1233
2013,533,A470,TA,53.24096228,-3.7996151719999998,6,65,5475,55,1166,238
2013,534,A470,TA,52.94474459,-3.936128628,1,22,1105,11,315,40
2013,535,A470,TA,52.74845038,-3.8533287769999998,2,53,3343,53,679,215
2013,536,A470,TA,52.45512624,-3.476758111,0,71,5273,74,297,540
2013,538,A470,TA,52.00639483,-3.287121884,0,17,2668,112,642,903
2013,539,A470,TA,51.82669151,-3.45245379,0,27,4323,21,889,261
2013,540,A470,TA,51.64637571,-3.3194919639999996,23,346,34150,284,6713,1579
2013,541,A470,TA,51.54755918,-3.2669323560000003,0,144,60311,300,10266,2889
2013,542,A477,TA,51.79094944,-4.538616196,3,40,5498,129,1393,672
2013,544,A483,TA,51.81698234,-4.002451765,37,99,7157,67,1237,192
2013,545,A483,TA,52.13810805,-3.549303992,0,81,1049,22,186,201
2013,546,A483,TA,52.26650763,-3.34263611,14,92,5609,90,1342,292
2013,547,A483,TA,52.52023309,-3.2861299610000003,5,122,7828,55,1904,880
2013,548,A483,TA,52.68245026,-3.114426477,3,34,5777,30,1218,680
2013,550,A487,TA,53.07029261,-4.283596306000001,4,13,7510,148,1631,403
2013,552,A487,TA,52.67289842,-3.872315028,1,39,1871,60,300,169
2013,553,A487,TA,52.41935711,-4.0609667080000005,102,32,9782,122,1502,268
2013,554,A487,TA,52.17022253,-4.330024914,2,38,3301,80,631,294
2013,556,A489,TA,52.6157302,-3.773859051,4,26,2601,27,348,163
2013,557,A494,TA,52.95234753,-3.48989329,0,446,3848,41,823,250
2013,558,A494,TA,53.15490859,-3.1379772139999997,14,82,5528,31,978,325
2013,559,A494,TA,53.19302986,-3.0491787610000003,30,241,52948,251,7421,2494
2013,560,A4051,PA,51.60450207,-3.008397561,33,203,29412,523,4086,809
2013,563,A466,PA,51.80304161,-2.6975290139999997,21,96,3483,55,690,114
2013,564,A467,PA,51.69332843,-3.128140741,8,110,10884,59,2002,659
2013,569,A472,PA,51.69823038,-3.035223101,5,130,22532,194,3643,782
2013,571,A473,PA,51.53514112,-3.4421428960000005,13,67,8203,98,1357,289
2013,574,A475,PA,52.05906426,-4.33521816,2,15,1002,52,315,80
2013,575,A476,PA,51.78686877,-4.106268025,4,36,6846,137,1416,162
2013,576,A478,PA,51.80163545,-4.731025509,6,48,2938,36,638,197
2013,577,A478,PA,51.67727577,-4.70608638,11,46,2200,90,286,48
2013,578,A482,PA,52.21704305,-4.233920027,3,15,2354,71,492,234
2013,579,A484,PA,52.04188405,-4.48015051,6,47,2909,121,735,298
2013,581,A484,PA,51.68593618,-4.152908667,21,147,19053,364,2107,305
2013,582,A485,PA,52.15073672,-4.047656781000001,2,14,1680,49,642,162
2013,583,A486,PA,52.03391144,-4.333906661,5,6,2101,46,532,118
2013,584,A488,PA,52.32246636,-3.113559095,2,3,951,17,340,81
2013,586,A493,PA,52.74870755,-3.927423028,4,12,1512,31,396,57
2013,587,A495,PA,52.67342593,-3.331179838,1,6,600,6,229,112
2013,588,A496,PA,52.94059077,-3.996960802,6,8,1519,12,106,103
2013,589,A496,PA,52.75706308,-3.9277920180000003,8,46,1991,85,510,183
2013,590,A497,PA,52.88769818,-4.423379386000001,34,28,8601,74,1650,180
2013,592,A499,PA,52.84118646,-4.498302727,6,26,2072,22,650,70
2013,594,A525,PA,53.22369499,-3.42095579,19,53,7504,164,1273,369
2013,595,A525,PA,53.05802953,-3.184856124,6,40,3217,38,860,231
2013,599,A539,PA,52.98071899999999,-3.07511132,44,128,7261,235,903,140
2013,600,A541,PA,53.16421749,-3.1232654980000003,22,128,8741,32,1143,416
2013,602,A542,PA,53.05326048,-3.217354555,3,12,723,16,228,48
2013,604,A547,PA,53.32663960000001,-3.404554964,19,69,11815,136,2481,247
2013,605,A548,PA,53.26274943,-3.159879315,7,130,10583,151,2037,492
2013,606,A548,PA,53.33560893,-3.421430032,127,61,12112,164,1647,155
2013,607,A548,PA,53.21473723,-3.648748424,12,58,971,8,248,51
2013,611,A4046,PA,51.78244018,-3.208934485,1,52,14015,146,1794,489
2013,612,A4048,PA,51.7827503,-3.248084165,4,35,7913,51,1525,241
2013,617,A4058,PA,51.61006073,-3.37331761,16,127,17798,242,2995,368
2013,619,A4059,PA,51.69042065,-3.398462917,20,69,15137,109,2381,573
2013,620,A4061,PA,51.6502571,-3.519080259,14,54,1792,1,517,30
2013,622,A4063,PA,51.62403252,-3.662670737,3,16,5492,40,801,72
2013,626,A4068,PA,51.77480207,-3.7834722910000003,30,88,4662,43,955,81
2013,627,A4069,PA,51.94071429,-3.898871264,4,10,1819,101,510,125
2013,629,A4080,PA,53.22740099,-4.518193876000001,20,14,1513,18,314,41
2013,630,A4085,PA,53.1165015,-4.217303858,1,5,2308,57,442,40
2013,631,A4086,PA,53.10706827,-4.092813794,11,4,1048,52,273,38
2013,633,A4106,PA,51.49583901,-3.6518780160000004,13,116,10240,94,1025,88
2013,638,A4119,PA,51.47245232,-3.186754217,77,39,9000,228,1224,266
2013,639,A4120,PA,52.40062009,-4.06963346,32,73,10971,248,1881,456
2013,640,A4139,PA,51.67165759,-4.704015597,14,18,2701,150,395,35
2013,642,A4160,PA,51.48065967,-3.166374235,242,126,26519,58,2236,394
2013,644,A4212,PA,52.94459386,-3.742637174,1,27,1071,25,207,177
2013,646,A4222,PA,51.50096326,-3.4132571030000003,15,32,3435,29,424,116
2013,647,A4229,PA,51.5193033,-3.692004209,6,137,12503,48,2994,866
2013,648,A4230,PA,51.67442299,-3.7946824510000003,15,40,4904,67,753,37
2013,650,A5025,PA,53.29617957,-4.224652741,3,98,5684,61,909,112
2013,651,A5104,PA,53.05923912,-3.1951405339999996,0,45,1667,5,315,68
2013,653,A5152,PA,53.04938317,-2.996456124,80,87,15224,58,1444,98
2013,655,A44,PA,52.22420767,-3.085507933,1,29,2360,31,425,465
2013,656,A48,PA,51.71845627,-4.0481725619999995,4,76,5131,116,990,97
2013,661,A477,TA,51.69385619,-4.928448929,40,53,14712,153,2556,688
2013,664,A48,PA,51.56527367,-3.0112803610000003,19,130,20831,176,3327,1622
2013,666,A5,TA,53.20156852,-4.097416731,6,71,8081,122,1468,300
2013,667,A4087,PA,53.20067687,-4.172237269,20,97,9647,52,1161,384
2013,668,A547,PA,53.282606900000005,-3.830136282,19,53,5315,180,710,51
2013,700,M8,TM,55.92722007,-3.4419356910000003,0,156,53085,696,11118,6149
2013,701,M8,TM,55.86095168,-4.404642133,0,392,93506,915,11484,5957
2013,702,M8,TM,55.91439321,-4.505572605,0,72,19714,415,3640,1636
2013,703,M9,TM,55.96170391,-3.412781028,0,189,26853,257,4784,3222
2013,704,M9,TM,56.00961074,-3.741899778,0,112,25927,420,5689,3245
2013,706,M90,TM,56.23211108,-3.417880629,0,129,23259,339,4435,2475
2013,707,M90,TM,56.08851384,-3.4029559839999997,0,220,24737,371,3961,2181
2013,708,A1,TA,55.882529500000004,-2.3100841340000002,0,132,4858,52,1151,1348
2013,717,A8,TA,55.83216249,-3.949356577,0,135,45834,337,9138,6198
2013,720,A9,TA,57.96135883,-4.029759921,6,229,7102,52,768,1313
2013,721,A9,TA,57.80373229,-4.054555551,1,42,5235,44,1161,496
2013,722,A9,TA,56.679124800000004,-3.6909104719999997,1,64,7764,127,1637,1194
2013,724,A9,TA,56.22539684,-3.916051022,0,54,19118,207,3981,2660
2013,725,A68,TA,55.89372621,-3.069701266,11,205,7533,265,1636,493
2013,728,A68,TA,55.57136443,-2.6549287390000003,7,75,8619,133,2173,712
2013,729,A68,TA,55.46538582,-2.553528747,6,67,2669,69,503,236
2013,730,A73,PA,55.76956917,-3.871303132,15,13,5839,144,943,396
2013,731,A73,PA,55.67513514,-3.7856842619999997,7,57,12711,249,1812,680
2013,732,A702,TA,55.51645989,-3.6883663980000003,0,5,3397,41,885,612
2013,740,A75,TA,54.90245564,-4.0289457539999995,6,21,4334,71,1040,808
2013,749,A77,TA,55.59163646,-4.478605862,0,57,21703,419,3496,1425
2013,752,A77,TA,55.03529077,-5.002900611,0,19,1567,65,513,496
2013,754,A738,PA,55.65000149,-4.814526513000001,189,60,5666,156,821,150
2013,758,A82,TA,57.30119594,-4.469681499,11,90,2216,71,601,291
2013,759,A82,TA,56.85327878,-5.037188089,9,89,3972,141,1030,400
2013,760,A82,TA,56.67825294,-5.135750778999999,10,64,2949,101,488,234
2013,761,A82,TA,56.342498899999995,-4.717747566,6,124,2414,79,313,93
2013,763,A82,PA,55.92090892,-4.417958712,32,127,24953,150,2985,676
2013,764,A83,TA,56.2254579,-4.850145699,0,44,2690,98,518,324
2013,765,A84,TA,56.1959753,-4.068840356,1,32,4436,128,1025,685
2013,766,A85,TA,56.41956906,-4.452763458,0,36,2124,52,377,208
2013,768,A87,TA,57.28725649,-5.653915636,7,22,2219,124,531,157
2013,771,A91,PA,56.28448077,-3.261509834,3,44,4109,84,960,460
2013,773,A90,TA,57.29579608,-2.048766854,0,143,12905,202,2044,1289
2013,774,A90,TA,57.02620515,-2.166355145,6,189,21587,197,3430,2020
2013,781,A96,TA,57.54543942,-2.963282069,19,97,10636,136,1565,1739
2013,782,A96,TA,57.64417229,-3.2764948210000004,9,188,11857,150,1834,896
2013,784,A96,TA,57.57679583,-3.916309778,6,51,9272,105,1653,1084
2013,786,A98,PA,57.67780682,-2.7427733830000003,0,29,3145,54,844,301
2013,787,A98,PA,57.62559683,-3.049793415,3,48,5350,148,1002,435
2013,788,A701,TA,55.25395057,-3.458358433,0,13,2998,28,729,523
2013,791,A702,TA,55.65905138,-3.474341172,0,17,3275,29,546,526
2013,792,A816,PA,56.1582206,-5.47178563,0,35,1087,15,205,77
2013,793,A830,TA,56.83825832,-5.081560833,116,162,6795,197,1950,436
2013,797,A90,TA,57.416151799999994,-1.925071995,0,55,5281,85,1175,953
2013,798,A90,TA,56.48218221,-2.9676718060000002,30,79,29926,127,5384,2691
2013,810,A80,TA,55.91583105,-4.070371878,2,141,32154,478,5401,3321
2013,1000,M8,TM,55.86952779,-4.139832958,0,420,95724,1255,18044,8138
2013,1001,M8,TM,55.86938461,-4.243720513,0,665,130261,805,24190,9506
2013,1004,M73,TM,55.83962497,-4.096663797,0,412,64711,750,14262,10890
2013,1005,A73,PA,55.65664504,-3.72761826,1,15,4323,93,1145,983
2013,1006,A1,PA,55.943127100000005,-3.122298202,171,78,12372,700,1854,300
2013,1007,A770,PA,55.96087037,-4.821039247,20,30,6089,136,685,159
2013,1008,A8,PA,55.87530101,-4.383147397,54,42,8005,67,876,226
2013,1011,A8,PA,55.85542796,-4.245152727,98,72,11616,116,1842,380
2013,1012,A8,PA,55.94193615,-3.29838225,107,134,25290,921,2613,424
2013,1013,A99,PA,58.46396449,-3.1192396689999997,13,37,2654,54,454,142
2013,1014,A9,PA,56.01814497,-3.835017688,17,55,12388,369,1443,394
2013,1015,A70,PA,55.93123599,-3.2379999689999996,247,160,16854,444,2709,328
2013,1016,A70,PA,55.69319449,-3.7037739430000003,5,31,3679,105,921,511
2013,1017,A70,PA,55.44930729,-4.53767272,15,44,8686,164,1008,426
2013,1019,A71,PA,55.77384005,-3.8858570980000002,5,7,4863,64,1329,462
2013,1020,A71,PA,55.60907413,-4.225651448,1,13,2662,5,1228,650
2013,1021,A735,PA,55.61010134,-4.49882642,1,16,13611,515,1798,317
2013,1023,A72,PA,55.67620678,-3.798455961,1,7,4738,82,1064,234
2013,1024,A72,PA,55.64279690000001,-3.237622322,26,33,2331,60,606,218
2013,1025,A73,PA,55.83338751,-3.928659232,6,78,17703,141,4410,2438
2013,1028,A77,PA,54.85557421,-5.042506558,2,8,1517,37,281,84
2013,1029,A80,PA,55.86761239,-4.192471763,16,18,5726,424,1036,217
2013,1030,A81,PA,56.03993418,-4.3981071069999995,6,7,1710,9,356,59
2013,1031,A81,PA,55.90734200000001,-4.314872338,226,75,12496,430,1361,402
2013,1033,A82,PA,55.87071159,-4.269372614,87,116,16063,373,2077,286
2013,1034,A85,PA,56.38150878,-3.931982205,5,138,2444,62,495,148
2013,1036,A89,PA,55.91361157,-3.563028988,8,65,7632,109,2043,806
2013,1037,A89,PA,55.86187779,-4.001661479,6,40,17369,483,2404,507
2013,1039,A90,PA,56.01302933,-3.4034259810000003,88,573,62510,403,8563,4940
2013,1040,A91,PA,56.17917482,-3.630193742,11,120,3105,34,417,134
2013,1041,A956,PA,57.17180626,-2.094245506,194,166,17845,773,2938,1553
2013,1042,A9013,PA,57.14124838,-2.113169815,381,179,13627,839,1856,399
2013,1043,A92,PA,56.90699499,-2.224936255,1,48,3432,76,567,376
2013,1044,A92,PA,56.66861865,-2.51231255,0,29,4586,93,1106,393
2013,1045,A92,PA,56.47635226,-2.894468135,48,108,18192,146,2480,940
2013,1046,A92,TA,56.44067318,-2.932555958,1,93,16802,167,2625,1052
2013,1047,A921,PA,56.13442431,-3.132049247,19,80,12817,211,1990,486
2013,1048,A921,PA,56.06031558,-3.2686327889999998,0,60,3518,74,710,158
2013,1049,A93,PA,57.06421934,-2.58206241,4,23,3023,30,298,218
2013,1050,A93,PA,57.05841317,-3.119467203,4,17,1069,23,156,82
2013,1051,A93,PA,56.58984109,-3.3421765989999996,35,81,6533,108,1060,235
2013,1053,A94,PA,56.61217503,-3.057347224,0,43,1999,23,399,350
2013,1054,A93,PA,56.39469397,-3.422299106,52,46,10868,241,1593,552
2013,1055,A95,TA,57.44662429,-3.2679374689999996,0,14,1826,39,576,406
2013,1056,A95,TA,57.24152539999999,-3.8044138789999997,0,29,2177,22,339,353
2013,1058,A97,PA,57.29727484,-2.871655765,2,12,760,14,245,91
2013,1059,A198,PA,56.04626985,-2.647543719,2,12,1419,19,213,68
2013,1062,A698,PA,55.4866231,-2.6218724190000002,0,3,2101,44,537,242
2013,1063,A701,PA,55.88195563,-3.168489891,83,91,15030,178,2204,651
2013,1064,A701,PA,55.50460132,-3.434362254,0,3,696,11,138,74
2013,1065,A702,PA,55.3796627,-3.676534769,0,0,430,4,102,54
2013,1066,A703,PA,55.71319753,-3.206421891,6,100,6031,77,820,226
2013,1067,A706,PA,55.98439368,-3.613971845,18,26,4062,61,638,83
2013,1068,A706,PA,55.82551603,-3.66804824,4,20,2073,17,634,539
2013,1069,A707,PA,55.59115769,-2.8678743289999997,15,0,1214,1,331,60
2013,1071,A710,PA,54.88978371,-3.806895414,24,25,1862,22,348,57
2013,1072,A711,PA,54.8710752,-4.024251551,0,11,2414,37,600,281
2013,1074,A713,PA,55.23093847,-4.284684331,0,21,839,11,190,142
2013,1075,A714,PA,54.86420432,-4.446224353,0,4,1085,44,191,30
2013,1076,A714,PA,55.19040001,-4.825059678,0,2,778,32,211,103
2013,1077,A716,PA,54.84129302,-4.987686684,9,24,1882,35,298,94
2013,1078,A718,PA,54.96943187,-5.076744953,2,3,549,26,182,37
2013,1079,A719,PA,55.34773553,-4.777257472,13,4,1342,35,243,69
2013,1082,A721,PA,55.72055732,-3.7829805989999996,0,43,4284,84,1060,417
2013,1084,A723,PA,55.7735421,-4.034119821,26,45,18747,855,2296,609
2013,1086,A725,PA,55.84354825,-4.023400197,27,39,20738,233,3589,1249
2013,1088,A726,PA,55.69519778,-4.080966758,1,35,5627,95,1057,299
2013,1089,A726,PA,55.848510600000004,-4.429435498999999,102,54,13918,300,2730,581
2013,1090,A730,PA,55.85032662,-4.253805196,433,20,4366,1794,359,64
2013,1091,A736,PA,55.82126634,-4.365472925,34,21,15103,67,2264,492
2013,1092,A761,PA,55.84544346,-4.370136808,148,30,8096,656,998,213
2013,1093,A737,PA,55.62440649,-4.672890535,49,74,12445,552,1384,340
2013,1094,A739,PA,55.88313421,-4.3260627519999995,130,103,36159,155,4138,448
2013,1095,A78,PA,55.94569873,-4.776686364,9,95,13571,822,877,173
2013,1097,A749,PA,55.84306998,-4.21792442,46,52,10696,421,2724,690
2013,1098,A752,PA,55.89556535,-4.083686824,17,26,8226,39,1449,272
2013,1099,A759,PA,55.54532126,-4.638980731,13,8,7280,105,774,145
2013,1100,A761,PA,55.90999288,-4.6429082710000005,2,16,3786,91,599,200
2013,1101,A766,PA,55.82387795,-3.2625214369999997,4,4,1084,5,205,77
2013,1102,A801,PA,55.95731838,-3.6897323380000002,9,33,8325,25,1557,857
2013,1103,A803,PA,55.98877316,-3.689501367,8,34,5558,71,853,153
2013,1104,A803,PA,56.00618078,-3.8297990210000004,20,52,13351,251,2371,531
2013,1106,A804,PA,55.86862902,-4.270210139,106,74,6884,23,963,220
2013,1108,A810,PA,55.92842021,-4.378404,28,66,10298,148,1511,307
2013,1109,A811,PA,56.13145191,-4.213905337,5,34,5188,81,1059,412
2013,1110,A813,PA,55.96916085,-4.565206166,4,23,8860,165,1291,460
2013,1111,A814,PA,55.91633266,-4.4448809030000005,10,14,5815,236,958,163
2013,1113,A815,PA,56.22332034,-5.030695163,4,8,1120,27,366,182
2013,1114,A819,PA,56.40012697,-5.02366934,6,12,1038,34,153,90
2013,1115,A821,PA,56.22610054,-4.296798761,21,59,944,10,134,42
2013,1116,A822,PA,56.53791521,-3.6813575569999997,2,15,658,14,111,23
2013,1117,A823,PA,56.17751601,-3.585016108,2,19,1365,32,239,67
2013,1118,A826,PA,56.56257469,-3.781719862,8,32,719,5,242,45
2013,1119,A831,PA,57.36701564,-4.720427161,5,2,517,9,66,17
2013,1120,A832,PA,57.71128796,-5.676935305,16,53,993,28,119,44
2013,1121,A832,PA,57.54090015,-4.325464726,1,23,1435,46,403,124
2013,1122,A836,PA,58.39756654,-4.367953906,7,6,115,2,25,6
2013,1124,A836,PA,58.6427868,-3.1094523769999998,31,50,610,47,104,11
2013,1125,A838,PA,58.50495625,-4.612089368,6,8,404,23,50,30
2013,1128,A844,PA,55.83837409,-5.128457098,8,12,179,0,13,37
2013,1129,A847,PA,55.78404675,-6.308114542,9,12,901,15,200,75
2013,1130,A849,PA,56.44071173,-5.683370642000001,16,15,547,27,84,47
2013,1131,A87,TA,57.39818939,-6.201275081,10,30,2382,122,561,184
2013,1132,A851,PA,57.15377202,-5.8012001710000005,25,20,1206,24,183,33
2013,1133,A87,TA,57.59024622,-6.371473877000001,12,28,1028,33,110,38
2013,1134,A858,PA,58.21986238,-6.395236532,37,49,5351,73,891,189
2013,1136,A861,PA,56.81802606,-5.135954728,8,19,109,6,38,6
2013,1138,A862,PA,57.59388042,-4.427580518,7,54,8840,82,1085,404
2013,1139,A863,PA,57.31324163,-6.319536933999999,0,0,420,0,80,54
2013,1140,A865,PA,57.588133,-7.44268052,8,0,656,10,66,10
2013,1141,A867,PA,57.55913554,-7.320966689,38,12,466,43,210,164
2013,1142,A872,PA,56.05460279999999,-3.9194546939999997,11,10,4985,89,836,605
2013,1143,A879,PA,55.88267637,-4.254081363,13,31,8973,435,1664,548
2013,1144,A884,PA,56.68146908,-5.598242442,0,4,244,9,99,18
2013,1145,A886,PA,55.99136462,-5.192138712,8,3,557,18,134,48
2013,1146,A890,PA,57.37449843,-5.4945139229999995,4,69,863,18,188,57
2013,1147,A894,PA,58.251338399999995,-5.017843900000001,7,25,577,30,65,6
2013,1148,A896,PA,57.39906510000001,-5.496854917,9,80,1371,23,318,99
2013,1149,A899,PA,55.91901287,-3.526441446,3,67,17895,181,2454,828
2013,1150,A901,PA,55.97673872,-3.179359103,134,56,6167,633,1136,490
2013,1151,A902,PA,55.95384886,-3.310472667,33,122,19597,109,2951,797
2013,1152,A904,PA,56.01394716,-3.621621075,10,12,3926,41,511,255
2013,1153,A905,PA,56.00081517,-3.728354009,11,38,9247,84,1894,1125
2013,1154,A907,PA,56.13450934,-3.890380915,30,144,19489,253,2206,631
2013,1157,A909,PA,56.07980982,-3.294982384,5,33,3628,16,688,290
2013,1159,A911,PA,56.19944432,-3.247433889,6,20,3290,55,714,127
2013,1160,A912,PA,56.27517125,-3.343568078,1,14,1872,3,451,177
2013,1161,A913,PA,56.33638597,-3.052941123,0,28,1836,16,512,143
2013,1162,A915,PA,56.16214972,-3.0964741510000002,0,24,15714,40,2059,864
2013,1163,A915,PA,56.34095786,-2.80232422,24,36,6377,347,1316,392
2013,1164,A917,PA,56.24588668,-2.651878262,5,10,1383,40,349,87
2013,1166,A991,PA,56.45921284,-2.9752011560000002,23,88,18434,300,2208,404
2013,1167,A923,PA,56.56254573,-3.584811297,54,39,2902,117,396,173
2013,1168,A926,PA,56.64428652,-3.084336757,12,17,812,19,185,109
2013,1169,A928,PA,56.63857396,-3.016020622,6,9,1161,34,206,173
2013,1170,A930,PA,56.46862887,-2.9186332360000002,14,54,12176,64,1169,95
2013,1171,A933,PA,56.65441838,-2.665438119,0,7,1972,49,552,304
2013,1172,A937,PA,56.80614167,-2.494536408,7,30,2505,28,465,141
2013,1173,A939,PA,57.45658422,-3.7166520380000003,2,12,1285,20,251,101
2013,1174,A939,PA,57.22512524,-3.316640524,4,58,661,3,86,17
2013,1175,A941,PA,57.34013191,-2.908722758,0,5,76,0,21,16
2013,1176,A941,PA,57.68529282,-3.29639008,4,70,7282,100,942,159
2013,1177,A944,PA,57.20948032,-2.61911219,1,10,3139,75,454,166
2013,1178,A90,TA,57.16277917,-2.141176934,37,193,25280,198,4045,1632
2013,1179,A947,PA,57.3761936,-2.338887203,0,40,3363,94,787,374
2013,1180,A948,PA,57.50373082,-2.1685250640000002,0,7,594,15,156,64
2013,1181,A950,PA,57.56975375,-2.1671587409999997,1,11,1061,9,348,127
2013,1182,A961,PA,58.95566053,-2.956943888,1,8,1490,65,474,87
2013,1184,A965,PA,58.98770604,-3.2719132380000002,0,24,667,44,153,44
2013,1185,A967,PA,58.97972129,-3.289189884,8,7,656,33,169,20
2013,1187,A970,PA,60.49221759,-1.4558587219999999,2,1,306,14,60,19
2013,1188,A970,PA,60.2749662,-1.242525393,6,6,2168,37,373,211
2013,1189,A970,PA,60.1424834,-1.267179902,5,17,2489,91,649,148
2013,1190,A970,PA,60.04349564,-1.2291606529999999,7,22,2108,84,458,94
2013,1191,A971,PA,60.2569297,-1.423628902,0,10,774,22,151,71
2013,1192,A975,PA,57.43042629,-1.825953125,2,17,1369,64,230,58
2013,1194,A981,PA,57.65599714,-2.04522998,12,28,1783,62,311,99
2013,1197,A1107,PA,55.87540145,-2.1230367219999997,7,14,1413,38,238,33
2013,1198,A6089,PA,55.71198454,-2.6381813590000003,2,9,909,3,209,56
2013,1199,A6093,PA,55.94047033,-2.821239002,10,10,2060,7,393,24
2013,1200,A6094,PA,55.79128081,-3.215852477,7,21,4267,14,704,241
2013,1201,A6105,PA,55.74448807,-2.412523665,6,10,1697,54,531,158
2013,1202,A6106,PA,55.92437861,-3.1089535180000003,28,48,5343,52,1139,294
2013,1203,A6112,PA,55.85077462,-2.324844761,1,6,584,5,139,90
2013,1204,A6137,PA,55.96990511,-2.7994323789999997,2,6,2160,34,389,160
2013,1206,A8014,PA,55.90860743,-4.403591902,20,10,10744,1258,1514,345
2013,1209,A97,PA,57.44332514,-2.792325645,32,12,4421,64,594,95
2013,1210,A704,PA,55.82315675,-3.643044839,7,19,1364,1,309,169
2013,1213,A96,TA,57.19314856,-2.251495009,8,14,16874,388,2397,1017
2013,3000,A6,PA,53.38574162,-2.12965042,269,162,29369,302,3869,1167
2013,6000,M1,TM,51.58752074,-0.237952792,0,479,36801,319,6478,3346
2013,6001,M1,TM,51.63468794,-0.26531507600000004,0,728,48548,728,11301,4426
2013,6004,M1,TM,52.32970555,-1.145119703,0,299,66647,500,12737,16862
2013,6005,M1,TM,52.70715351,-1.291899545,0,158,69345,247,13984,13138
2013,6006,M1,TM,53.09289947,-1.30828324,0,323,89487,388,16603,16316
2013,6007,M1,TM,53.39853258,-1.309655266,0,235,83016,295,17489,12146
2013,6009,M621,TM,53.76087074,-1.513814302,0,196,52198,220,10955,3998
2013,6010,M2,TM,51.36207092,0.490738124,0,445,71457,227,12621,7314
2013,6012,M3,TM,51.2210011,-1.150116819,0,346,67598,401,10961,5735
2013,6013,M4,TM,51.49406703,-0.43272158299999997,0,919,107870,1112,14068,5102
2013,6015,M4,TM,51.45699135,-1.291830727,0,226,69263,335,10602,6810
2013,6016,M4,TM,51.51054401,-2.157014857,0,281,58716,287,7690,7798
2013,6017,M5,TM,52.41799341,-2.023481394,0,210,65562,111,13727,9965
2013,6018,M5,TM,52.01141605,-2.12105813,0,128,54667,121,8886,9010
2013,6019,M5,TM,51.90724048,-2.151710032,0,370,60750,126,10278,9245
2013,6022,M5,TM,51.10596517,-2.9897945760000004,0,332,58346,352,7890,7269
2013,6023,M5,TM,50.90096735,-3.370833261,0,168,43954,211,8054,5393
2013,6024,M6,TM,52.47782733,-1.7129531690000002,0,156,62914,237,9587,13051
2013,6027,M6,TM,53.13488274,-2.3362677819999997,0,295,75302,527,14676,17193
2013,6028,M6,TM,53.41316028,-2.537048107,0,280,110717,483,19466,20616
2013,6029,M6,TM,53.51288971,-2.654047289,0,95,18878,46,3624,1895
2013,6030,M6,TM,53.72773014,-2.6507850669999997,0,183,59398,250,10586,8775
2013,6031,M6,TM,54.07844409,-2.771810414,0,366,51322,399,8937,6855
2013,6033,M6,TM,54.92680339,-2.915724416,0,102,29874,119,5744,8347
2013,6034,M10,TM,51.73334591,-0.347416632,0,159,20264,88,3917,1653
