AADFYear,CP,Estimation_method,Estimation_method_detailed,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2000,966660,Counted,Manual count,East of England,Norfolk,B1112,MB,572688,297755,52.55024774,0.545519388,3,18,1909,57,408,103,15,19,10,26,27,200,2592
2000,966674,Counted,Manual count,East of England,Norfolk,B1150,MB,623455,311242,52.65284307,1.302179098,209,293,9731,181,813,66,4,3,0,0,0,73,11091
2000,990162,Counted,Manual count,Wales,Carmarthenshire,B4304,MB,250710,199580,51.67509558,-4.160494176,76,37,3650,32,455,32,5,0,2,3,1,43,4217
2000,953132,Counted,Manual count,London,Brent,U,MCU,518733,188768,51.58527092,-0.287651584,10,4,2305,10,148,16,0,0,0,0,0,16,2483
2000,953367,Counted,Manual count,South East,Kent,U,MCU,604677,121198,50.95385898,0.912800846,18,61,3129,30,495,93,30,74,14,35,13,259,3974
2000,966531,Counted,Manual count,South East,Kent,U,MCU,577104,135942,51.09543788,0.52785494,5,2,868,7,207,28,4,2,2,2,0,38,1122
2000,966738,Counted,Manual count,North East,Northumberland,B6320,MB,385895,577381,55.09066,-2.222528237,21,11,1220,35,275,78,3,5,4,11,8,109,1650
2000,990089,Counted,Manual count,East of England,Hertfordshire,B158,MB,532370,213460,51.80412172,-0.081572343,54,57,9085,86,916,63,12,3,4,1,0,83,10227
2000,966740,Counted,Manual count,North East,Northumberland,U,MCU,393000,563500,54.96607675,-2.110864771,3,3,615,22,86,5,0,0,0,0,0,5,731
2000,990041,Counted,Manual count,East of England,Hertfordshire,U,MCU,516289,207326,51.75256699,-0.316739902,15,1,645,3,44,10,1,0,0,0,0,11,704
2000,990231,Counted,Manual count,North West,Tameside,C,MCU,396983,398414,53.4824384,-2.046931086,35,13,3211,109,271,25,2,0,0,0,0,27,3631
2000,990469,Counted,Manual count,Wales,Caerphilly,B4623,MB,315600,188000,51.58451422,-3.219549795,71,75,13212,286,1015,133,3,1,6,4,0,147,14735
2000,966754,Counted,Manual count,North East,Northumberland,U,MCU,430144,580990,55.12238455,-1.528879127,20,13,1948,68,222,9,0,0,0,0,0,9,2260
2000,966544,Counted,Manual count,North West,Lancashire,U,MCU,385100,436000,53.8200605,-2.227809635,6,4,682,4,46,11,0,0,0,0,0,11,747
2000,966589,Counted,Manual count,North West,Lancashire,U,MCU,386659,435337,53.81414422,-2.204099973,10,4,233,0,28,0,1,0,0,0,0,1,266
2000,967608,Estimated,Estimated using previous year's AADF on this link,Scotland,Glasgow City,B763,MB,259550,662530,55.83549389,-4.24416309,48,23,9055,78,1372,641,28,19,29,20,31,768,11296
2000,990295,Counted,Manual count,South West,Bath and North East Somerset,C,MCU,357650,161220,51.34847327,-2.60947542,54,22,2463,35,355,62,9,6,2,2,0,81,2956
2000,967341,Counted,Manual count,Wales,Newport,U,MCU,327301,193066,51.63168986,-3.051753215,7,26,2866,3,262,21,1,0,0,0,0,22,3179
2000,966999,Counted,Manual count,North West,Bolton,C,MCU,370719,415002,53.63072065,-2.444253257,41,31,1630,2,154,18,0,0,0,0,0,18,1835
2000,967002,Counted,Manual count,North West,Bolton,B6536,MB,373211,407217,53.56088281,-2.405899379,133,213,18896,575,2584,478,38,66,62,48,35,727,22995
2000,967121,Counted,Manual count,West Midlands,Birmingham,U,MCU,414318,285616,52.46829897,-1.790664311,36,23,2648,85,298,12,0,1,0,0,1,14,3068
2000,997046,Counted,Manual count,West Midlands,Warwickshire,U,MCU,436617,292769,52.53156565,-1.461644941,31,3,1260,14,95,10,0,0,16,0,0,26,1398
2000,990165,Counted,Manual count,Yorkshire and The Humber,Barnsley,U,MCU,432801,406999,53.55859519,-1.506307647,3,2,455,4,26,0,0,0,0,0,0,0,487
2000,965042,Counted,Manual count,Yorkshire and The Humber,Barnsley,B6098,MB,446000,404000,53.5306533,-1.30750923,81,80,5334,196,634,73,7,7,12,18,7,124,6368
2000,999983,Counted,Manual count,London,Sutton,B271,MB,529600,163900,51.35939663,-0.139999451,109,450,18687,333,2083,405,33,32,26,11,4,511,22064
2000,967055,Estimated,Estimated using previous year's AADF on this link,Yorkshire and The Humber,Barnsley,U,MCU,432712,405794,53.54777019,-1.507776775,25,16,669,88,73,5,0,0,0,0,0,5,851
2000,990249,Counted,Manual count,Wales,Conwy,C,MCU,280340,371800,53.22971874,-3.794049562,19,2,772,20,124,8,3,0,0,0,0,11,929
2000,967322,Counted,Manual count,Wales,Ceredigion,U,MCU,218000,246290,52.08496254,-4.657707511,2,5,1322,5,94,3,2,0,0,0,0,5,1431
2000,979270,Counted,Manual count,South West,South Gloucestershire,U,MCU,376465,178882,51.50837418,-2.340503798,2,18,1931,2,185,35,1,3,1,0,1,41,2177
2000,942207,Estimated,Estimated using previous year's AADF on this link,West Midlands,Coventry,U,MCU,436038,276550,52.38580171,-1.471926168,42,19,1923,34,170,11,1,0,0,2,0,14,2160
2000,967617,Counted,Manual count,Scotland,North Lanarkshire,B7029,MB,278270,658300,55.80259747,-3.943570425,0,1,3285,52,422,145,13,12,2,0,2,174,3934
2000,966632,Counted,Manual count,East Midlands,Lincolnshire,C81,MCU,526787,357356,53.09835418,-0.107876268,9,2,425,12,74,43,2,16,10,5,1,77,590
2000,966638,Counted,Manual count,East Midlands,Lincolnshire,B1166,MB,532294,312232,52.69162339,-0.044021802,5,11,2130,24,439,78,8,10,10,26,28,160,2764
2000,942238,Counted,Manual count,East Midlands,Leicester,c4605,MCU,456635,297327,52.57082793,-1.165803285,85,64,3945,14,396,39,0,1,0,0,0,40,4459
2000,951621,Counted,Manual count,Wales,Gwynedd,C,MCU,272330,317695,52.74176119,-3.892598965,38,6,1372,23,192,38,0,1,0,1,1,41,1634
2000,964974,Counted,Manual count,South West,Plymouth,U,MCU,248108,54006,50.3663038,-4.137063815,54,107,3538,36,422,51,4,2,2,1,5,65,4168
2000,990080,Counted,Manual count,South East,Bracknell Forest,B3408,MB,485610,169630,51.41923148,-0.770232281,125,170,15640,91,1194,204,16,10,14,3,4,251,17346
2000,968247,Counted,Manual count,North West,Oldham,C,MCU,391980,409000,53.57753541,-2.122595688,6,16,3785,71,321,18,5,0,1,1,0,25,4218
2000,967000,Counted,Manual count,North West,Bury,U,MCU,379913,409984,53.58605381,-2.304901539,14,7,674,10,119,13,1,3,1,3,0,21,831
2000,952202,Counted,Manual count,West Midlands,Warwickshire,C18,MCU,434590,286960,52.47947733,-1.492126352,128,152,16394,328,1616,133,24,12,14,4,10,197,18687
2000,966532,Counted,Manual count,South East,Medway,C8,MCU,578660,172497,51.42332404,0.568295426,48,25,2138,20,285,45,1,0,4,2,4,56,2524
2000,954708,Counted,Manual count,West Midlands,Telford and Wrekin,U,MCU,373030,320560,52.78194157,-2.401292994,4,4,383,1,65,5,0,2,0,0,0,7,460
2000,979019,Counted,Manual count,East of England,Cambridgeshire,B1043,MB,518621,259304,52.21918578,-0.265014759,306,83,5955,65,503,66,0,1,2,0,0,69,6675
2000,942980,Counted,Manual count,East of England,Cambridgeshire,U,MCU,554354,281055,52.40573629,0.267630268,237,59,6772,70,675,162,15,2,5,26,14,224,7800
2000,990105,Counted,Manual count,East of England,Cambridgeshire,B1052,MB,555780,246100,52.09132529,0.272468135,7,13,1853,7,300,64,9,0,0,10,8,91,2264
2000,952110,Counted,Manual count,West Midlands,Dudley,U,MCU,391482,293322,52.53769163,-2.12701506,26,56,6730,103,645,34,8,4,1,2,0,49,7583
2000,951337,Counted,Manual count,North East,North Tyneside,U,MCU,428204,569044,55.01515408,-1.560474703,26,3,248,0,24,4,0,0,0,0,0,4,279
2000,967133,Counted,Manual count,West Midlands,Dudley,U,MCU,391045,285680,52.46898373,-2.133249604,31,16,3965,13,235,7,1,0,3,1,5,17,4246
2000,952124,Counted,Manual count,West Midlands,Dudley,C,MCU,396651,283614,52.45047478,-2.050705509,29,98,10928,663,856,63,13,0,3,4,6,89,12634
2000,979263,Counted,Manual count,West Midlands,Dudley,U,MCU,394334,289644,52.50466458,-2.084902998,32,28,2417,73,393,69,9,13,4,3,5,103,3014
2000,990332,Counted,Manual count,London,Sutton,C,MCU,524000,164640,51.36729604,-0.220129365,17,24,1934,99,171,23,2,0,0,0,0,25,2253
2000,967062,Counted,Manual count,Yorkshire and The Humber,Barnsley,U,MCU,440920,405150,53.54140837,-1.383991557,14,3,447,6,47,0,2,0,0,0,0,2,505
2000,967057,Counted,Manual count,Yorkshire and The Humber,Barnsley,B6097,MB,436687,400578,53.50062724,-1.448397501,64,56,5363,419,833,117,4,7,9,3,0,140,6811
2000,990070,Counted,Manual count,South West,South Gloucestershire,B4059,MB,371670,183390,51.54868542,-2.409956416,36,124,11880,141,1325,277,48,50,24,68,49,516,13986
2000,990266,Counted,Manual count,Wales,Ceredigion,C1118,MCU,278913,274003,52.35068347,-3.779185529,1,10,207,1,50,11,3,0,2,0,2,18,286
2000,967393,Counted,Manual count,Wales,Blaenau Gwent,U,MCU,319330,212277,51.80329431,-3.17134858,61,17,2224,52,246,73,4,7,3,18,2,107,2646
2000,990158,Counted,Manual count,Wales,Blaenau Gwent,B4478,MB,316700,209390,51.77695687,-3.208787901,10,9,1454,12,124,17,0,0,0,0,0,17,1616
2000,941379,Counted,Manual count,North West,Sefton,U,MCU,329608,408497,53.56834002,-3.064367381,75,11,3298,90,238,53,2,0,0,0,2,57,3694
2000,941382,Counted,Manual count,North West,Sefton,U,MCU,332690,416646,53.64197871,-3.019601388,22,2,343,2,20,5,2,0,0,0,0,7,374
2000,990199,Counted,Manual count,West Midlands,Coventry,C,MCU,433030,281960,52.43462529,-1.515588077,131,143,13766,290,2087,204,42,36,55,38,6,381,16667
2000,966600,Counted,Manual count,East Midlands,Leicester,U,MCU,456470,307508,52.66236001,-1.166501779,101,48,5197,386,691,63,6,0,2,0,0,71,6393
2000,979273,Counted,Manual count,Yorkshire and The Humber,Leeds,U,MCU,425942,426662,53.735708,-1.608214488,15,50,3946,14,521,108,11,4,30,24,10,187,4718
2000,964941,Counted,Manual count,Yorkshire and The Humber,Leeds,U,MCU,429000,440000,53.85542547,-1.560608141,37,46,10804,93,706,32,3,44,4,1,0,84,11733
2000,951140,Estimated,Estimated using previous year's AADF on this link,Scotland,East Dunbartonshire,U,MCU,255290,674040,55.9375659,-4.318276761,16,26,4908,17,319,50,2,0,0,0,0,52,5322
2000,967007,Counted,Manual count,North West,Manchester,U,MCU,384919,389980,53.40642005,-2.228313962,14,1,1116,3,44,8,0,0,0,0,0,8,1172
2000,967001,Counted,Manual count,North West,Bolton,U,MCU,371756,409564,53.58190115,-2.428077679,6,2,836,0,65,6,0,0,0,0,0,6,909
2000,967114,Counted,Manual count,West Midlands,Birmingham,U,MCU,407418,292610,52.53131031,-1.892079952,12,7,1072,4,139,1,0,0,0,0,0,1,1223
2000,990192,Counted,Manual count,West Midlands,Birmingham,C,MCU,405010,279390,52.41248996,-1.927770975,33,65,8222,110,1346,140,31,17,25,19,16,248,9991
2000,966998,Counted,Manual count,North West,Bolton,B6199,MB,369213,406013,53.54984107,-2.466135273,86,95,6253,72,746,166,9,4,7,3,7,196,7362
2000,990079,Counted,Manual count,North East,Gateshead,B6317,MB,420240,561890,54.95125372,-1.685517056,14,63,13338,106,1203,204,19,8,3,8,3,245,14955
2000,967119,Counted,Manual count,West Midlands,Birmingham,U,MCU,413393,287844,52.48835177,-1.804191634,4,2,710,8,79,1,0,1,0,0,0,2,801
"2000,990069,Counted,Manual count,South West,""Bristol, City of"",B4056,MB,357800,176670,51.48739669,-2.609166258,227,262,13457,226,1228,156,15,33,10,2,2,218,15391"
2000,990196,Counted,Manual count,West Midlands,Solihull,C,MCU,421410,278250,52.40184888,-1.68673956,30,8,1475,5,118,10,2,1,0,0,0,13,1619
2000,966685,Counted,Manual count,Yorkshire and The Humber,North Yorkshire,C31,MCU,423100,472000,54.14331959,-1.647884519,2,5,737,10,48,14,4,6,1,1,0,26,826
2000,966843,Counted,Manual count,West Midlands,Stoke-on-Trent,U,MCU,390385,347975,53.02897441,-2.144813271,15,22,1234,11,98,41,1,0,0,0,0,42,1407
2000,979281,Counted,Manual count,West Midlands,Stoke-on-Trent,C654,MCU,389063,344443,52.99719921,-2.164403805,74,16,1791,96,160,31,0,0,0,0,0,31,2094
2000,961382,Counted,Manual count,North West,Wigan,U,MCU,363300,403920,53.53064806,-2.555128923,116,24,1819,46,155,17,4,0,0,1,0,22,2066
2000,967033,Counted,Manual count,North West,Wigan,U,MCU,362857,404765,53.53821163,-2.561912287,91,27,2498,94,247,49,3,2,3,1,0,58,2924
2000,944855,Counted,Manual count,East Midlands,Derbyshire,C21,MCU,434104,365363,53.18427798,-1.491116036,4,4,787,3,139,33,1,2,1,0,1,38,971
2000,941839,Counted,Manual count,East Midlands,Derbyshire,C216,MCU,419570,363380,53.16718317,-1.708722615,7,3,232,13,37,18,2,1,1,0,1,23,308
2000,919022,Counted,Manual count,South West,Wiltshire,B3109,MB,383901,167623,51.40740172,-2.23284479,1,30,4528,5,650,78,7,5,1,1,1,93,5306
2000,966905,Counted,Manual count,South East,Surrey,U,MCU,499780,151909,51.25762491,-0.571476816,47,9,1006,63,78,24,3,0,0,0,0,27,1183
2000,966900,Counted,Manual count,South East,Surrey,U,MCU,492082,161923,51.3489383,-0.679179879,13,6,1189,11,76,3,0,0,0,0,0,3,1285
2000,967458,Counted,Manual count,Scotland,Dumfries & Galloway,U,MCU,268370,551535,54.84127507,-4.051259674,78,0,353,6,51,7,0,0,0,0,0,7,417
2000,990349,Counted,Manual count,London,Richmond upon Thames,C,MCU,518360,174920,51.46089117,-0.297680191,44,84,8852,193,495,108,7,0,0,2,0,117,9741
2000,964010,Counted,Manual count,North West,Tameside,U,MCU,393023,396023,53.4609086,-2.106549842,60,37,4182,45,446,24,1,1,0,0,0,26,4736
2000,941427,Counted,Manual count,North West,Bolton,U,MCU,365134,409600,53.58182485,-2.528098046,34,46,15238,109,758,112,15,15,26,44,15,227,16378
2000,951316,Counted,Manual count,North East,Gateshead,C307,MCU,422383,561236,54.94528578,-1.65210907,8,55,6148,168,496,67,3,1,0,0,0,71,6938
2000,963648,Counted,Manual count,North East,Gateshead,U,MCU,418100,562000,54.95232395,-1.718922208,1,0,314,0,67,8,0,1,0,0,0,9,390
2000,963950,Counted,Manual count,North West,Bolton,U,MCU,373000,409996,53.58584978,-2.409326027,116,17,1641,15,209,12,1,0,0,0,0,13,1895
2000,942101,Counted,Manual count,South West,Gloucestershire,U,MCU,389328,215873,51.84135817,-2.156307037,38,1,591,4,51,6,0,0,1,0,0,7,654
2000,946508,Estimated,Estimated using previous year's AADF on this link,South East,Buckinghamshire,U,MCU,500447,200395,51.69333113,-0.548151514,3,6,268,0,33,0,0,0,0,0,0,0,307
2000,990328,Counted,Manual count,London,Hillingdon,U,MCU,506150,180500,51.51346483,-0.471687821,74,16,2656,2,261,56,1,2,0,0,0,59,2994
2000,990331,Counted,Manual count,London,Hillingdon,C,MCU,510600,186310,51.56483199,-0.405762367,52,194,12505,157,1091,343,39,37,34,26,13,492,14439
2000,990087,Counted,Manual count,South East,Buckinghamshire,B4032,MB,483900,227400,51.9387914,-0.780954376,13,24,1819,26,304,122,10,25,2,7,4,170,2343
2000,990144,Counted,Manual count,London,Havering,B175,MB,550680,190430,51.59257526,0.173851972,37,123,6342,55,859,116,6,7,1,3,1,134,7513
2000,940145,Counted,Manual count,West Midlands,Telford and Wrekin,B5061,MB,369652,310465,52.69101467,-2.450436102,53,82,7024,51,980,208,15,11,7,13,7,261,8398
2000,990262,Counted,Manual count,Wales,Cardiff,C,MCU,319280,181250,51.52437488,-3.164896518,28,26,7230,76,604,53,6,2,3,0,0,64,8000
2000,979017,Counted,Manual count,East of England,Central Bedfordshire,C238,MCU,494197,224503,51.91110684,-0.63200418,10,58,4258,65,835,262,45,73,31,37,28,476,5692
2000,990155,Counted,Manual count,Wales,Cardiff,B4487,MB,321030,178658,51.50132145,-3.139095834,98,126,19461,426,2189,199,14,5,2,3,8,231,22433
2000,990156,Estimated,Estimated using previous year's AADF on this link,Wales,Cardiff,B4267,MB,316510,176890,51.48477752,-3.203780623,83,118,11003,177,1107,111,9,8,1,0,1,130,12535
2000,967423,Estimated,Estimated using previous year's AADF on this link,Wales,Neath Port Talbot,U,MCU,275212,191901,51.61206884,-3.803602578,16,25,698,4,51,10,1,2,0,0,1,14,792
2000,990247,Counted,Manual count,Yorkshire and The Humber,Rotherham,C,MCU,449190,389050,53.39599875,-1.261722877,27,34,1086,111,153,9,3,1,1,0,0,14,1398
2000,990288,Estimated,Estimated using previous year's AADF on this link,Wales,The Vale of Glamorgan,U,MCU,312650,169410,51.41695325,-3.257507435,6,20,1688,124,148,9,0,0,0,0,0,9,1989
2000,967027,Estimated,Estimated using previous year's AADF on this link,North West,Trafford,U,MCU,379913,395584,53.45662308,-2.303972816,78,7,91,1,29,3,0,0,0,2,0,5,133
2000,953223,Counted,Manual count,London,Hackney,U,MCU,534150,184360,51.54220395,-0.066938197,95,28,897,16,88,15,0,0,0,0,0,15,1044
2000,967481,Estimated,Estimated using previous year's AADF on this link,Scotland,Fife,U,MCU,327140,692350,56.11831437,-3.173393977,2,0,245,0,12,2,1,0,0,0,0,3,260
2000,967484,Counted,Manual count,Scotland,Fife,U,MCU,348880,715650,56.33045467,-2.828302953,1,6,3435,12,271,26,0,0,104,9,0,139,3863
2000,990242,Counted,Manual count,Yorkshire and The Humber,Sheffield,B6077,MB,427100,392200,53.42590301,-1.59363999,1,4,391,11,47,4,3,1,0,0,0,8,461
2000,990403,Counted,Manual count,London,Harrow,U,MCU,516454,190301,51.59952378,-0.320022156,42,35,2352,83,189,43,15,2,0,0,0,60,2719
2000,953110,Counted,Manual count,London,Harrow,U,MCU,512887,187437,51.57450848,-0.372420181,25,12,2610,8,224,6,1,3,0,0,0,10,2864
2000,990384,Counted,Manual count,Scotland,Scottish Borders,C,MCU,357870,634895,55.60583077,-2.670264714,5,1,723,3,118,39,41,12,6,0,3,101,946
2000,967314,Counted,Manual count,Wales,Pembrokeshire,U,MCU,196492,203167,51.6902756,-4.945741875,7,13,1208,10,99,4,0,0,0,0,0,4,1334
2000,967438,Counted,Manual count,Scotland,Scottish Borders,B6397,MB,369253,634561,55.60368443,-2.489560553,0,1,1808,27,289,49,11,3,4,4,8,79,2204
2000,954980,Counted,Manual count,Wales,Pembrokeshire,C3072,MCU,182338,230848,51.93346662,-5.167588855,2,17,350,9,61,6,0,0,1,0,0,7,444
2000,966194,Counted,Manual count,East Midlands,Derbyshire,C134,MCU,408597,380751,53.32361497,-1.872396049,0,6,654,0,76,3,0,0,0,0,0,3,739
2000,990343,Counted,Manual count,London,Waltham Forest,U,MCU,537090,193050,51.61958633,-0.021180502,41,8,1117,9,133,8,0,0,0,0,0,8,1275
2000,990294,Counted,Manual count,Yorkshire and The Humber,Bradford,C,MCU,408070,439410,53.8508651,-1.878812079,1,35,6431,61,621,215,14,27,3,3,3,265,7413
2000,951504,Counted,Manual count,Yorkshire and The Humber,Bradford,U,MCU,413470,438930,53.84644016,-1.796748503,0,5,1335,34,43,11,0,0,0,0,0,11,1428
2000,966964,Counted,Manual count,South East,West Sussex,U,MCU,528204,137753,51.12472359,-0.169391514,83,11,2387,19,93,16,2,0,0,1,0,19,2529
2000,966303,Counted,Manual count,North East,Durham,C130,MCU,420790,528200,54.64848244,-1.679333501,26,58,10579,367,1167,187,28,6,5,5,2,233,12404
2000,966962,Counted,Manual count,South East,West Sussex,U,MCU,526906,138545,51.13213047,-0.187650847,110,67,5231,116,482,57,6,5,0,0,0,68,5964
2000,996597,Counted,Manual count,North West,Salford,U,MCU,372995,395282,53.45359794,-2.408127736,52,7,597,9,56,5,0,0,0,0,0,5,674
2000,996664,Counted,Manual count,South West,Wiltshire,C,MCU,384871,156233,51.30501408,-2.218411029,54,33,3170,35,236,27,5,9,0,0,0,41,3515
2000,941863,Counted,Manual count,Yorkshire and The Humber,Sheffield,U,MCU,433855,387895,53.38681998,-1.492448942,11,0,679,9,132,4,0,0,0,0,0,4,824
2000,951356,Counted,Manual count,North East,Stockton-on-Tees,U,MCU,445265,516359,54.54048124,-1.301887358,88,78,4639,136,408,85,8,3,6,3,3,108,5369
2000,942047,Counted,Manual count,Wales,Monmouthshire,U,MCU,346330,209670,51.78310616,-2.77941615,0,16,636,33,191,26,1,0,0,5,1,33,909
2000,966504,Counted,Manual count,Yorkshire and The Humber,North Lincolnshire,U,MCU,502450,421640,53.6811878,-0.450353666,20,6,258,0,28,0,0,0,0,0,0,0,292
2000,967164,Counted,Manual count,Yorkshire and The Humber,Bradford,U,MCU,415100,431800,53.78231226,-1.772320999,1,0,532,0,55,1,2,0,1,4,0,8,595
2000,950124,Counted,Manual count,Yorkshire and The Humber,North Lincolnshire,B1450,MB,489300,408620,53.56660331,-0.653113233,584,247,11093,303,859,82,1,0,3,5,0,91,12593
2000,967159,Counted,Manual count,Yorkshire and The Humber,Bradford,C,MCU,403363,436570,53.82539026,-1.950392719,9,4,1315,39,162,4,4,0,0,1,0,9,1529
2000,990278,Counted,Manual count,Yorkshire and The Humber,North Lincolnshire,U,MCU,488860,409860,53.57782034,-0.659402511,75,44,1554,151,117,6,0,0,0,0,0,6,1872
2000,946048,Counted,Manual count,South West,Cornwall excluding Isles of Scilly,U,MCU,145840,32710,50.13987685,-5.558376581,13,4,233,4,56,7,1,0,0,0,0,8,305
2000,990297,Counted,Manual count,South West,Cornwall excluding Isles of Scilly,C766,MCU,197537,72530,50.51745534,-4.857318156,11,55,3639,31,576,86,23,4,6,5,3,127,4428
2000,942648,Counted,Manual count,South East,Surrey,U,MCU,488319,155537,51.2921276,-0.734778618,187,243,11356,48,1092,80,4,1,1,0,0,86,12825
2000,967214,Counted,Manual count,Yorkshire and The Humber,Wakefield,U,MCU,448712,413838,53.61882903,-1.265068085,17,17,646,30,53,2,0,0,0,1,0,3,749
2000,979282,Counted,Manual count,East Midlands,Derby,U,MCU,436299,333775,52.90019816,-1.461817182,109,8,717,48,83,32,2,2,1,0,0,37,893
2000,953275,Counted,Manual count,London,Newham,U,MCU,542498,184354,51.54010602,0.053357583,39,5,1161,14,92,13,0,2,0,0,1,16,1288
2000,942593,Counted,Manual count,South East,Hampshire,U,MCU,463191,106351,50.85323388,-1.103670375,14,21,1542,39,240,21,0,0,0,0,1,22,1864
2000,941697,Counted,Manual count,North West,Liverpool,U,MCU,342832,388511,53.39032784,-2.861071436,6,16,5148,321,279,42,8,0,0,0,0,50,5814
2000,990093,Counted,Manual count,North West,Cumbria,B6260,MB,362310,509530,54.4797146,-2.583189344,2,6,794,6,116,18,14,3,1,3,4,43,965
2000,990102,Counted,Manual count,South East,Milton Keynes,B526,MB,487000,245870,52.10433291,-0.731183436,41,156,4815,24,517,81,15,25,17,11,17,166,5678
2000,941288,Counted,Manual count,North West,Cumbria,C3059,MCU,366460,520820,54.58146414,-2.520434058,15,7,217,0,29,12,0,0,0,1,0,13,266
2000,990274,Counted,Manual count,South East,Kent,C,MCU,623200,161300,51.30702958,1.200927403,12,5,1086,6,180,6,0,3,0,0,0,9,1286
2000,950383,Counted,Manual count,South East,Kent,B2162,MB,570860,142050,51.15220439,0.441664733,12,175,1451,6,290,47,3,16,4,5,4,79,2001
2000,996686,Counted,Manual count,North West,East Cheshire,U,MCU,386375,362461,53.15910058,-2.205222923,77,38,7445,68,594,18,1,0,2,0,0,21,8166
2000,919306,Counted,Manual count,East of England,Norfolk,B1136,MB,641404,297139,52.51862128,1.556733776,11,71,2899,41,418,50,7,6,5,20,4,92,3521
2000,996132,Counted,Manual count,Wales,Carmarthenshire,B4337,MB,254418,242626,52.0628273,-4.125067154,2,8,440,6,101,18,2,0,0,0,0,20,575
2000,996145,Counted,Manual count,Wales,Carmarthenshire,B4297,MB,258581,207486,51.74817223,-4.049951555,5,29,695,27,114,7,5,2,0,1,0,15,880
2000,996154,Counted,Manual count,Wales,Carmarthenshire,B4556,MB,261448,214129,51.80857975,-4.01110219,16,16,2873,33,397,86,44,14,6,17,9,176,3495
2000,950980,Estimated,Estimated using previous year's AADF on this link,South East,East Sussex,B2244,MB,577880,118410,50.93770082,0.530334714,7,65,4248,44,746,78,12,9,8,6,8,121,5224
2000,953260,Counted,Manual count,London,Lewisham,C,MCU,539262,172240,51.43205684,0.001953336,41,298,16706,84,2219,319,18,38,14,3,0,392,19699
2000,961637,Counted,Manual count,South West,Somerset,B3170,MB,324100,122000,50.99237433,-3.082843344,15,21,3304,4,388,67,3,0,3,0,0,73,3790
2000,996793,Counted,Manual count,West Midlands,Birmingham,U,MCU,399583,277092,52.39185241,-2.00755295,21,15,1717,35,135,10,0,0,0,0,0,10,1912
2000,996832,Counted,Manual count,West Midlands,Birmingham,U,MCU,408006,294162,52.54525436,-1.883375232,22,19,1718,7,167,3,1,0,0,0,0,4,1915
2000,982114,Counted,Manual count,Scotland,Glasgow City,U,MCU,257000,668000,55.88385289,-4.287728964,99,9,3767,60,302,32,3,4,0,1,0,40,4178
"2000,957012,Counted,Manual count,West Midlands,""Herefordshire, County of"",U,MCU,348997,259148,52.22815966,-2.748141207,27,17,1464,10,197,17,0,0,0,0,0,17,1705"
2000,943142,Counted,Manual count,East of England,Hertfordshire,U,MCU,519073,197246,51.66139295,-0.279867525,8,10,800,12,85,7,1,0,0,0,0,8,915
2000,966467,Counted,Manual count,East of England,Hertfordshire,U,MCU,502350,200852,51.69709538,-0.520495145,4,5,355,0,20,3,0,0,2,0,0,5,385
2000,990040,Counted,Manual count,East of England,Hertfordshire,U,MCU,508200,192500,51.62093269,-0.438466725,2,0,1019,3,70,4,2,2,0,0,0,8,1100
2000,966751,Counted,Manual count,North East,Northumberland,U,MCU,416215,573474,55.05549442,-1.747708206,16,1,83,0,9,0,0,0,0,0,0,0,93
2000,979080,Counted,Manual count,East of England,Hertfordshire,C43,MCU,537725,210175,51.77331201,-0.005258611,90,23,4584,22,413,23,3,0,1,4,0,31,5073
2000,990114,Counted,Manual count,North West,Knowsley,B5178,MB,346610,387250,53.37939062,-2.804056239,50,60,2569,82,268,79,6,8,1,1,0,95,3074
2000,967034,Counted,Manual count,North West,Knowsley,U,MCU,347360,392080,53.4228766,-2.793590573,12,18,1558,41,117,21,8,0,0,0,0,29,1763
2000,990218,Counted,Manual count,North East,Gateshead,U,MCU,419270,560190,54.93601552,-1.700775117,2,0,990,96,72,13,1,0,0,0,0,14,1172
2000,990167,Counted,Manual count,Wales,Powys,B4358,MB,295279,253301,52.1680068,-3.532576675,0,1,839,4,153,31,18,1,2,0,0,52,1049
2000,990261,Counted,Manual count,Wales,Cardiff,U,MCU,319600,178350,51.49835075,-3.159622741,27,2,1357,101,109,9,0,0,0,0,0,9,1578
2000,942289,Counted,Manual count,East Midlands,Northamptonshire,C90,MCU,488320,273770,52.35489075,-0.704638695,14,10,946,3,181,32,9,2,0,0,1,44,1184
2000,942234,Counted,Manual count,East Midlands,Northamptonshire,C62,MCU,454213,270106,52.3263809,-1.205946443,68,32,1805,2,170,21,2,1,0,4,2,30,2039
2000,972108,Counted,Manual count,Wales,Neath Port Talbot,C,MCU,276000,208000,51.75692096,-3.797952383,5,25,1060,34,121,16,0,0,0,0,0,16,1256
2000,990388,Counted,Manual count,North West,Trafford,U,MCU,380270,395385,53.45484796,-2.298584001,74,10,1557,14,159,16,3,0,0,0,0,19,1759
2000,968067,Counted,Manual count,North West,Trafford,U,MCU,378194,393003,53.43335546,-2.329680311,26,7,746,1,42,7,3,1,0,0,0,11,807
