AADFYear,CP,Estimation_method,Estimation_method_detailed,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2000,953271,Counted,Manual count,London,Bromley,U,MCU,542210,158973,51.3121087,0.039029058,23,46,2258,13,119,9,0,0,0,0,0,9,2445
2000,990015,Counted,Manual count,Yorkshire and The Humber,East Riding of Yorkshire,B1244,MB,516400,446600,53.90250329,-0.229833235,30,90,4948,83,496,102,16,4,4,2,0,128,5745
2000,966502,Counted,Manual count,Yorkshire and The Humber,East Riding of Yorkshire,B1248,MB,498948,443613,53.87928699,-0.4963132,16,91,4190,28,549,171,37,48,37,77,22,392,5250
2000,953280,Counted,Manual count,London,Bromley,U,MCU,544675,166695,51.38087619,0.077507936,5,3,643,2,39,5,2,0,2,0,0,9,696
2000,968044,Counted,Manual count,Yorkshire and The Humber,Bradford,U,MCU,412100,432000,53.78418755,-1.81784133,11,55,6950,81,861,56,4,6,2,2,0,70,8017
2000,967166,Counted,Manual count,Yorkshire and The Humber,Bradford,U,MCU,415624,434709,53.80844267,-1.764222352,4,2,232,1,40,0,2,0,0,0,0,2,277
2000,990059,Counted,Manual count,Yorkshire and The Humber,Bradford,B6141,MB,405390,434050,53.80272408,-1.919642399,6,33,2136,0,361,10,1,0,0,1,0,12,2542
2000,941525,Counted,Manual count,Yorkshire and The Humber,Bradford,U,MCU,419101,432780,53.79098984,-1.711541704,52,147,13722,133,2244,254,58,34,57,69,34,506,16752
2000,990053,Counted,Manual count,East Midlands,Derby,B5020,MB,431140,334410,52.90622869,-1.538448289,99,97,9842,50,602,73,5,1,3,3,2,87,10678
2000,966439,Counted,Manual count,South East,Hampshire,U,MCU,472249,139282,51.14825071,-0.968468773,56,65,4913,38,543,168,9,5,3,47,6,238,5797
2000,990016,Counted,Manual count,East Midlands,Lincolnshire,B1195,MB,535000,367200,53.18477447,0.018848379,2,10,900,9,193,114,8,4,4,8,3,141,1253
2000,941170,Estimated,Estimated using previous year's AADF on this link,Scotland,North Lanarkshire,U,MCU,275070,674090,55.9435649,-4.001871281,10,10,6449,145,539,67,6,0,2,1,0,76,7219
2000,990267,Counted,Manual count,Wales,Denbighshire,C,MCU,304763,368586,53.20578308,-3.427355372,10,29,2383,2,289,33,8,1,1,1,0,44,2747
2000,940179,Counted,Manual count,Wales,Pembrokeshire,B4341,MB,186283,213920,51.7830214,-5.09982328,8,35,1321,12,172,73,3,0,0,0,0,76,1616
2000,990752,Estimated,Estimated using previous year's AADF on this link,Scotland,North Ayrshire,C,MCU,231560,653967,55.74968135,-4.685280958,37,0,1207,0,182,45,14,6,2,3,4,74,1463
2000,991044,Counted,Manual count,East of England,Norfolk,U,MCU,562229,319800,52.75146667,0.402244423,17,0,717,4,48,2,0,0,0,0,0,2,771
2000,996838,Estimated,Estimated using previous year's AADF on this link,Yorkshire and The Humber,North Yorkshire,B6265,MB,408152,463400,54.06647857,-1.876933608,7,22,912,7,80,11,5,5,0,2,0,23,1044
2000,997312,Counted,Manual count,Yorkshire and The Humber,North Yorkshire,B1416,MB,491115,503895,54.42233942,-0.597234345,0,30,1400,11,278,40,5,3,11,1,1,61,1780
2000,951099,Estimated,Estimated using previous year's AADF on this link,Scotland,Angus,U,MCU,362970,741830,56.56695731,-2.604179872,18,1,392,9,28,3,1,0,2,0,0,6,436
2000,965142,Counted,Manual count,South West,Plymouth,C189,MCU,254100,57000,50.39472941,-4.054033037,26,49,1486,2,194,10,2,0,0,0,0,12,1743
2000,990371,Counted,Manual count,East of England,Norfolk,C562,MCU,583761,309165,52.6490844,0.714971636,6,45,3176,87,430,99,8,14,21,35,10,187,3925
2000,964232,Counted,Manual count,East of England,Norfolk,U,MCU,652069,304042,52.57572431,1.718815748,53,4,304,4,42,5,0,0,0,0,0,5,359
2000,950486,Counted,Manual count,Scotland,East Renfrewshire,B764,MB,255000,650840,55.72919884,-4.310525686,2,54,7043,25,1464,289,43,25,47,87,73,564,9150
2000,950907,Counted,Manual count,East of England,Norfolk,C553,MCU,600715,313310,52.68029427,0.967762028,30,60,5172,96,541,81,29,20,17,17,3,167,6036
2000,990216,Counted,Manual count,East of England,Norfolk,U,MCU,616315,307798,52.62482287,1.194546374,2,27,1843,20,259,36,4,0,6,0,0,46,2195
2000,990121,Counted,Manual count,West Midlands,Warwickshire,B4453,MB,432660,267320,52.30303656,-1.522450809,179,58,10558,40,977,88,8,4,2,5,0,107,11740
2000,956587,Counted,Manual count,East of England,Hertfordshire,U,MCU,543750,219000,51.85109152,0.085662956,7,1,210,2,26,1,2,0,0,0,0,3,242
2000,941698,Estimated,Estimated using previous year's AADF on this link,North West,Knowsley,U,MCU,342680,397990,53.47550368,-2.865085547,4,14,414,0,112,42,2,0,6,1,2,53,593
2000,990234,Counted,Manual count,North West,Salford,U,MCU,373450,402270,53.51643075,-2.401869781,38,6,1125,12,84,7,0,0,0,0,0,7,1234
2000,941815,Counted,Manual count,West Midlands,Staffordshire,U,MCU,397937,356560,53.10622952,-2.032268276,25,6,851,5,57,37,1,0,0,0,0,38,957
2000,943071,Counted,Manual count,South East,Surrey,U,MCU,505280,154104,51.27636717,-0.492041469,29,23,1472,27,130,27,4,0,0,0,2,33,1685
2000,966985,Counted,Manual count,South West,Swindon,U,MCU,416046,183270,51.54809858,-1.769988845,16,4,324,0,28,4,2,0,2,0,0,8,364
2000,996025,Counted,Manual count,South West,Cornwall excluding Isles of Scilly,U,MCU,166300,27664,50.10298518,-5.269459281,60,20,448,2,36,0,0,0,0,0,0,0,506
2000,996507,Counted,Manual count,South West,Somerset,C,MCU,356781,116396,50.94537343,-2.6165566,109,263,9243,168,1962,247,51,28,15,27,13,381,12017
2000,991121,Counted,Manual count,South East,East Sussex,U,MCU,561036,98730,50.76581637,0.282165751,67,44,5341,10,476,68,8,3,2,0,0,81,5952
2000,990991,Counted,Manual count,South West,Somerset,C,MCU,331853,138190,51.13890775,-2.975447542,46,51,4995,54,568,14,0,2,1,0,0,17,5685
2000,957004,Counted,Manual count,East of England,Norfolk,C603,MCU,651015,305106,52.58575647,1.704100854,247,94,6905,39,724,56,45,12,3,7,0,123,7885
2000,965603,Counted,Manual count,South East,East Sussex,B2165,MB,578100,122000,50.96988375,0.535217609,9,7,2909,28,443,79,6,2,14,4,5,110,3497
2000,963278,Counted,Manual count,East of England,Hertfordshire,C127,MCU,506988,206668,51.74850473,-0.451628983,89,174,16016,220,1829,156,15,7,6,0,1,185,18424
2000,953112,Counted,Manual count,East of England,Hertfordshire,U,MCU,512160,197375,51.66397309,-0.379728386,16,10,955,58,120,5,2,0,0,0,0,7,1150
2000,968267,Counted,Manual count,North West,Tameside,B6170,MB,395018,397000,53.46971339,-2.076518489,55,94,13003,166,1505,283,43,20,31,58,24,459,15227
2000,919028,Counted,Manual count,South East,Hampshire,B3334,MB,454610,104723,50.83946769,-1.225802475,139,316,16533,82,1413,221,19,22,10,12,11,295,18639
2000,990173,Estimated,Estimated using previous year's AADF on this link,Scotland,Stirling,B8051,MB,279400,692200,56.10729026,-3.940731635,48,72,10735,434,988,110,16,5,9,1,6,147,12376
2000,999999,Counted,Manual count,South East,Hampshire,B4640,MB,446570,162000,51.35517416,-1.332606401,5,67,5049,27,772,200,28,63,42,131,52,516,6431
2000,963340,Counted,Manual count,South East,Hampshire,U,MCU,488000,150000,51.24240124,-0.740713303,91,167,9250,17,2134,420,39,35,32,71,22,619,12187
2000,966055,Counted,Manual count,South East,Milton Keynes,C156,MCU,484697,237866,52.03274589,-0.766782799,46,269,29413,488,1628,296,28,33,16,22,17,412,32210
2000,950543,Counted,Manual count,North West,Cumbria,B5345,MB,297594,513315,54.50477282,-3.582992234,18,17,2063,8,132,22,2,1,0,0,0,25,2245
2000,951260,Counted,Manual count,North West,Cumbria,U,MCU,307942,525053,54.6122138,-3.42692166,1,0,284,8,32,5,0,0,0,0,0,5,329
2000,999957,Counted,Manual count,London,Brent,B413,MB,525100,183040,51.53241779,-0.197836693,151,425,13294,362,1750,220,31,23,9,11,5,299,16130
2000,953376,Counted,Manual count,South East,Kent,U,MCU,618302,152407,51.22908281,1.125342617,6,2,167,1,31,6,0,0,0,0,0,6,207
2000,990276,Counted,Manual count,South East,Kent,C,MCU,565350,143650,51.16819656,0.363687708,0,14,1553,2,203,20,0,1,6,0,0,27,1799
2000,951779,Counted,Manual count,West Midlands,Staffordshire,U,MCU,389004,335665,52.91829087,-2.164981791,49,63,1698,9,152,16,0,1,0,0,0,17,1939
2000,951782,Counted,Manual count,West Midlands,Staffordshire,U,MCU,389913,361354,53.1492294,-2.152275584,7,3,499,1,55,36,3,0,0,0,0,39,597
2000,963056,Counted,Manual count,East Midlands,Northamptonshire,U,MCU,479025,266011,52.28656676,-0.842903651,21,11,1332,4,107,16,7,2,0,1,1,27,1481
2000,953208,Counted,Manual count,London,Haringey,U,MCU,530166,189479,51.58913805,-0.12246009,10,2,320,2,52,9,1,0,0,0,0,10,386
2000,972077,Counted,Manual count,Wales,Pembrokeshire,B4320,MB,195147,199997,51.6613224,-4.963313262,10,29,1939,18,385,89,20,14,11,29,17,180,2551
2000,941850,Counted,Manual count,East Midlands,Derbyshire,U,MCU,426900,331370,52.87912984,-1.601738212,44,14,901,25,69,8,0,0,0,0,0,8,1017
2000,919072,Counted,Manual count,East Midlands,Derbyshire,B6050,MB,438012,373819,53.26001977,-1.431633892,26,123,11393,90,1292,352,19,19,10,11,7,418,13316
2000,964916,Counted,Manual count,South West,Wiltshire,U,MCU,412970,144261,51.19742321,-1.815759797,132,30,3886,48,378,68,8,4,2,7,6,95,4437
2000,956194,Counted,Manual count,South West,Devon,C178,MCU,274742,69588,50.5126455,-3.767991662,9,37,2488,42,362,100,9,0,3,0,0,112,3041
2000,952871,Estimated,Estimated using previous year's AADF on this link,East Midlands,Lincolnshire,C527,MCU,537653,381245,53.31026116,0.06458912,11,15,204,4,29,11,0,2,1,1,5,20,272
2000,968177,Counted,Manual count,East of England,Norfolk,C873,MCU,578283,287302,52.45457282,0.622351492,30,50,4602,82,668,110,15,117,41,76,33,392,5794
2000,966324,Counted,Manual count,South East,East Sussex,B2192,MB,543399,111561,50.8857501,0.037260717,68,134,10166,95,1602,208,36,89,17,43,28,421,12418
2000,990287,Estimated,Estimated using previous year's AADF on this link,South West,Somerset,U,MCU,361800,143100,51.1858439,-2.547948238,66,56,2214,9,278,30,4,0,0,0,0,34,2591
2000,963586,Counted,Manual count,South West,Dorset,B3073,MB,406705,98575,50.78671049,-1.906250702,78,265,12870,33,1611,233,30,62,30,27,10,392,15171
2000,962219,Counted,Manual count,East of England,Hertfordshire,B556,MB,517401,202350,51.7076152,-0.302314471,26,58,7693,143,1230,439,87,190,35,141,85,977,10101
2000,966480,Counted,Manual count,East of England,Hertfordshire,B5378,MB,519756,198254,51.67030698,-0.269652587,9,30,4716,17,516,53,2,8,0,1,1,65,5344
2000,963272,Counted,Manual count,East of England,Hertfordshire,C,MCU,513000,215000,51.82220833,-0.361869304,11,3,1559,8,103,11,0,3,2,0,0,16,1689
2000,990350,Counted,Manual count,London,Richmond upon Thames,U,MCU,520730,175330,51.46407596,-0.263442488,28,24,958,4,113,15,0,1,1,0,0,17,1116
2000,962672,Counted,Manual count,North East,Gateshead,U,MCU,424120,562130,54.95323874,-1.624918613,31,13,1811,156,281,28,0,0,0,0,0,28,2289
2000,961694,Counted,Manual count,South West,Gloucestershire,C329,MCU,417200,229500,51.96371805,-1.751074349,2,0,761,13,100,43,2,0,1,0,0,46,920
2000,962600,Estimated,Estimated using previous year's AADF on this link,South West,Gloucestershire,B4221,MB,368700,225785,51.92969331,-2.456615084,5,43,4459,88,660,237,15,12,37,90,43,434,5684
2000,919289,Counted,Manual count,East of England,Cambridgeshire,B1368,MB,543927,249167,52.12208747,0.100878691,49,45,2497,14,223,40,1,2,4,3,1,51,2830
2000,991503,Counted,Manual count,East of England,Cambridgeshire,C,MCU,568584,259707,52.2097968,0.465931665,36,0,272,11,60,12,0,0,0,0,0,12,355
2000,967200,Counted,Manual count,Yorkshire and The Humber,Leeds,C,MCU,427013,439454,53.85062495,-1.590862665,13,24,3896,15,172,33,1,1,3,0,0,38,4145
2000,964056,Counted,Manual count,Yorkshire and The Humber,Sheffield,C108,MCU,431000,389970,53.40564529,-1.535169645,20,31,2234,103,225,6,3,0,0,0,0,9,2602
2000,950496,Counted,Manual count,Scotland,Clackmannanshire,B9096,MB,287410,694330,56.12837396,-3.812912279,52,70,7448,240,886,118,20,23,5,6,2,174,8818
2000,950506,Counted,Manual count,Scotland,Fife,B932,MB,335180,699790,56.18630826,-3.045926647,62,129,6825,181,641,311,8,0,155,26,0,500,8276
2000,956166,Counted,Manual count,South West,Devon,C143,MCU,258193,53290,50.36238726,-3.995086111,7,22,1590,9,220,64,12,5,2,0,0,83,1924
2000,966254,Counted,Manual count,South West,Devon,C796,MCU,294168,122643,50.99342299,-3.509384257,1,3,820,15,140,16,0,0,0,0,0,16,994
2000,967006,Counted,Manual count,North West,Manchester,U,MCU,384586,398117,53.4795491,-2.233724421,7,0,304,0,47,16,0,0,0,0,0,16,367
2000,967189,Counted,Manual count,Yorkshire and The Humber,Kirklees,U,MCU,422639,426149,53.73125032,-1.658322169,17,17,2245,8,218,11,3,0,0,1,0,15,2503
2000,953192,Counted,Manual count,London,Wandsworth,U,MCU,528346,175841,51.46699406,-0.153681658,34,21,414,9,63,9,0,0,0,0,0,9,516
2000,951514,Counted,Manual count,Yorkshire and The Humber,Kirklees,U,MCU,416473,415358,53.63449015,-1.752352749,7,6,385,18,55,8,1,0,0,0,0,9,473
2000,997342,Counted,Manual count,East Midlands,Northamptonshire,C187,MCU,498900,272000,52.33717904,-0.549866329,63,85,5145,44,466,126,6,3,0,5,2,142,5882
2000,997223,Counted,Manual count,South East,Hampshire,U,MCU,469366,112437,50.90724727,-1.014807842,29,16,835,4,65,8,0,0,0,1,0,9,929
2000,953312,Estimated,Estimated using previous year's AADF on this link,London,Havering,U,MCU,554202,190745,51.59445325,0.224793812,16,3,1637,2,62,11,0,0,0,0,0,11,1715
2000,948049,Counted,Manual count,London,Harrow,U,MCU,514100,190500,51.6017936,-0.353929503,5,0,339,6,46,0,0,0,0,0,0,0,391
2000,956837,Counted,Manual count,South East,Surrey,U,MCU,531176,154634,51.27576266,-0.120783185,11,5,782,3,61,6,2,0,0,0,0,8,859
2000,951739,Counted,Manual count,North West,Trafford,C,MCU,378609,391000,53.41536883,-2.323297305,128,75,13669,118,1102,174,12,10,10,1,0,207,15171
2000,966791,Counted,Manual count,South East,Oxfordshire,B480,MB,469800,192500,51.62699788,-0.993030282,11,35,3188,7,378,49,2,0,2,0,0,53,3661
2000,943020,Counted,Manual count,East of England,Suffolk,C,MCU,606130,259700,52.19698293,1.014691591,65,23,822,25,108,5,2,0,0,1,0,8,986
2000,965078,Counted,Manual count,North West,Lancashire,C386,MCU,332100,447000,53.91467934,-3.035217654,204,60,5951,347,605,69,2,0,2,1,0,74,7037
2000,990817,Counted,Manual count,North West,Sefton,U,MCU,332979,414382,53.62166976,-3.014742289,24,7,210,3,16,0,0,0,0,0,0,0,236
2000,995150,Counted,Manual count,London,Ealing,U,MCU,519160,179507,51.50194898,-0.284624164,8,5,601,1,37,2,0,0,0,0,0,2,646
2000,997243,Counted,Manual count,Yorkshire and The Humber,East Riding of Yorkshire,B1228,MB,473955,432811,53.7863775,-0.879000929,7,14,1311,6,178,116,11,4,5,28,21,185,1694
2000,963007,Counted,Manual count,East Midlands,Lincolnshire,C607,MCU,521100,358000,53.10545951,-0.192522343,63,27,1336,5,144,65,5,2,1,13,12,98,1610
2000,966118,Counted,Manual count,North East,Middlesbrough,U,MCU,448265,519515,54.56856489,-1.255006423,94,9,279,5,37,7,0,0,0,0,0,7,337
2000,941366,Counted,Manual count,North East,Middlesbrough,U,MCU,451859,518881,54.56251299,-1.199535952,181,16,3898,145,294,56,1,0,0,0,0,57,4410
2000,941469,Counted,Manual count,North West,Oldham,U,MCU,390260,403593,53.52890621,-2.148401786,39,3,570,11,37,1,0,0,0,0,0,1,622
2000,957007,Counted,Manual count,East of England,Norfolk,B1145,MB,628304,331191,52.82984595,1.38760093,17,128,5009,75,672,132,28,11,32,39,25,267,6151
2000,966284,Counted,Manual count,South West,Dorset,B3081,MB,401170,116600,50.94883574,-1.984717282,0,38,2803,31,434,87,12,9,5,8,4,125,3431
2000,957019,Counted,Manual count,East Midlands,Leicestershire,B4019,MB,443100,292000,52.52417987,-1.366181833,15,46,12372,24,1330,317,31,50,78,65,18,559,14331
2000,950708,Counted,Manual count,East Midlands,Leicestershire,B6047,MB,473230,303870,52.62766031,-0.919546273,0,9,2196,22,410,90,7,7,2,8,26,140,2777
2000,968389,Counted,Manual count,East Midlands,Northamptonshire,C13,MCU,500427,282498,52.4312488,-0.524320088,12,6,486,6,69,9,1,1,0,0,0,11,578
2000,955276,Counted,Manual count,South West,Gloucestershire,U,MCU,375825,217380,51.85448311,-2.352404045,0,3,317,4,69,14,4,0,1,0,0,19,412
2000,991061,Counted,Manual count,East of England,Cambridgeshire,U,MCU,560661,271506,52.31814852,0.355693678,86,90,4542,87,818,159,14,17,22,20,14,246,5783
2000,996106,Counted,Manual count,Scotland,East Ayrshire,U,MCU,243175,636360,55.59553279,-4.490359925,35,5,565,0,96,31,5,5,2,9,6,58,724
2000,940336,Counted,Manual count,East of England,Cambridgeshire,B1086,MB,535810,277890,52.38221227,-0.006063555,13,55,5869,52,742,157,31,30,6,13,7,244,6962
2000,966047,Counted,Manual count,South East,Windsor and Maidenhead,U,MCU,499850,173952,51.45575437,-0.564293606,13,0,272,1,19,5,0,0,0,0,0,5,297
2000,952776,Counted,Manual count,South West,Devon,U,MCU,294378,91891,50.71702059,-3.497510597,55,13,1033,10,120,7,1,0,1,0,0,9,1185
2000,946216,Counted,Manual count,South West,Devon,C121,MCU,287550,79160,50.60129562,-3.590320112,16,6,1193,1,161,10,7,0,0,3,0,20,1381
2000,953145,Counted,Manual count,London,Hounslow,U,MCU,520156,178416,51.49193311,-0.270652685,9,14,582,1,40,10,2,2,0,0,0,14,651
2000,990357,Counted,Manual count,London,Hounslow,U,MCU,512740,177060,51.48127139,-0.377858487,97,37,2684,90,189,43,2,1,0,0,0,46,3046
2000,966122,Counted,Manual count,North East,Hartlepool,U,MCU,449997,532771,54.68751405,-1.225962805,10,0,148,2,37,0,0,0,0,0,0,0,187
2000,944774,Counted,Manual count,West Midlands,Staffordshire,U,MCU,400600,316324,52.74454117,-1.992550983,11,54,2367,19,247,26,4,6,0,1,0,37,2724
2000,982349,Counted,Manual count,Scotland,Aberdeenshire,C67C,MCU,382000,820000,57.27029495,-2.30010742,0,6,1024,1,101,27,7,2,1,1,0,38,1170
2000,997397,Counted,Manual count,South East,Surrey,C,MCU,514320,161346,51.33971865,-0.360175978,4,58,3292,16,385,59,7,39,0,0,0,105,3856
2000,919521,Counted,Manual count,South East,Hampshire,C225,MCU,460138,149908,51.24518652,-1.139814464,56,30,6332,83,478,65,16,3,0,0,0,84,7007
2000,997098,Counted,Manual count,South East,Southampton,U,MCU,444871,112837,50.91326301,-1.363111459,24,20,1380,16,88,5,2,0,0,0,0,7,1511
2000,941393,Counted,Manual count,North West,Lancashire,U,MCU,338350,443390,53.88302044,-2.939352271,12,6,278,1,127,8,3,0,4,1,0,16,428
"2000,966451,Counted,Manual count,West Midlands,""Herefordshire, County of"",B4348,MB,336633,236705,52.02512591,-2.924948185,14,11,1941,30,344,57,9,0,4,3,1,74,2400"
2000,966573,Counted,Manual count,North West,Lancashire,U,MCU,357675,416904,53.64692024,-2.641748916,76,94,6406,46,548,112,6,5,0,1,0,124,7218
2000,919054,Counted,Manual count,Scotland,South Ayrshire,B7024,MB,233825,620223,55.44758727,-4.628890513,43,12,7159,113,447,61,11,3,5,0,0,80,7811
2000,963839,Counted,Manual count,South East,West Berkshire,C,MCU,433100,166000,51.39208131,-1.525665928,7,1,572,8,97,17,2,4,0,0,0,23,701
2000,966072,Counted,Manual count,East of England,Peterborough,U,MCU,521185,301278,52.59579523,-0.21231692,132,53,3497,136,410,27,1,2,1,0,1,32,4128
2000,990306,Counted,Manual count,East of England,Peterborough,C,MCU,514000,302400,52.60743037,-0.317955288,18,42,2878,19,175,21,0,0,0,0,0,21,3135
2000,941678,Counted,Manual count,North West,Sefton,U,MCU,336285,398152,53.47622316,-2.961455229,106,63,9676,358,1263,222,33,10,7,12,21,305,11665
2000,999962,Counted,Manual count,London,Ealing,B455,MB,511817,183026,51.53507623,-0.389254834,72,102,13528,658,1589,244,18,21,14,22,56,375,16252
2000,962966,Counted,Manual count,North West,Sefton,U,MCU,336100,418000,53.65457519,-2.968309096,28,14,1468,7,108,19,0,0,0,0,0,19,1616
2000,965114,Counted,Manual count,South West,North Somerset,C,MCU,332100,161000,51.34401185,-2.976250414,191,65,5183,262,371,31,3,0,0,0,0,34,5915
2000,952347,Estimated,Estimated using previous year's AADF on this link,Wales,The Vale of Glamorgan,U,MCU,300000,169185,51.41283805,-3.439296761,56,82,1888,129,198,29,0,1,0,0,0,30,2327
2000,951714,Counted,Manual count,North West,St. Helens,U,MCU,352490,393766,53.43851814,-2.716656462,39,22,2618,80,544,110,5,5,5,18,13,156,3420
2000,968261,Counted,Manual count,Yorkshire and The Humber,Rotherham,B6067,MB,442200,389000,53.39615276,-1.366840763,4,82,4814,76,477,39,8,1,1,1,0,50,5499
2000,966458,Counted,Manual count,West Midlands,Worcestershire,U,MCU,380386,271887,52.34470417,-2.289339861,60,41,5728,69,385,16,0,0,0,0,0,16,6239
2000,967657,Counted,Manual count,South East,Oxfordshire,U,MCU,451000,197550,51.67441417,-1.263861309,127,60,5823,30,495,89,56,30,8,13,2,198,6606
2000,990354,Counted,Manual count,London,Southwark,C,MCU,533060,177540,51.48117439,-0.085218198,271,393,12029,246,1497,199,14,4,7,1,0,225,14390
2000,953008,Counted,Manual count,East of England,Suffolk,C403,MCU,598927,262822,52.22765843,0.911279926,11,5,489,6,95,15,1,2,15,6,1,40,635
2000,966464,Counted,Manual count,West Midlands,Worcestershire,U,MCU,403493,268081,52.310832,-1.950187158,12,0,1335,52,86,13,0,0,0,0,0,13,1486
2000,966794,Counted,Manual count,South East,Oxfordshire,U,MCU,475007,178457,51.50008565,-0.920813337,20,18,1237,30,150,13,5,0,1,0,0,19,1454
2000,962538,Counted,Manual count,East of England,Essex,B194,MB,539000,206000,51.73548259,0.011540818,146,75,10036,62,1630,222,14,50,6,6,2,300,12103
2000,967593,Counted,Manual count,Scotland,West Dunbartonshire,B857,MB,238944,679029,55.97714606,-4.582662713,57,23,7766,245,878,250,21,11,12,8,4,306,9218
2000,996744,Counted,Manual count,North West,Stockport,C,MCU,392644,387200,53.38159776,-2.112048874,36,14,3142,12,281,19,6,0,0,0,0,25,3474
2000,966409,Counted,Manual count,South East,Hampshire,B3078,MB,426888,114139,50.92608527,-1.618803836,5,46,4474,36,356,160,37,136,18,26,10,387,5299
2000,950284,Counted,Manual count,South East,Hampshire,B3007,MB,486093,150421,51.24647656,-0.767924631,159,126,11216,247,642,81,11,3,0,1,21,117,12348
2000,966440,Counted,Manual count,South East,Hampshire,U,MCU,474819,123455,51.00562746,-0.935004407,10,9,2123,5,67,7,1,0,0,0,0,8,2212
2000,966427,Counted,Manual count,South East,Hampshire,U,MCU,459486,131519,51.07991933,-1.152189634,7,0,747,0,69,4,0,0,0,0,0,4,820
2000,990223,Counted,Manual count,North East,Newcastle upon Tyne,U,MCU,424210,567390,55.00050073,-1.623071222,1,6,1424,8,47,6,0,0,0,0,0,6,1491
2000,966161,Counted,Manual count,North West,Cumbria,C4037,MCU,302287,503832,54.42050615,-3.507410276,134,133,4526,91,319,120,16,10,4,18,7,175,5244
2000,962336,Counted,Manual count,Yorkshire and The Humber,Doncaster,B1396,MB,461000,402000,53.51115492,-1.08163432,56,70,13577,137,838,152,38,45,20,21,13,289,14911
2000,961174,Estimated,Estimated using previous year's AADF on this link,Yorkshire and The Humber,Doncaster,C24,MCU,469100,414000,53.61799651,-0.956863573,422,54,7927,272,1242,213,35,6,13,108,38,413,9908
2000,951951,Counted,Manual count,East Midlands,Nottinghamshire,C18,MCU,467800,332400,52.88479658,-0.993864005,17,8,649,10,94,11,11,0,1,0,0,23,784
2000,961179,Counted,Manual count,East Midlands,Nottinghamshire,U,MCU,480100,380000,53.31089231,-0.79926215,5,8,63,0,17,1,0,0,0,0,0,1,89
2000,948024,Counted,Manual count,London,Brent,U,MCU,525100,183400,51.5356531,-0.19770891,62,39,856,4,158,12,0,0,0,0,0,12,1069
2000,997255,Counted,Manual count,South East,Hampshire,U,MCU,476051,155724,51.29557696,-0.91064058,42,4,522,4,71,7,4,0,0,1,0,12,613
2000,962702,Counted,Manual count,North East,Stockton-on-Tees,U,MCU,446100,524000,54.60906885,-1.287786727,127,8,2428,143,172,15,1,0,0,0,1,17,2768
2000,966193,Estimated,Estimated using previous year's AADF on this link,East Midlands,Derbyshire,U,MCU,405151,373433,53.25787956,-1.924246422,0,0,726,5,56,5,0,0,4,0,1,10,797
2000,945531,Counted,Manual count,South West,Devon,C461,MCU,231722,111538,50.87877185,-4.393374696,3,9,812,12,132,59,7,0,4,0,0,70,1035
2000,955564,Counted,Manual count,South West,Devon,C467,MCU,265074,101335,50.79583005,-3.915848184,7,6,823,34,203,43,45,1,5,34,29,157,1223
2000,953135,Counted,Manual count,South East,Surrey,U,MCU,519540,142430,51.16863228,-0.291584424,1,6,973,3,155,17,1,0,2,1,0,21,1158
2000,941836,Counted,Manual count,West Midlands,Staffordshire,C502,MCU,416837,315063,52.73294702,-1.752096139,35,5,1022,3,158,24,5,1,0,0,0,30,1218
2000,997250,Counted,Manual count,South East,Oxfordshire,C,MCU,474890,200710,51.70014918,-0.91775448,60,10,1562,19,209,14,0,0,0,0,0,14,1814
2000,968289,Counted,Manual count,West Midlands,Worcestershire,B4206,MB,384000,253000,52.17502403,-2.235388314,72,29,8168,154,748,95,8,8,7,2,0,120,9219
2000,953053,Counted,Manual count,East of England,Suffolk,C,MCU,651550,286870,52.42191218,1.698207845,15,11,289,0,36,2,0,0,6,0,0,8,344
2000,962209,Counted,Manual count,South East,Oxfordshire,B478,MB,475020,176100,51.47889477,-0.921126241,37,100,11682,1,1526,99,6,0,7,5,0,117,13426
2000,942536,Counted,Manual count,South East,Oxfordshire,U,MCU,429250,195570,51.65816134,-1.57855172,2,43,2708,36,218,29,3,1,0,0,0,33,3038
2000,951212,Counted,Manual count,Scotland,City of Edinburgh,U,MCU,327595,672000,55.93558403,-3.160579299,26,4,817,12,103,12,0,0,0,0,0,12,948
2000,952990,Counted,Manual count,East of England,Essex,U,MCU,574520,216060,51.81592091,0.530494012,20,3,333,0,55,12,0,0,4,0,0,16,407
2000,956602,Counted,Manual count,East of England,Essex,U,MCU,553340,228370,51.9327226,0.22895002,17,4,942,26,112,14,0,5,0,0,4,23,1107
2000,940656,Counted,Manual count,Wales,Powys,B4393,MB,323793,319768,52.77010818,-3.130982813,21,0,1354,11,434,45,11,2,1,1,4,64,1863
2000,964192,Counted,Manual count,East Midlands,Nottinghamshire,U,MCU,460100,342000,52.97199698,-1.106503588,12,14,971,1,100,7,1,0,2,0,0,10,1096
2000,950969,Counted,Manual count,South East,Kent,B2026,MB,543820,149140,51.22334503,0.058161437,3,74,5999,29,897,272,20,14,13,25,25,369,7368
2000,997174,Counted,Manual count,Yorkshire and The Humber,North Yorkshire,C322,MCU,457419,430461,53.76734106,-1.130382441,39,15,2184,18,215,32,1,2,2,0,0,37,2469
