Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
201401BS70001,1,8,0,18,0,0,0,0,0,0,4,1,1,1,49,8,1997,2,2,4,1
201401BS70001,2,19,0,15,0,0,0,0,0,0,1,1,6,1,-1,-1,4249,2,2,-1,-1
201401BS70002,1,9,0,2,0,1,0,0,0,0,3,1,6,1,-1,-1,6750,1,12,-1,-1
201401BS70002,2,1,0,14,0,1,0,4,0,0,4,1,6,2,27,6,-1,-1,-1,-1,-1
201401BS70003,1,9,0,9,0,5,0,0,0,0,3,1,6,1,49,8,1598,1,4,1,1
201401BS70003,2,3,0,13,0,8,1,0,0,0,1,1,6,1,27,6,999,1,2,7,1
201401BS70004,1,9,0,4,0,1,0,0,0,0,1,1,6,1,-1,-1,1998,1,13,-1,-1
201401BS70006,1,9,0,6,0,8,0,0,0,0,3,1,6,1,32,6,1596,1,9,6,1
201401BS70006,2,3,0,18,0,8,0,0,0,0,1,1,6,1,42,7,124,1,3,-1,-1
201401BS70008,1,9,0,2,0,0,0,0,0,0,3,1,6,1,53,8,2776,2,9,3,1
201401BS70008,2,3,0,18,0,0,0,4,0,0,1,1,6,1,41,7,124,1,13,4,1
201401BS70008,3,9,0,2,0,0,0,0,0,0,3,1,6,1,38,7,1995,2,3,7,1
201401BS70009,1,3,0,18,0,8,0,0,0,0,1,1,1,1,30,6,125,1,3,4,1
201401BS70009,2,9,0,9,0,8,0,0,0,0,4,1,1,2,70,10,1598,1,9,3,1
201401BS70010,1,19,0,18,0,8,0,0,0,0,3,1,1,1,48,8,2198,2,4,6,1
201401BS70010,2,1,0,18,0,8,0,0,0,0,1,1,6,1,71,10,-1,-1,-1,1,1
201401BS70011,1,3,0,18,0,8,0,0,0,0,1,1,6,2,45,7,124,1,15,-1,-1
201401BS70011,2,19,0,18,0,8,0,0,1,0,1,1,6,1,44,7,-1,-1,-1,4,1
201401BS70013,1,9,0,5,0,8,0,0,0,0,1,1,6,1,42,7,1968,2,1,3,1
201401BS70013,2,1,0,18,0,8,0,0,0,0,4,1,6,1,45,7,-1,-1,-1,2,1
201401BS70014,1,9,0,4,0,8,0,0,0,0,1,1,6,1,54,8,1998,1,6,5,3
201401BS70015,1,3,0,18,0,8,0,0,0,0,3,1,6,1,42,7,125,1,4,3,1
201401BS70015,2,9,0,6,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70016,1,9,0,1,0,8,0,0,0,0,2,1,1,1,45,7,2143,2,3,4,1
201401BS70017,1,9,0,18,9,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70018,1,3,0,18,0,8,0,0,0,0,1,1,2,1,-1,-1,124,1,6,3,1
201401BS70020,1,8,0,4,0,0,0,0,0,0,1,1,2,1,48,8,2979,1,10,5,2
201401BS70020,2,9,0,4,0,0,0,0,0,0,2,1,6,1,47,8,1198,1,1,5,1
201401BS70022,1,9,0,9,0,5,0,0,0,0,1,1,2,1,52,8,3498,1,2,7,1
201401BS70022,2,4,0,18,0,8,0,0,1,0,3,1,2,1,28,6,-1,-1,-1,4,1
201401BS70023,1,19,0,2,0,2,0,0,0,0,3,1,6,1,44,7,2148,2,9,5,1
201401BS70023,2,1,0,18,0,2,0,0,0,0,4,1,6,1,22,5,-1,-1,-1,7,1
201401BS70024,1,9,0,3,0,8,0,0,0,0,2,1,6,2,22,5,1595,1,6,7,1
201401BS70024,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,3824,1,8,10,1
201401BS70025,1,8,0,5,0,1,0,0,0,0,4,1,6,1,49,8,2499,2,5,-1,-1
201401BS70026,1,2,0,18,0,8,1,0,0,0,1,1,2,1,29,6,124,1,1,4,1
201401BS70026,2,8,0,9,0,6,0,0,0,0,3,1,2,1,44,7,2148,2,6,4,1
201401BS70027,1,9,0,7,0,5,0,0,0,0,4,1,6,1,30,6,1896,2,12,6,1
201401BS70027,2,1,0,18,4,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,2,1
201401BS70028,1,3,0,5,0,2,0,0,0,0,1,1,1,1,24,5,125,1,1,1,1
201401BS70028,2,9,0,18,0,1,0,0,0,0,1,1,6,2,25,5,1968,2,1,7,1
201401BS70029,1,9,0,9,0,5,0,0,0,0,1,1,1,2,40,7,1797,8,1,-1,1
201401BS70029,2,4,0,15,0,8,0,0,0,0,1,1,2,2,29,6,493,1,7,-1,-1
201401BS70030,1,9,0,9,0,8,0,0,1,0,3,1,2,2,51,8,-1,-1,-1,8,1
201401BS70030,2,3,0,13,0,8,0,0,0,0,1,1,1,1,25,5,124,1,13,2,1
201401BS70032,1,11,0,9,0,8,0,0,0,0,4,1,1,1,61,9,4500,2,5,-1,-1
201401BS70033,1,9,0,18,0,8,0,0,0,0,2,1,6,1,38,7,1497,8,6,6,1
201401BS70033,2,9,0,18,0,8,0,0,0,0,1,1,2,1,36,7,2362,1,10,5,1
201401BS70033,3,19,0,18,0,8,0,0,0,0,4,2,6,1,38,7,-1,-1,-1,-1,-1
201401BS70034,1,9,0,18,0,1,0,0,0,0,1,1,1,1,43,7,1598,1,2,-1,-1
201401BS70035,1,1,0,18,0,8,0,0,0,0,4,1,6,1,25,5,-1,-1,-1,3,1
201401BS70035,2,9,0,7,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1
201401BS70036,1,3,0,14,0,8,0,0,0,0,3,1,2,1,49,8,125,1,7,9,2
201401BS70036,2,9,0,9,0,8,0,0,0,0,1,1,2,1,54,8,2967,2,2,10,1
201401BS70039,1,9,0,18,0,1,0,0,0,0,4,1,1,1,36,7,-1,-1,-1,9,1
201401BS70040,1,20,0,18,0,0,0,0,0,0,1,1,1,1,32,6,3920,2,13,3,1
201401BS70041,1,9,0,18,0,8,0,0,0,0,4,1,1,2,29,6,1598,1,4,3,1
201401BS70041,2,9,0,5,0,8,0,0,0,0,1,1,6,1,-1,-1,1896,2,6,-1,-1
201401BS70042,1,9,0,2,0,0,0,0,0,0,3,1,6,2,33,6,1968,2,6,5,1
201401BS70042,2,9,0,18,0,0,0,8,0,0,4,1,6,3,-1,-1,3498,1,6,-1,-1
201401BS70043,1,11,0,5,0,1,0,0,0,0,0,1,1,1,31,6,4500,2,2,4,1
201401BS70045,1,9,0,4,0,1,0,0,0,0,1,1,6,1,38,7,1990,1,23,6,1
201401BS70045,2,1,0,18,0,1,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1,-1
201401BS70046,1,3,0,18,0,0,0,0,0,0,4,1,6,2,48,8,124,1,5,6,1
201401BS70046,2,9,0,11,0,0,0,0,0,0,0,1,1,2,44,7,2000,2,5,7,2
201401BS70047,1,5,0,18,0,1,0,0,0,0,4,1,1,1,38,7,670,1,2,1,1
201401BS70048,1,9,0,9,0,8,0,0,0,0,3,1,6,1,46,8,1995,2,1,8,1
201401BS70048,2,3,0,13,0,8,0,0,0,0,1,1,6,1,25,5,124,1,13,4,1
201401BS70049,1,20,0,9,0,8,0,0,0,0,4,1,1,1,56,9,4461,2,5,4,1
201401BS70049,2,3,0,15,0,8,0,0,0,0,1,1,1,1,24,5,-1,-1,-1,4,1
201401BS70050,1,9,0,18,0,8,0,0,0,0,1,1,6,1,25,5,1598,1,8,4,1
201401BS70050,2,9,0,9,0,8,0,0,0,0,1,1,6,1,71,10,-1,-1,-1,3,1
201401BS70051,1,9,0,9,0,8,0,7,0,0,1,1,6,2,43,7,2319,1,12,6,1
201401BS70052,1,9,0,6,0,1,0,0,0,0,3,1,1,1,31,6,1248,2,8,-1,-1
201401BS70052,2,3,0,14,0,1,0,0,0,0,1,1,6,1,49,8,124,1,9,10,1
201401BS70054,1,9,0,18,0,8,0,0,0,0,4,1,1,1,37,7,-1,-1,-1,-1,-1
201401BS70054,2,1,0,18,0,8,0,0,0,0,1,1,6,1,32,6,-1,-1,-1,5,1
201401BS70055,1,11,0,5,0,8,0,0,0,0,3,1,1,1,41,7,4500,2,5,2,1
201401BS70055,2,19,0,5,0,8,0,0,0,0,4,1,1,1,33,6,2143,2,1,2,1
201401BS70056,1,9,0,4,0,2,0,0,0,0,4,1,6,2,34,6,1198,1,8,-1,-1
201401BS70058,1,9,0,9,0,8,0,0,0,0,0,1,6,2,48,8,3600,1,6,7,1
201401BS70058,2,1,0,18,0,8,0,0,0,0,0,1,6,2,31,6,-1,-1,-1,2,1
201401BS70059,1,3,0,14,0,8,0,0,0,0,1,1,1,1,26,6,125,1,7,7,1
201401BS70059,2,9,0,9,0,8,0,0,0,0,3,1,6,2,52,8,1390,1,1,2,1
201401BS70060,1,9,0,3,0,1,0,0,0,0,2,1,6,1,42,7,1390,1,10,4,1
201401BS70060,2,9,0,5,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1
201401BS70063,1,19,0,18,0,1,0,0,0,0,4,1,6,1,-1,-1,1997,1,4,4,1
201401BS70065,1,9,0,7,0,0,0,0,0,0,4,1,6,1,48,8,1388,1,11,-1,-1
201401BS70065,2,1,0,15,0,0,0,0,0,0,3,1,6,1,32,6,-1,-1,-1,-1,-1
201401BS70066,1,9,0,9,0,8,0,0,0,0,3,1,1,1,34,6,-1,-1,-1,3,1
201401BS70066,2,3,0,13,0,8,0,0,0,0,1,1,6,1,27,6,-1,-1,-1,2,1
201401BS70067,1,9,0,2,0,0,0,0,0,0,3,1,1,1,37,7,2143,2,1,3,1
201401BS70067,2,1,0,18,0,0,0,8,0,0,1,1,6,2,36,7,-1,-1,-1,4,1
201401BS70069,1,4,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70074,1,1,0,18,0,8,0,0,0,0,1,1,6,2,39,7,-1,-1,-1,5,1
201401BS70074,2,9,0,5,0,8,0,0,0,0,3,1,6,2,36,7,1560,2,7,6,1
201401BS70075,1,9,0,18,0,2,0,0,0,0,4,1,6,1,29,6,2521,1,7,10,1
201401BS70075,2,9,0,6,0,2,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70076,1,3,0,18,0,8,0,0,0,0,4,1,6,1,42,7,125,1,55,3,1
201401BS70076,2,9,0,9,0,8,0,0,0,0,1,1,6,2,53,8,1984,2,2,-1,-1
201401BS70077,1,9,0,5,0,8,0,0,0,0,1,1,6,1,28,6,2171,1,9,3,1
201401BS70077,2,9,0,5,0,8,0,0,0,0,2,1,6,1,63,9,1968,2,2,7,1
201401BS70078,1,8,0,9,0,2,0,0,0,0,1,1,1,1,34,6,2499,2,4,2,1
201401BS70080,1,9,0,1,0,2,0,0,0,0,2,1,6,1,27,6,1769,1,12,2,1
201401BS70081,1,9,0,1,0,0,0,0,0,0,2,1,6,3,-1,-1,2148,2,5,-1,-1
201401BS70082,1,3,0,18,0,8,0,0,0,0,3,1,6,1,22,5,-1,-1,-1,7,1
201401BS70082,2,9,0,7,0,8,0,0,0,0,4,1,1,1,-1,-1,1997,2,1,3,1
201401BS70083,1,1,0,13,2,8,0,0,0,0,1,1,2,1,27,6,-1,-1,-1,5,1
201401BS70083,2,9,0,5,0,6,0,0,0,0,3,1,1,1,-1,-1,2143,2,4,-1,-1
201401BS70084,1,19,0,18,0,8,0,0,0,0,3,1,1,2,44,7,-1,-1,-1,-1,-1
201401BS70084,2,19,0,18,0,8,0,0,0,0,4,1,6,3,-1,-1,1560,2,4,-1,-1
201401BS70085,1,9,0,2,0,0,0,0,0,0,3,1,6,1,22,5,698,1,10,-1,-1
201401BS70085,2,1,0,18,0,0,0,8,0,0,1,1,6,1,33,6,-1,-1,-1,6,1
201401BS70086,1,9,0,9,0,5,0,0,0,0,3,1,6,1,58,9,2477,2,8,8,2
201401BS70086,2,3,0,18,0,1,0,0,0,0,4,1,6,1,30,6,124,1,1,5,1
201401BS70087,1,9,0,9,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70089,1,4,0,18,0,8,0,0,0,0,1,1,6,1,21,5,600,1,15,2,1
201401BS70089,2,9,0,18,0,8,0,0,0,0,3,1,6,1,63,9,1240,1,10,4,1
201401BS70090,1,21,0,1,0,1,0,10,7,5,2,1,1,1,54,8,9200,2,5,-1,-1
201401BS70091,1,9,0,2,0,0,0,0,0,0,3,1,6,1,46,8,1985,1,19,-1,1
201401BS70091,2,9,0,18,0,0,0,8,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1
201401BS70092,1,9,0,5,0,8,0,0,0,0,3,1,6,2,23,5,-1,-1,-1,-1,1
201401BS70092,2,90,0,5,0,8,0,0,0,0,1,1,1,1,35,6,12777,2,2,8,1
201401BS70093,1,1,0,18,4,8,0,0,0,0,3,1,6,2,27,6,-1,-1,-1,4,1
201401BS70093,2,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70095,1,11,0,4,0,1,0,0,0,0,0,1,1,1,45,7,8268,2,12,-1,-1
201401BS70096,1,3,0,14,0,1,0,0,0,0,1,1,6,1,29,6,124,1,2,4,1
201401BS70097,1,11,0,5,0,1,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1,-1
201401BS70101,1,9,0,18,0,0,5,4,0,0,4,1,6,2,35,6,1560,2,8,3,1
201401BS70101,2,9,0,2,0,0,0,0,0,0,3,1,6,1,-1,-1,3824,1,9,5,1
201401BS70102,1,11,0,10,0,8,0,0,0,0,2,1,1,1,38,7,4760,2,1,4,1
201401BS70102,2,11,0,17,0,1,0,0,0,0,1,1,1,3,35,6,7300,2,10,4,1
201401BS70103,1,9,0,9,0,2,0,0,0,0,3,1,6,1,28,6,-1,-1,-1,4,1
201401BS70104,1,4,0,18,0,2,0,0,0,0,3,1,1,1,27,6,125,1,3,4,1
201401BS70104,2,9,0,11,0,2,0,0,0,0,4,1,6,1,57,9,998,1,13,-1,-1
201401BS70105,1,9,0,9,0,8,0,0,0,0,1,1,6,1,31,6,4282,1,8,1,1
201401BS70105,2,3,0,18,0,8,0,0,0,0,1,1,6,1,53,8,124,1,2,2,1
201401BS70106,1,1,0,18,0,8,0,0,0,0,1,1,6,2,47,8,-1,-1,-1,5,1
201401BS70106,2,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,-1,1998,1,12,-1,-1
201401BS70107,1,9,0,9,0,2,0,0,0,0,1,1,1,1,34,6,-1,-1,-1,5,1
201401BS70108,1,9,0,9,0,8,0,0,0,0,4,1,6,1,38,7,-1,-1,-1,-1,-1
201401BS70108,2,9,0,18,0,8,0,0,0,0,1,1,6,2,52,8,1998,2,9,8,3
201401BS70109,1,5,0,13,0,8,0,0,0,0,1,1,6,1,37,7,649,1,8,8,1
201401BS70109,2,20,0,9,0,8,0,0,0,0,1,1,1,1,-1,-1,2148,2,5,5,1
201401BS70110,1,8,0,18,0,8,0,0,0,0,4,1,1,1,54,8,2143,2,2,7,1
201401BS70110,2,1,0,15,0,8,0,0,0,0,3,1,6,1,46,8,-1,-1,-1,9,1
201401BS70113,1,9,0,17,0,8,0,0,0,0,1,1,6,3,-1,-1,1896,2,7,-1,-1
201401BS70114,1,3,0,9,0,8,0,0,0,0,3,1,6,1,38,7,124,1,4,3,1
201401BS70114,2,19,0,18,0,8,0,0,0,0,1,1,6,1,46,8,2148,2,4,10,1
201401BS70115,1,1,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1
201401BS70116,1,5,0,16,0,0,0,10,4,6,1,1,6,1,60,9,1199,1,8,3,1
201401BS70117,1,8,0,10,0,8,0,0,0,0,2,1,1,1,55,8,1997,2,3,6,1
201401BS70117,2,9,0,18,0,8,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
201401BS70118,1,21,1,7,0,8,0,0,0,0,4,1,6,1,59,9,12777,2,6,-1,3
201401BS70118,2,8,0,17,0,8,0,0,0,0,3,1,6,1,55,8,2499,2,3,10,1
201401BS70119,1,1,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70121,1,8,0,18,0,8,0,0,0,0,0,1,1,1,47,8,2402,2,10,2,1
201401BS70122,1,1,0,15,0,1,0,8,0,0,1,1,6,1,57,9,-1,-1,-1,6,1
201401BS70122,2,9,0,3,0,1,0,0,0,0,4,1,6,2,-1,-1,1984,1,5,-1,-1
201401BS70123,1,1,0,18,0,8,0,0,0,0,3,1,6,1,43,7,-1,-1,-1,2,1
201401BS70124,1,9,0,13,0,8,0,0,0,0,4,1,1,1,-1,-1,-1,-1,-1,-1,-1
201401BS70124,2,9,0,12,0,8,0,0,0,0,3,1,6,1,41,7,1390,1,13,1,1
201401BS70126,1,9,0,3,0,1,0,0,0,0,2,1,6,1,62,9,1497,1,9,4,1
201401BS70126,2,1,0,18,0,1,0,11,0,0,1,1,6,1,41,7,-1,-1,-1,6,1
201401BS70127,1,9,0,9,0,8,0,0,0,0,3,1,6,1,59,9,1598,1,7,3,1
201401BS70127,2,1,0,18,0,8,0,0,0,0,1,1,6,2,35,6,-1,-1,-1,-1,-1
201401BS70128,1,9,0,17,0,8,0,0,0,0,2,1,6,2,48,8,1197,1,3,9,1
201401BS70128,2,9,0,17,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1
201401BS70129,1,9,0,6,0,8,0,0,0,0,3,1,6,1,70,10,5972,1,8,8,1
201401BS70129,2,2,0,18,0,8,0,0,0,0,1,1,6,1,26,6,125,1,7,2,1
201401BS70130,1,9,0,7,3,8,0,0,0,0,2,1,6,1,29,6,1896,2,11,8,1
201401BS70130,2,9,0,7,0,8,0,0,0,0,1,1,6,1,28,6,2993,2,10,3,1
201401BS70133,1,9,0,9,0,8,0,0,0,0,1,1,6,1,41,7,-1,-1,-1,4,1
201401BS70134,1,19,0,4,0,2,0,0,0,0,2,1,1,1,66,10,2261,1,4,9,1
201401BS70134,2,3,0,18,0,2,0,0,0,0,1,1,1,1,21,5,125,1,9,1,1
201401BS70136,1,19,0,9,0,8,0,0,0,0,2,1,1,1,37,7,1968,2,2,4,1
201401BS70136,2,5,0,18,0,8,0,0,0,0,1,1,6,1,49,8,599,1,4,3,1
201401BS70137,1,8,0,9,0,8,0,0,0,0,1,1,1,1,42,7,2497,2,4,4,1
201401BS70138,1,8,0,3,0,8,0,0,0,0,0,1,1,1,43,7,2402,2,10,10,1
201401BS70138,2,8,0,10,0,8,0,0,0,0,1,1,6,1,59,9,2979,1,3,3,1
201401BS70138,3,3,0,14,0,8,0,0,0,0,1,1,6,1,25,5,125,1,9,4,1
201401BS70139,1,9,0,9,0,8,0,0,0,0,1,1,6,1,23,5,1993,1,12,7,3
201401BS70139,2,8,0,18,0,8,0,0,0,0,1,1,1,1,36,7,2402,2,10,3,1
201401BS70140,1,1,0,18,0,8,0,0,0,0,1,1,6,1,49,8,-1,-1,-1,2,1
201401BS70140,2,19,0,7,0,8,0,0,0,0,4,1,6,1,31,6,2800,2,8,2,1
201401BS70141,1,1,0,18,0,0,0,10,1,4,1,1,6,2,43,7,-1,-1,-1,1,1
201401BS70142,1,8,0,9,0,8,0,0,0,0,1,1,6,1,30,6,2499,2,4,4,1
201401BS70142,2,3,0,18,0,8,0,0,0,0,1,1,1,1,28,6,125,1,5,3,1
201401BS70143,1,9,0,13,0,0,0,0,0,0,4,1,6,1,59,9,1997,2,8,2,1
201401BS70143,2,5,0,18,0,0,0,0,0,0,3,1,6,1,25,5,499,1,1,4,1
201401BS70144,1,9,0,18,0,8,0,0,0,0,1,1,6,2,42,7,998,1,2,3,1
201401BS70144,2,9,0,3,0,8,0,0,0,0,2,1,6,1,21,5,1368,1,3,3,1
201401BS70145,1,1,0,18,0,8,0,0,0,0,1,1,6,1,35,6,-1,-1,-1,3,1
201401BS70145,2,9,0,18,0,8,0,0,0,0,4,1,6,2,57,9,998,1,1,5,1
201401BS70146,1,9,0,17,0,8,0,0,0,0,1,1,6,1,42,7,998,1,4,5,1
201401BS70146,2,5,0,18,0,8,0,0,0,0,1,1,6,1,22,5,-1,-1,-1,1,1
201401BS70147,1,3,0,18,0,8,0,0,0,0,1,1,6,1,21,5,125,1,7,9,1
201401BS70147,2,9,0,9,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70148,1,19,0,2,0,0,0,0,0,0,2,1,1,1,36,7,1995,2,1,-1,-1
201401BS70148,2,9,0,18,0,0,0,0,0,0,1,1,6,1,76,11,1242,1,5,7,1
201401BS70149,1,9,0,17,0,8,0,0,0,0,2,1,6,2,48,8,1242,1,13,5,1
201401BS70149,2,9,0,17,0,8,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1
201401BS70150,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1
201401BS70152,1,2,0,16,0,8,0,0,0,0,4,1,1,1,28,6,-1,-1,-1,7,1
201401BS70153,1,8,0,1,0,8,0,0,1,0,3,1,1,1,-1,-1,-1,-1,-1,-1,-1
201401BS70155,1,1,0,18,0,0,0,8,0,0,1,1,6,1,37,7,-1,-1,-1,-1,-1
201401BS70155,2,9,0,2,0,0,0,0,0,0,3,1,1,1,32,6,-1,-1,-1,9,1
201401BS70156,1,9,0,2,0,0,0,0,0,0,3,1,6,2,37,7,3311,8,7,6,1
201401BS70156,2,1,0,18,0,0,0,8,0,0,4,1,6,2,47,8,-1,-1,-1,2,1
201401BS70157,1,3,0,4,0,8,1,0,1,0,0,1,2,1,26,6,125,1,2,3,1
201401BS70157,2,19,0,11,0,8,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1,-1
201401BS70159,1,11,0,2,0,0,0,0,0,0,0,1,1,1,39,7,9000,2,7,8,1
201401BS70160,1,1,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1
201401BS70161,1,19,0,9,0,8,0,0,0,0,4,1,1,1,24,5,1995,2,2,10,3
201401BS70161,2,19,0,18,0,8,0,0,0,0,1,1,1,1,45,7,1248,2,7,-1,1
201401BS70162,1,9,0,9,0,6,0,0,0,0,4,1,6,1,33,6,1400,1,7,3,1
201401BS70162,2,9,0,18,0,8,0,0,0,0,1,1,6,1,34,6,6592,1,2,8,1
201401BS70162,3,9,0,2,0,8,0,0,0,0,4,1,6,2,44,7,1995,2,10,7,1
201401BS70162,4,9,0,2,0,8,0,0,0,0,3,1,6,1,53,8,1461,2,4,8,3
201401BS70163,1,9,0,2,0,8,0,0,0,0,3,1,6,1,51,8,2496,2,12,1,1
201401BS70163,2,1,0,14,0,8,0,4,0,0,1,1,1,2,23,5,-1,-1,-1,3,1
201401BS70164,1,9,0,1,0,8,0,10,3,10,2,1,6,1,15,3,1598,1,11,6,1
201401BS70165,1,11,0,9,0,8,0,0,0,0,0,1,1,1,43,7,4500,2,2,1,1
201401BS70166,1,11,0,4,0,8,0,0,0,0,0,1,1,1,-1,-1,6700,2,5,4,1
201401BS70167,1,8,0,18,0,8,0,0,0,0,1,1,1,1,56,9,2664,2,15,9,1
201401BS70167,2,3,0,18,0,8,0,0,0,0,1,1,6,1,27,6,124,1,-1,3,1
201401BS70168,1,1,0,18,0,0,0,0,0,0,1,1,6,2,34,6,-1,-1,-1,4,1
201401BS70171,1,9,0,9,0,8,0,0,0,0,1,1,6,2,65,9,1598,1,13,-1,-1
201401BS70172,1,9,0,9,0,8,0,0,0,0,2,1,6,1,52,8,2143,2,1,6,1
201401BS70172,2,3,0,16,0,8,0,0,1,0,1,1,6,1,20,4,124,1,3,4,1
201401BS70173,1,10,0,4,0,0,0,0,0,0,1,1,1,1,32,6,-1,-1,-1,-1,-1
201401BS70174,1,1,0,18,0,8,0,0,0,0,1,1,6,1,23,5,-1,-1,-1,2,1
201401BS70175,1,3,0,14,0,0,0,0,1,0,1,1,2,1,26,6,124,1,10,4,1
201401BS70176,1,9,0,9,0,8,0,0,0,0,1,1,6,1,71,10,-1,-1,-1,4,1
201401BS70176,2,3,0,13,0,8,0,0,0,0,4,1,1,1,26,6,108,1,1,3,1
201401BS70177,1,3,0,18,0,8,0,0,0,0,1,1,2,2,37,7,124,1,10,3,1
201401BS70178,1,9,0,18,0,8,0,0,0,0,3,1,6,1,80,11,1997,1,14,2,1
201401BS70179,1,9,0,18,0,8,0,0,0,0,1,1,6,2,43,7,3200,1,16,6,1
201401BS70179,2,9,0,9,0,8,0,0,0,0,1,1,2,1,32,6,-1,-1,-1,5,1
201401BS70180,1,5,0,15,0,8,0,0,1,0,3,1,1,1,39,7,599,1,11,3,1
201401BS70180,2,9,0,11,0,8,0,0,0,0,4,1,1,1,33,6,-1,-1,-1,9,1
201401BS70181,1,9,0,7,0,8,0,0,0,0,3,1,6,2,-1,-1,-1,-1,-1,-1,-1
201401BS70182,1,9,0,18,0,0,0,0,0,0,0,1,6,1,31,6,-1,-1,-1,2,1
201401BS70183,1,9,0,18,0,8,0,0,0,0,1,1,3,2,48,8,1598,1,10,4,1
201401BS70185,1,8,0,9,0,8,0,0,0,0,1,1,1,1,35,6,1968,2,2,-1,1
201401BS70186,1,19,0,3,0,8,0,0,0,0,2,1,1,1,50,8,2287,2,4,5,1
201401BS70186,2,4,0,4,0,8,0,0,0,0,1,1,1,1,54,8,-1,-1,-1,1,1
201401BS70187,1,9,0,9,0,8,0,0,0,0,4,1,6,2,22,5,998,1,9,-1,1
201401BS70188,1,2,0,12,0,8,0,0,0,0,3,1,6,1,32,6,124,1,5,2,1
201401BS70188,2,9,0,7,0,8,0,0,0,0,4,1,6,2,48,8,1389,1,17,5,1
201401BS70189,1,10,0,4,0,8,0,0,0,0,1,1,1,1,38,7,-1,-1,-1,3,1
201401BS70189,2,9,0,18,0,8,0,0,0,0,2,1,6,1,45,7,1598,2,-1,3,1
201401BS70190,1,11,0,4,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1,-1
201401BS70191,1,9,0,2,0,8,0,4,0,0,3,1,6,2,27,6,-1,-1,-1,-1,-1
201401BS70191,2,1,0,14,0,8,0,4,0,0,1,1,6,1,43,7,-1,-1,-1,2,1
201401BS70192,1,9,0,9,0,8,0,0,0,0,1,1,2,1,51,8,2967,2,1,7,1
201401BS70192,2,1,0,18,0,8,0,0,0,0,4,1,2,2,45,7,-1,-1,-1,6,1
201401BS70193,1,1,0,18,0,8,0,0,0,0,4,1,1,1,56,9,-1,-1,-1,10,1
201401BS70193,2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,-1,4163,1,3,7,1
201401BS70194,1,9,0,18,0,8,0,0,0,0,3,1,6,1,68,10,1242,1,8,2,1
201401BS70194,2,1,0,9,0,8,0,0,0,0,1,1,6,1,35,6,-1,-1,-1,1,1
201401BS70195,1,8,0,3,0,8,0,0,0,0,2,1,1,1,40,7,2499,2,7,3,1
201401BS70195,2,1,0,15,0,8,0,0,0,0,1,1,1,1,34,6,-1,-1,-1,5,1
201401BS70196,1,1,0,18,0,8,0,0,0,0,1,1,6,1,39,7,-1,-1,-1,5,1
201401BS70196,2,9,0,18,0,8,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1
201401BS70198,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,1796,1,6,-1,-1
201401BS70201,1,1,0,18,0,2,0,0,0,0,2,1,6,2,29,6,-1,-1,-1,4,1
