Acc_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
201301QA10406,2,1,0,18,0,2,0,0,0,0,3,1,6,1,4,-1,-1,-1,7,1
201301QA10407,1,9,0,5,0,1,0,0,0,0,2,1,6,2,8,1364,1,7,1,1
201301QA10407,2,9,0,5,0,1,0,0,0,0,1,1,2,1,8,998,1,3,3,1
201301QA10408,1,9,0,10,0,1,0,0,0,0,2,1,6,1,8,1998,1,12,3,1
201301QA10408,2,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,2926,2,11,7,1
201301QA10409,1,9,0,14,0,1,0,0,0,0,1,1,6,2,6,1598,1,8,4,1
201301QA10409,2,9,0,9,0,1,0,0,0,0,3,1,6,1,6,2401,2,10,9,1
201301QA10410,1,9,0,3,0,1,0,0,0,0,3,1,6,1,8,2171,1,10,3,1
201301QA10410,2,9,0,9,0,8,0,0,0,0,1,1,6,2,5,1796,1,8,6,1
201301QA10410,3,9,0,18,0,8,0,0,0,0,1,1,6,1,7,1796,1,9,-1,-1
201301QA10410,4,9,0,3,0,1,0,0,0,0,3,1,6,1,10,1339,1,5,5,1
201301QA10411,1,9,0,4,0,0,0,0,0,0,2,1,6,2,8,1397,1,9,5,1
201301QA10411,2,9,0,18,0,0,0,0,0,0,1,1,1,1,8,-1,-1,-1,10,1
201301QA10412,1,9,0,7,0,8,0,0,0,0,3,1,6,1,11,1198,1,4,5,1
201301QA10412,2,1,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301QA10413,1,9,0,9,0,8,0,0,0,0,1,1,6,1,10,1794,1,8,7,1
201301QA10414,1,9,0,18,0,8,0,0,1,4,1,1,6,2,-1,1339,1,8,5,1
201301QA10415,1,9,0,18,0,0,0,10,7,10,1,1,3,2,7,1390,1,12,7,1
201301QA10417,1,9,0,6,0,8,0,0,0,0,0,1,6,2,4,1124,1,11,-1,-1
201301QA10417,2,3,0,18,0,8,0,0,0,0,0,1,6,1,-1,599,1,4,3,1
201301QA10418,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,-1
201301QA10418,2,9,0,9,0,8,0,0,0,0,4,1,6,2,10,2926,2,9,8,1
201301QA10419,1,9,0,18,0,0,0,0,0,0,1,1,6,1,6,1362,1,1,5,1
201301QA10420,1,19,0,5,0,0,0,0,0,0,1,1,6,1,8,2198,2,6,5,1
201301QA10420,2,9,0,2,0,0,0,0,0,0,2,1,6,2,6,1686,2,-1,3,1
201301QA10421,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301QA10422,1,9,0,18,0,8,0,0,0,0,1,1,6,2,4,1299,1,12,2,1
201301QA10422,2,9,0,9,0,8,0,0,0,0,4,1,6,1,5,998,1,12,3,1
201301QA10423,1,9,0,18,0,8,0,0,0,0,4,1,6,2,5,1596,1,12,5,1
201301QA10423,2,9,0,5,0,8,0,0,0,0,1,1,6,1,10,1086,1,8,10,1
201301QA10424,1,9,0,18,0,0,0,0,0,0,4,1,6,3,-1,2685,2,11,-1,-1
201301QA10425,1,9,0,5,0,1,0,0,0,0,1,1,6,2,-1,1995,1,4,-1,-1
201301QA10427,1,9,0,3,0,2,0,0,0,0,2,1,6,2,6,1796,1,10,6,1
201301QA10427,2,9,0,18,0,2,0,0,0,0,1,1,6,1,6,1596,1,8,6,1
201301QA10428,1,19,0,7,0,1,0,0,0,0,1,1,6,1,8,2198,2,2,6,1
201301QA10429,1,9,0,3,0,1,0,0,0,0,2,1,6,1,8,1386,1,3,7,1
201301QA10429,2,9,0,4,0,1,0,0,0,0,1,1,6,1,-1,1332,1,17,-1,-1
201301QA10430,1,9,0,18,0,8,0,0,0,0,1,1,6,2,9,1999,1,6,8,1
201301QA10430,2,19,0,18,0,8,0,0,0,0,4,1,6,1,-1,2402,2,4,-1,-1
201301QA10431,1,9,0,9,0,2,0,0,0,0,1,1,6,2,9,1199,1,10,8,1
201301QA10431,2,1,0,18,0,1,0,0,0,0,3,1,2,1,7,-1,-1,-1,7,1
201301QA10432,1,9,0,18,0,8,0,0,0,0,4,1,6,2,10,1339,1,1,-1,-1
201301QA10433,1,9,0,18,0,1,0,0,0,0,3,1,2,2,8,1598,1,-1,6,1
201301QA10434,1,9,0,18,0,0,0,0,0,0,1,1,3,1,8,-1,-1,-1,3,1
201301QA10434,2,9,0,5,0,0,0,4,0,0,3,1,3,1,8,-1,-1,-1,3,1
201301QA10434,3,9,0,2,0,0,0,0,0,0,1,1,6,1,-1,1461,2,5,-1,-1
201301QA10435,1,2,0,14,0,1,0,0,0,0,1,1,1,1,5,49,1,4,6,1
201301QA10435,2,9,0,9,0,1,0,0,0,0,3,1,6,1,-1,1995,2,1,6,1
201301QA10436,1,9,0,9,0,8,0,0,0,0,1,1,6,1,8,4966,1,10,5,1
201301QA10436,2,1,0,18,0,8,0,0,0,0,4,1,6,1,7,-1,-1,-1,-1,-1
201301QA10437,1,11,0,18,0,1,0,0,0,0,4,1,1,1,8,4500,2,2,6,1
201301QA10437,2,9,0,18,0,1,0,0,0,0,1,1,6,1,8,1896,2,8,8,1
201301QA10438,1,9,0,5,0,1,0,0,0,0,1,1,6,2,7,1489,1,15,6,1
201301QA10439,1,9,0,14,0,1,1,0,0,0,1,1,6,1,6,1296,1,7,8,1
201301QA10440,1,9,0,18,0,1,0,0,0,0,4,1,6,1,6,998,1,1,1,1
201301QA10441,1,9,0,3,0,1,0,0,0,0,2,1,6,2,6,998,1,7,7,1
201301QA10441,2,8,0,18,0,1,0,0,0,0,1,1,6,1,-1,1997,2,3,-1,-1
201301QA10442,1,9,0,14,0,0,0,0,0,0,1,1,6,1,4,-1,-1,-1,2,1
201301QA10442,2,9,0,14,0,0,0,0,0,0,1,1,6,2,5,2993,2,7,6,1
201301QA10443,1,19,0,18,0,8,0,0,0,0,3,1,6,1,5,2148,2,8,9,1
201301QA10443,2,1,0,18,0,8,0,0,0,0,4,1,6,2,8,-1,-1,-1,8,1
201301QA10444,1,11,0,4,0,1,0,0,0,0,0,1,1,1,9,4500,2,2,10,1
201301QA10445,1,9,0,18,0,8,0,0,0,0,4,1,6,2,7,1497,8,-1,4,1
201301QA10445,2,9,0,7,0,8,0,0,0,0,3,1,6,1,5,1390,1,14,6,1
201301QA10446,1,9,0,18,0,0,0,4,0,0,1,1,6,1,11,1328,1,12,5,2
201301QA10446,2,9,0,2,0,0,0,0,0,0,2,1,6,2,-1,-1,-1,-1,-1,-1
201301QA10447,1,9,0,18,0,8,0,0,0,0,1,1,6,1,5,3498,1,8,6,1
201301QA10447,2,9,0,18,0,5,0,0,0,0,1,1,6,2,5,1242,1,-1,4,1
201301QA10449,1,9,0,18,0,0,0,0,0,0,4,1,2,2,8,1388,1,1,8,1
201301QA10452,1,19,0,18,0,1,0,0,0,0,4,1,1,1,6,2143,2,3,3,1
201301QA10453,1,9,0,18,0,0,0,0,0,0,4,1,6,2,11,-1,-1,-1,10,1
201301QA10453,2,9,0,18,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301QA10454,1,9,0,18,0,0,0,0,0,0,1,1,6,2,6,1988,1,9,3,1
201301QA10455,1,9,0,17,0,0,0,4,0,0,1,1,6,2,5,1598,1,5,6,1
201301QA10455,2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,1598,1,14,-1,-1
201301QA10455,3,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,2993,2,9,-1,-1
201301QA10455,4,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,1896,2,5,-1,-1
201301QA10456,1,9,0,18,0,1,0,0,0,0,4,1,6,1,7,1360,1,7,5,1
201301QA10457,1,3,0,4,0,2,1,0,0,0,0,1,2,1,6,124,1,1,7,1
201301QA10458,1,9,0,9,0,8,0,0,0,0,1,1,6,2,8,1998,1,7,4,1
201301QA10460,1,9,0,7,0,2,0,0,0,0,1,1,6,1,10,1397,1,10,10,1
201301QA10461,1,9,0,3,0,2,0,0,0,0,3,1,6,1,8,1560,2,-1,4,1
201301QA10461,2,9,0,9,0,1,0,0,0,0,3,1,6,1,-1,1598,1,4,-1,-1
201301QA10463,1,9,0,9,0,1,0,0,0,0,4,1,6,1,6,1984,1,13,6,1
201301QA10463,2,1,0,18,0,1,0,0,0,0,1,1,6,1,7,-1,-1,-1,9,1
201301QA10465,1,8,0,18,0,1,0,0,0,0,1,1,1,1,7,1797,8,4,3,1
201301QA10465,2,9,0,9,0,1,0,0,0,0,4,1,1,2,8,1242,1,-1,3,1
201301QA10466,1,8,0,9,0,2,0,0,0,0,1,1,2,1,8,1896,2,5,4,1
201301QA10467,1,11,0,5,0,0,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
201301QA10470,1,11,0,4,0,1,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
201301QA10471,1,3,0,18,0,1,1,0,0,0,0,1,2,1,8,124,1,3,9,1
201301QA10471,2,9,0,9,0,1,0,0,0,0,0,1,6,1,8,1995,2,10,2,1
201301QA10476,1,9,0,9,0,8,0,0,0,0,4,1,6,1,7,1493,1,14,6,1
201301QA10476,2,9,0,9,0,8,0,0,0,0,3,1,6,1,-1,2979,1,10,-1,-1
201301QA19007,1,9,0,18,0,1,0,0,0,0,1,1,1,2,5,1199,1,10,3,1
201301QA19010,1,3,0,9,0,8,0,0,0,0,4,1,6,1,6,-1,-1,-1,4,1
201301QA19010,2,9,0,18,0,6,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301QA19011,1,9,0,3,0,1,0,0,0,0,2,1,2,2,6,1686,2,1,8,2
201301QA19011,2,9,0,3,0,1,0,0,0,0,2,1,1,1,7,1598,2,-1,-1,-1
201301QA19011,3,9,0,4,0,1,0,0,0,0,1,1,2,2,4,1299,1,8,9,1
201301QA19022,1,9,0,18,0,0,0,0,0,0,1,1,6,2,-1,1560,2,5,-1,-1
201301QA19039,1,9,0,7,0,8,0,0,0,0,2,1,6,2,7,1998,1,15,7,1
201301QA19039,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301QA19351,1,9,0,18,0,0,0,0,0,0,4,1,2,1,6,1596,1,9,4,1
201301QA19364,1,5,0,4,0,8,1,0,0,0,1,1,6,1,-1,984,1,8,7,1
201301QA19364,2,9,0,4,0,8,0,0,0,0,2,1,6,2,6,1296,1,5,9,1
201301QK50003,1,19,0,14,0,1,0,0,0,0,4,1,6,1,7,-1,-1,-1,-1,-1
201301QK50004,1,9,0,9,0,8,0,0,0,0,3,1,6,2,10,1988,1,10,10,1
201301QK50004,2,9,0,13,0,8,0,0,0,0,4,1,6,2,-1,-1,-1,-1,6,1
201301QK50005,1,2,0,3,0,2,0,0,0,0,2,1,1,1,5,125,1,2,-1,-1
201301QK50005,2,19,0,4,0,2,0,0,0,0,1,1,1,1,8,-1,-1,-1,-1,-1
201301QK50008,1,5,0,12,0,0,0,0,0,0,1,1,2,1,7,-1,-1,-1,2,1
201301QK50008,2,9,0,4,0,0,0,0,0,0,2,1,6,1,7,-1,-1,-1,-1,-1
201301QK50011,1,9,0,4,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
201301QK50011,2,9,0,9,0,8,0,0,0,0,4,1,6,2,4,1560,2,1,5,1
201301QK50012,1,9,0,4,0,8,0,7,3,2,1,1,6,1,6,1240,1,10,3,1
201301QK50014,1,9,0,5,0,0,0,0,0,0,4,1,6,2,8,1199,1,9,1,1
201301QK50015,1,1,0,15,0,1,0,0,0,0,3,1,2,2,8,-1,-1,-1,2,1
201301QK50015,2,9,0,3,0,1,0,0,0,0,4,1,6,2,-1,2099,1,10,-1,-1
201301QK50016,1,9,0,10,0,8,0,0,0,0,2,1,6,2,4,1242,1,4,2,1
201301QK50016,2,9,0,4,0,8,1,0,0,0,1,1,6,1,6,1796,1,8,7,1
201301QK50017,1,11,0,7,0,6,0,0,0,0,0,1,1,1,7,4500,2,5,-1,-1
201301QK50018,1,9,0,18,0,8,0,0,0,0,3,1,6,1,7,1000,1,18,3,1
201301QK50018,2,9,0,9,0,5,0,0,0,0,1,1,6,1,-1,1600,1,14,5,1
201301QK50020,1,9,0,9,0,6,0,0,0,0,3,1,6,1,9,1000,1,1,8,1
201301QK50020,2,4,0,13,0,8,0,0,0,0,1,1,2,1,5,124,1,4,1,1
201301QK50021,1,3,0,4,0,8,0,0,0,0,0,1,6,1,5,124,1,1,1,1
201301QK50021,2,9,0,7,0,8,0,0,0,0,0,1,6,1,7,1895,1,13,1,1
201301QK50023,1,19,0,7,0,2,0,0,0,0,4,1,1,1,-1,2198,2,4,7,1
201301QK50023,2,90,0,5,0,2,0,0,0,0,1,1,6,1,9,-1,-1,-1,-1,-1
201301QK50024,1,9,0,18,0,8,0,4,0,0,4,1,6,1,6,2148,2,11,1,1
201301QK50024,2,9,0,9,0,6,0,0,1,10,1,1,6,1,8,2099,1,9,3,1
201301QK50024,3,9,0,2,0,8,0,0,0,0,4,1,6,3,-1,796,1,14,-1,-1
201301QK50025,1,5,0,18,0,0,1,0,0,0,0,1,2,1,8,644,1,14,3,1
201301QK50026,1,9,0,10,0,2,0,0,0,0,1,1,6,1,7,1388,1,13,4,1
201301QK50026,2,9,0,4,0,1,0,0,7,10,1,1,6,1,-1,2494,1,9,-1,-1
201301QK50027,1,2,0,18,0,8,0,0,0,0,4,1,6,1,6,49,1,11,4,1
201301QK50027,2,9,0,5,0,8,0,0,0,0,3,1,6,2,6,-1,-1,-1,4,1
201301QK50029,1,9,0,4,0,0,1,0,0,0,4,1,6,2,6,1364,1,5,4,1
201301QK50030,1,3,0,18,0,8,1,0,0,0,4,1,6,1,6,125,1,4,2,1
201301QK50030,2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,1582,2,1,-1,-1
201301QK50032,1,19,0,6,0,0,0,0,0,0,1,1,6,1,6,1389,7,12,-1,-1
201301QK50032,2,9,0,18,0,0,0,0,0,0,3,1,6,1,6,1753,2,9,2,1
201301QK50033,1,9,0,5,0,8,0,0,0,0,3,1,6,1,6,998,1,13,6,1
201301QK50033,2,9,0,6,0,8,0,0,0,0,1,1,6,3,-1,1997,2,4,-1,-1
201301QK50034,1,9,0,7,0,8,1,9,3,0,2,1,1,1,7,1198,1,2,4,1
201301QK50034,2,9,0,17,0,8,0,0,0,0,1,1,1,1,8,999,1,-1,6,1
201301QK50035,1,11,0,18,0,0,0,0,0,0,4,1,1,1,6,-1,-1,-1,5,1
201301QK50035,2,19,0,1,0,0,0,0,0,0,3,1,6,1,-1,-1,-1,-1,2,1
201301QK50036,1,19,0,14,0,1,0,0,0,0,1,1,1,1,6,2148,2,8,4,1
201301QK50037,1,3,0,18,0,0,0,0,0,0,1,1,1,1,6,124,1,3,3,1
201301QK50037,2,1,0,5,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301QK50038,1,9,0,18,0,8,0,0,0,0,3,1,6,1,8,1598,1,13,4,1
201301QK50038,2,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,1590,1,11,-1,-1
201301QK50039,1,9,0,9,0,8,0,0,0,0,1,1,6,2,4,1598,1,10,5,1
201301QK50039,2,8,0,7,0,5,0,0,0,0,4,1,1,1,6,1598,1,4,3,1
201301QK50040,1,9,0,1,0,8,0,0,0,0,2,1,3,2,6,1598,1,10,1,1
201301QK50041,1,9,0,9,0,5,0,0,0,0,1,1,2,2,8,1999,1,11,1,1
201301QK50041,2,2,0,18,0,5,0,0,0,0,3,1,6,1,4,49,1,5,2,1
201301QK50042,1,9,0,9,0,2,0,0,0,0,3,1,1,2,6,1753,2,9,8,1
201301QK50042,2,19,0,18,0,1,0,0,0,0,1,1,1,1,9,2402,2,9,-1,-1
201301QK50043,1,9,0,18,0,0,0,0,1,2,1,1,6,1,4,1360,1,5,4,1
201301QK50046,1,19,0,5,0,1,0,0,0,0,1,1,6,2,9,-1,-1,-1,7,1
201301QK50048,1,9,0,7,0,5,0,0,0,0,1,1,6,2,-1,1493,1,15,4,1
201301QK50049,1,9,0,18,0,8,0,0,0,0,1,1,2,1,6,1995,2,7,9,1
201301QK50049,2,9,0,9,0,8,0,0,0,0,4,1,2,2,6,998,1,3,4,1
201301QK50050,1,9,0,9,0,5,0,0,0,0,1,1,6,1,6,2204,2,8,4,1
201301QK50050,2,19,0,18,0,8,0,0,0,0,1,1,1,1,7,-1,-1,-1,3,1
201301QK50052,1,9,0,18,0,8,0,0,0,0,4,1,6,1,7,1995,2,11,5,1
201301QK50052,2,9,0,18,0,8,0,0,0,0,1,1,6,2,-1,2995,1,10,-1,-1
201301QK50053,1,9,0,7,0,5,0,0,0,0,1,1,6,1,6,2685,2,10,-1,-1
201301QK50053,2,9,0,3,0,8,0,0,0,0,1,1,6,2,7,1896,2,12,-1,-1
201301QK50054,1,9,0,18,0,8,0,0,0,0,1,1,2,1,7,1796,1,10,5,1
201301QK50054,2,19,0,9,0,8,0,0,0,0,3,1,2,1,7,1686,2,10,2,1
201301QK50055,1,9,0,10,0,1,1,0,4,6,2,1,6,1,7,1388,1,5,5,1
201301QK50055,2,21,0,18,0,1,0,0,0,0,1,1,1,1,-1,11946,2,3,-1,-1
201301QK50057,1,1,0,18,0,8,0,0,0,0,1,1,2,2,6,-1,-1,-1,2,1
201301QK50057,2,9,0,9,0,5,0,0,0,0,1,1,6,1,-1,1995,2,7,-1,-1
201301QK50058,1,9,0,14,0,0,0,0,0,0,1,1,2,2,5,1124,1,9,6,1
201301QK50059,1,2,0,18,0,8,0,0,0,0,3,1,6,1,6,49,1,1,4,1
201301QK50059,2,9,0,9,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301QK50060,1,9,0,18,0,8,0,0,0,0,3,1,6,1,8,1868,2,12,3,1
201301QK50060,2,9,0,18,0,6,0,0,0,0,1,1,6,1,6,1796,1,11,6,1
201301QK50061,1,11,0,4,2,2,0,0,0,0,0,1,1,1,9,9360,2,4,3,1
201301QK50062,1,9,0,9,0,5,0,0,0,0,1,1,6,1,6,1956,2,3,-1,1
201301QK50062,2,9,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,1,1
201301QK50063,1,9,0,18,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,-1,-1
201301QK50063,2,9,0,18,0,8,0,0,0,0,3,1,6,1,5,1199,1,11,-1,1
201301QK50064,1,8,0,6,0,8,0,0,0,0,3,1,1,1,7,1910,2,6,3,1
201301QK50064,2,3,0,18,0,8,0,0,0,0,1,1,1,1,6,125,1,3,6,1
201301QK50065,1,9,0,9,0,6,0,0,0,0,1,1,6,1,9,1582,2,4,5,1
201301QK50065,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,1,1
201301QK50067,1,9,0,4,0,0,0,0,0,0,2,1,6,1,5,-1,-1,-1,6,1
201301QK50067,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,1124,1,12,-1,-1
201301QK50069,1,9,0,1,0,2,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
201301QK50070,1,1,0,18,0,8,0,0,0,0,1,1,2,2,5,-1,-1,-1,-1,-1
201301QK50070,2,9,0,7,0,5,0,0,0,0,4,1,6,2,-1,1598,1,1,-1,-1
201301QK50071,1,9,0,4,0,0,0,0,0,0,2,1,6,2,11,-1,-1,-1,10,1
201301QK50071,2,9,0,18,0,0,0,0,0,0,1,1,1,1,-1,1560,2,9,-1,-1
201301QK50072,1,9,0,2,0,0,0,0,0,0,1,1,6,2,7,-1,-1,-1,-1,-1
201301QK50072,2,9,0,1,0,0,0,0,0,0,2,1,6,1,-1,1896,2,17,-1,-1
201301QK50073,1,9,0,4,0,8,0,0,0,0,1,1,1,2,8,1599,1,9,3,1
201301QK50073,2,9,0,18,0,8,0,0,0,0,4,1,6,1,8,1497,8,6,4,1
201301QK50074,1,11,0,4,2,1,0,0,0,0,0,1,6,1,5,-1,-1,-1,-1,-1
201301QK50076,1,9,0,4,0,2,0,0,0,0,1,1,6,1,6,3724,1,8,6,1
201301QK50077,1,9,0,9,0,8,0,0,0,0,1,1,6,1,6,2000,1,7,-1,-1
201301QK50077,2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
201301QK50078,1,11,0,4,0,1,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
201301QK50082,1,8,0,18,0,8,0,0,0,0,2,1,1,1,6,1497,8,4,4,1
201301QK50082,2,5,0,18,0,8,1,0,0,0,3,1,2,1,6,599,1,10,4,1
201301QK50083,1,9,0,4,0,1,0,0,0,0,2,1,6,1,7,1598,1,3,8,1
201301QK50083,2,9,0,4,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301QK50084,1,3,0,18,0,0,1,0,7,0,1,1,6,1,8,124,1,-1,2,1
201301QK50085,1,9,0,18,0,1,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
201301QK50085,2,5,0,18,0,1,1,0,5,7,1,1,6,1,9,1294,1,17,-1,-1
201301QK50086,1,11,0,2,2,2,0,0,0,0,2,1,6,1,6,4500,2,1,3,1
201301QK50086,2,9,0,18,2,2,0,4,0,0,1,1,6,1,8,1598,1,3,2,1
201301QK50087,1,9,0,18,0,2,0,0,0,0,3,1,6,1,8,1997,1,14,4,1
201301QK50088,1,9,0,4,0,0,0,0,0,0,2,1,2,1,7,2171,2,10,5,1
201301QK50088,2,19,0,4,0,0,0,0,0,0,1,1,1,1,6,2500,2,6,2,1
201301QK50089,1,9,0,18,0,0,0,0,0,0,1,1,2,1,6,-1,-1,-1,-1,-1
201301QK50089,2,9,0,18,0,0,0,0,0,0,1,1,1,1,8,1796,1,15,5,1
201301QK50091,1,19,0,4,0,2,0,0,0,0,1,1,6,1,5,2402,2,7,3,1
201301QK50092,1,9,0,9,0,1,0,0,0,0,2,1,2,1,7,1364,1,10,1,1
201301QK50092,2,5,0,4,0,1,0,0,0,0,1,1,2,1,7,-1,-1,-1,3,1
201301QK50093,1,9,0,18,0,0,0,0,0,0,4,1,6,2,11,1587,1,11,2,1
201301QK50094,1,11,0,4,0,1,0,0,0,0,0,1,1,1,5,6692,2,4,2,1
201301QK50094,2,2,0,13,0,1,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
201301QK50097,1,9,0,4,0,8,0,0,0,0,1,1,6,1,6,998,1,3,3,1
201301QK50098,1,9,0,16,0,8,0,4,2,2,1,1,6,1,5,4398,1,15,8,3
201301QK50098,2,19,0,2,0,2,1,0,0,0,2,1,6,3,-1,1753,2,16,-1,-1
201301QK50099,1,11,0,4,0,1,0,0,0,0,0,1,1,1,7,9360,2,3,3,1
201301QK50099,2,9,0,13,0,1,0,0,0,0,0,1,6,3,-1,1896,2,12,-1,-1
201301QK50100,1,9,0,18,0,0,0,0,0,0,3,1,6,2,7,1598,1,13,1,1
201301QK50101,1,3,0,13,0,1,0,0,0,0,1,1,2,1,6,125,1,4,5,1
201301QK50102,1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1197,1,1,2,1
201301QK50102,2,9,0,18,0,8,0,0,0,0,1,1,3,2,7,1998,2,6,4,1
201301QK50103,1,9,0,18,0,1,0,0,0,0,2,1,6,1,8,1686,2,1,6,1
201301QK50103,2,9,0,18,0,1,0,0,0,0,1,1,6,1,5,-1,-1,-1,-1,-1
201301QK50104,1,9,0,18,0,0,0,0,0,0,4,1,6,1,7,1596,1,7,2,1
201301QK50104,2,9,0,15,0,0,0,0,0,0,3,1,6,1,-1,1461,2,10,-1,-1
201301QK50105,1,3,0,14,0,2,0,0,0,0,1,1,6,1,6,102,1,10,1,1
201301QK50107,1,3,0,18,0,1,1,0,0,0,1,1,6,1,5,125,1,2,4,1
201301QK50107,2,9,0,4,0,1,0,0,0,0,2,1,6,1,7,1794,1,4,5,1
201301QK50108,1,9,0,18,0,2,0,0,0,0,4,1,6,2,9,1596,1,11,3,1
201301QK50109,1,9,0,9,0,6,0,0,0,0,3,1,6,1,9,1199,1,11,2,1
201301QK50109,2,1,0,13,0,1,0,0,0,0,1,1,6,2,9,-1,-1,-1,3,1
201301QK50110,1,9,0,3,0,1,0,0,0,0,2,1,6,2,7,1999,1,7,1,1
201301QK50110,2,19,0,18,0,1,0,0,0,0,1,1,1,1,6,-1,-1,-1,2,1
201301QK50111,1,9,0,9,0,6,0,0,0,0,1,1,6,1,7,1895,1,17,1,1
201301QK50111,2,1,0,18,0,1,0,0,0,0,4,1,6,1,8,-1,-1,-1,-1,-1
201301QK50112,1,11,0,18,0,8,0,0,0,0,0,1,1,1,9,-1,-1,-1,-1,-1
201301QK50112,2,9,0,9,0,8,0,0,0,0,0,1,6,3,-1,2000,1,9,-1,-1
201301QK50113,1,9,0,3,0,1,0,0,0,0,2,1,6,1,6,1396,1,14,4,1
201301QK50113,2,9,0,3,0,1,0,0,0,0,1,1,6,3,-1,2148,2,10,-1,-1
201301QK50113,3,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,1596,1,8,-1,-1
201301QK50114,1,9,0,4,0,1,0,0,0,0,4,1,6,1,6,599,1,11,1,1
201301QK50117,1,9,0,2,0,0,0,0,1,0,4,1,6,3,-1,1596,1,11,-1,-1
201301QK50117,2,9,0,18,0,0,0,4,0,0,3,1,6,1,6,1598,1,1,4,1
201301QK50117,3,9,0,6,0,0,0,0,0,0,4,1,6,1,6,1400,1,8,-1,-1
201301QK50118,1,9,0,4,0,0,0,0,0,0,2,1,6,2,8,2967,1,8,5,1
201301QK50118,2,9,0,4,0,0,0,0,0,0,1,1,6,2,7,1199,1,11,2,1
201301QK50119,1,9,0,9,0,8,0,0,0,0,1,1,6,1,5,1910,2,6,7,1
201301QK50119,2,9,0,18,0,8,0,0,0,0,3,1,6,2,7,1598,1,8,6,1
201301QK50120,1,3,0,18,0,1,0,0,0,0,4,1,6,1,5,124,1,1,4,1
201301QK50120,2,9,0,5,0,6,0,0,0,0,1,1,6,1,-1,2976,1,10,4,1
201301QK50121,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,2982,2,10,1,1
201301QK50121,2,9,0,18,0,7,0,0,0,0,3,1,6,1,10,2401,2,8,7,2
201301QK50122,1,19,0,9,0,2,0,0,0,0,3,1,1,1,6,-1,-1,-1,4,1
201301QK50122,2,1,0,18,0,1,0,0,0,0,1,1,6,1,7,-1,-1,-1,3,1
201301QK50123,1,9,0,18,0,8,0,0,0,0,3,1,6,1,4,2199,2,2,2,1
201301QK50123,2,9,0,18,0,8,0,0,0,0,1,1,6,2,5,1198,1,11,7,1
201301QK50124,1,9,0,6,0,1,0,0,0,0,2,1,6,2,7,1296,1,5,6,1
201301QK50124,2,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1995,2,6,1,1
201301QK50125,1,19,0,1,0,0,0,0,0,0,2,1,1,1,8,2151,2,9,5,1
201301QK50126,1,3,0,18,0,0,0,0,0,0,1,1,1,1,6,125,1,8,4,1
201301QK50126,2,9,0,6,0,0,0,0,0,0,3,1,1,1,7,1896,2,9,2,1
201301QK50127,1,9,0,9,0,8,0,0,0,0,1,1,6,1,10,1397,1,14,4,1
201301QK50127,2,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1242,1,11,-1,-1
