Acc_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
201301HT20452,2,8,0,18,0,2,0,0,0,0,1,1,6,1,7,2499,2,4,2,1
201301HT20453,1,9,0,3,0,8,0,0,0,0,2,1,6,1,-1,1390,1,8,2,1
201301HT20453,2,19,0,4,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20454,1,8,0,8,0,1,0,0,0,0,2,1,1,1,9,2402,2,8,1,1
201301HT20454,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,1061,1,9,-1,-1
201301HT20455,1,9,0,18,0,0,0,0,0,0,1,1,6,1,6,1850,1,14,3,1
201301HT20456,1,11,0,18,0,0,0,0,0,0,3,2,1,1,8,-1,-1,-1,-1,-1
201301HT20456,2,1,0,18,0,0,0,0,0,0,3,1,2,2,8,-1,-1,-1,5,1
201301HT20458,1,9,0,2,0,2,0,0,0,0,3,1,6,1,8,2401,2,7,10,1
201301HT20458,2,1,0,18,0,2,0,8,0,0,1,1,6,2,6,-1,-1,-1,-1,-1
201301HT20459,1,19,0,13,0,2,0,0,0,0,1,1,1,1,9,-1,-1,-1,5,1
201301HT20459,2,1,0,18,0,2,0,0,0,0,2,1,6,1,6,-1,-1,-1,3,1
201301HT20460,1,9,0,3,0,8,0,0,0,0,2,1,6,2,6,1596,1,8,10,1
201301HT20460,2,9,0,18,0,8,0,0,0,0,1,1,6,2,-1,1229,1,3,1,1
201301HT20461,1,10,0,7,0,8,0,0,0,0,3,1,1,1,8,-1,-1,-1,-1,-1
201301HT20461,2,1,0,17,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
201301HT20462,1,9,0,18,0,1,0,0,0,0,1,1,1,1,8,1798,1,3,1,1
201301HT20464,1,9,0,4,0,8,0,0,0,0,2,1,1,1,9,1498,1,6,3,1
201301HT20464,2,1,0,4,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
201301HT20465,1,9,0,7,0,8,0,0,0,0,4,1,6,1,8,1360,1,7,-1,-1
201301HT20465,2,1,0,18,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,-1,-1
201301HT20469,1,2,0,18,0,8,0,0,0,0,1,1,6,1,4,125,1,11,5,1
201301HT20469,2,9,0,9,0,8,0,0,0,0,2,1,6,1,5,1598,1,12,5,1
201301HT20470,1,9,0,3,0,8,0,0,0,0,2,1,6,1,10,2987,2,3,2,1
201301HT20470,2,1,0,18,0,8,0,4,0,0,1,1,2,1,5,-1,-1,-1,2,1
201301HT20471,1,9,0,9,0,8,0,0,0,0,4,1,6,2,7,1390,1,15,3,1
201301HT20471,2,1,0,1,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,1,1
201301HT20472,1,9,0,12,0,2,0,0,0,0,3,1,6,1,4,998,1,8,5,1
201301HT20472,2,3,0,18,0,2,0,0,0,0,4,1,6,1,8,278,1,3,6,2
201301HT20473,1,9,0,12,0,1,0,0,0,0,3,1,6,1,5,1798,8,1,9,1
201301HT20473,2,1,0,18,0,1,0,0,0,0,4,1,6,1,5,-1,-1,-1,1,1
201301HT20474,1,3,0,18,0,1,0,0,0,0,1,1,6,1,7,125,1,1,2,1
201301HT20475,1,9,0,18,0,8,0,0,0,0,1,1,6,1,9,1910,2,4,-1,-1
201301HT20475,2,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,1497,1,11,-1,-1
201301HT20477,1,3,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,-1,-1
201301HT20477,2,19,0,9,0,8,0,0,0,0,4,1,6,3,-1,2198,2,1,-1,-1
201301HT20478,1,1,0,18,0,8,0,0,0,0,3,1,6,1,4,-1,-1,-1,2,1
201301HT20478,2,9,0,11,0,8,0,0,0,0,4,1,6,1,-1,1999,1,8,4,1
201301HT20479,1,9,0,5,9,1,0,10,1,0,1,1,1,2,6,1599,1,7,2,1
201301HT20480,1,8,0,18,0,8,0,0,0,0,1,1,1,1,10,2496,2,15,4,1
201301HT20481,1,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,1,1
201301HT20481,2,9,0,9,0,8,0,0,0,0,4,1,6,1,6,1598,1,11,1,1
201301HT20482,1,11,0,18,0,1,0,0,0,0,1,1,1,1,6,4500,2,4,2,1
201301HT20483,1,3,0,4,0,0,1,0,0,0,0,1,6,1,8,249,1,15,3,1
201301HT20485,1,3,0,18,0,1,0,0,0,0,1,1,6,1,7,124,1,2,4,1
201301HT20486,1,1,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,8,1
201301HT20486,2,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,999,1,1,-1,-1
201301HT20487,1,8,0,7,0,8,0,0,0,0,3,1,1,1,7,2499,2,6,8,2
201301HT20487,2,1,0,16,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,2,1
201301HT20488,1,1,0,18,0,1,0,0,0,0,2,1,6,2,5,-1,-1,-1,-1,-1
201301HT20488,2,9,0,13,0,1,0,0,0,0,1,1,6,3,-1,1587,1,11,-1,-1
201301HT20489,1,9,0,18,0,2,0,0,0,0,1,1,6,1,5,2979,1,12,2,1
201301HT20490,1,9,0,7,0,2,0,0,0,0,4,1,6,1,4,1596,1,7,-1,-1
201301HT20490,2,1,0,18,0,2,0,0,0,0,1,1,6,1,6,-1,-1,-1,3,1
201301HT20491,1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,1,1
201301HT20494,1,9,0,18,0,2,0,0,0,0,1,1,6,2,7,1368,1,5,2,1
201301HT20494,2,1,0,18,0,2,0,0,0,0,2,1,6,1,6,-1,-1,-1,2,1
201301HT20495,1,9,0,18,0,8,0,0,0,0,1,1,6,2,5,1896,2,7,1,1
201301HT20495,2,1,0,16,0,8,0,0,0,0,2,1,6,1,6,-1,-1,-1,4,1
201301HT20496,1,1,0,16,0,8,0,0,0,0,3,1,6,1,8,-1,-1,-1,3,1
201301HT20496,2,9,0,17,0,8,0,0,0,0,1,1,6,1,-1,2300,1,11,2,1
201301HT20497,1,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,2,1
201301HT20497,2,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,1998,1,11,-1,-1
201301HT20498,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301HT20499,1,1,0,18,4,1,0,0,0,0,3,1,2,1,7,-1,-1,-1,9,1
201301HT20499,2,9,0,9,4,1,0,0,0,0,1,1,6,1,-1,3222,2,11,-1,-1
201301HT20501,1,1,0,18,0,1,0,0,0,0,2,1,6,1,6,-1,-1,-1,-1,-1
201301HT20501,2,9,0,13,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301HT20502,1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1598,1,8,7,1
201301HT20503,1,9,0,3,0,2,0,0,0,0,2,1,6,2,6,1596,1,11,1,1
201301HT20503,2,1,0,18,0,2,0,0,0,0,1,1,6,1,-1,-1,-1,-1,5,1
201301HT20504,1,1,0,4,0,2,0,0,0,0,1,1,6,1,6,-1,-1,-1,10,1
201301HT20504,2,9,0,4,0,2,0,0,0,0,2,1,6,1,8,1598,1,7,2,1
201301HT20507,1,9,0,3,0,1,0,0,0,0,2,1,6,2,6,1997,2,1,-1,-1
201301HT20507,2,9,0,4,0,1,0,0,0,0,1,1,6,1,6,1995,1,4,1,1
201301HT20508,1,9,0,4,0,1,0,0,0,0,1,1,6,1,-1,1493,1,13,5,1
201301HT20508,2,9,0,4,0,1,0,0,0,0,2,1,6,1,7,-1,-1,-1,-1,-1
201301HT20509,1,9,0,18,0,1,0,0,0,0,1,1,6,1,7,1998,1,12,5,1
201301HT20510,1,9,0,7,0,8,0,0,0,0,3,1,6,3,-1,1388,1,5,-1,-1
201301HT20510,2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
201301HT20513,1,19,0,7,0,8,0,0,0,0,3,1,1,1,5,2461,2,2,1,1
201301HT20513,2,1,0,18,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,2,1
201301HT20514,1,9,0,18,0,2,0,0,0,0,1,1,1,1,8,1896,2,7,2,1
201301HT20515,1,9,0,3,0,1,0,0,0,0,2,1,6,1,8,1997,2,4,10,1
201301HT20515,2,9,0,4,0,1,0,0,0,0,1,1,6,1,7,1396,1,15,6,1
201301HT20517,1,9,0,7,0,8,0,0,0,0,3,1,6,1,6,1296,1,5,2,1
201301HT20517,2,3,0,18,0,8,0,0,0,0,1,1,6,1,5,124,1,4,-1,-1
201301HT20518,1,9,0,18,0,1,0,0,0,0,1,1,1,1,8,-1,-1,-1,7,1
201301HT20519,1,9,0,18,0,1,0,0,0,0,1,1,6,1,7,-1,-1,-1,2,1
201301HT20519,2,9,0,4,0,1,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20520,1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1796,1,10,3,1
201301HT20521,1,9,0,18,0,1,0,0,0,0,3,1,6,2,6,1598,2,2,7,3
201301HT20521,2,3,0,13,0,1,0,0,0,0,4,1,6,1,6,-1,-1,-1,3,1
201301HT20522,1,1,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20523,1,9,0,18,0,1,0,0,0,0,3,1,6,1,7,1995,2,8,1,1
201301HT20523,2,8,0,11,0,1,0,0,0,0,4,1,6,1,7,1968,2,2,1,1
201301HT20524,1,1,0,18,0,1,0,0,0,0,1,1,6,1,5,-1,-1,-1,1,1
201301HT20527,1,3,0,18,0,8,0,0,0,0,3,1,6,1,6,124,1,3,2,1
201301HT20527,2,19,0,11,0,8,0,0,0,0,4,1,6,1,6,2402,2,7,6,1
201301HT20529,1,9,0,18,0,0,0,0,0,0,2,1,6,1,7,1590,1,12,2,1
201301HT20529,2,9,0,18,0,0,0,0,0,0,1,1,6,2,-1,1598,1,7,-1,-1
201301HT20531,1,1,0,18,0,1,0,0,0,0,2,1,6,1,7,-1,-1,-1,-1,-1
201301HT20531,2,9,0,11,0,1,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
201301HT20532,1,9,0,9,0,8,0,0,0,0,4,1,6,1,6,-1,-1,-1,-1,-1
201301HT20532,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,-1
201301HT20533,1,9,0,9,0,8,0,0,0,0,4,1,6,1,6,1991,2,4,6,1
201301HT20533,2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,1,1
201301HT20534,1,1,0,18,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301HT20534,2,19,0,6,0,2,0,0,0,0,3,1,6,1,-1,1248,2,1,10,1
201301HT20536,1,9,0,18,0,0,0,10,1,2,1,1,2,2,5,1998,1,8,-1,-1
201301HT20537,1,1,0,14,0,0,0,4,0,0,1,1,6,1,5,-1,-1,-1,2,1
201301HT20537,2,9,0,2,0,0,0,0,0,0,3,1,6,1,-1,1390,1,12,-1,-1
201301HT20538,1,11,0,9,0,8,0,0,0,0,4,1,1,1,8,4500,2,2,5,1
201301HT20538,2,3,0,18,0,8,0,0,0,0,1,1,6,1,6,124,1,1,4,1
201301HT20539,1,9,0,18,0,8,0,0,0,0,3,1,6,1,5,-1,-1,-1,9,1
201301HT20539,2,9,0,7,0,8,0,0,0,0,1,1,6,1,-1,1299,1,13,-1,-1
201301HT20540,1,9,0,18,0,8,0,0,0,0,4,1,6,1,5,1587,1,7,1,1
201301HT20540,2,5,0,9,0,8,0,0,0,0,1,1,6,1,8,897,1,9,1,1
201301HT20541,1,9,0,11,0,8,0,0,0,0,4,1,1,1,6,-1,-1,-1,3,1
201301HT20541,2,4,0,17,0,8,0,0,0,0,3,1,1,1,7,125,1,1,4,1
201301HT20542,1,1,0,18,0,8,0,0,0,0,1,1,6,2,7,-1,-1,-1,3,1
201301HT20542,2,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,2987,2,5,-1,-1
201301HT20544,1,9,0,9,0,8,0,0,0,0,4,1,2,1,7,-1,3,2,2,1
201301HT20544,2,3,0,18,0,7,0,0,0,0,1,1,6,2,6,125,1,4,8,1
201301HT20545,1,9,0,4,0,1,0,0,0,0,2,1,6,1,5,1995,2,4,2,1
201301HT20545,2,9,0,4,0,1,0,0,0,0,1,1,6,2,-1,3456,8,1,-1,-1
201301HT20546,1,1,0,3,0,1,0,0,0,0,2,1,6,1,7,-1,-1,-1,-1,-1
201301HT20546,2,1,0,4,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301HT20547,1,1,0,18,0,1,0,0,0,0,3,1,6,2,6,-1,-1,-1,5,1
201301HT20547,2,9,0,11,0,1,0,0,0,0,4,1,6,1,-1,1997,2,6,-1,-1
201301HT20548,1,1,0,9,0,2,0,0,0,0,3,1,2,2,7,-1,-1,-1,3,1
201301HT20550,1,1,0,17,0,8,0,0,0,0,2,1,6,1,7,-1,-1,-1,7,1
201301HT20550,2,9,0,17,0,8,0,0,0,0,1,1,6,2,-1,1598,1,9,1,1
201301HT20551,1,1,0,18,0,2,0,0,0,0,1,1,6,2,6,-1,-1,-1,1,1
201301HT20551,2,9,0,7,0,2,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20552,1,9,0,18,0,0,0,0,0,0,1,1,6,2,5,1910,2,7,2,1
201301HT20552,2,9,0,18,0,0,0,0,0,0,2,1,6,1,6,1986,2,8,1,1
201301HT20553,1,2,0,18,0,8,0,0,0,0,1,1,6,2,7,48,1,2,7,1
201301HT20553,2,8,0,6,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301HT20554,1,9,0,3,0,1,0,0,0,0,2,1,6,1,6,2996,1,5,1,1
201301HT20554,2,1,0,4,0,1,0,0,0,0,1,1,6,2,6,-1,-1,-1,-1,-1
201301HT20555,1,19,0,4,0,1,0,0,0,0,1,1,6,1,7,1998,2,9,3,1
201301HT20555,2,9,0,4,0,1,0,0,0,0,2,1,6,2,7,1587,1,13,3,1
201301HT20556,1,1,0,18,0,1,0,0,0,0,2,1,6,1,6,-1,-1,-1,8,1
201301HT20556,2,1,0,13,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20557,1,11,0,5,0,0,0,0,0,0,4,1,1,1,8,4500,2,2,2,1
201301HT20562,1,11,0,18,0,1,0,0,0,0,0,1,1,1,8,8268,2,11,1,1
201301HT20563,1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,2143,2,1,2,1
201301HT20564,1,9,0,4,0,8,0,0,0,0,2,1,1,1,-1,-1,-1,-1,-1,-1
201301HT20564,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,1796,1,8,2,1
201301HT20565,1,3,0,4,0,8,0,0,0,0,0,1,6,1,6,125,1,4,2,1
201301HT20565,2,9,0,4,0,8,0,0,0,0,0,1,6,1,8,2180,2,15,4,1
201301HT20566,1,9,0,4,0,1,0,0,0,0,1,1,6,1,9,1242,1,9,2,1
201301HT20566,2,19,0,3,0,1,0,0,0,0,2,1,1,1,8,-1,-1,-1,2,1
201301HT20566,3,19,0,3,0,1,0,0,0,0,2,1,1,1,8,1995,2,5,5,1
201301HT20567,1,3,0,18,0,2,0,0,0,0,1,1,6,1,6,125,1,3,7,1
201301HT20568,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301HT20572,1,3,0,3,0,8,0,0,0,0,1,1,6,1,4,125,1,6,2,1
201301HT20572,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,1,1
201301HT20573,1,9,0,9,0,0,0,0,0,0,4,1,6,1,4,1995,2,9,4,1
201301HT20573,2,1,0,18,0,0,1,0,0,0,1,1,6,2,6,-1,-1,-1,2,1
201301HT20574,1,9,0,4,0,1,0,0,0,0,1,1,6,1,7,1596,1,2,-1,-1
201301HT20574,2,9,0,4,0,1,0,0,0,0,2,1,6,1,-1,-1,-1,-1,3,1
201301HT20574,3,9,0,4,0,1,0,0,0,0,2,1,6,2,-1,2204,2,7,-1,-1
201301HT20576,1,9,0,4,0,1,0,0,0,0,2,1,6,2,6,1995,1,5,8,3
201301HT20576,2,19,0,4,0,1,0,0,0,0,1,1,6,1,8,1997,2,7,-1,-1
201301HT20577,1,9,0,2,0,1,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20577,2,1,0,14,0,1,0,8,0,0,1,1,6,1,9,-1,-1,-1,-1,-1
201301HT20578,1,9,0,3,0,2,0,0,0,0,2,1,6,1,8,-1,-1,-1,3,1
201301HT20578,2,9,0,4,0,2,0,0,0,0,1,1,6,3,-1,1997,1,14,-1,-1
201301HT20580,1,4,0,18,0,8,0,0,0,0,3,1,6,1,6,599,1,10,7,1
201301HT20580,2,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20582,1,19,0,18,0,2,0,0,0,0,1,1,1,1,9,2148,2,7,1,1
201301HT20582,2,9,0,12,0,2,0,0,0,0,3,1,6,2,6,-1,-1,-1,9,2
201301HT20582,3,19,0,18,0,2,0,0,0,0,4,1,1,1,7,12913,2,6,3,1
201301HT20583,1,9,0,4,0,8,0,0,0,0,1,1,1,1,9,1997,2,5,4,1
201301HT20583,2,9,0,4,0,8,0,0,0,0,2,1,6,1,5,-1,-1,-1,3,1
201301HT20586,1,9,0,9,0,8,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20586,2,1,0,9,0,8,0,0,0,0,1,1,1,2,5,-1,-1,-1,2,1
201301HT20587,1,9,0,18,0,8,0,0,0,0,2,1,6,1,6,2499,1,8,1,1
201301HT20587,2,9,0,18,0,8,0,0,0,0,1,1,6,1,5,1598,1,9,2,1
201301HT20588,1,9,0,5,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301HT20589,1,1,0,18,0,2,0,0,0,0,1,1,6,1,6,-1,-1,-1,3,1
201301HT20590,1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1299,1,7,5,1
201301HT20591,1,9,0,9,0,8,0,0,0,0,4,1,1,1,7,1910,2,6,2,1
201301HT20591,2,19,0,18,0,8,0,0,0,0,1,1,1,1,4,2198,2,5,2,1
201301HT20593,1,9,0,18,0,1,0,0,0,0,2,1,1,1,7,1910,2,6,-1,-1
201301HT20593,2,1,0,18,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301HT20594,1,2,0,4,0,1,0,0,0,0,0,1,6,1,7,108,1,1,-1,-1
201301HT20594,2,9,0,12,0,1,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20595,1,9,0,4,0,1,0,0,0,0,2,1,6,1,7,1984,1,11,5,1
201301HT20595,2,9,0,4,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
201301HT20596,1,1,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20597,1,9,0,1,9,0,0,10,1,2,2,1,6,1,6,1390,2,11,7,1
201301HT20598,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20598,2,9,0,18,0,1,0,0,0,0,2,1,6,1,6,2143,2,2,2,1
201301HT20600,1,3,0,18,0,1,0,0,0,0,0,1,1,1,8,124,1,-1,-1,-1
201301HT20601,1,3,0,18,0,8,0,0,0,0,1,1,6,1,6,125,1,-1,2,1
201301HT20601,2,9,0,6,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,-1,-1
201301HT20603,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1598,1,8,1,1
201301HT20603,2,9,0,7,0,8,0,0,0,0,4,1,6,1,-1,1461,2,10,-1,-1
201301HT20604,1,5,0,18,0,1,0,0,0,0,1,1,6,1,6,125,1,3,5,1
201301HT20605,1,9,0,9,0,8,0,0,0,0,4,1,6,1,8,1397,1,11,3,1
201301HT20605,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,5,1
201301HT20606,1,3,0,4,0,1,0,0,0,0,2,1,6,1,5,124,1,2,8,1
201301HT20606,2,9,0,3,0,1,0,0,0,0,2,1,6,1,7,1560,2,8,3,1
201301HT20606,3,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1242,1,12,-1,-1
201301HT20607,1,9,0,9,0,8,0,0,0,0,4,1,6,1,5,1910,2,6,7,1
201301HT20607,2,5,0,18,0,8,0,0,0,0,1,1,6,1,8,955,1,9,7,3
201301HT20608,1,5,0,16,0,8,0,0,0,0,4,1,6,1,-1,1043,1,1,-1,-1
201301HT20608,2,9,0,16,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301HT20609,1,11,0,3,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1
201301HT20610,1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,1,1
201301HT20610,2,9,0,7,0,8,0,0,0,0,4,1,6,1,8,1997,2,3,6,3
201301HT20611,1,9,0,18,0,0,0,0,0,0,4,1,6,2,6,1796,1,10,1,1
201301HT20613,1,9,0,7,0,8,0,0,0,0,4,1,6,1,7,1229,1,5,3,1
201301HT20613,2,1,0,7,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301HT20615,1,9,0,18,0,8,0,0,0,0,3,1,2,2,6,1388,1,9,5,1
201301HT20615,2,1,0,18,0,8,0,0,0,0,1,1,2,1,6,-1,-1,-1,2,1
201301HT20616,1,9,0,6,0,8,0,0,0,0,4,1,6,1,8,1794,1,12,2,1
201301HT20616,2,9,0,18,0,8,0,0,0,0,1,1,6,1,5,2496,2,9,1,1
201301HT20617,1,11,0,9,0,8,0,0,0,0,1,1,1,1,8,4500,2,4,2,1
201301HT20619,1,8,0,5,0,0,0,0,0,0,3,1,1,1,6,-1,-1,-1,1,1
201301HT20620,1,9,0,18,0,1,0,0,0,0,1,1,6,1,5,1797,8,-1,2,1
201301HT20621,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,1600,1,9,-1,-1
201301HT20622,1,1,0,18,0,8,0,0,0,0,2,1,6,1,7,-1,-1,-1,4,1
201301HT20622,2,9,0,13,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20623,1,3,0,13,0,1,0,0,0,0,4,1,6,3,-1,125,1,6,-1,-1
201301HT20623,2,1,0,18,0,1,0,0,0,0,3,1,6,1,3,-1,-1,-1,-1,-1
201301HT20624,1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,2987,2,8,1,1
201301HT20624,2,1,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,5,1
201301HT20625,1,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,-1,-1
201301HT20625,2,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20626,1,9,0,12,0,1,0,0,0,0,3,1,6,1,4,1198,1,9,3,1
201301HT20626,2,3,0,18,0,1,0,0,0,0,4,1,6,1,7,-1,-1,-1,6,1
201301HT20627,1,9,0,18,0,2,0,10,1,7,4,1,6,1,4,1895,1,13,3,1
201301HT20628,1,19,0,9,0,8,0,0,0,0,4,1,1,1,6,2261,1,3,1,1
201301HT20628,2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,1,1
201301HT20629,1,9,0,18,0,1,0,0,0,0,3,1,6,1,4,1124,1,8,6,1
201301HT20629,2,19,0,11,0,1,0,0,0,0,4,1,6,1,8,1998,2,8,4,1
201301HT20630,1,9,0,4,0,1,0,0,0,0,2,1,6,1,7,1560,2,-1,-1,-1
201301HT20630,2,9,0,4,0,1,0,0,0,0,1,1,6,1,9,1560,2,2,-1,-1
201301HT20632,1,9,0,9,0,8,0,0,0,0,1,1,6,1,9,1998,1,11,1,1
201301HT20632,2,2,0,15,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301HT20633,1,11,0,4,0,0,0,0,0,0,0,1,1,1,10,8268,2,9,1,1
201301HT20634,1,11,0,3,0,0,0,0,0,0,0,1,1,1,6,4500,2,4,1,1
201301HT20635,1,11,0,4,0,0,0,0,0,0,0,1,1,1,6,6692,2,-1,3,1
201301HT20636,1,19,0,9,0,8,0,0,0,0,0,1,6,1,6,2143,2,2,8,1
201301HT20636,2,9,0,5,0,8,0,0,0,0,2,1,6,1,5,1598,1,8,2,1
201301HT20636,3,9,0,18,0,8,0,0,0,0,2,1,6,1,6,2685,2,10,2,1
201301HT20637,1,1,0,18,0,0,0,0,0,0,4,1,2,1,6,-1,-1,-1,3,1
201301HT20637,2,9,0,12,0,0,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301HT20638,1,3,0,13,0,0,0,0,0,0,1,1,6,1,6,124,1,5,-1,-1
201301HT20638,2,8,0,7,0,0,0,0,0,0,0,1,1,1,7,1390,1,9,1,1
201301HT20638,3,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,1995,2,8,-1,-1
201301HT20639,1,3,0,18,0,1,0,0,0,0,1,1,6,1,6,124,1,5,2,1
201301HT20640,1,9,0,3,0,1,0,0,0,0,2,1,6,1,6,1598,1,6,1,1
201301HT20640,2,1,0,18,0,1,0,0,0,0,1,1,6,2,6,-1,-1,-1,2,1
201301HT20641,1,9,0,3,0,1,0,0,0,0,1,1,6,1,5,1248,2,5,-1,-1
201301HT20641,2,20,0,1,0,2,0,0,0,0,2,1,6,3,-1,12900,2,4,-1,-1
201301HT20642,1,11,0,18,0,8,0,0,0,0,1,1,1,1,7,-1,-1,-1,2,1
201301HT20642,2,1,0,9,0,8,0,0,0,0,4,1,6,1,6,-1,-1,-1,2,1
201301HT20643,1,1,0,14,0,0,0,4,0,0,4,1,2,2,7,-1,-1,-1,1,1
201301HT20643,2,9,0,2,0,0,0,0,0,0,3,1,6,1,-1,3999,1,5,-1,-1
201301HT20646,1,9,0,18,0,1,0,10,1,1,1,1,6,1,-1,-1,-1,-1,4,1
201301HT20647,1,20,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20648,1,9,0,18,0,8,0,0,0,0,1,1,6,2,6,1995,2,2,7,1
201301HT20648,2,9,0,9,0,8,0,0,0,0,4,1,6,2,-1,1364,1,5,-1,-1
201301HT20649,1,5,0,18,0,1,0,0,0,0,1,1,1,1,8,499,1,10,-1,-1
201301HT20650,1,21,0,18,0,0,0,0,0,0,1,1,1,1,-1,5880,2,8,-1,-1
201301HT20651,1,9,0,18,0,2,0,0,0,0,1,1,6,1,5,1998,1,9,4,1
201301HT20651,2,9,0,6,0,1,0,0,0,0,3,1,6,2,5,998,1,4,2,1
201301HT20652,1,11,0,18,0,1,0,0,0,0,1,1,1,1,9,-1,-1,-1,-1,-1
201301HT20653,1,9,0,18,0,1,0,10,7,10,1,1,6,2,8,1299,1,11,2,1
201301HT20654,1,3,0,18,0,8,0,0,0,0,1,1,6,1,6,125,1,9,-1,-1
201301HT20654,2,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301HT20655,1,9,0,1,0,1,0,0,0,0,2,1,6,1,9,1783,1,10,-1,-1
