Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2016010000157,1,9,0,9,0,0,0,0,0,0,4,2,6,2,22,5,1598,1,8,9,1,9
2016010000157,2,5,0,18,0,0,0,0,0,0,1,1,6,1,62,9,599,1,26,4,1,4
2016010000159,1,8,0,7,0,5,0,0,0,0,4,1,1,1,56,9,1997,2,1,8,1,8
2016010000159,2,1,0,15,0,8,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,6,1,6
2016010000161,1,9,0,18,0,2,0,0,0,0,1,1,6,1,34,6,-1,-1,-1,-1,1,-1
2016010000161,2,9,0,4,0,2,0,0,0,0,2,1,6,2,48,8,-1,-1,-1,-1,1,-1
2016010000162,1,5,0,13,0,1,0,0,0,0,4,1,6,1,42,7,883,1,12,2,1,2
2016010000162,2,9,0,9,0,5,0,0,0,0,3,1,6,1,38,7,2494,1,12,1,1,1
2016010000163,1,9,0,12,0,1,0,0,0,0,3,1,2,1,22,5,1995,2,4,2,1,2
2016010000163,2,4,0,18,0,1,0,0,0,0,4,1,2,1,50,8,750,1,1,4,1,4
2016010000167,1,8,0,5,0,6,0,0,0,0,3,1,1,1,55,8,1798,8,2,4,1,4
2016010000167,2,1,0,5,0,6,0,0,0,0,2,1,2,2,46,8,-1,-1,-1,3,1,3
2016010000169,1,11,0,9,0,3,0,0,0,0,0,1,6,2,39,7,4250,2,2,6,1,6
2016010000171,1,11,0,4,2,1,0,0,0,0,0,1,1,1,60,9,9360,2,6,7,1,7
2016010000172,1,9,0,18,9,0,1,4,1,2,1,1,6,1,88,11,1124,1,20,2,1,2
2016010000174,1,8,0,6,0,0,0,0,0,0,3,1,1,1,55,8,-1,-1,-1,-1,1,-1
2016010000174,2,3,0,14,0,0,0,0,0,0,4,1,2,1,33,6,-1,-1,-1,-1,1,-1
2016010000175,1,3,0,18,0,1,0,0,0,0,1,1,6,1,26,6,125,1,3,-1,-1,-1
2016010000176,1,9,0,18,0,1,0,0,0,0,1,1,6,2,45,7,-1,-1,-1,-1,1,-1
2016010000178,1,9,0,4,0,1,0,0,0,0,4,1,2,1,31,6,1360,1,14,4,1,4
2016010000178,2,9,0,9,0,8,0,0,1,0,3,1,6,1,64,9,1560,2,-1,3,1,3
2016010000179,1,4,0,18,0,6,0,0,0,0,1,1,6,1,34,6,125,1,3,5,1,5
2016010000180,1,9,0,18,0,5,5,11,0,0,1,1,2,1,51,8,2987,2,-1,7,1,7
2016010000181,1,9,0,10,0,1,0,0,0,0,1,1,6,1,19,4,2000,1,10,8,1,8
2016010000181,2,5,0,18,0,1,0,0,0,0,1,1,6,1,46,8,798,1,1,8,1,8
2016010000182,1,9,0,7,0,8,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2016010000182,2,1,0,18,0,8,0,0,0,0,4,1,1,1,40,7,-1,-1,-1,-1,1,-1
2016010000183,1,9,0,6,0,0,0,4,0,0,1,1,6,2,70,10,980,1,25,5,1,5
2016010000183,2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,2494,1,26,-1,-1,-1
2016010000185,1,19,0,18,0,1,0,0,0,0,1,1,2,1,43,7,2148,2,9,3,1,3
2016010000185,2,1,0,4,0,1,0,0,0,0,1,1,6,1,23,5,-1,-1,-1,1,1,1
2016010000186,1,9,0,5,0,2,0,0,0,0,4,1,6,1,37,7,1364,1,2,1,1,1
2016010000186,2,1,0,5,0,2,0,0,0,0,3,1,2,1,43,7,-1,-1,-1,3,1,3
2016010000189,1,3,0,18,6,0,0,0,0,0,0,1,2,1,46,8,-1,-1,-1,4,1,4
2016010000189,2,1,0,18,6,0,0,10,0,0,0,1,2,1,27,6,-1,-1,-1,6,1,6
2016010000191,1,9,0,18,0,2,0,0,0,0,2,1,6,2,46,8,-1,-1,-1,-1,1,-1
2016010000191,2,3,0,18,0,2,0,0,0,0,1,1,1,1,28,6,-1,-1,-1,-1,1,-1
2016010000191,3,1,0,18,0,2,0,0,0,0,0,1,1,1,16,4,-1,-1,-1,-1,1,-1
2016010000192,1,9,0,6,0,8,0,0,0,0,3,1,6,1,34,6,1242,1,13,2,1,2
2016010000192,2,4,0,18,0,6,0,0,0,0,1,1,6,1,18,4,125,1,2,3,1,3
2016010000193,1,9,0,4,0,0,0,0,0,0,2,1,1,1,59,9,1685,2,3,3,1,3
2016010000193,2,9,0,4,0,0,0,0,0,0,1,1,6,1,33,6,1395,1,1,6,1,6
2016010000194,1,3,0,13,0,8,0,0,0,0,4,1,6,2,20,4,125,1,2,5,1,5
2016010000194,2,9,0,9,0,8,0,0,0,0,3,1,6,1,61,9,2400,2,-1,2,1,2
2016010000195,1,9,0,9,0,1,0,0,0,0,4,1,6,1,31,6,-1,-1,-1,-1,1,-1
2016010000195,2,1,0,18,0,1,0,0,0,0,1,1,6,1,29,6,-1,-1,-1,-1,1,-1
2016010000196,1,9,0,16,0,0,1,10,1,0,1,1,6,1,28,6,1769,1,10,-1,-1,-1
2016010000197,1,8,0,4,0,2,0,0,0,0,4,1,1,1,64,9,1968,2,7,8,1,8
2016010000198,1,19,0,18,0,0,5,4,0,0,1,1,6,1,25,5,1753,2,5,3,1,3
2016010000198,2,9,0,2,0,0,0,4,0,0,2,1,6,3,-1,-1,1587,1,16,-1,-1,-1
2016010000198,3,9,0,2,0,0,0,0,1,10,2,1,6,3,-1,-1,1596,1,10,-1,-1,-1
2016010000199,1,19,0,18,0,1,0,10,0,0,3,1,6,1,68,10,1968,2,6,9,1,9
2016010000199,2,9,0,9,0,6,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2016010000200,1,9,0,18,0,4,0,0,0,0,1,1,6,2,84,11,1299,1,12,7,1,7
2016010000200,2,9,0,3,0,4,0,0,0,0,2,1,6,2,58,9,2295,1,13,2,1,2
2016010000202,1,11,0,5,2,0,0,0,0,0,0,1,6,1,51,8,-1,-1,-1,-1,2,-1
2016010000204,1,3,0,18,0,8,0,4,0,0,1,1,1,1,24,5,114,1,2,2,1,2
2016010000204,2,9,0,2,0,1,0,0,0,0,3,1,6,3,-1,-1,1997,2,1,-1,-1,-1
2016010000206,1,19,0,9,0,2,1,0,0,0,3,1,2,1,26,6,1896,2,11,3,1,3
2016010000206,2,9,0,18,0,2,1,0,0,0,1,1,6,1,40,7,2967,2,1,3,1,3
2016010000209,1,11,0,4,0,1,0,0,0,0,0,1,1,1,53,8,6696,2,3,5,1,5
2016010000210,1,9,0,7,0,4,0,0,0,0,1,1,6,1,34,6,1596,1,15,-1,-1,-1
2016010000211,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2016010000211,2,9,0,2,0,1,0,4,0,0,1,1,6,3,-1,-1,1560,2,2,-1,-1,-1
2016010000212,1,9,0,16,0,1,0,0,0,0,1,1,1,2,32,6,1242,1,3,10,1,10
2016010000212,2,9,0,5,0,6,0,0,0,0,1,1,6,1,24,5,1397,1,14,-1,-1,-1
2016010000213,1,1,0,18,0,1,0,0,0,0,2,1,2,1,20,4,-1,-1,-1,3,1,3
2016010000213,2,2,0,18,0,1,0,0,0,0,1,1,6,1,18,4,-1,-1,-1,4,1,4
2016010000217,1,9,0,5,0,8,0,10,0,0,3,1,6,1,65,9,1596,1,10,4,1,4
2016010000217,2,8,0,18,0,8,0,0,0,0,1,1,1,1,34,6,1797,8,5,3,1,3
2016010000218,1,9,0,9,0,1,0,0,0,0,1,1,6,1,37,7,2967,2,9,10,1,10
2016010000218,2,3,0,18,0,1,0,0,0,0,4,1,6,1,29,6,85,1,15,2,1,2
2016010000224,1,9,0,18,0,2,0,10,1,0,1,1,6,1,43,7,-1,-1,-1,5,1,5
2016010000229,1,9,0,18,0,1,0,0,0,0,3,1,2,1,44,7,1199,1,17,3,1,3
2016010000229,2,9,0,3,0,1,0,0,0,0,2,1,1,1,53,8,1998,1,19,4,1,4
2016010000230,1,9,-1,3,0,4,0,0,0,0,2,-1,1,2,27,6,-1,-1,-1,-1,1,-1
2016010000230,2,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2016010000231,1,9,0,9,0,1,0,0,0,0,1,1,6,1,24,5,1596,1,13,3,1,3
2016010000231,2,4,0,18,0,8,0,0,0,0,1,1,2,1,36,7,599,1,1,2,1,2
2016010000232,1,9,0,18,0,1,0,0,0,0,1,1,2,1,57,9,1997,2,5,6,1,6
2016010000232,2,1,0,18,0,1,0,0,1,0,4,1,6,1,65,9,-1,-1,-1,4,1,4
2016010000233,1,9,0,5,0,3,0,0,0,0,4,2,3,1,54,8,3996,1,14,6,1,6
2016010000233,2,3,0,18,0,4,5,0,0,0,1,1,2,1,20,4,124,1,4,2,1,2
2016010000234,1,9,0,18,0,0,0,0,0,0,1,1,6,2,26,6,1998,1,14,1,1,1
2016010000234,2,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,2319,1,19,-1,-1,-1
2016010000234,3,8,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,2499,2,9,-1,-1,-1
2016010000236,1,9,0,3,0,1,0,0,0,0,1,1,6,3,-1,-1,1229,1,7,-1,-1,-1
2016010000237,1,9,0,18,0,0,0,0,0,0,4,1,6,1,28,6,1995,1,8,3,1,3
2016010000238,1,9,0,9,0,6,0,0,0,0,1,1,2,1,35,6,1399,2,11,5,1,5
2016010000238,2,1,0,13,0,1,0,0,0,0,1,1,2,2,25,5,-1,-1,-1,5,1,5
2016010000240,1,5,0,3,0,1,0,0,0,0,2,1,6,1,42,7,-1,-1,-1,-1,1,-1
2016010000240,2,9,0,18,0,1,0,0,0,0,1,2,6,1,45,7,-1,-1,-1,-1,1,-1
2016010000240,3,9,0,3,0,1,0,0,0,0,2,1,2,2,29,6,-1,-1,-1,-1,1,-1
2016010000240,4,9,0,3,0,1,0,0,0,0,2,1,6,1,47,8,-1,-1,-1,-1,1,-1
2016010000241,1,3,0,5,0,6,2,0,0,0,1,1,1,1,30,6,108,1,3,3,1,3
2016010000241,2,8,0,18,0,1,0,0,0,0,3,1,1,1,50,8,1798,8,-1,2,1,2
2016010000243,1,3,0,14,0,0,0,0,0,0,1,1,6,3,-1,-1,124,1,18,-1,-1,-1
2016010000244,1,9,0,9,0,5,0,0,0,0,1,1,6,2,50,8,1461,2,6,9,1,9
2016010000244,2,5,0,18,0,1,0,0,0,0,1,1,6,1,24,5,998,1,5,-1,-1,-1
2016010000245,1,1,0,18,5,1,0,0,0,0,1,1,2,1,28,6,-1,-1,-1,2,1,2
2016010000246,1,8,0,5,0,2,0,0,0,0,0,1,1,1,43,7,1997,2,6,4,1,4
2016010000247,1,9,0,2,0,2,0,0,0,0,3,1,6,3,-1,-1,1339,8,5,-1,-1,-1
2016010000247,2,1,0,18,0,2,0,0,0,0,1,1,6,1,28,6,-1,-1,-1,1,1,1
2016010000248,1,9,0,6,0,0,0,0,0,0,3,1,6,1,30,6,1797,8,1,3,1,3
2016010000248,2,5,0,18,0,0,0,0,0,0,1,1,2,1,33,6,599,1,7,6,1,6
2016010000251,1,19,0,4,0,0,0,0,0,0,0,1,1,1,37,7,2198,2,2,5,1,5
2016010000251,2,3,0,11,0,0,0,0,1,10,0,1,1,1,22,5,125,1,4,4,1,4
2016010000252,1,19,0,18,0,8,0,0,0,0,1,1,1,1,61,9,2402,2,8,4,1,4
2016010000252,2,9,0,9,0,8,0,0,0,0,4,1,6,2,37,7,1587,1,13,3,1,3
2016010000253,1,9,0,5,0,0,0,0,0,0,3,1,1,1,47,8,-1,-1,-1,5,1,5
2016010000254,1,9,0,9,0,8,0,0,0,0,1,1,6,1,21,5,1360,1,11,4,1,4
