"""date"",""geography"",""geography code"",""Rural Urban"",""Variable: All usual residents; measures: Value"",""Variable: Males; measures: Value"",""Variable: Females; measures: Value"",""Variable: Lives in a household; measures: Value"",""Variable: Lives in a communal establishment; measures: Value"",""Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value"",""Variable: Area (Hectares); measures: Value"",""Variable: Density (number of persons per hectare); measures: Value"""
"""2011"",""Oldham 034D"",""E01005375"",""Total"",1469,718,751,1469,0,12,46.42,31.6"
"""2011"",""Oldham 035A"",""E01005435"",""Total"",1913,981,932,1913,0,10,16.79,113.9"
"""2011"",""Oldham 035B"",""E01005436"",""Total"",1699,807,892,1657,42,15,22.28,76.3"
"""2011"",""Oldham 035C"",""E01005460"",""Total"",2356,1163,1193,2356,0,6,21.91,107.5"
"""2011"",""Oldham 035D"",""E01005461"",""Total"",2385,1177,1208,2334,51,15,23.53,101.4"
"""2011"",""Oldham 035E"",""E01005462"",""Total"",1856,948,908,1845,11,17,30.18,61.5"
"""2011"",""Oldham 035F"",""E01005463"",""Total"",1122,582,540,1122,0,6,14.96,75.0"
"""2011"",""Oldham 035G"",""E01032921"",""Total"",2578,1359,1219,2469,109,14,44.60,57.8"
"""2011"",""Rochdale 001A"",""E01005518"",""Total"",1425,722,703,1408,17,24,782.38,1.8"
"""2011"",""Rochdale 001B"",""E01005520"",""Total"",1758,850,908,1758,0,18,157.79,11.1"
"""2011"",""Rochdale 001C"",""E01005522"",""Total"",1344,631,713,1324,20,5,26.99,49.8"
"""2011"",""Rochdale 001D"",""E01005523"",""Total"",1936,956,980,1916,20,10,56.95,34.0"
"""2011"",""Rochdale 002A"",""E01005519"",""Total"",1558,790,768,1558,0,14,117.32,13.3"
"""2011"",""Rochdale 002B"",""E01005594"",""Total"",1455,713,742,1455,0,26,424.95,3.4"
"""2011"",""Rochdale 002C"",""E01005597"",""Total"",1600,771,829,1600,0,17,711.50,2.2"
"""2011"",""Rochdale 002D"",""E01005598"",""Total"",1562,769,793,1562,0,9,44.72,34.9"
"""2011"",""Rochdale 003A"",""E01005516"",""Total"",1413,674,739,1378,35,17,27.58,51.2"
"""2011"",""Rochdale 003B"",""E01005517"",""Total"",1506,718,788,1465,41,12,59.34,25.4"
"""2011"",""Rochdale 003C"",""E01005521"",""Total"",1427,676,751,1363,64,13,1611.78,0.9"
"""2011"",""Rochdale 003D"",""E01005596"",""Total"",1925,970,955,1907,18,15,135.92,14.2"
"""2011"",""Rochdale 004A"",""E01005578"",""Total"",1444,720,724,1420,24,14,36.77,39.3"
"""2011"",""Rochdale 004B"",""E01005579"",""Total"",1674,818,856,1674,0,1,36.33,46.1"
"""2011"",""Rochdale 004C"",""E01005586"",""Total"",1523,747,776,1521,2,8,33.29,45.7"
"""2011"",""Rochdale 004D"",""E01005593"",""Total"",1546,733,813,1546,0,13,32.34,47.8"
"""2011"",""Rochdale 004E"",""E01005595"",""Total"",1420,679,741,1378,42,3,22.12,64.2"
"""2011"",""Rochdale 005A"",""E01005489"",""Total"",1189,572,617,1189,0,25,52.66,22.6"
"""2011"",""Rochdale 005B"",""E01005490"",""Total"",1513,925,588,1113,400,11,86.16,17.6"
"""2011"",""Rochdale 005C"",""E01005491"",""Total"",1469,711,758,1469,0,14,50.62,29.0"
"""2011"",""Rochdale 005D"",""E01005493"",""Total"",1608,774,834,1608,0,46,63.48,25.3"
"""2011"",""Rochdale 005E"",""E01005494"",""Total"",1750,830,920,1750,0,19,38.00,46.1"
"""2011"",""Rochdale 005F"",""E01005495"",""Total"",1660,762,898,1624,36,11,63.61,26.1"
"""2011"",""Rochdale 006A"",""E01005488"",""Total"",1593,788,805,1593,0,28,326.76,4.9"
"""2011"",""Rochdale 006B"",""E01005492"",""Total"",1557,760,797,1557,0,37,66.45,23.4"
"""2011"",""Rochdale 006C"",""E01005499"",""Total"",1483,741,742,1483,0,16,1958.19,0.8"
"""2011"",""Rochdale 006D"",""E01005571"",""Total"",1565,766,799,1565,0,31,442.82,3.5"
"""2011"",""Rochdale 007A"",""E01005570"",""Total"",1275,608,667,1237,38,27,77.42,16.5"
"""2011"",""Rochdale 007B"",""E01005572"",""Total"",1647,808,839,1645,2,39,34.67,47.5"
"""2011"",""Rochdale 007C"",""E01005573"",""Total"",1502,746,756,1484,18,45,61.02,24.6"
"""2011"",""Rochdale 007D"",""E01005574"",""Total"",1677,845,832,1676,1,43,99.94,16.8"
"""2011"",""Rochdale 007E"",""E01005587"",""Total"",1467,709,758,1467,0,47,38.14,38.5"
"""2011"",""Rochdale 007F"",""E01005588"",""Total"",1377,627,750,1374,3,11,39.71,34.7"
"""2011"",""Rochdale 008A"",""E01005580"",""Total"",1580,771,809,1575,5,15,41.88,37.7"
"""2011"",""Rochdale 008B"",""E01005581"",""Total"",1588,793,795,1580,8,2,29.65,53.6"
"""2011"",""Rochdale 008D"",""E01005583"",""Total"",1689,844,845,1689,0,7,23.56,71.7"
"""2011"",""Rochdale 008F"",""E01005585"",""Total"",1419,733,686,1419,0,12,49.92,28.4"
"""2011"",""Rochdale 008G"",""E01033258"",""Total"",2981,1527,1454,2981,0,13,38.81,76.8"
"""2011"",""Rochdale 009A"",""E01005496"",""Total"",1354,673,681,1351,3,8,30.94,43.8"
"""2011"",""Rochdale 009B"",""E01005589"",""Total"",1522,749,773,1522,0,14,25.79,59.0"
"""2011"",""Rochdale 009C"",""E01005590"",""Total"",1652,806,846,1636,16,20,51.09,32.3"
"""2011"",""Rochdale 009D"",""E01005591"",""Total"",1426,641,785,1391,35,12,28.64,49.8"
"""2011"",""Rochdale 009E"",""E01005592"",""Total"",1610,763,847,1551,59,12,68.39,23.5"
"""2011"",""Rochdale 010A"",""E01005472"",""Total"",1547,744,803,1547,0,9,54.14,28.6"
"""2011"",""Rochdale 010B"",""E01005473"",""Total"",1513,753,760,1510,3,16,27.15,55.7"
"""2011"",""Rochdale 010C"",""E01005482"",""Total"",2056,1203,853,1955,101,4,85.77,24.0"
"""2011"",""Rochdale 010D"",""E01005483"",""Total"",1882,1006,876,1818,64,10,18.34,102.6"
"""2011"",""Rochdale 010E"",""E01005484"",""Total"",2119,1122,997,2106,13,9,58.26,36.4"
"""2011"",""Rochdale 010F"",""E01005486"",""Total"",1606,787,819,1605,1,11,16.77,95.8"
"""2011"",""Rochdale 010G"",""E01005487"",""Total"",1717,838,879,1705,12,15,37.71,45.5"
"""2011"",""Rochdale 011A"",""E01005474"",""Total"",1290,618,672,1209,81,12,95.37,13.5"
"""2011"",""Rochdale 011B"",""E01005575"",""Total"",1636,799,837,1636,0,41,45.44,36.0"
"""2011"",""Rochdale 011C"",""E01005576"",""Total"",1517,762,755,1517,0,51,67.30,22.5"
"""2011"",""Rochdale 011D"",""E01005577"",""Total"",1482,715,767,1482,0,39,68.94,21.5"
"""2011"",""Rochdale 012A"",""E01005469"",""Total"",1804,881,923,1804,0,13,30.11,59.9"
"""2011"",""Rochdale 012B"",""E01005563"",""Total"",1811,898,913,1809,2,19,44.19,41.0"
"""2011"",""Rochdale 012C"",""E01005565"",""Total"",1564,768,796,1563,1,16,29.70,52.7"
"""2011"",""Rochdale 012D"",""E01005566"",""Total"",2148,989,1159,2134,14,17,62.10,34.6"
"""2011"",""Rochdale 012E"",""E01005568"",""Total"",1674,855,819,1635,39,6,19.51,85.8"
"""2011"",""Rochdale 012F"",""E01005569"",""Total"",1635,808,827,1635,0,12,31.42,52.0"
"""2011"",""Rochdale 013A"",""E01005556"",""Total"",1539,777,762,1539,0,20,46.45,33.1"
"""2011"",""Rochdale 013B"",""E01005559"",""Total"",1586,780,806,1566,20,6,67.70,23.4"
"""2011"",""Rochdale 013C"",""E01005560"",""Total"",1551,746,805,1539,12,14,126.36,12.3"
"""2011"",""Rochdale 013D"",""E01005567"",""Total"",1459,711,748,1459,0,9,131.17,11.1"
"""2011"",""Rochdale 014A"",""E01005555"",""Total"",1366,695,671,1366,0,12,350.34,3.9"
"""2011"",""Rochdale 014B"",""E01005557"",""Total"",1212,584,628,1209,3,9,28.05,43.2"
"""2011"",""Rochdale 014C"",""E01005558"",""Total"",1644,809,835,1643,1,14,31.74,51.8"
"""2011"",""Rochdale 014D"",""E01005561"",""Total"",1362,652,710,1334,28,22,1190.82,1.1"
"""2011"",""Rochdale 014E"",""E01005562"",""Total"",1525,738,787,1525,0,17,69.81,21.8"
"""2011"",""Rochdale 015A"",""E01005470"",""Total"",1772,890,882,1721,51,10,13.55,130.8"
"""2011"",""Rochdale 015B"",""E01005471"",""Total"",1606,772,834,1606,0,16,40.27,39.9"
"""2011"",""Rochdale 015C"",""E01005475"",""Total"",1665,837,828,1665,0,7,29.54,56.4"
"""2011"",""Rochdale 015D"",""E01005485"",""Total"",2151,1094,1057,2111,40,16,24.29,88.6"
"""2011"",""Rochdale 015E"",""E01005564"",""Total"",1938,965,973,1938,0,16,44.08,44.0"
"""2011"",""Rochdale 016A"",""E01005464"",""Total"",1752,856,896,1752,0,6,36.57,47.9"
"""2011"",""Rochdale 016B"",""E01005465"",""Total"",1716,835,881,1716,0,21,55.83,30.7"
"""2011"",""Rochdale 016C"",""E01005466"",""Total"",2313,1146,1167,2304,9,16,59.60,38.8"
"""2011"",""Rochdale 016D"",""E01005467"",""Total"",1722,789,933,1722,0,5,116.41,14.8"
"""2011"",""Rochdale 016E"",""E01005468"",""Total"",1544,757,787,1535,9,39,197.49,7.8"
"""2011"",""Rochdale 017A"",""E01005476"",""Total"",1637,824,813,1630,7,8,125.69,13.0"
"""2011"",""Rochdale 017B"",""E01005477"",""Total"",1676,802,874,1669,7,9,44.68,37.5"
"""2011"",""Rochdale 017C"",""E01005478"",""Total"",1591,750,841,1591,0,14,183.13,8.7"
"""2011"",""Rochdale 017D"",""E01005479"",""Total"",1761,840,921,1733,28,17,136.07,12.9"
"""2011"",""Rochdale 017E"",""E01005480"",""Total"",1624,755,869,1593,31,14,59.33,27.4"
"""2011"",""Rochdale 017F"",""E01005481"",""Total"",1727,785,942,1590,137,15,39.75,43.4"
"""2011"",""Rochdale 018A"",""E01005497"",""Total"",1577,760,817,1577,0,6,44.95,35.1"
"""2011"",""Rochdale 018B"",""E01005501"",""Total"",1567,775,792,1560,7,6,58.86,26.6"
"""2011"",""Rochdale 018C"",""E01005502"",""Total"",1534,733,801,1534,0,10,19.62,78.2"
"""2011"",""Rochdale 018D"",""E01005504"",""Total"",1508,720,788,1508,0,11,29.66,50.8"
"""2011"",""Rochdale 018E"",""E01005505"",""Total"",1707,798,909,1707,0,10,68.86,24.8"
"""2011"",""Rochdale 018F"",""E01005509"",""Total"",1790,936,854,1788,2,7,21.28,84.1"
"""2011"",""Rochdale 019A"",""E01005510"",""Total"",1148,560,588,1148,0,12,22.50,51.0"
"""2011"",""Rochdale 019B"",""E01005511"",""Total"",1246,619,627,1232,14,16,78.60,15.9"
"""2011"",""Rochdale 019C"",""E01005512"",""Total"",1545,788,757,1491,54,6,22.66,68.2"
"""2011"",""Rochdale 019D"",""E01005513"",""Total"",1336,615,721,1332,4,9,26.96,49.6"
"""2011"",""Rochdale 019E"",""E01005514"",""Total"",1510,739,771,1510,0,12,257.38,5.9"
"""2011"",""Rochdale 019F"",""E01005515"",""Total"",1705,766,939,1705,0,8,73.10,23.3"
"""2011"",""Rochdale 020A"",""E01005498"",""Total"",1464,704,760,1461,3,19,80.57,18.2"
"""2011"",""Rochdale 020B"",""E01005500"",""Total"",1608,765,843,1544,64,23,182.60,8.8"
"""2011"",""Rochdale 020C"",""E01005503"",""Total"",1310,669,641,1310,0,37,35.91,36.5"
"""2011"",""Rochdale 020D"",""E01005506"",""Total"",1592,786,806,1508,84,19,25.88,61.5"
"""2011"",""Rochdale 020E"",""E01005507"",""Total"",1574,734,840,1574,0,8,92.68,17.0"
"""2011"",""Rochdale 020F"",""E01005508"",""Total"",1866,914,952,1861,5,35,435.75,4.3"
"""2011"",""Rochdale 021A"",""E01005524"",""Total"",1489,723,766,1489,0,23,29.86,49.9"
"""2011"",""Rochdale 021B"",""E01005525"",""Total"",1602,800,802,1602,0,13,48.91,32.8"
"""2011"",""Rochdale 021C"",""E01005526"",""Total"",1584,773,811,1584,0,16,242.08,6.5"
"""2011"",""Rochdale 021D"",""E01005528"",""Total"",1499,730,769,1495,4,11,30.46,49.2"
"""2011"",""Rochdale 021E"",""E01005536"",""Total"",1603,753,850,1599,4,12,33.21,48.3"
"""2011"",""Rochdale 021F"",""E01005543"",""Total"",1321,628,693,1260,61,18,311.55,4.2"
"""2011"",""Rochdale 022A"",""E01005527"",""Total"",1498,708,790,1447,51,4,43.04,34.8"
"""2011"",""Rochdale 022B"",""E01005529"",""Total"",1610,744,866,1610,0,7,24.93,64.6"
"""2011"",""Rochdale 022C"",""E01005551"",""Total"",1726,804,922,1726,0,4,29.90,57.7"
"""2011"",""Rochdale 022D"",""E01005552"",""Total"",1990,946,1044,1990,0,5,35.00,56.9"
"""2011"",""Rochdale 022E"",""E01005553"",""Total"",1831,874,957,1831,0,8,28.78,63.6"
"""2011"",""Rochdale 022F"",""E01005554"",""Total"",1343,659,684,1343,0,11,313.87,4.3"
"""2011"",""Rochdale 023A"",""E01005534"",""Total"",1493,743,750,1488,5,15,28.96,51.6"
"""2011"",""Rochdale 023B"",""E01005535"",""Total"",1580,805,775,1556,24,6,29.82,53.0"
"""2011"",""Rochdale 023C"",""E01005537"",""Total"",1363,714,649,1363,0,18,25.59,53.3"
"""2011"",""Rochdale 023D"",""E01005538"",""Total"",1509,710,799,1504,5,7,23.40,64.5"
"""2011"",""Rochdale 023E"",""E01005540"",""Total"",1334,654,680,1328,6,9,47.47,28.1"
"""2011"",""Rochdale 023F"",""E01005541"",""Total"",1621,801,820,1621,0,12,25.94,62.5"
"""2011"",""Rochdale 023G"",""E01005542"",""Total"",1326,638,688,1303,23,5,32.16,41.2"
"""2011"",""Rochdale 024A"",""E01005533"",""Total"",1640,800,840,1636,4,15,37.75,43.4"
"""2011"",""Rochdale 024B"",""E01005539"",""Total"",1354,693,661,1301,53,12,46.82,28.9"
"""2011"",""Rochdale 024C"",""E01005546"",""Total"",1237,596,641,1237,0,12,121.73,10.2"
"""2011"",""Rochdale 024D"",""E01005547"",""Total"",1450,708,742,1434,16,11,48.10,30.1"
"""2011"",""Rochdale 024E"",""E01005548"",""Total"",1284,656,628,1251,33,11,66.92,19.2"
"""2011"",""Rochdale 025A"",""E01005530"",""Total"",1437,688,749,1437,0,17,41.00,35.0"
"""2011"",""Rochdale 025B"",""E01005531"",""Total"",1165,560,605,1165,0,9,41.99,27.7"
"""2011"",""Rochdale 025C"",""E01005532"",""Total"",1435,669,766,1435,0,9,30.41,47.2"
"""2011"",""Rochdale 025D"",""E01005544"",""Total"",1470,713,757,1470,0,21,39.20,37.5"
"""2011"",""Rochdale 025E"",""E01005545"",""Total"",1227,594,633,1227,0,27,34.01,36.1"
"""2011"",""Rochdale 025F"",""E01005549"",""Total"",1562,746,816,1562,0,30,55.73,28.0"
"""2011"",""Rochdale 025G"",""E01005550"",""Total"",1420,687,733,1420,0,15,34.33,41.4"
"""2011"",""Salford 001A"",""E01005659"",""Total"",1444,715,729,1422,22,12,58.52,24.7"
"""2011"",""Salford 001B"",""E01005660"",""Total"",1470,701,769,1470,0,4,32.48,45.3"
"""2011"",""Salford 001C"",""E01005663"",""Total"",1376,681,695,1376,0,9,40.48,34.0"
"""2011"",""Salford 001D"",""E01005664"",""Total"",1487,696,791,1487,0,3,35.15,42.3"
"""2011"",""Salford 001E"",""E01005665"",""Total"",1470,682,788,1470,0,6,38.23,38.5"
"""2011"",""Salford 002A"",""E01005703"",""Total"",1544,789,755,1544,0,7,32.82,47.0"
"""2011"",""Salford 002B"",""E01005704"",""Total"",1405,688,717,1404,1,7,22.93,61.3"
"""2011"",""Salford 002C"",""E01005706"",""Total"",1494,686,808,1456,38,5,27.38,54.6"
"""2011"",""Salford 002D"",""E01005708"",""Total"",1491,722,769,1491,0,6,37.58,39.7"
"""2011"",""Salford 003A"",""E01005702"",""Total"",2127,1027,1100,2127,0,17,71.96,29.6"
"""2011"",""Salford 003B"",""E01005705"",""Total"",1868,892,976,1861,7,12,191.75,9.7"
"""2011"",""Salford 003C"",""E01005707"",""Total"",1718,865,853,1718,0,5,62.41,27.5"
"""2011"",""Salford 004A"",""E01005661"",""Total"",1789,868,921,1781,8,9,69.62,25.7"
"""2011"",""Salford 004B"",""E01005662"",""Total"",1519,704,815,1519,0,7,87.64,17.3"
"""2011"",""Salford 004C"",""E01005709"",""Total"",1391,661,730,1391,0,15,25.09,55.4"
"""2011"",""Salford 004D"",""E01005710"",""Total"",1509,708,801,1508,1,17,75.48,20.0"
"""2011"",""Salford 005A"",""E01005670"",""Total"",1663,785,878,1663,0,5,40.32,41.2"
"""2011"",""Salford 005B"",""E01005672"",""Total"",1369,652,717,1369,0,7,23.74,57.7"
"""2011"",""Salford 005C"",""E01005676"",""Total"",1276,620,656,1276,0,12,65.40,19.5"
"""2011"",""Salford 005D"",""E01005677"",""Total"",1540,750,790,1540,0,10,125.21,12.3"
"""2011"",""Salford 006A"",""E01005686"",""Total"",1439,713,726,1439,0,7,31.68,45.4"
"""2011"",""Salford 006B"",""E01005688"",""Total"",1591,807,784,1591,0,5,30.51,52.1"
"""2011"",""Salford 006C"",""E01005691"",""Total"",1472,748,724,1472,0,6,69.59,21.2"
"""2011"",""Salford 006D"",""E01005692"",""Total"",1306,640,666,1280,26,8,34.35,38.0"
"""2011"",""Salford 007A"",""E01005711"",""Total"",1505,751,754,1505,0,12,75.60,19.9"
"""2011"",""Salford 007B"",""E01005712"",""Total"",1620,794,826,1593,27,13,29.91,54.2"
"""2011"",""Salford 007C"",""E01005713"",""Total"",1415,653,762,1415,0,19,39.82,35.5"
"""2011"",""Salford 007D"",""E01005714"",""Total"",1438,681,757,1438,0,8,78.57,18.3"
"""2011"",""Salford 007E"",""E01005715"",""Total"",1652,822,830,1649,3,28,50.82,32.5"
"""2011"",""Salford 007F"",""E01005718"",""Total"",1680,849,831,1673,7,15,35.76,47.0"
"""2011"",""Salford 008A"",""E01005673"",""Total"",1437,711,726,1436,1,7,94.07,15.3"
"""2011"",""Salford 008B"",""E01005675"",""Total"",2564,1720,844,1708,856,12,211.36,12.1"
"""2011"",""Salford 008C"",""E01005678"",""Total"",1519,741,778,1519,0,2,92.91,16.3"
"""2011"",""Salford 008D"",""E01005679"",""Total"",1594,769,825,1594,0,6,37.78,42.2"
"""2011"",""Salford 009A"",""E01005687"",""Total"",1752,860,892,1752,0,10,95.16,18.4"
"""2011"",""Salford 009B"",""E01005689"",""Total"",1438,679,759,1438,0,2,27.80,51.7"
"""2011"",""Salford 009C"",""E01005690"",""Total"",1555,757,798,1555,0,12,34.62,44.9"
"""2011"",""Salford 009D"",""E01005693"",""Total"",1402,659,743,1402,0,5,34.42,40.7"
"""2011"",""Salford 010A"",""E01005646"",""Total"",1577,770,807,1577,0,88,24.77,63.7"
"""2011"",""Salford 010B"",""E01005649"",""Total"",1717,856,861,1676,41,58,36.79,46.7"
"""2011"",""Salford 010C"",""E01005650"",""Total"",1582,839,743,1518,64,67,43.67,36.2"
"""2011"",""Salford 010D"",""E01005651"",""Total"",2121,1010,1111,2028,93,128,22.67,93.6"
"""2011"",""Salford 011A"",""E01005647"",""Total"",1621,739,882,1459,162,34,27.46,59.0"
"""2011"",""Salford 011B"",""E01005648"",""Total"",1817,924,893,1783,34,20,78.87,23.0"
"""2011"",""Salford 011C"",""E01005652"",""Total"",1398,660,738,1398,0,10,26.84,52.1"
"""2011"",""Salford 011D"",""E01005653"",""Total"",1518,696,822,1518,0,6,71.08,21.4"
"""2011"",""Salford 012A"",""E01005671"",""Total"",1503,736,767,1501,2,5,49.08,30.6"
"""2011"",""Salford 012B"",""E01005674"",""Total"",1446,694,752,1374,72,13,31.94,45.3"
"""2011"",""Salford 012C"",""E01005694"",""Total"",1741,836,905,1741,0,10,86.10,20.2"
"""2011"",""Salford 012D"",""E01005696"",""Total"",1521,734,787,1521,0,12,41.34,36.8"
"""2011"",""Salford 012E"",""E01005698"",""Total"",1657,799,858,1657,0,14,28.15,58.9"
"""2011"",""Salford 012F"",""E01005700"",""Total"",1538,746,792,1497,41,10,29.66,51.9"
"""2011"",""Salford 013A"",""E01005716"",""Total"",1770,893,877,1770,0,39,46.31,38.2"
"""2011"",""Salford 013B"",""E01005717"",""Total"",1568,778,790,1568,0,30,38.16,41.1"
"""2011"",""Salford 013C"",""E01005734"",""Total"",1357,644,713,1324,33,20,35.80,37.9"
"""2011"",""Salford 013D"",""E01005735"",""Total"",1393,701,692,1393,0,23,24.51,56.8"
"""2011"",""Salford 013E"",""E01005736"",""Total"",1420,711,709,1420,0,18,26.37,53.8"
"""2011"",""Salford 013F"",""E01005737"",""Total"",1507,746,761,1507,0,27,877.56,1.7"
"""2011"",""Salford 013G"",""E01005739"",""Total"",1531,736,795,1531,0,20,67.42,22.7"
"""2011"",""Salford 014A"",""E01005695"",""Total"",1578,783,795,1578,0,31,98.90,16.0"
"""2011"",""Salford 014B"",""E01005697"",""Total"",1563,766,797,1563,0,18,31.28,50.0"
"""2011"",""Salford 014C"",""E01005738"",""Total"",1766,876,890,1725,41,18,323.43,5.5"
"""2011"",""Salford 014D"",""E01005740"",""Total"",1556,755,801,1556,0,22,64.57,24.1"
"""2011"",""Salford 014E"",""E01005741"",""Total"",1642,785,857,1635,7,38,80.26,20.5"
"""2011"",""Salford 014F"",""E01005742"",""Total"",1587,759,828,1587,0,15,36.65,43.3"
"""2011"",""Salford 015A"",""E01005625"",""Total"",1329,626,703,1329,0,3,27.18,48.9"
"""2011"",""Salford 015B"",""E01005627"",""Total"",1178,569,609,1178,0,6,17.32,68.0"
"""2011"",""Salford 015C"",""E01005699"",""Total"",1494,734,760,1494,0,15,23.11,64.6"
"""2011"",""Salford 015D"",""E01005701"",""Total"",1593,777,816,1566,27,20,39.54,40.3"
"""2011"",""Salford 016A"",""E01005609"",""Total"",1787,874,913,1750,37,5,35.33,50.6"
"""2011"",""Salford 016B"",""E01005611"",""Total"",1942,992,950,1930,12,11,41.90,46.3"
"""2011"",""Salford 016C"",""E01005612"",""Total"",2038,1043,995,2038,0,11,29.35,69.4"
"""2011"",""Salford 016D"",""E01005613"",""Total"",2280,1211,1069,2254,26,20,29.30,77.8"
"""2011"",""Salford 016E"",""E01005614"",""Total"",1940,957,983,1940,0,52,16.41,118.2"
"""2011"",""Salford 016F"",""E01005615"",""Total"",1958,998,960,1746,212,5,22.53,86.9"
"""2011"",""Salford 017A"",""E01005624"",""Total"",1669,791,878,1669,0,4,28.97,57.6"
"""2011"",""Salford 017B"",""E01005680"",""Total"",1425,735,690,1356,69,12,93.60,15.2"
"""2011"",""Salford 017C"",""E01005683"",""Total"",1600,741,859,1590,10,4,57.97,27.6"
"""2011"",""Salford 017F"",""E01032919"",""Total"",3668,1949,1719,2178,1490,72,105.72,34.7"
"""2011"",""Salford 018A"",""E01005622"",""Total"",1452,684,768,1428,24,9,16.28,89.2"
"""2011"",""Salford 018B"",""E01005623"",""Total"",1261,635,626,1255,6,18,22.81,55.3"
"""2011"",""Salford 018C"",""E01005626"",""Total"",1311,640,671,1245,66,16,35.48,37.0"
"""2011"",""Salford 018D"",""E01005628"",""Total"",1616,835,781,1544,72,7,27.10,59.6"
"""2011"",""Salford 019A"",""E01005725"",""Total"",1378,648,730,1378,0,9,20.33,67.8"
"""2011"",""Salford 019B"",""E01005726"",""Total"",1500,714,786,1500,0,5,44.08,34.0"
"""2011"",""Salford 019C"",""E01005727"",""Total"",1337,664,673,1337,0,9,17.42,76.8"
"""2011"",""Salford 019D"",""E01005728"",""Total"",1353,663,690,1351,2,10,29.45,45.9"
"""2011"",""Salford 019E"",""E01005733"",""Total"",1370,657,713,1370,0,11,41.20,33.3"
"""2011"",""Salford 020A"",""E01005631"",""Total"",1509,842,667,1479,30,4,27.87,54.1"
"""2011"",""Salford 020B"",""E01005632"",""Total"",2112,1043,1069,2092,20,6,55.24,38.2"
"""2011"",""Salford 020C"",""E01005633"",""Total"",1393,679,714,1393,0,12,35.77,38.9"
"""2011"",""Salford 020D"",""E01005634"",""Total"",1472,722,750,1472,0,26,30.21,48.7"
"""2011"",""Salford 020E"",""E01005635"",""Total"",1577,788,789,1476,101,22,35.95,43.9"
"""2011"",""Salford 020F"",""E01005636"",""Total"",1553,771,782,1533,20,35,44.93,34.6"
"""2011"",""Salford 020G"",""E01005637"",""Total"",1314,646,668,1314,0,16,32.55,40.4"
"""2011"",""Salford 021A"",""E01005629"",""Total"",1311,637,674,1306,5,17,26.13,50.2"
"""2011"",""Salford 021B"",""E01005630"",""Total"",1495,699,796,1469,26,17,22.73,65.8"
"""2011"",""Salford 021C"",""E01005719"",""Total"",1741,878,863,1725,16,12,70.29,24.8"
"""2011"",""Salford 021D"",""E01005720"",""Total"",2384,1177,1207,2372,12,9,101.32,23.5"
"""2011"",""Salford 021E"",""E01005722"",""Total"",1778,845,933,1762,16,3,37.04,48.0"
"""2011"",""Salford 021F"",""E01005723"",""Total"",1469,685,784,1469,0,3,64.14,22.9"
