"Accident_Index,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,1st_Road_Class,Road_Type,Speed_limit,Junction_Detail,2nd_Road_Class,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Hour,Two_Hour_Groupings,Time_of_Day,Was_Daylight,Was_Bad_Weather,Was_Road_Dry,log_Number_of_Casualties,log_Number_of_Vehicles,LSOA,population_per_hectare,bicycle_aadf,motorbike_aadf,car_aadf,bus_aadf,light_goods_vehicle_aadf,heavy_goods_vehicle_aadf,Road,RCat"
"201301CW10591,-0.170264,51.521955,Slight,3,1,2013-05-12,Sunday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,2,2am-4am,Night,No,No,Yes,0.0,1.0986122886681098,E01033605,277.6,1068.2,4181.0,61257.8,1461.0,11184.8,2970.6,A40,PA"
"201301CW10593,-0.171323,51.520712,Slight,2,1,2013-05-16,Thursday,A,Dual carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01004702,158.1,1068.2,4181.0,61257.8,1461.0,11184.8,2970.6,A40,PA"
"201301CW10594,-0.189638,51.535025,Slight,2,1,2013-05-24,Friday,A,Single carriageway,30.0,T or staggered junction,B,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01004710,128.2,1157.6,874.0,11783.2,1829.6,2976.8,859.0,A5,PA"
"201301CW10596,-0.170401,51.51854,Slight,1,1,2013-05-25,Saturday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,0.0,E01033594,65.1,466.75,121.25,3771.0,992.0,454.0,114.25,A4205,PA"
"201301CW10597,-0.179999,51.520038,Serious,2,1,2013-05-25,Saturday,A,Dual carriageway,50.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01004681,120.9,1011.4,2090.8,42253.2,972.4,6197.6,1276.8,A404,PA"
"201301CW10599,-0.164954,51.53572,Slight,2,1,2013-05-28,Tuesday,B,Single carriageway,30.0,Crossroads,B,Daylight,Raining no high winds,Wet or damp,Urban,7,6am-8am,Morning,Yes,Yes,No,0.0,0.6931471805599453,E01004730,37.1,1276.0,1417.2,28583.2,1621.0,5307.8,1206.0,A41,PA"
"201301CW10600,-0.141738,51.514492,Serious,1,1,2013-05-23,Thursday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,21,8pm-10pm,Evening,No,No,Yes,0.0,0.0,E01033595,22.9,4262.8,568.2,7116.6,1991.2,677.8,215.8,A40,PA"
"201301CW10602,-0.151788,51.486953,Slight,2,1,2013-04-27,Saturday,A,Single carriageway,30.0,T or staggered junction,B,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002901,38.7,3111.6,2007.2,16917.4,1377.0,5706.8,1686.4,A3216,PA"
"201301CW10604,-0.132279,51.513173,Slight,2,1,2013-05-29,Wednesday,C,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01033596,114.7,1317.4,1258.8,8031.2,1190.4,2255.4,846.6,A401,PA"
"201301CW10605,-0.16121300000000002,51.524781,Slight,2,1,2013-05-25,Saturday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,0,12am-2am,Night,No,No,Yes,0.0,0.6931471805599453,E01004659,157.9,194.4,454.8,10027.4,1192.2,1617.6,384.8,A41,PA"
"201301CW10606,-0.126425,51.504806,Serious,2,1,2013-05-28,Tuesday,A,Dual carriageway,30.0,T or staggered junction,C,Daylight,Raining no high winds,Wet or damp,Urban,14,2pm-4pm,Office hours,Yes,Yes,No,0.0,0.6931471805599453,E01004736,14.7,2305.0,1703.4,14094.2,3304.6,3172.4,764.2,A3212,PA"
"201301CW10608,-0.15568900000000002,51.522356,Slight,1,1,2013-05-29,Wednesday,A,Dual carriageway,50.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,21,8pm-10pm,Evening,Yes,No,Yes,0.0,0.0,E01004712,167.3,1897.8,3856.0,53387.6,2886.6,11168.2,3107.4,A501,PA"
"201301CW10609,-0.175827,51.512599,Slight,2,1,2013-05-29,Wednesday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01004682,165.1,1434.4,1700.6,23408.2,1297.4,5069.8,700.4,A402,PA"
"201301CW10610,-0.173655,51.502044,Slight,2,1,2013-05-23,Thursday,Unclassified,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,Yes,No,Yes,0.0,0.6931471805599453,E01004692,103.9,603.8,1258.2,11954.2,1595.0,2250.6,952.8,A315,PA"
"201301CW10611,-0.200896,51.523777,Slight,2,1,2013-05-24,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,16,4pm-6pm,Rush hour,Yes,Yes,No,0.0,0.6931471805599453,E01004755,191.9,637.4,705.2,10780.2,933.0,2462.4,824.4,A404,PA"
"201301CW10612,-0.14214100000000002,51.515218,Slight,2,1,2013-05-25,Saturday,A,Single carriageway,30.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01033595,22.9,4262.8,568.2,7116.6,1991.2,677.8,215.8,A40,PA"
"201301CW10613,-0.127485,51.507071,Slight,1,1,2013-05-25,Saturday,A,Dual carriageway,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01004736,14.7,1472.4,1581.8,13627.8,930.4,2003.0,591.0,A4,PA"
"201301CW10615,-0.165602,51.501648,Slight,2,2,2013-05-26,Sunday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,21,8pm-10pm,Evening,No,No,Yes,0.6931471805599453,0.6931471805599453,E01004689,6.1,1176.8,1913.0,17788.2,1424.0,3614.4,721.0,A4,PA"
"201301CW10616,-0.126012,51.500842,Slight,1,1,2013-05-27,Monday,A,Single carriageway,30.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.0,E01004733,45.3,7322.0,3474.2,31799.2,2895.4,5339.4,1301.2,A302,PA"
"201301CW10617,-0.12703,51.490067,Slight,2,1,2013-05-28,Tuesday,A,Dual carriageway,50.0,T or staggered junction,C,Daylight,Raining no high winds,Wet or damp,Urban,9,8am-10am,Morning,Yes,Yes,No,0.0,0.6931471805599453,E01004745,104.8,5951.0,2725.2,13200.6,824.6,3908.6,1085.8,A3212,PA"
"201301CW10618,-0.134207,51.497736,Slight,2,1,2013-05-29,Wednesday,A,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01004731,26.4,730.4,362.4,5265.6,281.0,1063.4,208.6,B324,MB"
"201301CW10619,-0.133605,51.512474,Slight,1,1,2013-06-03,Monday,C,Single carriageway,30.0,T or staggered junction,C,Darkness - lights lit,Fine no high winds,Dry,Urban,1,12am-2am,Night,No,No,Yes,0.0,0.0,E01033596,114.7,1317.4,1258.8,8031.2,1190.4,2255.4,846.6,A401,PA"
"201301CW10620,-0.120654,51.511998,Slight,2,1,2013-06-01,Saturday,B,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01004735,38.2,32.0,727.2,4462.4,189.4,1086.4,87.8,A301,PA"
"201301CW10621,-0.15118299999999998,51.505469,Slight,1,1,2013-06-02,Sunday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.0,E01004689,6.1,643.8,3733.0,67099.2,5533.2,12245.8,2227.6,A4202,PA"
"201301CW10624,-0.174827,51.523195,Slight,1,1,2013-05-31,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,No,No,Yes,0.0,0.0,E01004702,158.1,649.2,1030.2,16118.2,1366.8,4849.8,848.4,A5,PA"
"201301CW10625,-0.157657,51.502153,Slight,3,1,2013-05-31,Friday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,1.0986122886681098,E01004691,43.2,1675.0,4147.8,39079.8,3756.4,6832.4,1615.0,A4,PA"
"201301CW10626,-0.16456600000000002,51.527441,Slight,1,1,2013-05-31,Friday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,21,8pm-10pm,Evening,Yes,No,Yes,0.0,0.0,E01004727,17.9,341.6,986.2,19119.6,1607.4,3319.6,631.6,A41,PA"
"201301CW10627,-0.12276199999999995,51.51329000000001,Slight,1,1,2013-05-30,Thursday,B,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.0,E01004735,38.2,3954.6,1110.8,14386.8,3315.2,2117.2,520.8,A4,PA"
"201301CW10628,-0.15303,51.523933,Slight,2,2,2013-05-01,Wednesday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.6931471805599453,0.6931471805599453,E01004727,17.9,1897.8,3856.0,53387.6,2886.6,11168.2,3107.4,A501,PA"
"201301CW10629,-0.123257,51.504755,Slight,2,1,2013-06-03,Monday,A,Single carriageway,30.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01004736,14.7,3097.2,2671.0,17052.0,701.8,3848.4,1261.2,A3211,PA"
"201301CW10630,-0.14877,51.515233,Slight,2,1,2013-05-26,Sunday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,3,2am-4am,Night,No,No,Yes,0.0,0.6931471805599453,E01004714,63.3,1735.8,1239.0,14836.6,50.6,2696.8,525.6,A5204,PA"
"201301CW10631,-0.141398,51.494523,Slight,2,1,2013-06-01,Saturday,A,Dual carriageway,50.0,T or staggered junction,C,Darkness - lights lit,Fine no high winds,Dry,Urban,2,2am-4am,Night,No,No,Yes,0.0,0.6931471805599453,E01004749,177.6,608.8,839.6,12243.2,835.2,3048.0,765.6,A202,PA"
"201301CW10632,-0.11859,51.509626,Slight,2,1,2013-05-31,Friday,A,Dual carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,6,6am-8am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01004735,38.2,7898.2,1968.2,12508.8,4375.4,3117.4,704.4,A301,PA"
"201301CW10633,-0.137262,51.514691,Slight,2,2,2013-05-31,Friday,C,One way street,30.0,Crossroads,C,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.6931471805599453,0.6931471805599453,E01033595,22.9,77.4,24.4,213.2,0.0,121.6,13.4,U,MCU"
"201301CW10635,-0.378775,51.544266,Serious,1,1,2013-05-23,Thursday,Unclassified,Single carriageway,30.0,Private drive or entrance,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.0,E01001321,61.0,36.6,1487.2,74393.8,746.8,13250.6,5610.8,A40,PA"
"201301CW10636,-0.190057,51.509942,Slight,1,1,2013-05-30,Thursday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01002827,72.6,422.6,53.8,493.4,1.6,87.8,8.0,U,MCU"
"201301CW10637,-0.13005899999999998,51.507562,Slight,1,1,2013-05-20,Monday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,Yes,No,Yes,0.0,0.0,E01004736,14.7,113.6,286.4,5551.8,490.6,1766.6,561.8,A4,PA"
"201301CW10638,-0.171492,51.5021,Slight,2,1,2013-05-09,Thursday,Unclassified,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01004692,103.9,603.8,1258.2,11954.2,1595.0,2250.6,952.8,A315,PA"
"201301CW10640,-0.152015,51.506291,Slight,3,1,2013-06-04,Tuesday,A,Dual carriageway,50.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,1.0986122886681098,E01004689,6.1,643.8,3733.0,67099.2,5533.2,12245.8,2227.6,A4202,PA"
"201301CW10641,-0.15198699999999998,51.521218,Slight,2,1,2013-06-04,Tuesday,C,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,7,6am-8am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01004717,153.2,1897.8,3856.0,53387.6,2886.6,11168.2,3107.4,A501,PA"
"201301CW10642,-0.123992,51.5009,Slight,2,1,2013-05-30,Thursday,A,Single carriageway,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,Yes,No,Yes,0.0,0.6931471805599453,E01004733,45.3,7322.0,3474.2,31799.2,2895.4,5339.4,1301.2,A302,PA"
"201301CW10643,-0.131659,51.48960200000001,Serious,1,1,2013-06-02,Sunday,A,Single carriageway,30.0,T or staggered junction,B,Darkness - lights lit,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,No,No,Yes,0.0,0.0,E01004737,161.2,2793.8,1960.6,23215.0,1998.0,7120.6,1242.6,A202,PA"
"201301CW10644,-0.142022,51.514586,Slight,2,1,2013-05-24,Friday,A,Dual carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,11,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01033595,22.9,4262.8,568.2,7116.6,1991.2,677.8,215.8,A40,PA"
"201301CW10645,-0.141273,51.515294,Slight,1,1,2013-06-03,Monday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01033595,22.9,4262.8,568.2,7116.6,1991.2,677.8,215.8,A40,PA"
"201301CW10646,-0.141758,51.51755,Serious,1,1,2013-06-04,Tuesday,A,Single carriageway,30.0,Crossroads,B,Daylight,Fine no high winds,Dry,Urban,6,6am-8am,Morning,Yes,No,Yes,0.0,0.0,E01004765,75.5,1537.2,1170.0,7736.2,20.8,2786.8,380.0,A5204,PA"
"201301CW10653,-0.157432,51.522024,Slight,2,1,2013-06-03,Monday,A,Dual carriageway,40.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01004712,167.3,521.0,667.2,10144.8,1369.8,1356.2,438.6,A41,PA"
"201301CW10655,-0.18598,51.518242,Slight,1,1,2013-06-04,Tuesday,C,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01004656,139.3,694.25,660.5,8357.5,1136.75,1645.5,406.5,A4206,PA"
"201301CW10656,-0.183756,51.523423,Slight,2,1,2013-06-04,Tuesday,B,Single carriageway,30.0,Roundabout,C,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01004703,111.1,676.0,738.0,8525.0,1093.0,1653.0,388.0,A4206,PA"
"201301CW10657,-0.131522,51.48942,Slight,2,1,2013-06-04,Tuesday,A,Single carriageway,30.0,T or staggered junction,B,Daylight,Fine no high winds,Dry,Urban,11,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01004737,161.2,2793.8,1960.6,23215.0,1998.0,7120.6,1242.6,A202,PA"
"201301CW10659,-0.15166400000000002,51.518516,Slight,2,1,2013-06-05,Wednesday,B,Single carriageway,30.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01004717,153.2,1735.8,1239.0,14836.6,50.6,2696.8,525.6,A5204,PA"
"201301CW10661,-0.19889,51.523477,Slight,2,2,2013-06-05,Wednesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.6931471805599453,0.6931471805599453,E01004755,191.9,637.4,705.2,10780.2,933.0,2462.4,824.4,A404,PA"
"201301CW10662,-0.122925,51.505829,Slight,1,2,2013-06-05,Wednesday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.6931471805599453,0.0,E01004736,14.7,3097.2,2671.0,17052.0,701.8,3848.4,1261.2,A3211,PA"
"201301CW10663,-0.129661,51.51376,Slight,1,1,2013-06-06,Thursday,C,Single carriageway,30.0,T or staggered junction,A,Darkness - lights lit,Fine no high winds,Dry,Urban,2,2am-4am,Night,No,No,Yes,0.0,0.0,E01004763,72.4,1272.0,578.4,3201.6,1730.0,1213.6,276.2,A400,PA"
"201301CW10667,-0.145983,51.495135,Slight,1,1,2013-06-09,Sunday,A,Dual carriageway,40.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01004750,69.0,897.2,1191.6,18088.0,3504.2,3224.4,782.8,A3214,PA"
"201301CW10669,-0.140932,51.51304,Slight,2,1,2013-06-08,Saturday,B,Single carriageway,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01033595,22.9,1214.2,1091.6,10047.4,3027.2,2556.8,615.4,A4201,PA"
"201301CW10670,-0.163706,51.520144,Slight,2,1,2013-06-06,Thursday,C,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,Yes,No,Yes,0.0,0.6931471805599453,E01004661,139.2,2104.8,5168.8,59422.6,1846.8,11679.4,3421.2,A501,PA"
"201301CW10671,-0.198572,51.527878,Slight,2,1,2013-06-06,Thursday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01004678,230.4,163.25,15.0,282.5,0.5,55.75,15.0,B414,MB"
"201301CW10672,-0.157436,51.521934,Slight,2,1,2013-06-07,Friday,A,Dual carriageway,50.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,Yes,No,Yes,0.0,0.6931471805599453,E01004712,167.3,433.8,604.6,7312.8,1553.0,1159.6,368.6,A41,PA"
"201301CW10674,-0.13076600000000002,51.493814,Slight,2,1,2013-05-26,Sunday,Unclassified,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,22,10pm-12am,Evening,No,No,Yes,0.0,0.6931471805599453,E01004746,356.4,1678.6,1394.4,16070.0,1343.6,4912.4,856.6,A202,PA"
"201301CW10675,-0.130563,51.51638300000001,Slight,2,1,2013-06-10,Monday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01004763,72.4,1272.0,578.4,3201.6,1730.0,1213.6,276.2,A400,PA"
"201301CW10677,-0.20515,51.532925,Slight,2,1,2013-06-07,Friday,B,Single carriageway,30.0,Crossroads,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,0,12am-2am,Night,No,No,Yes,0.0,0.6931471805599453,E01004723,228.2,344.6,244.8,4647.6,22.8,827.0,84.0,B451,MB"
"201301CW10678,-0.137741,51.510022,Slight,2,1,2013-05-17,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,2,2am-4am,Night,No,No,Yes,0.0,0.6931471805599453,E01033595,22.9,1839.2,1494.0,6293.4,2115.6,2133.2,436.6,A4,PA"
"201301CW10679,-0.146619,51.497213,Slight,1,1,2013-06-05,Wednesday,B,Single carriageway,30.0,Crossroads,C,Daylight,Fine no high winds,Dry,Urban,7,6am-8am,Morning,Yes,No,Yes,0.0,0.0,E01004690,59.2,855.0,1065.0,20140.6,4720.8,4145.0,1099.2,A302,PA"
"201301CW10680,-0.15166400000000002,51.518516,Slight,2,1,2013-06-04,Tuesday,B,Single carriageway,30.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,Yes,No,Yes,0.0,0.6931471805599453,E01004717,153.2,1735.8,1239.0,14836.6,50.6,2696.8,525.6,A5204,PA"
"201301CW10681,-0.1331,51.514265,Slight,2,1,2013-06-06,Thursday,C,One way street,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01033595,22.9,4262.8,568.2,7116.6,1991.2,677.8,215.8,A40,PA"
"201301CW10682,-0.148409,51.52413,Serious,2,1,2013-06-03,Monday,Unclassified,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01004716,79.7,3076.6,5252.2,54147.0,2404.4,10485.0,2845.2,A501,PA"
"201301CW10683,-0.159077,51.513416,Slight,1,1,2013-06-05,Wednesday,Unclassified,Single carriageway,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01004658,153.1,1292.8,1609.4,29949.6,2574.4,6173.6,1385.0,A5,PA"
"201301CW10684,-0.148187,51.515403000000006,Slight,1,1,2013-06-10,Monday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,0.0,E01004714,63.3,1735.8,1239.0,14836.6,50.6,2696.8,525.6,A5204,PA"
"201301CW10685,-0.150526,51.486124,Slight,2,1,2013-06-07,Friday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002901,38.7,3111.6,2007.2,16917.4,1377.0,5706.8,1686.4,A3216,PA"
"201301CW10686,-0.12826600000000002,51.488019,Slight,2,1,2013-06-11,Tuesday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01004737,161.2,4606.6,2326.2,29951.8,2172.2,9111.2,1597.6,A202,PA"
"201301CW10687,-0.135865,51.485352,Slight,2,1,2013-06-11,Tuesday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01004738,146.8,6303.4,3246.8,21308.8,362.0,5836.6,1588.2,A3212,PA"
"201301CW10688,-0.13968,51.511941,Serious,2,1,2013-06-02,Sunday,Unclassified,Single carriageway,30.0,T or staggered junction,A,Darkness - lights lit,Fine no high winds,Dry,Urban,23,10pm-12am,Night,No,No,Yes,0.0,0.6931471805599453,E01033595,22.9,1214.2,1091.6,10047.4,3027.2,2556.8,615.4,A4201,PA"
"201301CW10689,-0.153223,51.490663,Serious,1,1,2013-06-07,Friday,C,Single carriageway,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01004666,128.7,725.0,826.0,7583.8,851.2,1875.2,353.0,A3216,PA"
"201301CW10690,-0.126159,51.500755,Slight,1,1,2013-06-02,Sunday,A,One way street,30.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01004733,45.3,7322.0,3474.2,31799.2,2895.4,5339.4,1301.2,A302,PA"
"201301CW10691,-0.17539200000000002,51.512682,Slight,1,1,2013-06-08,Saturday,A,One way street,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.0,E01004682,165.1,1434.4,1700.6,23408.2,1297.4,5069.8,700.4,A402,PA"
"201301CW10693,-0.127098,51.505986,Slight,1,1,2013-06-09,Sunday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01004736,14.7,1472.4,1581.8,13627.8,930.4,2003.0,591.0,A4,PA"
"201301CW10694,-0.14115899999999998,51.507468,Slight,1,1,2013-06-10,Monday,A,Single carriageway,30.0,Crossroads,C,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01004736,14.7,2233.4,3183.6,28253.8,2989.8,6089.0,1364.4,A4,PA"
"201301CW10695,-0.189256,51.51559500000001,Slight,1,1,2013-06-10,Monday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01004699,194.4,422.6,53.8,493.4,1.6,87.8,8.0,U,MCU"
"201301CW10696,-0.168377,51.518688,Slight,1,1,2013-06-10,Monday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01033594,65.1,1586.6,1702.4,24393.6,2268.6,5630.2,1004.0,A5,PA"
"201301CW10697,-0.149867,51.50239000000001,Slight,1,1,2013-06-10,Monday,A,Single carriageway,30.0,Roundabout,C,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,0.0,E01004731,26.4,1670.8,1732.0,29704.2,5240.6,8755.8,1718.0,A302,PA"
"201301CW10698,-0.15141,51.514105,Slight,1,1,2013-06-11,Tuesday,A,Single carriageway,30.0,Crossroads,C,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.0,E01004714,63.3,1267.4,123.6,2962.2,4358.2,201.4,37.8,A40,PA"
