"grid_square,population_per_hectare,bicycle_aadf,motor_vehicle_aadf,safe"
"""51.4645,-0.1295"",161.4,3705.4,19724.6,0"
"""51.552,-0.2945"",78.8,166.0,17186.399999999998,0"
"""51.607,0.02"",44.8,38.4,13358.2,0"
"""51.3815,-0.396"",48.9,69.2,861.0,0"
"""51.6015,0.1125"",2.9,67.8,29192.8,0"
"""51.469,-0.1125"",211.1,2095.6,18263.6,0"
"""51.485,-0.22"",116.7,1536.2,22292.4,0"
"""51.419,-0.1875"",110.2,375.0,21806.4,0"
"""51.602,-0.018"",32.1,5.0,116487.8,0"
"""51.486,-0.1995"",228.4,1597.2,13572.8,0"
"""51.475,-0.135"",26.8,1736.6,16886.8,0"
"""51.6805,-0.3945"",32.4,0.0,71.25,0"
"""51.3615,-0.118"",24.9,100.8,32014.0,0"
"""51.4595,-0.126"",212.0,30.4,512.8,0"
"""51.607,-0.299"",49.5,74.2,28633.00000000001,0"
"""51.373,-0.269"",30.7,91.0,40835.60000000001,0"
"""51.4975,-0.0535"",48.3,3271.0,20811.8,0"
"""51.4955,-0.0775"",106.6,2264.6,22053.0,0"
"""51.2895,-0.5275"",5.7,116.6,13829.2,0"
"""51.5725,-0.171"",10.6,429.0,18491.6,0"
"""51.5535,0.0555"",23.5,605.6,16857.000000000004,0"
"""51.596,0.01"",21.4,245.4,46092.4,0"
"""51.528,0.046"",177.8,295.2,16200.000000000002,0"
"""51.3195,-0.0645"",34.6,11.0,1616.8,0"
"""51.3935,0.1655"",43.2,0.8,46911.80000000001,0"
"""51.407,0.113"",68.5,4.2,24185.2,0"
"""51.525,-0.0895"",65.6,1589.0,2098.600000000001,0"
"""51.498,-0.4525"",21.4,0.0,54822.2,0"
"""51.5265,-0.065"",248.8,1228.4,14182.2,0"
"""51.494,-0.0945"",101.9,2769.6,35114.0,0"
"""51.548,-0.044"",158.4,447.2,21029.8,0"
"""51.4375,-0.406"",15.5,38.75,6997.5,0"
"""51.586,-0.0925"",185.5,264.8,16807.8,0"
"""51.5585,-0.118"",141.3,939.0,17298.4,0"
"""51.5445,0.0365"",223.8,29.8,337.6,0"
"""51.3145,-0.2585"",4.7,69.6,17543.8,0"
"""51.543,-0.4485"",71.7,8.4,14244.4,0"
"""51.5405,-0.073"",208.8,2118.2,17343.199999999993,0"
"""51.496,-0.101"",128.6,7320.0,46201.60000000001,0"
"""51.406,-0.108"",80.7,148.0,11872.4,0"
"""51.5115,-0.01"",162.5,578.4,46272.0,0"
"""51.5325,-0.057"",137.1,1389.8,21061.800000000007,0"
"""51.44,-0.0505"",89.5,331.6,22501.4,0"
"""51.6295,-0.062"",143.2,101.8,13602.0,0"
"""51.5,-0.222"",202.5,1189.0,22074.6,0"
"""51.4615,-0.149"",109.0,1864.2,8199.0,0"
"""51.434,-0.163"",130.6,1129.4,21103.2,0"
"""51.542,-0.2645"",83.4,52.2,90024.20000000003,0"
"""51.5015,-0.1795"",26.1,3695.2,34274.4,0"
"""51.52,-0.0205"",121.6,283.6,6107.8,0"
"""51.372,0.128"",15.0,1.0,23858.2,0"
"""51.291,-0.0895"",44.9,1.2,213.2,0"
"""51.538,-0.4885"",30.6,90.8,13348.0,0"
"""51.3745,-0.094"",36.7,257.0,10447.4,0"
"""51.6225,-0.254"",50.7,479.4,66577.6,0"
"""51.5285,-0.2185"",37.2,856.8,18946.0,0"
"""51.4735,-0.2485"",100.3,502.0,11652.4,0"
"""51.473,-0.093"",138.2,2169.6,23030.4,0"
"""51.4925,-0.2565"",82.5,836.6,15238.0,0"
"""51.5405,-0.3825"",49.1,66.8,43886.6,0"
"""51.455,-0.128"",139.0,822.6,13611.0,0"
"""51.4475,-0.2225"",9.5,764.6,29127.8,0"
"""51.477,-0.328"",66.4,493.8,13338.4,0"
"""51.542,-0.1175"",155.1,1359.0,18015.0,0"
"""51.5725,-0.0905"",74.1,1318.0,36134.4,0"
"""51.4805,-0.1985"",148.0,1118.6,7091.5999999999985,0"
"""51.5795,0.181"",43.7,106.2,29869.60000000001,0"
"""51.481,-0.0945"",146.2,2632.2,15923.000000000002,0"
"""51.377,-0.279"",49.8,295.0,48718.80000000001,0"
"""51.6,-0.3835"",33.8,98.6,22421.2,0"
"""51.423,-0.003"",55.6,231.6,15218.8,0"
"""51.5405,-0.2995"",31.1,235.0,30264.6,0"
"""51.4425,0.2425"",52.8,38.0,12765.2,0"
"""51.5515,-0.1145"",502.5,2207.2,24813.4,0"
"""51.68,0.037"",1.0,21.0,19809.4,0"
"""51.489,0.087"",108.4,309.0,14145.999999999998,0"
"""51.42,-0.1465"",140.8,19.4,677.0,0"
"""51.446,0.2355"",28.2,1.3333333333333333,121808.0,0"
"""51.4905,0.0175"",27.1,1.2,71027.2,0"
"""51.5205,-0.436"",87.9,35.8,1277.4,0"
"""51.55,-0.364"",70.3,34.2,16176.8,0"
"""51.5255,-0.3915"",63.2,14.0,42985.8,0"
"""51.601,-0.112"",158.6,378.4,17556.4,0"
"""51.3515,-0.0695"",12.4,75.4,19893.4,0"
"""51.472,-0.093"",50.9,2169.6,23030.4,0"
"""51.5585,-0.056"",134.2,1159.0,22470.0,0"
"""51.5015,-0.1615"",6.1,1176.8,25460.6,0"
"""51.439,-0.106"",98.9,506.8,23621.2,0"
"""51.4505,0.052"",15.9,43.8,10374.199999999997,0"
"""51.495,-0.1735"",74.6,1265.0,17799.999999999996,0"
"""51.6515,-0.4125"",73.8,77.4,8986.599999999999,0"
"""51.331,-0.2705"",46.9,69.6,17543.8,0"
"""51.5595,0.0075"",140.6,160.25,10001.5,0"
"""51.3975,-0.116"",116.4,89.4,10751.4,0"
"""51.573,-0.524"",4.1,41.6,28791.0,0"
"""51.5095,-0.119"",38.2,7898.2,22674.200000000004,0"
"""51.508,-0.378"",79.3,214.8,19488.6,0"
"""51.517,-0.173"",65.1,469.0,6654.0,0"
"""51.584,-0.1"",136.7,752.2,20751.4,0"
"""51.673,0.004"",1.0,2.4,15566.4,0"
"""51.2955,0.1525"",1.1,26.4,8600.2,0"
"""51.4665,-0.1505"",140.0,2192.8,10161.0,0"
"""51.47,-0.172"",192.6,827.2,9271.6,0"
"""51.4585,-0.1425"",42.7,3015.2,29977.6,0"
"""51.565,-0.1205"",188.3,313.2,1866.8,0"
"""51.45,-0.1385"",144.8,421.2,4082.0,0"
"""51.5815,-0.318"",60.8,96.0,26246.800000000007,0"
"""51.5215,-0.1615"",209.6,2104.8,81538.79999999999,0"
"""51.376,-0.0305"",36.5,188.0,20025.0,0"
"""51.46,0.1335"",67.2,111.0,12110.6,0"
"""51.414,-0.5405"",3.1,56.8,9639.8,0"
"""51.401,-0.1685"",43.2,152.6,18419.800000000007,0"
"""51.393,-0.114"",116.4,89.4,10751.4,0"
"""51.4745,0.023"",54.7,174.2,34222.0,0"
"""51.6065,-0.151"",30.8,89.0,21417.6,0"
"""51.466,0.1455"",54.6,16.8,520.4,0"
"""51.5295,-0.139"",210.8,2264.2,32013.0,0"
"""51.375,-0.5105"",12.8,96.0,7678.4,0"
"""51.5355,0.125"",106.4,71.4,95543.4,0"
"""51.5425,-0.268"",83.4,292.4,24125.8,0"
"""51.58,0.0035"",53.1,506.6,32283.4,0"
"""51.534,-0.0575"",137.1,1389.8,21061.800000000007,0"
"""51.455,-0.024"",117.7,432.8,15958.399999999998,0"
"""51.632,-0.517"",4.5,0.0,149683.4,0"
"""51.351,-0.021"",68.0,19.4,24415.2,0"
"""51.644,-0.303"",8.9,37.4,13363.0,0"
"""51.5805,0.041"",41.4,1.2,128198.4,0"
"""51.474,-0.1475"",46.3,2192.8,10161.0,0"
"""51.4845,0.267"",3.2,99.6,3170.4,0"
"""51.503,-0.116"",59.6,2807.2,21408.4,0"
"""51.525,-0.374"",63.8,789.2,24208.800000000007,0"
"""51.512,-0.0855"",6.3,4519.0,19433.0,0"
"""51.555,-0.3155"",39.9,182.6,23076.0,0"
"""51.4895,-0.194"",124.5,643.4,28731.60000000001,0"
"""51.457,-0.0465"",41.1,229.2,9206.399999999998,0"
"""51.528,-0.0185"",40.0,14.8,97164.60000000002,0"
"""51.5265,-0.212"",37.2,856.8,18946.0,0"
"""51.4025,-0.0355"",44.4,177.4,20202.8,0"
"""51.5435,-0.1625"",124.1,587.6,15860.8,0"
"""51.4405,-0.132"",79.1,72.4,620.5999999999998,0"
"""51.588,-0.0845"",117.2,197.2,10716.0,0"
"""51.5225,0.0575"",119.8,274.8,132047.0,0"
"""51.518,-0.108"",249.7,4769.6,31523.800000000007,0"
"""51.5695,-0.0075"",130.6,415.4,11918.4,0"
"""51.5265,-0.2755"",19.1,151.0,79001.40000000001,0"
"""51.393,-0.295"",90.4,59.8,1659.2,0"
"""51.5305,0.038"",164.0,29.8,337.6,0"
"""51.459,-0.079"",125.7,510.0,16647.399999999998,0"
"""51.4075,-0.1545"",69.0,30.6,2423.2,0"
"""51.435,0.0635"",37.5,34.4,36920.599999999984,0"
"""51.541,0.014"",49.1,406.8,14548.000000000002,0"
"""51.5965,-0.114"",68.9,19.2,2719.4,0"
"""51.5355,-0.025"",40.0,334.2,10776.2,0"
"""51.325,-0.4125"",1.8,154.0,17548.8,0"
"""51.5515,-0.0515"",135.6,975.8,12728.8,0"
"""51.5385,-0.0015"",88.9,2058.6,27898.0,0"
"""51.533,0.008"",194.5,269.4,16053.2,0"
"""51.5945,0.0345"",64.8,1.2,67668.4,0"
"""51.5685,-0.0085"",93.7,415.4,11918.4,0"
"""51.588,-0.2"",73.5,40.2,99842.8,0"
"""51.431,-0.3535"",84.8,499.8,13485.0,0"
"""51.5335,0.1825"",66.4,88.2,21769.4,0"
"""51.5655,-0.3515"",101.6,33.6,14677.4,0"
"""51.614,-0.2485"",43.6,106.8,14359.999999999998,0"
"""51.51,-0.1185"",38.2,7898.2,22674.200000000004,0"
"""51.347,-0.2455"",30.7,219.0,34067.8,0"
"""51.5125,-0.0755"",52.0,316.6,4700.200000000002,0"
"""51.573,0.284"",13.1,4.0,68445.4,0"
"""51.5485,-0.482"",31.7,100.8,22930.8,0"
"""51.6555,-0.347"",7.1,0.0,92746.8,0"
"""51.4805,-0.172"",119.8,2360.4,23217.0,0"
"""51.5665,-0.4425"",31.1,151.8,25847.800000000007,0"
"""51.3385,-0.117"",47.7,18.0,17452.4,0"
"""51.355,-0.043"",4.5,19.4,24415.2,0"
"""51.526,-0.0675"",248.8,1228.4,14182.2,0"
"""51.5045,-0.2435"",199.5,36.8,508.8,0"
"""51.555,0.0665"",88.8,0.0,115925.6,0"
"""51.3675,-0.127"",45.1,51.6,20491.8,0"
"""51.572,0.142"",67.4,128.8,25283.2,0"
"""51.385,-0.5205"",2.0,0.0,177327.8,0"
"""51.581,-0.244"",85.2,332.0,29941.6,0"
"""51.422,-0.1745"",129.4,1145.6,15039.4,0"
"""51.709,-0.0405"",68.6,46.0,42342.4,0"
"""51.4485,-0.2235"",21.1,764.6,29127.8,0"
"""51.2695,-0.252"",1.5,0.0,151126.2,0"
"""51.553,0.0725"",147.8,230.6,35687.4,0"
"""51.332,-0.196"",11.6,91.6,40299.000000000015,0"
"""51.4925,-0.2885"",36.1,410.8,42754.2,0"
"""51.535,-0.258"",13.5,231.4,15075.8,0"
"""51.4565,0.0115"",85.9,347.0,19500.0,0"
"""51.459,0.1525"",60.5,74.2,22007.2,0"
"""51.525,-0.1105"",100.4,2480.0,8990.199999999999,0"
"""51.4865,-0.2525"",85.5,177.4,11420.6,0"
"""51.4615,-0.07"",139.0,273.6,17046.8,0"
"""51.5095,-0.0755"",65.1,3248.8,43424.0,0"
"""51.5145,-0.194"",192.4,425.0,7209.6,0"
"""51.5255,-0.0775"",44.8,3914.4,13388.0,0"
"""51.485,-0.1825"",150.8,1265.0,17799.999999999996,0"
"""51.5135,-0.02"",153.3,283.6,6107.8,0"
"""51.377,-0.0345"",36.5,20.4,3296.0000000000005,0"
"""51.462,-0.1375"",97.1,3572.6,25292.2,0"
"""51.509,-0.3385"",88.5,386.8,22518.000000000004,0"
"""51.5775,0.0485"",70.2,0.0,99506.0,0"
"""51.57,-0.0635"",70.3,411.4,21517.8,0"
"""51.607,-0.275"",73.1,179.8,22643.6,0"
"""51.618,-0.2725"",65.1,54.2,16548.2,0"
"""51.557,-0.2865"",35.1,167.2,12559.2,0"
"""51.4925,-0.1575"",123.3,1805.0,19035.6,0"
"""51.6775,-0.0515"",56.6,52.75,12396.0,0"
"""51.325,-0.279"",26.0,85.2,16208.4,0"
"""51.506,-0.0875"",68.5,3532.2,10124.8,0"
"""51.4565,-0.01"",53.5,1063.2,32707.4,0"
"""51.7155,-0.0285"",24.1,16.0,5608.0,0"
"""51.5805,-0.243"",44.3,332.0,29941.6,0"
"""51.513,0.0005"",72.5,68.6,48232.4,0"
"""51.38,-0.518"",13.5,0.0,177327.8,0"
"""51.556,-0.3305"",72.6,48.8,10110.0,0"
"""51.468,-0.3285"",58.7,80.4,2314.600000000001,0"
"""51.5945,-0.184"",73.4,0.4,79998.8,0"
"""51.534,-0.193"",138.1,1157.6,18322.6,0"
"""51.582,-0.535"",4.1,45.0,11475.0,0"
"""51.36,0.0745"",11.6,141.8,26793.2,0"
"""51.521,-0.075"",101.9,3081.0,27092.0,0"
"""51.5135,-0.148"",22.9,1267.4,7683.2,0"
"""51.482,-0.2"",142.8,1118.6,7091.5999999999985,0"
"""51.442,0.2345"",52.8,27.0,8777.0,0"
"""51.4385,-0.42"",81.9,204.6,13143.4,0"
"""51.439,-0.491"",16.0,173.4,26819.4,0"
"""51.5395,-0.056"",205.5,735.2,18814.8,0"
"""51.4955,-0.138"",124.5,730.4,7181.0,0"
"""51.498,-0.1595"",105.9,1922.4,14229.8,0"
"""51.564,0.2015"",36.1,152.8,34882.4,0"
"""51.3625,-0.2705"",48.2,402.8,15107.999999999998,0"
"""51.5285,-0.3295"",74.2,12.8,509.2,0"
"""51.6415,-0.4725"",8.3,45.0,21393.8,0"
"""51.3135,-0.1405"",10.9,26.6,10120.0,0"
"""51.5015,0.064"",120.3,140.4,5236.000000000001,0"
"""51.5485,0.025"",138.7,174.4,14828.4,0"
"""51.4205,0.2905"",4.9,3.0,580.4,0"
"""51.4915,-0.192"",235.0,869.2,28808.6,0"
"""51.2615,-0.1465"",48.6,32.4,6470.799999999998,0"
"""51.34,0.275"",3.8,24.2,8521.2,0"
"""51.582,-0.0995"",136.7,752.2,20751.4,0"
"""51.457,-0.1895"",102.9,543.0,29081.6,0"
"""51.603,0.2465"",10.2,77.4,41747.4,0"
"""51.463,0.002"",86.3,507.8,17578.6,0"
"""51.5785,-0.124"",140.6,903.2,21116.4,0"
"""51.6855,-0.029"",47.2,127.6,25785.800000000007,0"
"""51.5505,0.0465"",131.6,381.8,23390.6,0"
"""51.5345,0.127"",31.5,71.4,95543.4,0"
"""51.6695,0.114"",2.3,0.0,82152.6,0"
"""51.514,-0.0705"",117.9,1390.4,13125.6,0"
"""51.517,0.0245"",61.0,125.4,12020.999999999998,0"
"""51.3575,-0.276"",13.4,402.8,15107.999999999998,0"
"""51.451,-0.246"",84.8,26.8,1115.8000000000004,0"
"""51.3955,-0.084"",48.3,112.4,12814.8,0"
"""51.5105,-0.3735"",46.6,214.8,19488.6,0"
"""51.6255,-0.322"",7.7,45.2,10400.8,0"
"""51.3925,-0.2235"",58.5,64.4,5878.4,0"
"""51.409,-0.306"",47.3,235.2,15676.2,0"
"""51.5625,0.22"",46.8,16.4,924.8,0"
"""51.4575,-0.1045"",128.3,710.4,5221.5999999999985,0"
"""51.541,0.148"",90.3,118.8,12939.399999999998,0"
"""51.4965,-0.1115"",82.2,2847.4,13355.6,0"
"""51.3575,-0.106"",25.2,164.4,18101.6,0"
"""51.543,-0.343"",25.0,121.6,26647.4,0"
"""51.527,0.0795"",7.3,187.2,109659.0,0"
"""51.6705,0.266"",0.6,26.4,1470.6,0"
"""51.58,-0.338"",49.8,85.8,29391.6,0"
"""51.5855,-0.181"",45.6,6.0,920.0,0"
"""51.5015,-0.216"",237.7,745.0,37197.60000000001,0"
"""51.587,-0.0635"",61.3,75.0,1099.4,0"
"""51.6465,-0.4455"",52.1,50.8,11262.999999999998,0"
"""51.52,-0.0975"",112.9,1115.8,14653.4,0"
"""51.574,-0.336"",28.8,85.8,29391.6,0"
"""51.5665,0.1105"",71.6,19.0,1495.6,0"
"""51.6165,-0.2445"",43.6,39.6,63261.59999999999,0"
"""51.502,0.025"",22.6,113.2,1070.6,0"
"""51.488,-0.128"",161.2,4606.6,45158.99999999999,0"
"""51.4915,-0.1985"",191.5,290.6,71282.8,0"
"""51.4515,-0.2165"",101.0,517.4,26886.0,0"
"""51.5525,-0.303"",67.7,89.2,12064.2,0"
"""51.6455,-0.127"",29.2,21.0,12716.5,0"
"""51.468,-0.2115"",35.0,3184.2,46073.2,0"
"""51.5825,0.2205"",38.1,52.8,44426.40000000001,0"
"""51.5535,-0.1235"",145.6,1208.8,17306.2,0"
"""51.528,-0.1515"",17.9,637.6,12262.2,0"
"""51.4895,-0.068"",216.1,2196.4,28988.6,0"
"""51.5435,-0.1135"",155.1,1359.0,18015.0,0"
"""51.4315,-0.016"",81.3,426.0,28236.6,0"
"""51.4605,-0.3145"",45.9,72.2,40937.60000000001,0"
"""51.5305,-0.2995"",34.0,181.2,28735.4,0"
"""51.4445,-0.0235"",46.4,549.8,37002.8,0"
"""51.4225,-0.1015"",110.6,93.4,16137.2,0"
"""51.575,-0.0985"",27.7,2093.0,29522.0,0"
"""51.533,-0.0075"",29.4,2059.0,40065.0,0"
"""51.544,-0.379"",61.0,36.6,95489.2,0"
"""51.5765,0.067"",22.0,43.8,15123.399999999998,0"
"""51.5385,-0.077"",194.5,2118.2,17343.199999999993,0"
"""51.5135,-0.1305"",72.4,1272.0,6999.8,0"
"""51.3375,-0.5185"",40.8,95.8,11165.0,0"
"""51.483,-0.026"",97.0,2469.8,23567.6,0"
"""51.387,-0.0965"",77.8,46.2,8901.6,0"
"""51.5465,-0.0435"",147.0,447.2,21029.8,0"
"""51.512,-0.1575"",70.6,1272.8,11033.0,0"
"""51.46,-0.306"",33.4,452.4,6946.600000000001,0"
"""51.3975,0.107"",46.2,35.4,28895.0,0"
"""51.57,-0.025"",84.9,1333.0,26286.0,0"
"""51.613,-0.065"",108.4,371.4,14658.8,0"
"""51.462,-0.238"",92.0,332.6,27382.2,0"
"""51.532,-0.035"",38.7,827.4,14632.0,0"
"""51.593,-0.343"",46.1,95.2,15150.2,0"
"""51.555,0.147"",89.4,259.6,24302.0,0"
"""51.4035,-0.1685"",136.4,226.6,20346.0,0"
"""51.667,-0.493"",0.9,0.0,176717.0,0"
"""51.487,-0.254"",85.5,177.4,11420.6,0"
"""51.498,-0.1175"",82.2,3901.4,22101.2,0"
"""51.551,-0.1085"",156.3,98.0,347.7999999999999,0"
"""51.684,0.0475"",1.0,17.0,21763.4,0"
"""51.6565,-0.0805"",52.7,44.25,12260.25,0"
"""51.4815,-0.1825"",173.6,1330.2,18191.4,0"
"""51.6055,-0.0695"",65.8,371.4,14658.8,0"
"""51.4545,-0.3125"",98.9,479.4,8151.2,0"
"""51.5615,0.1355"",55.9,15.4,13269.2,0"
"""51.549,-0.243"",66.0,160.8,17879.8,0"
"""51.635,-0.093"",52.2,162.4,16833.800000000007,0"
"""51.716,-0.1765"",5.0,51.0,14066.6,0"
"""51.4985,-0.1675"",74.0,1176.8,25460.6,0"
"""51.511,-0.157"",6.1,643.8,90838.8,0"
"""51.6125,0.2575"",10.2,0.0,124284.6,0"
"""51.542,0.0135"",190.3,406.8,14548.000000000002,0"
"""51.493,-0.42"",6.2,34.5,13793.0,0"
"""51.55,0.075"",104.9,248.4,13349.000000000002,0"
"""51.56,0.0025"",116.8,160.25,10001.5,0"
"""51.6015,0.1545"",36.0,100.0,20106.6,0"
"""51.6145,-0.0645"",46.3,371.4,14658.8,0"
"""51.4455,0.0045"",92.1,206.8,25088.6,0"
"""51.458,-0.075"",124.1,681.8,17015.0,0"
"""51.418,-0.0745"",102.8,465.8,17733.2,0"
"""51.451,-0.183"",116.3,136.0,1419.4,0"
"""51.4915,-0.129"",104.8,2793.8,35536.8,0"
"""51.5045,-0.4065"",15.1,131.6,59523.0,0"
"""51.585,-0.3325"",68.1,105.2,10077.8,0"
"""51.5605,0.08"",137.5,172.0,38042.6,0"
"""51.5845,-0.0195"",98.2,212.0,15522.6,0"
"""51.5475,-0.277"",83.3,475.5,7222.5,0"
"""51.719,-0.038"",32.2,16.0,5608.0,0"
"""51.4385,0.1965"",28.7,79.4,9457.999999999998,0"
"""51.509,-0.3345"",100.1,35.6,1411.2,0"
"""51.6805,-0.0065"",20.0,39.2,11818.2,0"
"""51.5065,-0.2415"",173.9,133.6,1841.0,0"
"""51.4685,-0.111"",172.6,2095.6,18263.6,0"
"""51.303,-0.116"",45.3,11.4,736.4,0"
"""51.5425,-0.2485"",133.6,231.4,15075.8,0"
"""51.431,-0.169"",69.1,1129.4,21103.2,0"
"""51.698,-0.3255"",20.3,157.0,15856.0,0"
"""51.66,-0.0615"",31.6,60.25,3424.0,0"
"""51.5165,-0.043"",157.6,372.0,20396.6,0"
"""51.6755,-0.036"",74.7,106.0,15981.8,0"
"""51.4995,-0.1145"",47.7,1702.8,16769.0,0"
"""51.5765,-0.1565"",27.8,90.2,31374.8,0"
"""51.424,-0.0655"",37.5,158.0,18897.2,0"
"""51.5,-0.078"",162.9,395.6,8562.0,0"
"""51.4805,-0.111"",191.1,1516.8,24822.6,0"
"""51.603,0.217"",88.0,15.6,10551.0,0"
"""51.65,-0.4355"",19.3,50.8,11262.999999999998,0"
"""51.583,-0.215"",46.8,25.0,75522.8,0"
"""51.334,-0.5105"",16.3,20.8,1603.8,0"
"""51.579,0.071"",71.8,43.8,15123.399999999998,0"
"""51.5475,-0.056"",121.6,760.8,15919.599999999995,0"
"""51.5425,-0.0005"",119.0,399.2,13925.2,0"
"""51.4,-0.1335"",55.6,279.6,21112.6,0"
"""51.6715,-0.4825"",0.9,0.0,176717.0,0"
"""51.4945,-0.1925"",194.5,869.2,28808.6,0"
"""51.492,0.038"",15.1,459.2,16288.2,0"
"""51.473,-0.071"",93.1,1628.4,24110.6,0"
"""51.4545,-0.0855"",61.7,510.0,16647.399999999998,0"
"""51.3455,-0.4855"",28.2,0.0,174688.2,0"
"""51.28,-0.2625"",7.0,0.0,151126.2,0"
"""51.5315,-0.064"",273.3,2006.0,14501.2,0"
"""51.4415,-0.0205"",58.8,177.8,23525.6,0"
"""51.6045,-0.1825"",94.3,302.8,19938.6,0"
"""51.4735,-0.1125"",93.4,774.5,5211.0,0"
"""51.4415,-0.134"",116.1,72.4,620.5999999999998,0"
"""51.6215,-0.386"",43.1,9.8,393.4,0"
"""51.589,-0.062"",25.3,75.0,1099.4,0"
"""51.3835,0.222"",1.4,9.4,15608.0,0"
"""51.7015,-0.43"",4.9,6.0,315.8,0"
"""51.4715,-0.1475"",46.3,2192.8,10161.0,0"
"""51.459,-0.23"",53.0,876.6,19859.8,0"
"""51.4985,-0.0605"",116.7,210.2,9368.6,0"
"""51.4455,0.281"",46.9,32.6,407.4,0"
"""51.552,-0.261"",114.9,23.6,16458.199999999993,0"
"""51.456,-0.098"",89.0,592.0,14809.999999999998,0"
"""51.5435,-0.1405"",139.5,1405.8,7021.0,0"
"""51.526,-0.051"",241.9,660.6,16295.4,0"
"""51.512,-0.12"",38.2,32.0,6553.2,0"
"""51.707,0.094"",10.5,9.2,3257.2,0"
"""51.529,-0.396"",108.0,14.0,42985.8,0"
"""51.6125,-0.118"",117.7,71.8,52942.59999999999,0"
"""51.555,-0.36"",88.9,65.2,29019.0,0"
"""51.479,0.1035"",37.2,88.4,10499.4,0"
"""51.4745,-0.1465"",46.3,2192.8,10161.0,0"
"""51.498,-0.1745"",74.1,559.6,36289.4,0"
"""51.7015,-0.435"",4.9,6.0,315.8,0"
"""51.4945,-0.098"",101.9,2304.8,15251.8,0"
"""51.475,-0.0395"",91.7,262.4,10760.6,0"
"""51.4115,-0.2965"",47.3,111.2,32166.2,0"
"""51.546,-0.118"",108.8,1359.0,18015.0,0"
"""51.5135,-0.113"",38.2,2935.4,27435.2,0"
"""51.5255,0.0625"",105.4,5.2,190.2,0"
"""51.463,-0.216"",104.3,1259.8,17573.8,0"
"""51.461,-0.0705"",139.0,273.6,17046.8,0"
"""51.3815,-0.283"",22.2,498.8,24837.4,0"
"""51.428,-0.032"",57.6,335.2,29707.800000000007,0"
"""51.4825,-0.0625"",56.7,2023.6,30623.4,0"
"""51.6225,-0.2905"",4.9,2.4,27888.000000000004,0"
"""51.367,-0.19"",129.3,25.6,12776.4,0"
"""51.3735,0.0765"",43.9,65.0,17750.399999999998,0"
"""51.313,-0.463"",0.6,86.8,22082.800000000007,0"
"""51.37,-0.1405"",4.3,136.6,27055.2,0"
"""51.599,-0.098"",172.2,168.8,16661.8,0"
"""51.5945,-0.3355"",88.5,87.6,14479.600000000002,0"
"""51.59,-0.16"",77.1,268.2,15385.4,0"
"""51.394,-0.1215"",70.8,175.4,25720.0,0"
"""51.55,-0.22"",124.0,117.2,10596.999999999998,0"
"""51.453,0.243"",6.5,2.25,120371.25,0"
"""51.607,-0.125"",56.3,138.0,21305.6,0"
"""51.5125,0.032"",139.9,125.4,12020.999999999998,0"
"""51.6445,-0.4125"",45.7,77.4,8986.599999999999,0"
"""51.5,-0.3065"",70.9,31.2,1543.6,0"
"""51.6605,-0.059"",100.1,60.25,3424.0,0"
"""51.4755,0.0295"",58.4,1.0,83587.6,0"
"""51.4885,-0.3715"",46.4,142.8,19388.0,0"
"""51.5375,-0.0595"",97.2,735.2,18814.8,0"
"""51.397,0.1125"",46.2,78.6,10862.4,0"
"""51.504,-0.2165"",148.6,745.0,37197.60000000001,0"
"""51.4865,-0.0735"",43.5,2196.4,28988.6,0"
"""51.522,-0.0465"",206.4,660.6,16295.4,0"
"""51.439,0.249"",12.9,38.0,12765.2,0"
"""51.4815,-0.2105"",149.5,1277.8,11224.6,0"
"""51.627,-0.057"",143.8,101.8,13602.0,0"
"""51.4305,-0.162"",160.4,1129.4,21103.2,0"
"""51.486,-0.1245"",344.6,3037.4,46423.4,0"
"""51.442,-0.0315"",117.8,549.8,37002.8,0"
"""51.433,-0.195"",35.1,217.6,15243.4,0"
"""51.529,-0.445"",47.1,31.4,2331.6,0"
"""51.5875,-0.28"",64.3,74.2,28633.00000000001,0"
"""51.3675,0.045"",15.3,44.8,22689.4,0"
"""51.586,-0.0935"",159.9,264.8,16807.8,0"
"""51.4685,-0.277"",95.8,255.4,35516.6,0"
"""51.2925,-0.336"",23.7,139.6,2992.2,0"
"""51.515,-0.125"",131.8,1321.0,5581.8,0"
"""51.5795,-0.3425"",113.0,89.8,33273.0,0"
"""51.5495,-0.0025"",19.5,390.4,7688.800000000001,0"
"""51.5335,0.013"",192.6,252.0,17718.0,0"
"""51.441,0.237"",40.5,84.4,30487.6,0"
"""51.48,-0.0575"",121.2,2023.6,30623.4,0"
"""51.571,-0.023"",84.9,182.0,12036.799999999996,0"
"""51.3765,0.123"",125.5,37.8,17686.0,0"
"""51.517,-0.162"",153.1,767.2,33536.2,0"
"""51.538,-0.1945"",188.9,1157.6,18322.6,0"
"""51.5725,-0.3715"",97.6,87.8,18293.2,0"
"""51.435,-0.1615"",130.6,1129.4,21103.2,0"
"""51.442,-0.474"",23.4,18.2,719.5999999999998,0"
"""51.4745,0.1575"",67.9,32.6,7464.5999999999985,0"
"""51.6245,-0.0705"",94.2,101.8,13602.0,0"
"""51.5955,0.032"",68.0,1.2,67668.4,0"
"""51.5195,-0.0885"",62.9,2387.6,14811.000000000005,0"
"""51.633,-0.127"",70.8,224.0,15740.0,0"
"""51.3735,-0.493"",33.9,167.0,21272.200000000004,0"
